CAN Message, 0x1d3:0000df717cd8fe31,Timestamp,Amplitude
,,1739209792.9909966,-45.120503652039325
,,1739209792.990997,-45.120503652039325
,,1739209792.9909976,-38.13080360867914
,,1739209792.990998,-45.120503652039325
,,1739209792.9909987,-45.120503652039325
,,1739209792.9909992,-45.120503652039325
,,1739209792.9909997,-38.13080360867914
,,1739209792.9910002,-45.120503652039325
,,1739209792.991001,-45.120503652039325
,,1739209792.9910014,-45.120503652039325
,,1739209792.9910018,-38.13080360867914
,,1739209792.9910023,-45.120503652039325
,,1739209792.9910028,-38.13080360867914
,,1739209792.9910033,-45.120503652039325
,,1739209792.9910038,-38.13080360867914
,,1739209792.9910045,-38.13080360867914
,,1739209792.991005,-45.120503652039325
,,1739209792.9910054,-45.120503652039325
,,1739209792.991006,-38.13080360867914
,,1739209792.9910064,-38.13080360867914
,,1739209792.991007,-38.13080360867914
,,1739209792.9910076,-45.120503652039325
,,1739209792.991008,-31.141103565318915
,,1739209792.9910083,-45.120503652039325
,,1739209792.991009,-45.120503652039325
,,1739209792.9910097,-38.13080360867914
,,1739209792.9910102,-33.981070128970906
,,1739209792.991011,-45.120503652039325
,,1739209792.9910111,-45.120503652039325
,,1739209792.9910116,-45.120503652039325
,,1739209792.991012,-30.49652367304973
,,1739209792.9910128,-38.13080360867914
,,1739209792.9910133,-45.120503652039325
,,1739209792.9910138,-38.13080360867914
,,1739209792.9910142,-38.13080360867914
,,1739209792.9910147,-45.120503652039325
,,1739209792.9910154,-38.13080360867914
,,1739209792.991016,-45.120503652039325
,,1739209792.9910164,-33.981070128970906
,,1739209792.9910169,-38.13080360867914
,,1739209792.991017,-45.120503652039325
,,1739209792.991018,-35.57807855764607
,,1739209792.9910183,-38.13080360867914
,,1739209792.991019,-45.120503652039325
,,1739209792.9910195,-45.120503652039325
,,1739209792.99102,-38.13080360867914
,,1739209792.9910204,-35.57807855764607
,,1739209792.9910212,-45.120503652039325
,,1739209792.9910216,-33.981070128970906
,,1739209792.991022,-35.57807855764607
,,1739209792.9910226,-17.44894499121749
,,1739209792.991023,-18.192034459266992
,,1739209792.9910238,-32.81601443825658
,,1739209792.9910245,-38.13080360867914
,,1739209792.9910247,-31.14110356531892
,,1739209792.9910252,-33.981070128970906
,,1739209792.9910257,-35.57807855764607
,,1739209792.9910264,-45.120503652039325
,,1739209792.9910269,-38.13080360867914
,,1739209792.9910274,-38.13080360867914
,,1739209792.9910278,-45.120503652039325
,,1739209792.9910283,-45.120503652039325
,,1739209792.9910288,-31.141103565318915
,,1739209792.9910295,-33.981070128970906
,,1739209792.99103,-45.120503652039325
,,1739209792.9910305,-33.981070128970906
,,1739209792.991031,-38.13080360867914
,,1739209792.9910314,-38.13080360867914
,,1739209792.991032,-33.981070128970906
,,1739209792.9910326,-35.57807855764607
,,1739209792.991033,-33.981070128970906
,,1739209792.9910336,-38.13080360867914
,,1739209792.991034,-38.13080360867914
,,1739209792.9910345,-38.13080360867914
,,1739209792.9910352,-35.57807855764607
,,1739209792.9910357,-45.120503652039325
,,1739209792.9910362,-38.13080360867914
,,1739209792.991037,-38.13080360867914
,,1739209792.9910371,-38.13080360867914
,,1739209792.9910378,-22.84163660590255
,,1739209792.9910383,-33.98107012897096
,,1739209792.9910388,-38.13080360867914
,,1739209792.9910393,-33.981070128970906
,,1739209792.9910398,-28.992665084841946
,,1739209792.9910405,-45.120503652039325
,,1739209792.991041,-45.120503652039325
,,1739209792.9910414,-38.13080360867914
,,1739209792.991042,-31.141103565318893
,,1739209792.9910424,-33.981070128970906
,,1739209792.9910429,-45.120503652039325
,,1739209792.9910436,-45.120503652039325
,,1739209792.991044,-31.141103565318893
,,1739209792.9910443,-45.120503652039325
,,1739209792.991045,-38.13080360867914
,,1739209792.9910457,-38.13080360867914
,,1739209792.9910462,-45.120503652039325
,,1739209792.991047,-45.120503652039325
,,1739209792.9910471,-32.816014438256545
,,1739209792.9910476,-38.13080360867914
,,1739209792.991048,-33.98107012897096
,,1739209792.9910488,-33.981070128970906
,,1739209792.9910493,-38.13080360867914
,,1739209792.9910498,-45.120503652039325
,,1739209792.9910502,-23.50682362968953
,,1739209792.9910507,-35.57807855764607
,,1739209792.9910512,-38.13080360867914
,,1739209792.991052,-45.120503652039325
,,1739209792.9910524,-33.981070128970906
,,1739209792.9910529,-8.450646468742688
,,1739209792.991053,-25.077289914212862
,,1739209792.9910538,-33.981070128970906
,,1739209792.9910543,-31.141103565318943
,,1739209792.991055,-45.120503652039325
,,1739209792.9910555,-45.120503652039325
,,1739209792.991056,-45.120503652039325
,,1739209792.9910564,-38.13080360867914
,,1739209792.9910572,-38.13080360867914
,,1739209792.9910576,-27.8777449560314
,,1739209792.991058,-29.438486411369333
,,1739209792.9910586,-32.816014438256545
,,1739209792.991059,-38.13080360867914
,,1739209792.9910595,-38.13080360867914
,,1739209792.9910605,-38.13080360867914
,,1739209792.9910607,-32.81601443825658
,,1739209792.9910612,-45.120503652039325
,,1739209792.9910617,-35.57807855764607
,,1739209792.9910622,-45.120503652039325
,,1739209792.9910629,-14.686880871827997
,,1739209792.9910634,-20.001670042250545
,,1739209792.9910638,-38.13080360867914
,,1739209792.9910643,-30.49652367304973
,,1739209792.9910648,-45.120503652039325
,,1739209792.9910653,-45.120503652039325
,,1739209792.991066,-38.13080360867914
,,1739209792.9910665,-45.120503652039325
,,1739209792.991067,-35.57807855764607
,,1739209792.9910674,-38.13080360867914
,,1739209792.991068,-45.120503652039325
,,1739209792.9910686,-45.120503652039325
,,1739209792.991069,-29.438486411369333
,,1739209792.9910696,-45.120503652039325
,,1739209792.99107,-45.120503652039325
,,1739209792.9910705,-45.120503652039325
,,1739209792.9910712,-33.981070128970906
,,1739209792.9910717,-33.981070128970906
,,1739209792.9910722,-32.816014438256545
,,1739209792.991073,-38.13080360867914
,,1739209792.9910731,-30.49652367304973
,,1739209792.9910736,-31.141103565318893
,,1739209792.9910743,-45.120503652039325
,,1739209792.9910748,-45.120503652039325
,,1739209792.9910753,-21.598678470925663
,,1739209792.9910758,-26.99137008561072
,,1739209792.9910762,-38.13080360867914
,,1739209792.991077,-38.13080360867914
,,1739209792.9910774,-28.992665084841946
,,1739209792.991078,-14.03147237536616
,,1739209792.9910784,-38.13080360867914
,,1739209792.9910789,-38.13080360867914
,,1739209792.9910796,-38.13080360867914
,,1739209792.99108,-32.816014438256545
,,1739209792.9910803,-38.13080360867914
,,1739209792.991081,-45.120503652039325
,,1739209792.9910817,-32.816014438256545
,,1739209792.991082,-28.58837851428586
,,1739209792.991083,-45.120503652039325
,,1739209792.9910831,-45.120503652039325
,,1739209792.9910836,-45.120503652039325
,,1739209792.991084,-27.877744956031417
,,1739209792.9910846,-45.120503652039325
,,1739209792.9910853,-45.120503652039325
,,1739209792.9910858,-38.13080360867914
,,1739209792.9910862,-27.267205301931607
,,1739209792.9910867,-45.120503652039325
,,1739209792.9910872,-33.981070128970906
,,1739209792.991088,-45.120503652039325
,,1739209792.9910884,-38.13080360867914
,,1739209792.9910889,-33.981070128970906
,,1739209792.991089,-45.120503652039325
,,1739209792.9910898,-45.120503652039325
,,1739209792.9910903,-28.992665084841946
,,1739209792.991091,-45.120503652039325
