CAN Message, 0x1b8:020077c81077e814,Timestamp,Amplitude
,,1739209594.322084,-38.13080360867914
,,1739209594.3221035,-38.13080360867914
,,1739209594.3221238,-38.13080360867914
,,1739209594.3221436,-45.120503652039325
,,1739209594.3221636,-38.13080360867914
,,1739209594.3221834,-45.120503652039325
,,1739209594.3222034,-35.57807855764607
,,1739209594.3222232,-33.981070128970906
,,1739209594.3222432,-45.120503652039325
,,1739209594.322263,-38.13080360867914
,,1739209594.3222828,-35.57807855764607
,,1739209594.3223028,-45.120503652039325
,,1739209594.3223226,-45.120503652039325
,,1739209594.3223426,-45.120503652039325
,,1739209594.3223624,-38.13080360867914
,,1739209594.3223825,-29.438486411369347
,,1739209594.3224022,-45.120503652039325
,,1739209594.3224225,-38.13080360867914
,,1739209594.322442,-35.57807855764607
,,1739209594.3224618,-38.13080360867914
,,1739209594.322482,-45.120503652039325
,,1739209594.3225017,-38.13080360867914
,,1739209594.3225217,-38.13080360867914
,,1739209594.3225417,-31.141103565318915
,,1739209594.3225615,-38.13080360867914
,,1739209594.3225813,-45.120503652039325
,,1739209594.3226013,-45.120503652039325
,,1739209594.322621,-33.981070128970906
,,1739209594.322641,-33.981070128970906
,,1739209594.322661,-45.120503652039325
,,1739209594.3226807,-45.120503652039325
,,1739209594.3227007,-45.120503652039325
,,1739209594.3227203,-38.13080360867914
,,1739209594.3227406,-38.13080360867914
,,1739209594.3227603,-45.120503652039325
,,1739209594.3227804,-38.13080360867914
,,1739209594.3228002,-45.120503652039325
,,1739209594.3228202,-45.120503652039325
,,1739209594.32284,-45.120503652039325
,,1739209594.3228598,-38.13080360867914
,,1739209594.3228798,-35.57807855764607
,,1739209594.3228996,-38.13080360867914
,,1739209594.3229196,-38.13080360867914
,,1739209594.3229394,-38.13080360867914
,,1739209594.3229594,-38.13080360867914
,,1739209594.3229792,-45.120503652039325
,,1739209594.3229992,-38.13080360867914
,,1739209594.323019,-38.13080360867914
,,1739209594.3230388,-38.13080360867914
,,1739209594.3230588,-45.120503652039325
,,1739209594.3230786,-16.28388930050312
,,1739209594.323099,-32.81601443825658
,,1739209594.3231184,-33.981070128970906
,,1739209594.3231385,-38.13080360867914
,,1739209594.3231585,-45.120503652039325
,,1739209594.3231783,-38.13080360867914
,,1739209594.323198,-45.120503652039325
,,1739209594.323218,-45.120503652039325
,,1739209594.323238,-38.13080360867914
,,1739209594.3232577,-33.981070128970906
,,1739209594.3232777,-45.120503652039325
,,1739209594.3232975,-38.13080360867914
,,1739209594.3233175,-45.120503652039325
,,1739209594.3233373,-38.13080360867914
,,1739209594.323357,-35.57807855764607
,,1739209594.3233771,-38.13080360867914
,,1739209594.323397,-45.120503652039325
,,1739209594.323417,-35.57807855764607
,,1739209594.3234367,-32.816014438256545
,,1739209594.3234568,-45.120503652039325
,,1739209594.3234766,-45.120503652039325
,,1739209594.3234966,-38.13080360867914
,,1739209594.3235164,-32.816014438256545
,,1739209594.3235364,-35.57807855764607
,,1739209594.3235562,-30.49652367304973
,,1739209594.323576,-45.120503652039325
,,1739209594.323596,-45.120503652039325
,,1739209594.3236158,-33.981070128970906
,,1739209594.3236358,-32.816014438256545
,,1739209594.3236556,-28.992665084841967
,,1739209594.3236756,-27.87774495603143
,,1739209594.3236954,-45.120503652039325
,,1739209594.3237154,-45.120503652039325
,,1739209594.3237352,-45.120503652039325
,,1739209594.323755,-45.120503652039325
,,1739209594.323775,-45.120503652039325
,,1739209594.3237948,-45.120503652039325
,,1739209594.3238149,-45.120503652039325
,,1739209594.323835,-38.13080360867914
,,1739209594.3238547,-45.120503652039325
,,1739209594.3238745,-45.120503652039325
,,1739209594.3238945,-38.13080360867914
,,1739209594.3239143,-45.120503652039325
,,1739209594.3239343,-45.120503652039325
,,1739209594.323954,-45.120503652039325
,,1739209594.323974,-35.57807855764607
,,1739209594.323994,-22.74004262075133
,,1739209594.3240137,-38.13080360867914
,,1739209594.3240335,-38.13080360867914
,,1739209594.3240535,-38.13080360867914
,,1739209594.3240736,-45.120503652039325
,,1739209594.324093,-38.13080360867914
,,1739209594.3241134,-20.16506027657481
,,1739209594.3241332,-22.54371790334745
,,1739209594.324153,-33.981070128970906
,,1739209594.324173,-45.120503652039325
,,1739209594.3241928,-26.99137008561072
,,1739209594.3242128,-16.763597937115037
,,1739209594.3242326,-16.51712358632936
,,1739209594.3242526,-28.58837851428586
,,1739209594.3242724,-45.120503652039325
,,1739209594.3242924,-45.120503652039325
,,1739209594.3243122,-45.120503652039325
,,1739209594.324332,-38.13080360867914
,,1739209594.324352,-38.13080360867914
,,1739209594.3243718,-38.13080360867914
,,1739209594.3243918,-24.589719217205094
,,1739209594.3244116,-17.600019173844906
,,1739209594.3244317,-38.13080360867914
,,1739209594.3244514,-38.13080360867914
,,1739209594.3244717,-38.13080360867914
,,1739209594.3244913,-35.57807855764607
,,1739209594.324511,-35.57807855764607
,,1739209594.324531,-45.120503652039325
,,1739209594.3245509,-35.57807855764607
,,1739209594.324571,-24.589719217205094
,,1739209594.3245907,-19.40341533395241
,,1739209594.3246107,-13.120210986501588
,,1739209594.3246305,-24.589719217205094
,,1739209594.3246503,-38.13080360867914
,,1739209594.3246703,-45.120503652039325
,,1739209594.32469,-45.120503652039325
,,1739209594.32471,-45.120503652039325
,,1739209594.32473,-45.120503652039325
,,1739209594.32475,-45.120503652039325
,,1739209594.3247695,-38.13080360867914
,,1739209594.3247898,-31.141103565318943
,,1739209594.3248096,-29.438486411369357
,,1739209594.3248296,-32.816014438256545
,,1739209594.3248494,-38.13080360867914
,,1739209594.3248692,-45.120503652039325
,,1739209594.3248892,-45.120503652039325
,,1739209594.324909,-38.13080360867914
,,1739209594.324929,-38.13080360867914
,,1739209594.3249488,-38.13080360867914
,,1739209594.3249688,-45.120503652039325
,,1739209594.3249886,-45.120503652039325
,,1739209594.3250086,-45.120503652039325
,,1739209594.3250284,-45.120503652039325
,,1739209594.3250482,-38.13080360867914
,,1739209594.3250682,-28.992665084841946
,,1739209594.325088,-28.992665084841946
