CAN Message, 0x150:07006c2452c63fd0,Timestamp,Amplitude
,,1739209874.7757308,-30.49652367304973
,,1739209874.7757337,-32.816014438256545
,,1739209874.775736,-45.120503652039325
,,1739209874.7757387,-45.120503652039325
,,1739209874.7757416,-38.13080360867914
,,1739209874.7757442,-45.120503652039325
,,1739209874.7757468,-45.120503652039325
,,1739209874.7757494,-45.120503652039325
,,1739209874.775752,-38.13080360867914
,,1739209874.7757547,-45.120503652039325
,,1739209874.7757573,-45.120503652039325
,,1739209874.77576,-45.120503652039325
,,1739209874.7757626,-33.981070128970906
,,1739209874.7757652,-38.13080360867914
,,1739209874.7757678,-45.120503652039325
,,1739209874.7757704,-45.120503652039325
,,1739209874.775773,-45.120503652039325
,,1739209874.775776,-45.120503652039325
,,1739209874.7757783,-45.120503652039325
,,1739209874.7757812,-45.120503652039325
,,1739209874.7757838,-45.120503652039325
,,1739209874.7757864,-38.13080360867914
,,1739209874.775789,-38.13080360867914
,,1739209874.7757916,-45.120503652039325
,,1739209874.7757945,-35.57807855764607
,,1739209874.775797,-38.13080360867914
,,1739209874.7757995,-38.13080360867914
,,1739209874.775802,-35.57807855764607
,,1739209874.7758048,-38.13080360867914
,,1739209874.7758074,-38.13080360867914
,,1739209874.77581,-38.13080360867914
,,1739209874.7758129,-38.13080360867914
,,1739209874.7758155,-45.120503652039325
,,1739209874.775818,-45.120503652039325
,,1739209874.7758207,-45.120503652039325
,,1739209874.7758234,-45.120503652039325
,,1739209874.775826,-38.13080360867914
,,1739209874.7758286,-33.981070128970906
,,1739209874.7758312,-45.120503652039325
,,1739209874.7758338,-38.13080360867914
,,1739209874.7758365,-35.57807855764607
,,1739209874.775839,-33.981070128970906
,,1739209874.7758417,-45.120503652039325
,,1739209874.7758443,-38.13080360867914
,,1739209874.775847,-45.120503652039325
,,1739209874.7758498,-45.120503652039325
,,1739209874.7758524,-45.120503652039325
,,1739209874.775855,-45.120503652039325
,,1739209874.7758577,-45.120503652039325
,,1739209874.7758603,-25.826314394896357
,,1739209874.775863,-16.041018435916573
,,1739209874.7758656,-11.846914308175991
,,1739209874.7758682,-25.077289914212862
,,1739209874.7758708,-45.120503652039325
,,1739209874.7758734,-45.120503652039325
,,1739209874.775876,-38.13080360867914
,,1739209874.775879,-45.120503652039325
,,1739209874.7758813,-38.13080360867914
,,1739209874.775884,-38.13080360867914
,,1739209874.7758868,-38.13080360867914
,,1739209874.7758894,-35.57807855764607
,,1739209874.775892,-31.141103565318915
,,1739209874.7758946,-38.13080360867914
,,1739209874.7758973,-45.120503652039325
,,1739209874.7759,-32.816014438256545
,,1739209874.7759025,-31.141103565318915
,,1739209874.7759051,-33.981070128970906
,,1739209874.7759078,-38.13080360867914
,,1739209874.7759104,-45.120503652039325
,,1739209874.775913,-38.13080360867914
,,1739209874.7759156,-38.13080360867914
,,1739209874.7759182,-45.120503652039325
,,1739209874.7759209,-38.13080360867914
,,1739209874.7759235,-24.589719217205094
,,1739209874.7759264,-18.087589870852675
,,1739209874.775929,-22.74004262075133
