CAN Message, 0x1bb:00002394fc98220f,Timestamp,Amplitude
,,1739209601.665387,-38.13080360867914
,,1739209601.6653914,-38.13080360867914
,,1739209601.6653962,-38.13080360867914
,,1739209601.6654007,-28.992665084841946
,,1739209601.6654055,-38.13080360867914
,,1739209601.6654105,-45.120503652039325
,,1739209601.6654148,-38.13080360867914
,,1739209601.6654196,-31.141103565318915
,,1739209601.6654243,-33.981070128970906
,,1739209601.665429,-38.13080360867914
,,1739209601.6654336,-45.120503652039325
,,1739209601.6654384,-35.57807855764607
,,1739209601.6654432,-33.981070128970906
,,1739209601.665448,-35.57807855764607
,,1739209601.6654525,-45.120503652039325
,,1739209601.6654572,-25.826314394896357
,,1739209601.665462,-33.981070128970906
,,1739209601.6654668,-38.13080360867914
,,1739209601.6654713,-45.120503652039325
,,1739209601.665476,-38.13080360867914
,,1739209601.6654809,-33.981070128970906
,,1739209601.6654856,-20.277505258571438
,,1739209601.6654902,-26.99137008561072
,,1739209601.665495,-33.981070128970906
,,1739209601.6654997,-30.49652367304973
,,1739209601.6655042,-45.120503652039325
,,1739209601.665509,-38.13080360867914
,,1739209601.6655138,-38.13080360867914
,,1739209601.6655183,-38.13080360867914
,,1739209601.665523,-45.120503652039325
,,1739209601.6655278,-38.13080360867914
,,1739209601.6655326,-28.58837851428586
,,1739209601.6655374,-31.141103565318915
,,1739209601.665542,-38.13080360867914
,,1739209601.665547,-45.120503652039325
,,1739209601.6655514,-38.13080360867914
,,1739209601.6655562,-38.13080360867914
,,1739209601.6655607,-45.120503652039325
,,1739209601.6655655,-33.981070128970906
,,1739209601.6655705,-30.49652367304973
,,1739209601.6655748,-28.992665084841946
,,1739209601.6655796,-45.120503652039325
,,1739209601.6655843,-33.981070128970906
,,1739209601.665589,-33.981070128970906
,,1739209601.6655936,-29.438486411369347
,,1739209601.6655984,-22.84163660590256
,,1739209601.6656032,-38.13080360867914
,,1739209601.665608,-32.816014438256545
,,1739209601.6656125,-45.120503652039325
,,1739209601.6656172,-45.120503652039325
,,1739209601.665622,-16.944849956441484
,,1739209601.6656268,-23.273589343863303
,,1739209601.6656313,-38.13080360867914
,,1739209601.665636,-32.816014438256545
,,1739209601.6656408,-45.120503652039325
,,1739209601.6656456,-45.120503652039325
,,1739209601.66565,-35.57807855764607
,,1739209601.665655,-33.981070128970906
,,1739209601.6656597,-32.816014438256545
,,1739209601.6656642,-21.300333226290604
,,1739209601.665669,-18.335319861638148
,,1739209601.6656735,-38.13080360867914
,,1739209601.6656785,-31.141103565318915
,,1739209601.665683,-38.13080360867914
,,1739209601.6656878,-38.13080360867914
,,1739209601.6656926,-45.120503652039325
,,1739209601.665697,-38.13080360867914
,,1739209601.665702,-31.141103565318915
,,1739209601.6657066,-32.816014438256545
,,1739209601.6657114,-13.044159978149676
,,1739209601.6657162,-17.75653862927286
,,1739209601.6657207,-26.991370085610747
,,1739209601.6657257,-32.816014438256545
,,1739209601.6657302,-45.120503652039325
,,1739209601.6657348,-33.981070128970906
,,1739209601.6657395,-38.13080360867914
,,1739209601.6657443,-32.816014438256545
,,1739209601.665749,-38.13080360867914
,,1739209601.6657536,-38.13080360867914
,,1739209601.6657584,-33.981070128970906
,,1739209601.6657631,-33.98107012897096
,,1739209601.665768,-38.13080360867914
,,1739209601.6657724,-45.120503652039325
,,1739209601.6657772,-45.120503652039325
,,1739209601.665782,-45.120503652039325
,,1739209601.6657867,-38.13080360867914
,,1739209601.6657913,-45.120503652039325
,,1739209601.665796,-45.120503652039325
,,1739209601.6658008,-23.16150712794695
,,1739209601.6658056,-32.816014438256545
,,1739209601.66581,-45.120503652039325
,,1739209601.6658149,-45.120503652039325
,,1739209601.6658196,-33.981070128970906
,,1739209601.6658242,-29.438486411369357
,,1739209601.665829,-33.981070128970906
,,1739209601.6658337,-38.13080360867914
,,1739209601.6658385,-32.816014438256545
,,1739209601.665843,-38.13080360867914
,,1739209601.6658478,-33.981070128970906
,,1739209601.6658523,-32.816014438256545
,,1739209601.6658573,-27.267205301931607
,,1739209601.6658618,-32.816014438256545
,,1739209601.6658666,-45.120503652039325
,,1739209601.6658714,-38.13080360867914
,,1739209601.6658762,-28.992665084841967
,,1739209601.665881,-45.120503652039325
,,1739209601.6658854,-32.816014438256545
,,1739209601.6658902,-45.120503652039325
,,1739209601.6658947,-30.49652367304973
,,1739209601.6658995,-33.981070128970906
,,1739209601.6659043,-45.120503652039325
,,1739209601.665909,-32.816014438256545
,,1739209601.6659136,-38.13080360867914
,,1739209601.6659184,-38.13080360867914
,,1739209601.665923,-45.120503652039325
,,1739209601.665928,-45.120503652039325
,,1739209601.6659324,-32.816014438256545
,,1739209601.6659372,-31.141103565318893
,,1739209601.665942,-45.120503652039325
,,1739209601.6659467,-38.13080360867914
,,1739209601.6659513,-45.120503652039325
,,1739209601.665956,-45.120503652039325
,,1739209601.6659608,-38.13080360867914
,,1739209601.6659656,-45.120503652039325
,,1739209601.66597,-38.13080360867914
,,1739209601.6659749,-38.13080360867914
,,1739209601.6659815,-30.49652367304973
,,1739209601.6659882,-11.352909697990492
,,1739209601.665995,-31.141103565318915
,,1739209601.6660016,-38.13080360867914
,,1739209601.6660082,-32.816014438256545
,,1739209601.666015,-27.267205301931607
,,1739209601.6660216,-26.991370085610747
,,1739209601.6660285,-45.120503652039325
,,1739209601.666035,-38.13080360867914
,,1739209601.6660416,-38.13080360867914
,,1739209601.6660483,-45.120503652039325
,,1739209601.666055,-45.120503652039325
,,1739209601.6660616,-31.141103565318893
,,1739209601.6660683,-38.13080360867914
,,1739209601.666075,-32.816014438256545
,,1739209601.6660817,-35.57807855764607
,,1739209601.6660883,-45.120503652039325
,,1739209601.666095,-45.120503652039325
,,1739209601.666102,-32.816014438256545
,,1739209601.6661086,-24.151403521958727
,,1739209601.6661153,-15.670744567918822
,,1739209601.666122,-28.58837851428589
,,1739209601.6661286,-28.21854285175415
,,1739209601.6661353,-45.120503652039325
,,1739209601.666142,-27.8777449560314
,,1739209601.666149,-20.001670042250545
,,1739209601.666155,-45.120503652039325
,,1739209601.666162,-38.13080360867914
,,1739209601.6661687,-38.13080360867914
,,1739209601.6661754,-38.13080360867914
,,1739209601.666182,-45.120503652039325
,,1739209601.6661887,-45.120503652039325
,,1739209601.6661954,-45.120503652039325
,,1739209601.666202,-38.13080360867914
,,1739209601.6662087,-38.13080360867914
,,1739209601.6662154,-33.98107012897096
,,1739209601.666222,-45.120503652039325
,,1739209601.6662288,-45.120503652039325
,,1739209601.6662354,-45.120503652039325
,,1739209601.666242,-45.120503652039325
,,1739209601.6662488,-38.13080360867914
,,1739209601.6662557,-38.13080360867914
,,1739209601.666262,-35.57807855764607
,,1739209601.6662688,-24.589719217205094
,,1739209601.6662755,-45.120503652039325
,,1739209601.6662822,-45.120503652039325
,,1739209601.6662889,-35.57807855764607
,,1739209601.6662955,-38.13080360867914
,,1739209601.6663022,-26.99137008561072
,,1739209601.6663089,-18.29905288830097
,,1739209601.6663156,-45.120503652039325
,,1739209601.6663222,-30.49652367304973
,,1739209601.666329,-28.992665084841946
,,1739209601.6663356,-19.8960613169761
,,1739209601.6663425,-9.624341256848435
,,1739209601.666349,-31.141103565318915
,,1739209601.6663558,-35.57807855764607
,,1739209601.6663623,-45.120503652039325
,,1739209601.6663692,-38.13080360867914
,,1739209601.666376,-45.120503652039325
,,1739209601.6663826,-45.120503652039325
,,1739209601.6663892,-38.13080360867914
,,1739209601.666396,-33.981070128970906
