CAN Message, 0x1bb:00003fa9594ed0a9,Timestamp,Amplitude
,,1739209649.9513772,-30.49652367304973
,,1739209649.9513812,-30.49652367304973
,,1739209649.9513853,-45.120503652039325
,,1739209649.9513896,-45.120503652039325
,,1739209649.9513936,-38.13080360867914
,,1739209649.9513977,-35.57807855764607
,,1739209649.9514017,-45.120503652039325
,,1739209649.951406,-38.13080360867914
,,1739209649.95141,-45.120503652039325
,,1739209649.951414,-45.120503652039325
,,1739209649.9514182,-45.120503652039325
,,1739209649.9514225,-35.57807855764607
,,1739209649.9514265,-45.120503652039325
,,1739209649.9514306,-45.120503652039325
,,1739209649.9514346,-45.120503652039325
,,1739209649.951439,-45.120503652039325
,,1739209649.951443,-45.120503652039325
,,1739209649.951447,-38.13080360867914
,,1739209649.9514513,-38.13080360867914
,,1739209649.9514554,-38.13080360867914
,,1739209649.9514594,-38.13080360867914
,,1739209649.9514637,-33.981070128970906
,,1739209649.9514678,-38.13080360867914
,,1739209649.9514718,-45.120503652039325
,,1739209649.951476,-35.57807855764607
,,1739209649.95148,-38.13080360867914
,,1739209649.9514842,-38.13080360867914
,,1739209649.9514885,-35.57807855764607
,,1739209649.9514923,-38.13080360867914
,,1739209649.9514964,-45.120503652039325
,,1739209649.951501,-38.13080360867914
,,1739209649.9515047,-35.57807855764607
,,1739209649.9515088,-45.120503652039325
,,1739209649.9515128,-38.13080360867914
,,1739209649.951517,-35.57807855764607
,,1739209649.9515212,-38.13080360867914
,,1739209649.9515252,-38.13080360867914
,,1739209649.9515293,-45.120503652039325
,,1739209649.9515336,-45.120503652039325
,,1739209649.9515376,-35.57807855764607
,,1739209649.9515417,-33.981070128970906
,,1739209649.9515457,-31.141103565318893
,,1739209649.95155,-38.13080360867914
,,1739209649.951554,-38.13080360867914
,,1739209649.951558,-38.13080360867914
,,1739209649.9515622,-35.57807855764607
,,1739209649.9515665,-38.13080360867914
,,1739209649.9515705,-32.816014438256545
,,1739209649.9515746,-38.13080360867914
,,1739209649.9515786,-31.141103565318915
,,1739209649.951583,-12.68268449110134
,,1739209649.951587,-17.756538629272868
,,1739209649.951591,-27.267205301931607
,,1739209649.951595,-38.13080360867914
,,1739209649.9515994,-38.13080360867914
,,1739209649.9516034,-38.13080360867914
,,1739209649.9516077,-38.13080360867914
,,1739209649.9516115,-28.21854285175415
,,1739209649.9516158,-38.13080360867914
,,1739209649.95162,-38.13080360867914
,,1739209649.951624,-38.13080360867914
,,1739209649.951628,-35.57807855764607
,,1739209649.9516325,-45.120503652039325
,,1739209649.9516363,-38.13080360867914
,,1739209649.9516404,-38.13080360867914
,,1739209649.9516444,-45.120503652039325
,,1739209649.9516487,-33.981070128970906
,,1739209649.9516528,-35.57807855764607
,,1739209649.9516568,-38.13080360867914
,,1739209649.951661,-32.816014438256545
,,1739209649.9516652,-45.120503652039325
,,1739209649.9516692,-45.120503652039325
,,1739209649.9516733,-38.13080360867914
,,1739209649.9516776,-24.74623867263306
,,1739209649.9516816,-16.6881758710592
,,1739209649.9516857,-28.58837851428586
,,1739209649.9516895,-38.13080360867914
,,1739209649.951694,-45.120503652039325
,,1739209649.951698,-33.981070128970906
,,1739209649.951702,-9.249008669495854
,,1739209649.9517062,-18.877682693682605
,,1739209649.9517105,-45.120503652039325
,,1739209649.9517145,-30.49652367304973
,,1739209649.9517186,-38.13080360867914
,,1739209649.9517226,-45.120503652039325
,,1739209649.951727,-38.13080360867914
,,1739209649.951731,-45.120503652039325
,,1739209649.951735,-45.120503652039325
,,1739209649.951739,-45.120503652039325
,,1739209649.9517434,-27.8777449560314
,,1739209649.9517474,-45.120503652039325
,,1739209649.9517517,-45.120503652039325
,,1739209649.9517555,-33.981070128970906
,,1739209649.9517598,-38.13080360867914
,,1739209649.951764,-45.120503652039325
,,1739209649.951768,-45.120503652039325
,,1739209649.951772,-38.13080360867914
,,1739209649.9517765,-35.57807855764607
,,1739209649.9517803,-45.120503652039325
,,1739209649.9517844,-45.120503652039325
,,1739209649.9517884,-45.120503652039325
,,1739209649.9517927,-45.120503652039325
,,1739209649.9517968,-28.58837851428586
,,1739209649.9518008,-19.00327057196587
,,1739209649.9518049,-33.981070128970906
,,1739209649.9518092,-28.992665084841946
,,1739209649.9518132,-35.57807855764607
,,1739209649.9518173,-28.58837851428586
,,1739209649.951821,-8.503323075092698
,,1739209649.9518256,-29.438486411369347
,,1739209649.9518297,-32.816014438256545
,,1739209649.9518335,-33.981070128970906
,,1739209649.9518378,-45.120503652039325
,,1739209649.951842,-27.267205301931607
,,1739209649.951846,-25.82631439489636
,,1739209649.9518502,-38.13080360867914
,,1739209649.9518542,-45.120503652039325
,,1739209649.9518583,-20.88804491267121
,,1739209649.9518626,-25.62660358559016
,,1739209649.9518666,-45.120503652039325
,,1739209649.951871,-35.57807855764607
,,1739209649.951875,-45.120503652039325
,,1739209649.951879,-38.13080360867914
,,1739209649.951883,-38.13080360867914
,,1739209649.9518874,-45.120503652039325
,,1739209649.9518914,-33.981070128970906
,,1739209649.9518957,-31.141103565318915
,,1739209649.9518995,-45.120503652039325
,,1739209649.9519038,-28.992665084841946
,,1739209649.951908,-35.57807855764607
,,1739209649.951912,-26.991370085610747
,,1739209649.951916,-33.981070128970906
,,1739209649.9519205,-38.13080360867914
,,1739209649.9519243,-45.120503652039325
,,1739209649.9519284,-45.120503652039325
,,1739209649.9519324,-38.13080360867914
,,1739209649.9519367,-38.13080360867914
,,1739209649.9519408,-45.120503652039325
,,1739209649.9519448,-45.120503652039325
,,1739209649.951949,-32.816014438256545
,,1739209649.9519532,-38.13080360867914
,,1739209649.9519572,-38.13080360867914
,,1739209649.9519613,-31.14110356531892
,,1739209649.951965,-33.981070128970906
,,1739209649.9519696,-38.13080360867914
,,1739209649.9519737,-38.13080360867914
,,1739209649.9519775,-31.141103565318915
,,1739209649.9519818,-35.57807855764607
,,1739209649.951986,-45.120503652039325
,,1739209649.95199,-45.120503652039325
,,1739209649.9519942,-27.267205301931607
,,1739209649.9519982,-19.00327057196587
,,1739209649.9520023,-38.13080360867914
,,1739209649.9520066,-38.13080360867914
,,1739209649.9520106,-38.13080360867914
,,1739209649.9520147,-33.981070128970906
,,1739209649.952019,-12.61386445740686
,,1739209649.952023,-31.141103565318943
,,1739209649.952027,-30.49652367304973
,,1739209649.9520311,-45.120503652039325
,,1739209649.9520354,-45.120503652039325
,,1739209649.9520397,-38.13080360867914
,,1739209649.9520435,-45.120503652039325
,,1739209649.9520476,-38.13080360867914
,,1739209649.952052,-38.13080360867914
,,1739209649.952056,-45.120503652039325
,,1739209649.95206,-31.14110356531892
,,1739209649.952064,-38.13080360867914
,,1739209649.9520683,-38.13080360867914
,,1739209649.9520724,-38.13080360867914
,,1739209649.9520764,-26.99137008561072
,,1739209649.9520807,-38.13080360867914
,,1739209649.9520848,-35.57807855764607
,,1739209649.9520888,-45.120503652039325
,,1739209649.952093,-33.981070128970906
,,1739209649.9520972,-20.88804491267121
,,1739209649.9521012,-35.57807855764607
,,1739209649.9521053,-45.120503652039325
,,1739209649.952109,-28.992665084841946
,,1739209649.9521136,-31.141103565318893
,,1739209649.9521177,-38.13080360867914
,,1739209649.9521215,-38.13080360867914
,,1739209649.9521258,-35.57807855764607
,,1739209649.95213,-28.21854285175415
,,1739209649.952134,-21.300333226290604
,,1739209649.9521382,-8.845820927442196
,,1739209649.9521422,-20.88804491267121
,,1739209649.9521463,-28.21854285175415
,,1739209649.9521506,-45.120503652039325
,,1739209649.9521546,-20.88804491267121
,,1739209649.9521587,-24.589719217205094
,,1739209649.952163,-38.13080360867914
,,1739209649.952167,-38.13080360867914
,,1739209649.952171,-38.13080360867914
,,1739209649.9521751,-38.13080360867914
,,1739209649.9521794,-45.120503652039325
,,1739209649.9521835,-35.57807855764607
,,1739209649.9521875,-38.13080360867914
,,1739209649.9521916,-32.816014438256545
,,1739209649.952196,-32.816014438256545
,,1739209649.9522,-45.120503652039325
,,1739209649.952204,-35.57807855764607
,,1739209649.952208,-32.81601443825658
,,1739209649.9522123,-45.120503652039325
,,1739209649.9522164,-18.29905288830097
,,1739209649.9522204,-31.141103565318915
,,1739209649.9522245,-45.120503652039325
,,1739209649.9522288,-29.438486411369333
,,1739209649.9522328,-27.267205301931607
,,1739209649.952237,-27.267205301931607
,,1739209649.952241,-32.816014438256545
,,1739209649.9522452,-45.120503652039325
,,1739209649.9522493,-45.120503652039325
,,1739209649.952253,-38.13080360867914
,,1739209649.9522574,-45.120503652039325
,,1739209649.9522617,-45.120503652039325
,,1739209649.9522655,-35.57807855764607
,,1739209649.9522698,-38.13080360867914
,,1739209649.9522738,-45.120503652039325
,,1739209649.952278,-35.57807855764607
,,1739209649.9522822,-33.981070128970906
,,1739209649.9522862,-32.816014438256545
,,1739209649.9522903,-35.57807855764607
,,1739209649.9522946,-33.981070128970906
,,1739209649.9522986,-38.13080360867914
,,1739209649.9523027,-38.13080360867914
,,1739209649.952307,-45.120503652039325
,,1739209649.952311,-30.49652367304973
,,1739209649.952315,-35.57807855764607
,,1739209649.9523191,-35.57807855764607
,,1739209649.9523234,-45.120503652039325
,,1739209649.9523275,-26.0356534632528
,,1739209649.9523315,-27.267205301931607
,,1739209649.9523356,-25.62660358559016
,,1739209649.95234,-35.57807855764607
