CAN Message, 0x39:03332dc82b74bbe6,Timestamp,Amplitude
,,1739209651.4041858,-38.13080360867914
,,1739209651.4041896,-38.13080360867914
,,1739209651.4041934,-33.981070128970906
,,1739209651.4041972,-38.13080360867914
,,1739209651.404201,-38.13080360867914
,,1739209651.4042048,-32.816014438256545
,,1739209651.404209,-45.120503652039325
,,1739209651.4042125,-45.120503652039325
,,1739209651.4042163,-45.120503652039325
,,1739209651.4042203,-45.120503652039325
,,1739209651.4042242,-45.120503652039325
,,1739209651.404228,-45.120503652039325
,,1739209651.4042318,-38.13080360867914
,,1739209651.4042356,-38.13080360867914
,,1739209651.4042394,-35.57807855764607
,,1739209651.4042432,-35.57807855764607
,,1739209651.404247,-38.13080360867914
,,1739209651.4042509,-38.13080360867914
,,1739209651.404255,-35.57807855764607
,,1739209651.4042585,-35.57807855764607
,,1739209651.4042623,-38.13080360867914
,,1739209651.4042664,-38.13080360867914
,,1739209651.4042702,-45.120503652039325
,,1739209651.404274,-45.120503652039325
,,1739209651.4042778,-38.13080360867914
,,1739209651.4042816,-38.13080360867914
,,1739209651.4042854,-45.120503652039325
,,1739209651.4042892,-45.120503652039325
,,1739209651.404293,-38.13080360867914
,,1739209651.4042969,-38.13080360867914
,,1739209651.4043007,-31.141103565318893
,,1739209651.4043045,-31.141103565318915
,,1739209651.4043086,-45.120503652039325
,,1739209651.4043124,-45.120503652039325
,,1739209651.4043162,-33.981070128970906
,,1739209651.40432,-33.981070128970906
,,1739209651.4043238,-45.120503652039325
,,1739209651.4043276,-38.13080360867914
,,1739209651.4043314,-38.13080360867914
,,1739209651.4043353,-45.120503652039325
,,1739209651.404339,-45.120503652039325
,,1739209651.404343,-45.120503652039325
,,1739209651.4043467,-38.13080360867914
,,1739209651.4043508,-45.120503652039325
,,1739209651.4043546,-38.13080360867914
,,1739209651.4043584,-38.13080360867914
,,1739209651.4043622,-45.120503652039325
,,1739209651.404366,-45.120503652039325
,,1739209651.4043698,-31.141103565318915
,,1739209651.4043736,-27.267205301931607
,,1739209651.4043777,-14.03147237536616
,,1739209651.4043813,-10.824595629806277
,,1739209651.404385,-31.141103565318943
,,1739209651.404389,-31.141103565318915
,,1739209651.4043927,-38.13080360867914
,,1739209651.4043968,-31.141103565318915
,,1739209651.4044006,-45.120503652039325
,,1739209651.4044044,-38.13080360867914
,,1739209651.4044082,-45.120503652039325
,,1739209651.404412,-38.13080360867914
,,1739209651.4044158,-38.13080360867914
,,1739209651.4044197,-38.13080360867914
,,1739209651.4044237,-45.120503652039325
,,1739209651.4044273,-28.58837851428589
,,1739209651.404431,-38.13080360867914
,,1739209651.404435,-38.13080360867914
,,1739209651.4044387,-45.120503652039325
,,1739209651.4044428,-38.13080360867914
,,1739209651.4044466,-35.57807855764607
,,1739209651.4044504,-45.120503652039325
,,1739209651.4044542,-33.981070128970906
,,1739209651.404458,-25.82631439489636
,,1739209651.404462,-45.120503652039325
,,1739209651.4044657,-32.816014438256545
,,1739209651.4044695,-20.88804491267121
,,1739209651.4044733,-30.49652367304976
,,1739209651.4044771,-32.816014438256545
,,1739209651.404481,-33.981070128970906
,,1739209651.404485,-26.991370085610747
,,1739209651.4044888,-10.876588107936517
,,1739209651.4044926,-13.391556674517528
,,1739209651.4044964,-28.218542851754165
,,1739209651.4045002,-31.141103565318915
,,1739209651.404504,-31.141103565318915
,,1739209651.404508,-38.13080360867914
,,1739209651.4045117,-45.120503652039325
,,1739209651.4045155,-38.13080360867914
,,1739209651.404519,-25.826314394896357
,,1739209651.4045231,-45.120503652039325
,,1739209651.404527,-45.120503652039325
,,1739209651.404531,-38.13080360867914
