CAN Message, 0x150:0700a753c7e68cd7,Timestamp,Amplitude
,,1739209732.7336571,-45.120503652039325
,,1739209732.7336645,-38.13080360867914
,,1739209732.733672,-45.120503652039325
,,1739209732.7336795,-33.981070128970906
,,1739209732.733687,-45.120503652039325
,,1739209732.7336946,-45.120503652039325
,,1739209732.733702,-31.141103565318893
,,1739209732.733709,-45.120503652039325
,,1739209732.733717,-45.120503652039325
,,1739209732.7337244,-33.981070128970906
,,1739209732.733732,-35.57807855764607
,,1739209732.7337394,-38.13080360867914
,,1739209732.7337468,-35.57807855764607
,,1739209732.7337544,-45.120503652039325
,,1739209732.7337618,-33.981070128970906
,,1739209732.7337694,-38.13080360867914
,,1739209732.7337768,-45.120503652039325
,,1739209732.7337842,-38.13080360867914
,,1739209732.7337918,-38.13080360867914
,,1739209732.7337992,-45.120503652039325
,,1739209732.7338068,-38.13080360867914
,,1739209732.7338142,-38.13080360867914
,,1739209732.7338216,-45.120503652039325
,,1739209732.7338293,-45.120503652039325
,,1739209732.733837,-35.57807855764607
,,1739209732.7338445,-35.57807855764607
,,1739209732.7338517,-45.120503652039325
,,1739209732.733859,-38.13080360867914
,,1739209732.7338667,-30.49652367304973
,,1739209732.733874,-38.13080360867914
,,1739209732.7338817,-35.57807855764607
,,1739209732.733889,-35.57807855764607
,,1739209732.7338965,-45.120503652039325
,,1739209732.733904,-38.13080360867914
,,1739209732.7339115,-35.57807855764607
,,1739209732.7339191,-35.57807855764607
,,1739209732.7339263,-45.120503652039325
,,1739209732.733934,-45.120503652039325
,,1739209732.7339416,-45.120503652039325
,,1739209732.733949,-45.120503652039325
,,1739209732.7339566,-45.120503652039325
,,1739209732.733964,-38.13080360867914
,,1739209732.7339716,-38.13080360867914
,,1739209732.733979,-38.13080360867914
,,1739209732.7339864,-45.120503652039325
,,1739209732.733994,-45.120503652039325
,,1739209732.7340014,-45.120503652039325
,,1739209732.734009,-45.120503652039325
,,1739209732.7340164,-38.13080360867914
,,1739209732.7340238,-33.981070128970906
,,1739209732.7340314,-8.633976700727061
,,1739209732.7340388,-22.002965041481744
,,1739209732.7340465,-45.120503652039325
,,1739209732.734054,-32.816014438256545
,,1739209732.7340612,-25.077289914212862
,,1739209732.7340689,-31.141103565318893
,,1739209732.7340765,-38.13080360867914
,,1739209732.734084,-35.57807855764607
,,1739209732.7340913,-35.57807855764607
,,1739209732.734099,-35.57807855764607
,,1739209732.7341063,-38.13080360867914
,,1739209732.7341137,-33.981070128970906
,,1739209732.734121,-45.120503652039325
,,1739209732.7341287,-38.13080360867914
,,1739209732.734136,-35.57807855764607
,,1739209732.7341435,-45.120503652039325
,,1739209732.7341511,-45.120503652039325
,,1739209732.7341588,-35.57807855764607
,,1739209732.734166,-45.120503652039325
,,1739209732.7341735,-33.981070128970906
,,1739209732.7341812,-31.141103565318943
,,1739209732.7341886,-38.13080360867914
,,1739209732.7341962,-32.816014438256545
,,1739209732.7342036,-38.13080360867914
,,1739209732.734211,-23.506823629689546
,,1739209732.7342186,-45.120503652039325
,,1739209732.734226,-38.13080360867914
,,1739209732.7342336,-45.120503652039325
,,1739209732.734241,-29.438486411369333
,,1739209732.7342484,-22.17584139042336
,,1739209732.734256,-31.141103565318915
,,1739209732.7342634,-38.13080360867914
,,1739209732.734271,-38.13080360867914
,,1739209732.7342784,-45.120503652039325
,,1739209732.7342858,-35.57807855764607
,,1739209732.7342937,-38.13080360867914
,,1739209732.7343009,-38.13080360867914
,,1739209732.7343085,-33.981070128970906
,,1739209732.734316,-45.120503652039325
,,1739209732.7343233,-45.120503652039325
,,1739209732.734331,-29.438486411369333
,,1739209732.7343383,-31.141103565318893
,,1739209732.734346,-45.120503652039325
,,1739209732.7343533,-38.13080360867914
,,1739209732.7343607,-45.120503652039325
,,1739209732.7343683,-45.120503652039325
,,1739209732.7343757,-45.120503652039325
,,1739209732.734383,-45.120503652039325
,,1739209732.7343907,-38.13080360867914
,,1739209732.7343984,-28.992665084841946
,,1739209732.7344058,-45.120503652039325
,,1739209732.7344131,-30.49652367304973
,,1739209732.7344208,-24.589719217205094
,,1739209732.7344282,-20.001670042250545
,,1739209732.7344358,-30.49652367304973
,,1739209732.7344432,-33.981070128970906
,,1739209732.7344506,-28.992665084841967
,,1739209732.7344582,-16.517123586329355
,,1739209732.7344656,-10.857017914164215
,,1739209732.7344732,-26.991370085610757
,,1739209732.7344806,-45.120503652039325
,,1739209732.734488,-31.141103565318915
,,1739209732.7344956,-38.13080360867914
,,1739209732.734503,-38.13080360867914
,,1739209732.734511,-38.13080360867914
,,1739209732.734518,-32.81601443825658
,,1739209732.7345254,-38.13080360867914
,,1739209732.734533,-17.389956718396665
,,1739209732.7345405,-33.981070128970906
,,1739209732.734548,-38.13080360867914
,,1739209732.7345555,-45.120503652039325
,,1739209732.7345629,-38.13080360867914
,,1739209732.7345705,-35.57807855764607
,,1739209732.734578,-38.13080360867914
,,1739209732.7345855,-38.13080360867914
,,1739209732.734593,-45.120503652039325
,,1739209732.7346003,-24.438645034577675
,,1739209732.734608,-12.367390106621174
,,1739209732.734615,-45.120503652039325
,,1739209732.734623,-38.13080360867914
,,1739209732.7346303,-38.13080360867914
,,1739209732.7346375,-35.57807855764607
,,1739209732.7346454,-32.816014438256545
,,1739209732.7346528,-38.13080360867914
,,1739209732.7346604,-45.120503652039325
,,1739209732.7346678,-28.992665084841946
,,1739209732.7346752,-35.57807855764607
,,1739209732.7346828,-38.13080360867914
,,1739209732.7346902,-38.13080360867914
,,1739209732.7346978,-31.141103565318915
,,1739209732.7347052,-35.57807855764607
,,1739209732.7347126,-35.57807855764607
,,1739209732.7347202,-38.13080360867914
,,1739209732.7347276,-25.07728991421287
,,1739209732.7347353,-33.981070128970906
,,1739209732.7347426,-45.120503652039325
,,1739209732.73475,-33.981070128970906
,,1739209732.7347577,-30.49652367304973
,,1739209732.734765,-38.13080360867914
,,1739209732.7347727,-35.57807855764607
,,1739209732.73478,-45.120503652039325
,,1739209732.7347877,-25.25278630937684
,,1739209732.734795,-38.13080360867914
,,1739209732.7348025,-38.13080360867914
,,1739209732.73481,-45.120503652039325
,,1739209732.7348175,-33.981070128970906
,,1739209732.734825,-25.25278630937684
,,1739209732.7348323,-35.57807855764607
,,1739209732.73484,-45.120503652039325
,,1739209732.7348475,-38.13080360867914
,,1739209732.734855,-35.57807855764607
,,1739209732.7348626,-38.13080360867914
,,1739209732.73487,-45.120503652039325
,,1739209732.734877,-28.58837851428586
,,1739209732.734885,-33.981070128970906
,,1739209732.7348924,-45.120503652039325
,,1739209732.7349,-38.13080360867914
,,1739209732.7349074,-38.13080360867914
,,1739209732.7349148,-26.99137008561072
,,1739209732.7349224,-38.13080360867914
,,1739209732.7349298,-38.13080360867914
,,1739209732.7349374,-28.992665084841946
,,1739209732.7349448,-31.141103565318915
,,1739209732.7349522,-38.13080360867914
,,1739209732.7349598,-33.981070128970906
,,1739209732.7349672,-45.120503652039325
,,1739209732.7349749,-45.120503652039325
,,1739209732.7349825,-45.120503652039325
,,1739209732.7349896,-31.141103565318915
,,1739209732.7349973,-27.877744956031417
,,1739209732.735005,-25.077289914212862
,,1739209732.7350123,-38.13080360867914
,,1739209732.7350197,-45.120503652039325
,,1739209732.735027,-33.98107012897096
,,1739209732.7350347,-25.62660358559016
,,1739209732.735042,-30.49652367304973
,,1739209732.7350495,-45.120503652039325
,,1739209732.735057,-38.13080360867914
,,1739209732.7350645,-31.141103565318915
,,1739209732.735072,-12.195727715361455
,,1739209732.7350795,-19.089059925837475
,,1739209732.7350872,-31.141103565318915
,,1739209732.7350943,-27.877744956031417
,,1739209732.735102,-27.8777449560314
,,1739209732.7351096,-16.688175871059194
,,1739209732.735117,-45.120503652039325
,,1739209732.7351246,-31.141103565318915
,,1739209732.735132,-38.13080360867914
,,1739209732.7351394,-20.822980852015213
,,1739209732.735147,-8.292737188894952
,,1739209732.7351544,-32.816014438256545
,,1739209732.735162,-38.13080360867914
,,1739209732.7351694,-35.57807855764607
,,1739209732.7351768,-45.120503652039325
,,1739209732.7351844,-38.13080360867914
,,1739209732.7351918,-38.13080360867914
,,1739209732.7351997,-45.120503652039325
,,1739209732.7352068,-33.981070128970906
,,1739209732.7352142,-27.267205301931607
,,1739209732.735222,-45.120503652039325
,,1739209732.7352293,-45.120503652039325
,,1739209732.735237,-38.13080360867914
,,1739209732.7352445,-31.141103565318915
,,1739209732.7352517,-45.120503652039325
,,1739209732.7352593,-45.120503652039325
,,1739209732.7352667,-45.120503652039325
,,1739209732.7352743,-45.120503652039325
,,1739209732.7352817,-38.13080360867914
,,1739209732.735289,-45.120503652039325
,,1739209732.7352967,-45.120503652039325
,,1739209732.735304,-23.75329798047522
,,1739209732.7353115,-45.120503652039325
,,1739209732.7353191,-25.62660358559016
,,1739209732.7353268,-24.15140352195872
,,1739209732.7353342,-38.13080360867914
,,1739209732.7353415,-31.141103565318915
,,1739209732.7353492,-27.267205301931607
,,1739209732.7353566,-19.0459534198926
,,1739209732.7353642,-13.087454490654466
,,1739209732.7353716,-27.267205301931607
,,1739209732.735379,-38.13080360867914
,,1739209732.7353866,-38.13080360867914
,,1739209732.735394,-45.120503652039325
,,1739209732.7354016,-45.120503652039325
,,1739209732.735409,-45.120503652039325
,,1739209732.7354164,-45.120503652039325
,,1739209732.735424,-45.120503652039325
,,1739209732.7354314,-33.981070128970906
,,1739209732.735439,-45.120503652039325
,,1739209732.7354465,-38.13080360867914
,,1739209732.7354538,-31.141103565318943
,,1739209732.7354617,-45.120503652039325
,,1739209732.7354689,-17.133997197586602
,,1739209732.7354765,-33.98107012897096
,,1739209732.735484,-38.13080360867914
,,1739209732.7354913,-45.120503652039325
,,1739209732.735499,-38.13080360867914
,,1739209732.7355063,-45.120503652039325
,,1739209732.735514,-33.981070128970906
,,1739209732.7355213,-31.141103565318915
