CAN Message, 0x1bb:0000bbe6c8d7a90e,Timestamp,Amplitude
,,1739209587.0149982,-33.98107012897096
,,1739209587.015003,-35.57807855764607
,,1739209587.015008,-35.57807855764607
,,1739209587.0150127,-45.120503652039325
,,1739209587.0150175,-38.13080360867914
,,1739209587.0150225,-45.120503652039325
,,1739209587.0150275,-45.120503652039325
,,1739209587.0150323,-45.120503652039325
,,1739209587.0150373,-32.816014438256545
,,1739209587.015042,-33.981070128970906
,,1739209587.015047,-45.120503652039325
,,1739209587.0150518,-45.120503652039325
,,1739209587.0150568,-45.120503652039325
,,1739209587.0150616,-45.120503652039325
,,1739209587.0150666,-38.13080360867914
,,1739209587.0150714,-38.13080360867914
,,1739209587.0150764,-45.120503652039325
,,1739209587.0150812,-45.120503652039325
,,1739209587.0150862,-45.120503652039325
,,1739209587.015091,-45.120503652039325
,,1739209587.015096,-38.13080360867914
,,1739209587.0151007,-38.13080360867914
,,1739209587.0151055,-45.120503652039325
,,1739209587.0151105,-38.13080360867914
,,1739209587.0151155,-45.120503652039325
,,1739209587.0151205,-45.120503652039325
,,1739209587.0151253,-38.13080360867914
,,1739209587.01513,-38.13080360867914
,,1739209587.015135,-45.120503652039325
,,1739209587.0151398,-45.120503652039325
,,1739209587.0151448,-45.120503652039325
,,1739209587.0151496,-45.120503652039325
,,1739209587.0151546,-45.120503652039325
,,1739209587.0151594,-38.13080360867914
,,1739209587.0151644,-38.13080360867914
,,1739209587.0151691,-38.13080360867914
,,1739209587.0151742,-38.13080360867914
,,1739209587.015179,-35.57807855764607
,,1739209587.015184,-45.120503652039325
,,1739209587.0151887,-38.13080360867914
,,1739209587.0151937,-38.13080360867914
,,1739209587.0151985,-45.120503652039325
,,1739209587.0152037,-38.13080360867914
,,1739209587.0152082,-38.13080360867914
,,1739209587.0152133,-35.57807855764607
,,1739209587.015218,-45.120503652039325
,,1739209587.015223,-38.13080360867914
,,1739209587.0152278,-45.120503652039325
,,1739209587.0152328,-31.141103565318915
,,1739209587.0152376,-25.826314394896357
,,1739209587.0152426,-13.322114371807425
,,1739209587.015247,-9.182107041226576
,,1739209587.0152524,-28.992665084841967
,,1739209587.0152571,-28.58837851428586
,,1739209587.015262,-38.13080360867914
,,1739209587.015267,-38.13080360867914
,,1739209587.015272,-45.120503652039325
,,1739209587.015277,-33.981070128970906
,,1739209587.0152817,-45.120503652039325
,,1739209587.0152864,-45.120503652039325
,,1739209587.0152917,-38.13080360867914
,,1739209587.0152962,-45.120503652039325
,,1739209587.0153012,-45.120503652039325
,,1739209587.015306,-33.981070128970906
,,1739209587.015311,-38.13080360867914
,,1739209587.0153158,-45.120503652039325
,,1739209587.0153208,-38.13080360867914
,,1739209587.0153255,-38.13080360867914
,,1739209587.0153306,-45.120503652039325
,,1739209587.015335,-31.141103565318915
,,1739209587.0153403,-32.816014438256545
,,1739209587.015345,-38.13080360867914
,,1739209587.01535,-45.120503652039325
,,1739209587.0153549,-30.49652367304973
,,1739209587.01536,-21.67658091518819
,,1739209587.0153646,-27.267205301931607
