CAN Message, 0x1a7:0000e4c274b67cad,Timestamp,Amplitude
,,1739209878.709064,-45.120503652039325
,,1739209878.7090735,-35.57807855764607
,,1739209878.709083,-33.981070128970906
,,1739209878.7090926,-45.120503652039325
,,1739209878.709102,-38.13080360867914
,,1739209878.7091117,-38.13080360867914
,,1739209878.709121,-33.981070128970906
,,1739209878.7091303,-32.816014438256545
,,1739209878.7091398,-33.981070128970906
,,1739209878.7091494,-45.120503652039325
,,1739209878.709159,-38.13080360867914
,,1739209878.7091684,-33.981070128970906
,,1739209878.7091775,-45.120503652039325
,,1739209878.7091873,-45.120503652039325
,,1739209878.7091968,-38.13080360867914
,,1739209878.7092063,-33.981070128970906
,,1739209878.709216,-38.13080360867914
,,1739209878.7092252,-45.120503652039325
,,1739209878.7092347,-45.120503652039325
,,1739209878.7092445,-45.120503652039325
,,1739209878.7092538,-38.13080360867914
,,1739209878.709263,-35.57807855764607
,,1739209878.7092726,-38.13080360867914
,,1739209878.7092822,-45.120503652039325
,,1739209878.7092917,-38.13080360867914
,,1739209878.709301,-38.13080360867914
,,1739209878.7093103,-38.13080360867914
,,1739209878.70932,-45.120503652039325
,,1739209878.7093296,-38.13080360867914
,,1739209878.7093391,-38.13080360867914
,,1739209878.7093484,-45.120503652039325
,,1739209878.709358,-38.13080360867914
,,1739209878.7093675,-45.120503652039325
,,1739209878.709377,-38.13080360867914
,,1739209878.7093863,-35.57807855764607
,,1739209878.709396,-31.141103565318893
,,1739209878.7094054,-38.13080360867914
,,1739209878.709415,-45.120503652039325
,,1739209878.7094245,-38.13080360867914
,,1739209878.7094338,-38.13080360867914
,,1739209878.709443,-45.120503652039325
,,1739209878.7094529,-45.120503652039325
,,1739209878.7094622,-38.13080360867914
,,1739209878.7094717,-45.120503652039325
,,1739209878.7094812,-38.13080360867914
,,1739209878.7110531,-23.38864096791655
,,1739209878.7110577,-33.981070128970906
,,1739209878.711062,-30.49652367304973
,,1739209878.7110665,-38.13080360867914
,,1739209878.7110708,-17.661951700302005
,,1739209878.7110753,-12.653056554800877
,,1739209878.7110796,-45.120503652039325
,,1739209878.711084,-31.141103565318893
,,1739209878.7110884,-38.13080360867914
,,1739209878.7110927,-33.981070128970906
,,1739209878.7110972,-45.120503652039325
,,1739209878.7111015,-33.981070128970906
,,1739209878.7111058,-38.13080360867914
,,1739209878.7111104,-24.589719217205094
,,1739209878.7111146,-17.16170347859854
,,1739209878.7111192,-38.13080360867914
,,1739209878.7111237,-45.120503652039325
,,1739209878.711128,-28.992665084841946
,,1739209878.7111323,-38.13080360867914
,,1739209878.7111366,-38.13080360867914
,,1739209878.711141,-38.13080360867914
,,1739209878.7111454,-45.120503652039325
,,1739209878.71115,-28.992665084841946
,,1739209878.7111542,-22.54371790334745
,,1739209878.7111585,-13.153216425806429
,,1739209878.711163,-32.816014438256545
,,1739209878.711167,-38.13080360867914
,,1739209878.711172,-38.13080360867914
,,1739209878.7111762,-38.13080360867914
,,1739209878.7111807,-32.816014438256545
,,1739209878.711185,-45.120503652039325
,,1739209878.7111893,-38.13080360867914
,,1739209878.7111938,-45.120503652039325
,,1739209878.711198,-35.57807855764607
,,1739209878.7112026,-38.13080360867914
,,1739209878.711207,-38.13080360867914
,,1739209878.7112112,-45.120503652039325
,,1739209878.7112155,-38.13080360867914
,,1739209878.71122,-45.120503652039325
,,1739209878.7112246,-38.13080360867914
,,1739209878.7112288,-45.120503652039325
,,1739209878.7112334,-32.816014438256545
,,1739209878.7112377,-45.120503652039325
,,1739209878.711242,-38.13080360867914
,,1739209878.7112465,-35.57807855764607
,,1739209878.7112508,-33.981070128970906
,,1739209878.7112553,-38.13080360867914
,,1739209878.7112596,-27.267205301931607
,,1739209878.711264,-27.267205301931607
,,1739209878.7112684,-33.981070128970906
,,1739209878.7112727,-33.981070128970906
,,1739209878.7112772,-45.120503652039325
,,1739209878.7112815,-25.82631439489636
,,1739209878.711286,-21.4469444417791
,,1739209878.7112904,-25.82631439489636
,,1739209878.711295,-33.981070128970906
,,1739209878.7112992,-45.120503652039325
,,1739209878.7113037,-31.141103565318915
,,1739209878.711308,-33.981070128970906
,,1739209878.7113123,-38.13080360867914
,,1739209878.7113166,-45.120503652039325
,,1739209878.711321,-38.13080360867914
,,1739209878.7113254,-38.13080360867914
,,1739209878.71133,-38.13080360867914
,,1739209878.7113342,-38.13080360867914
,,1739209878.7113388,-32.816014438256545
,,1739209878.711343,-31.141103565318915
,,1739209878.711347,-45.120503652039325
,,1739209878.711352,-35.57807855764607
,,1739209878.7113562,-33.981070128970906
,,1739209878.7113607,-33.98107012897096
,,1739209878.711365,-28.992665084841946
,,1739209878.7113693,-31.141103565318915
,,1739209878.7113738,-33.981070128970906
,,1739209878.711378,-25.25278630937684
,,1739209878.7113826,-38.13080360867914
,,1739209878.711387,-38.13080360867914
,,1739209878.7113914,-45.120503652039325
,,1739209878.7113955,-38.13080360867914
,,1739209878.7114,-38.13080360867914
,,1739209878.7114046,-25.82631439489636
,,1739209878.7114089,-10.982478484345776
,,1739209878.7114134,-14.267597869738642
,,1739209878.7114177,-24.589719217205094
,,1739209878.711422,-35.57807855764607
,,1739209878.7114265,-38.13080360867914
,,1739209878.7114308,-20.88804491267121
,,1739209878.7114353,-35.57807855764607
,,1739209878.7114396,-38.13080360867914
,,1739209878.711444,-38.13080360867914
,,1739209878.7114484,-31.141103565318915
,,1739209878.7114527,-16.28388930050312
