CAN Message, 0x39:0f84f45112b89931,Timestamp,Amplitude
,,1739209772.8812635,-45.120503652039325
,,1739209772.8812675,-45.120503652039325
,,1739209772.8812711,-45.120503652039325
,,1739209772.881275,-45.120503652039325
,,1739209772.8812785,-38.13080360867914
,,1739209772.8812823,-38.13080360867914
,,1739209772.881286,-45.120503652039325
,,1739209772.8812895,-38.13080360867914
,,1739209772.8812935,-45.120503652039325
,,1739209772.881297,-35.57807855764607
,,1739209772.881301,-45.120503652039325
,,1739209772.8813047,-45.120503652039325
,,1739209772.8813086,-38.13080360867914
,,1739209772.881312,-33.981070128970906
,,1739209772.881316,-45.120503652039325
,,1739209772.8813198,-45.120503652039325
,,1739209772.881323,-32.816014438256545
,,1739209772.8813272,-45.120503652039325
,,1739209772.881331,-45.120503652039325
,,1739209772.8813343,-38.13080360867914
,,1739209772.8813384,-38.13080360867914
,,1739209772.881342,-45.120503652039325
,,1739209772.8813455,-45.120503652039325
,,1739209772.8813496,-45.120503652039325
,,1739209772.8813531,-38.13080360867914
,,1739209772.881357,-32.816014438256545
,,1739209772.8813608,-45.120503652039325
,,1739209772.8813643,-38.13080360867914
,,1739209772.8813682,-38.13080360867914
,,1739209772.881372,-38.13080360867914
,,1739209772.8813756,-38.13080360867914
,,1739209772.8813794,-45.120503652039325
,,1739209772.8813832,-35.57807855764607
,,1739209772.8813868,-38.13080360867914
,,1739209772.8813906,-45.120503652039325
,,1739209772.8813944,-45.120503652039325
,,1739209772.881398,-38.13080360867914
,,1739209772.8814018,-33.981070128970906
,,1739209772.8814054,-45.120503652039325
,,1739209772.8814092,-38.13080360867914
,,1739209772.881413,-38.13080360867914
,,1739209772.8814166,-45.120503652039325
,,1739209772.8814204,-45.120503652039325
,,1739209772.8814242,-45.120503652039325
,,1739209772.8814278,-45.120503652039325
,,1739209772.8814316,-38.13080360867914
,,1739209772.8814354,-38.13080360867914
,,1739209772.881439,-45.120503652039325
,,1739209772.8814428,-45.120503652039325
,,1739209772.8814466,-25.82631439489636
,,1739209772.8814502,-9.399923752776246
,,1739209772.881454,-18.263086266016654
,,1739209772.8814576,-26.487275050834715
,,1739209772.8814614,-38.13080360867914
,,1739209772.8814652,-38.13080360867914
,,1739209772.8814688,-38.13080360867914
,,1739209772.8814726,-35.57807855764607
,,1739209772.8814764,-38.13080360867914
,,1739209772.88148,-30.49652367304976
,,1739209772.8814838,-38.13080360867914
,,1739209772.8814876,-38.13080360867914
,,1739209772.8814912,-38.13080360867914
,,1739209772.881495,-45.120503652039325
,,1739209772.8814988,-38.13080360867914
,,1739209772.8815024,-35.57807855764607
,,1739209772.8815062,-35.57807855764607
,,1739209772.88151,-26.991370085610736
,,1739209772.8815136,-35.57807855764607
,,1739209772.8815174,-38.13080360867914
,,1739209772.881521,-38.13080360867914
,,1739209772.8815248,-45.120503652039325
,,1739209772.8815286,-38.13080360867914
,,1739209772.8815322,-45.120503652039325
,,1739209772.881536,-29.438486411369333
,,1739209772.8815398,-15.221558014851562
,,1739209772.8815434,-45.120503652039325
,,1739209772.8815472,-38.13080360867914
,,1739209772.881551,-33.981070128970906
,,1739209772.8815546,-22.44878636800916
,,1739209772.8815584,-8.970477506793408
,,1739209772.8815622,-38.13080360867914
,,1739209772.8815658,-38.13080360867914
,,1739209772.8815696,-30.49652367304976
,,1739209772.8815734,-45.120503652039325
,,1739209772.881577,-45.120503652039325
,,1739209772.8815808,-45.120503652039325
,,1739209772.8815844,-30.49652367304973
,,1739209772.8815882,-38.13080360867914
,,1739209772.881592,-45.120503652039325
,,1739209772.8815956,-38.13080360867914
,,1739209772.8815994,-45.120503652039325
,,1739209772.8816032,-38.13080360867914
,,1739209772.8816068,-38.13080360867914
,,1739209772.8816106,-45.120503652039325
,,1739209772.8816144,-38.13080360867914
,,1739209772.881618,-35.57807855764607
,,1739209772.8816218,-38.13080360867914
,,1739209772.8816257,-38.13080360867914
,,1739209772.8816292,-32.816014438256545
,,1739209772.881633,-38.13080360867914
,,1739209772.8816369,-33.981070128970906
,,1739209772.8816404,-33.981070128970906
,,1739209772.8816442,-27.267205301931607
,,1739209772.8816478,-23.273589343863303
,,1739209772.8816516,-33.981070128970906
,,1739209772.8816557,-38.13080360867914
,,1739209772.881659,-45.120503652039325
,,1739209772.8816628,-27.267205301931607
,,1739209772.881667,-16.398940924556364
,,1739209772.8816702,-38.13080360867914
,,1739209772.881674,-33.981070128970906
,,1739209772.881678,-45.120503652039325
,,1739209772.8816814,-35.57807855764607
,,1739209772.8816853,-38.13080360867914
,,1739209772.881689,-45.120503652039325
,,1739209772.8816926,-45.120503652039325
,,1739209772.8816965,-38.13080360867914
,,1739209772.8817005,-17.85323156177357
,,1739209772.881704,-28.992665084841946
,,1739209772.8817077,-38.13080360867914
,,1739209772.8817112,-35.57807855764607
,,1739209772.881715,-45.120503652039325
,,1739209772.8817189,-25.62660358559016
,,1739209772.8817225,-27.267205301931607
,,1739209772.8817265,-45.120503652039325
,,1739209772.88173,-38.13080360867914
,,1739209772.8817337,-27.267205301931607
,,1739209772.8817377,-15.91405363797142
,,1739209772.8817413,-45.120503652039325
,,1739209772.8817449,-45.120503652039325
,,1739209772.881749,-27.267205301931607
,,1739209772.8817525,-28.992665084841946
,,1739209772.881756,-45.120503652039325
,,1739209772.88176,-38.13080360867914
,,1739209772.8817637,-38.13080360867914
,,1739209772.8817673,-33.981070128970906
