CAN Message, 0x150:02001a81b3d946da,Timestamp,Amplitude
,,1739209715.080078,-38.13080360867914
,,1739209715.0800848,-28.58837851428586
,,1739209715.0800917,-38.13080360867914
,,1739209715.0800982,-45.120503652039325
,,1739209715.0801048,-45.120503652039325
,,1739209715.0801115,-38.13080360867914
,,1739209715.0801182,-45.120503652039325
,,1739209715.080125,-45.120503652039325
,,1739209715.0801318,-45.120503652039325
,,1739209715.0801384,-33.98107012897096
,,1739209715.0801451,-45.120503652039325
,,1739209715.0801518,-45.120503652039325
,,1739209715.0801585,-38.13080360867914
,,1739209715.0801651,-38.13080360867914
,,1739209715.0801718,-45.120503652039325
,,1739209715.0801787,-45.120503652039325
,,1739209715.0801854,-35.57807855764607
,,1739209715.080192,-27.267205301931607
,,1739209715.0801988,-45.120503652039325
,,1739209715.0802054,-38.13080360867914
,,1739209715.080212,-38.13080360867914
,,1739209715.0802188,-33.981070128970906
,,1739209715.0802257,-45.120503652039325
,,1739209715.080232,-45.120503652039325
,,1739209715.080239,-45.120503652039325
,,1739209715.0802455,-29.438486411369333
,,1739209715.0802524,-20.27750525857144
,,1739209715.080259,-22.74004262075133
,,1739209715.0802658,-29.438486411369333
,,1739209715.0802724,-45.120503652039325
,,1739209715.080279,-45.120503652039325
,,1739209715.0802858,-45.120503652039325
,,1739209715.0802927,-45.120503652039325
,,1739209715.0802994,-29.438486411369357
,,1739209715.080306,-38.13080360867914
,,1739209715.0803127,-38.13080360867914
,,1739209715.0803194,-45.120503652039325
,,1739209715.080326,-45.120503652039325
,,1739209715.0803328,-45.120503652039325
,,1739209715.0803394,-45.120503652039325
,,1739209715.080346,-45.120503652039325
,,1739209715.080353,-33.981070128970906
,,1739209715.0803597,-38.13080360867914
,,1739209715.0803664,-38.13080360867914
,,1739209715.080373,-35.57807855764607
,,1739209715.0803795,-29.438486411369347
,,1739209715.0803864,-38.13080360867914
,,1739209715.080393,-45.120503652039325
,,1739209715.0803998,-38.13080360867914
,,1739209715.080407,-28.992665084841946
,,1739209715.080413,-18.755624688505637
,,1739209715.08042,-33.981070128970906
,,1739209715.0804267,-38.13080360867914
,,1739209715.0804334,-35.57807855764607
,,1739209715.08044,-31.141103565318915
,,1739209715.0804467,-11.493794354782626
,,1739209715.0804534,-24.15140352195873
,,1739209715.08046,-33.981070128970906
,,1739209715.080467,-38.13080360867914
,,1739209715.0804737,-45.120503652039325
,,1739209715.0804803,-38.13080360867914
,,1739209715.080487,-28.992665084841946
,,1739209715.0804937,-33.981070128970906
,,1739209715.0805004,-45.120503652039325
,,1739209715.080507,-35.57807855764607
,,1739209715.0805137,-38.13080360867914
,,1739209715.0805206,-45.120503652039325
,,1739209715.0805273,-38.13080360867914
,,1739209715.080534,-32.816014438256545
,,1739209715.080541,-38.13080360867914
,,1739209715.080547,-45.120503652039325
,,1739209715.080554,-38.13080360867914
,,1739209715.0805607,-45.120503652039325
,,1739209715.0805674,-35.57807855764607
,,1739209715.080574,-33.981070128970906
,,1739209715.080581,-45.120503652039325
,,1739209715.0805876,-38.13080360867914
,,1739209715.0805943,-31.141103565318915
,,1739209715.080601,-28.992665084841946
,,1739209715.0806077,-32.816014438256545
,,1739209715.0806143,-45.120503652039325
,,1739209715.080621,-45.120503652039325
,,1739209715.0806277,-33.981070128970906
,,1739209715.0806346,-35.57807855764607
,,1739209715.0806413,-23.75329798047522
,,1739209715.080648,-35.57807855764607
,,1739209715.0806546,-38.13080360867914
,,1739209715.0806613,-45.120503652039325
,,1739209715.080668,-38.13080360867914
,,1739209715.0806746,-38.13080360867914
,,1739209715.080681,-26.487275050834715
,,1739209715.080688,-38.13080360867914
,,1739209715.080695,-35.57807855764607
,,1739209715.0807016,-24.746238672633048
,,1739209715.0807085,-45.120503652039325
,,1739209715.080715,-38.13080360867914
,,1739209715.0807216,-38.13080360867914
,,1739209715.0807283,-38.13080360867914
,,1739209715.080735,-45.120503652039325
,,1739209715.0807416,-45.120503652039325
,,1739209715.0807486,-31.141103565318893
,,1739209715.0807552,-45.120503652039325
,,1739209715.080762,-30.49652367304973
,,1739209715.0807686,-9.326097680641322
,,1739209715.0807753,-25.25278630937684
,,1739209715.080782,-33.981070128970906
,,1739209715.0807886,-25.25278630937684
,,1739209715.0807953,-35.57807855764607
,,1739209715.080802,-45.120503652039325
,,1739209715.0808089,-45.120503652039325
,,1739209715.0808156,-45.120503652039325
,,1739209715.0808222,-45.120503652039325
,,1739209715.080829,-45.120503652039325
,,1739209715.0808356,-38.13080360867914
,,1739209715.0808425,-31.141103565318915
,,1739209715.080849,-45.120503652039325
,,1739209715.0808556,-45.120503652039325
,,1739209715.0808623,-45.120503652039325
,,1739209715.0808692,-33.981070128970906
,,1739209715.080876,-38.13080360867914
,,1739209715.0808823,-38.13080360867914
,,1739209715.0808892,-33.981070128970906
,,1739209715.080896,-38.13080360867914
,,1739209715.0809026,-45.120503652039325
,,1739209715.0809093,-45.120503652039325
,,1739209715.0809162,-33.981070128970906
,,1739209715.0809228,-35.57807855764607
,,1739209715.0809295,-21.446944441779117
,,1739209715.0809362,-33.981070128970906
,,1739209715.0809429,-38.13080360867914
,,1739209715.0809495,-31.141103565318915
,,1739209715.0809562,-20.10991102986178
,,1739209715.080963,-10.278929408385482
,,1739209715.0809696,-31.141103565318915
,,1739209715.0809765,-26.99137008561072
,,1739209715.0809832,-32.816014438256545
,,1739209715.0809898,-45.120503652039325
,,1739209715.0809965,-45.120503652039325
,,1739209715.0810032,-24.151403521958727
,,1739209715.08101,-25.077289914212862
,,1739209715.0810163,-45.120503652039325
,,1739209715.0810232,-45.120503652039325
,,1739209715.08103,-30.49652367304973
,,1739209715.0810368,-33.981070128970906
,,1739209715.0810435,-45.120503652039325
,,1739209715.0810502,-35.57807855764607
,,1739209715.0810568,-38.13080360867914
