CAN Message, 0x98:00006a17e7328d0c,Timestamp,Amplitude
,,1739209662.266634,-45.120503652039325
,,1739209662.2666404,-45.120503652039325
,,1739209662.2666466,-35.57807855764607
,,1739209662.266653,-32.816014438256545
,,1739209662.2666593,-45.120503652039325
,,1739209662.2666657,-45.120503652039325
,,1739209662.266672,-32.816014438256545
,,1739209662.2666783,-38.13080360867914
,,1739209662.2666843,-45.120503652039325
,,1739209662.266691,-38.13080360867914
,,1739209662.2666972,-33.981070128970906
,,1739209662.2667036,-33.981070128970906
,,1739209662.2667098,-45.120503652039325
,,1739209662.2667162,-45.120503652039325
,,1739209662.2667224,-35.57807855764607
,,1739209662.2667289,-38.13080360867914
,,1739209662.266735,-38.13080360867914
,,1739209662.2667413,-45.120503652039325
,,1739209662.2667477,-38.13080360867914
,,1739209662.266754,-38.13080360867914
,,1739209662.2667603,-45.120503652039325
,,1739209662.2667663,-45.120503652039325
,,1739209662.266773,-45.120503652039325
,,1739209662.2667792,-38.13080360867914
,,1739209662.2667856,-38.13080360867914
,,1739209662.2667918,-38.13080360867914
,,1739209662.2667985,-30.49652367304973
,,1739209662.2668045,-35.57807855764607
,,1739209662.266811,-38.13080360867914
,,1739209662.266817,-38.13080360867914
,,1739209662.2668235,-35.57807855764607
,,1739209662.2668295,-45.120503652039325
,,1739209662.2668362,-45.120503652039325
,,1739209662.2668424,-45.120503652039325
,,1739209662.2668488,-45.120503652039325
,,1739209662.266855,-45.120503652039325
,,1739209662.2668614,-33.981070128970906
,,1739209662.2668676,-38.13080360867914
,,1739209662.266874,-45.120503652039325
,,1739209662.2668805,-38.13080360867914
,,1739209662.2668865,-38.13080360867914
,,1739209662.266893,-38.13080360867914
,,1739209662.266899,-38.13080360867914
,,1739209662.2669055,-45.120503652039325
,,1739209662.2669115,-38.13080360867914
,,1739209662.2669182,-33.981070128970906
,,1739209662.2669244,-38.13080360867914
,,1739209662.2669308,-38.13080360867914
,,1739209662.266937,-45.120503652039325
,,1739209662.2669437,-24.29264994887477
,,1739209662.2669497,-12.823685228862534
,,1739209662.266956,-14.912748770103716
,,1739209662.2669623,-25.826314394896357
,,1739209662.2669687,-38.13080360867914
,,1739209662.266975,-38.13080360867914
,,1739209662.2669814,-45.120503652039325
,,1739209662.2669876,-38.13080360867914
,,1739209662.266994,-33.981070128970906
,,1739209662.2670002,-31.141103565318943
,,1739209662.2670066,-45.120503652039325
,,1739209662.2670128,-45.120503652039325
,,1739209662.2670193,-45.120503652039325
,,1739209662.2670257,-45.120503652039325
,,1739209662.267032,-45.120503652039325
,,1739209662.267038,-45.120503652039325
,,1739209662.2670443,-45.120503652039325
,,1739209662.2670507,-30.49652367304973
,,1739209662.267057,-35.57807855764607
,,1739209662.2670634,-45.120503652039325
,,1739209662.2670696,-38.13080360867914
,,1739209662.267076,-38.13080360867914
,,1739209662.2670822,-38.13080360867914
,,1739209662.267089,-38.13080360867914
,,1739209662.2670949,-38.13080360867914
,,1739209662.2671013,-20.95409857865648
,,1739209662.2671075,-29.438486411369333
,,1739209662.267114,-35.57807855764607
,,1739209662.26712,-33.981070128970906
,,1739209662.2671266,-33.981070128970906
,,1739209662.2671328,-23.16150712794696
,,1739209662.2671392,-28.992665084841946
,,1739209662.2671454,-31.141103565318915
,,1739209662.2671518,-28.58837851428589
,,1739209662.267158,-45.120503652039325
,,1739209662.2671645,-45.120503652039325
,,1739209662.267171,-45.120503652039325
,,1739209662.267177,-38.13080360867914
,,1739209662.2671833,-35.57807855764607
,,1739209662.2671895,-45.120503652039325
,,1739209662.267196,-38.13080360867914
,,1739209662.267202,-45.120503652039325
,,1739209662.2672086,-38.13080360867914
