CAN Message, 0x39:0599f75fb0e2ed76,Timestamp,Amplitude
,,1739209908.4521835,-35.57807855764607
,,1739209908.452187,-38.13080360867914
,,1739209908.4521906,-45.120503652039325
,,1739209908.4521945,-38.13080360867914
,,1739209908.452198,-38.13080360867914
,,1739209908.4522018,-38.13080360867914
,,1739209908.4522054,-38.13080360867914
,,1739209908.4522092,-38.13080360867914
,,1739209908.4522128,-33.981070128970906
,,1739209908.4522166,-33.981070128970906
,,1739209908.4522202,-45.120503652039325
,,1739209908.452224,-38.13080360867914
,,1739209908.4522276,-38.13080360867914
,,1739209908.4522312,-45.120503652039325
,,1739209908.452235,-45.120503652039325
,,1739209908.4522386,-45.120503652039325
,,1739209908.4522424,-45.120503652039325
,,1739209908.452246,-45.120503652039325
,,1739209908.4522498,-38.13080360867914
,,1739209908.452253,-32.81601443825658
,,1739209908.4522572,-38.13080360867914
,,1739209908.4522607,-38.13080360867914
,,1739209908.4522643,-45.120503652039325
,,1739209908.452268,-38.13080360867914
,,1739209908.4522717,-38.13080360867914
,,1739209908.4522755,-38.13080360867914
,,1739209908.452279,-38.13080360867914
,,1739209908.452283,-31.141103565318915
,,1739209908.4522865,-33.981070128970906
,,1739209908.4522903,-38.13080360867914
,,1739209908.452294,-38.13080360867914
,,1739209908.4522977,-45.120503652039325
,,1739209908.4523013,-35.57807855764607
,,1739209908.452305,-38.13080360867914
,,1739209908.452309,-38.13080360867914
,,1739209908.4523122,-38.13080360867914
,,1739209908.452316,-38.13080360867914
,,1739209908.4523196,-38.13080360867914
,,1739209908.4523234,-45.120503652039325
,,1739209908.452327,-38.13080360867914
,,1739209908.4523308,-33.981070128970906
,,1739209908.4523344,-35.57807855764607
,,1739209908.4523382,-45.120503652039325
,,1739209908.4523418,-45.120503652039325
,,1739209908.4523456,-38.13080360867914
,,1739209908.4523492,-35.57807855764607
,,1739209908.4523528,-38.13080360867914
,,1739209908.4523566,-31.141103565318915
,,1739209908.4523602,-38.13080360867914
,,1739209908.452364,-23.506823629689546
,,1739209908.4523675,-9.881738895657978
,,1739209908.4523714,-31.141103565318915
,,1739209908.452375,-35.57807855764607
,,1739209908.4523787,-35.57807855764607
,,1739209908.4523823,-38.13080360867914
,,1739209908.452386,-45.120503652039325
,,1739209908.4523897,-33.981070128970906
,,1739209908.4523933,-38.13080360867914
,,1739209908.452397,-45.120503652039325
,,1739209908.4524007,-32.816014438256545
,,1739209908.4524045,-25.82631439489636
,,1739209908.452408,-38.13080360867914
,,1739209908.452412,-45.120503652039325
,,1739209908.4524157,-45.120503652039325
,,1739209908.4524193,-45.120503652039325
,,1739209908.4524229,-45.120503652039325
,,1739209908.452427,-45.120503652039325
,,1739209908.4524302,-33.981070128970906
,,1739209908.4524338,-45.120503652039325
,,1739209908.4524376,-45.120503652039325
