CAN Message, 0x1b8:03000dfb0815a83a,Timestamp,Amplitude
,,1739209634.0752878,-38.13080360867914
,,1739209634.075291,-45.120503652039325
,,1739209634.0752935,-45.120503652039325
,,1739209634.0752964,-38.13080360867914
,,1739209634.0752993,-35.57807855764607
,,1739209634.075302,-45.120503652039325
,,1739209634.075305,-33.981070128970906
,,1739209634.0753078,-28.992665084841946
,,1739209634.0753107,-45.120503652039325
,,1739209634.0753138,-45.120503652039325
,,1739209634.075317,-45.120503652039325
,,1739209634.0753195,-38.13080360867914
,,1739209634.0753224,-45.120503652039325
,,1739209634.0753253,-38.13080360867914
,,1739209634.075328,-38.13080360867914
,,1739209634.075331,-38.13080360867914
,,1739209634.0753338,-38.13080360867914
,,1739209634.0753367,-45.120503652039325
,,1739209634.0753396,-45.120503652039325
,,1739209634.0753424,-45.120503652039325
,,1739209634.0753453,-38.13080360867914
,,1739209634.075348,-35.57807855764607
,,1739209634.075351,-35.57807855764607
,,1739209634.075354,-33.981070128970906
,,1739209634.0753567,-38.13080360867914
,,1739209634.0753596,-38.13080360867914
,,1739209634.0753624,-35.57807855764607
,,1739209634.0753653,-38.13080360867914
,,1739209634.0753682,-45.120503652039325
,,1739209634.075371,-45.120503652039325
,,1739209634.075374,-38.13080360867914
,,1739209634.0753767,-45.120503652039325
,,1739209634.0753796,-45.120503652039325
,,1739209634.0753825,-38.13080360867914
,,1739209634.0753856,-38.13080360867914
,,1739209634.0753884,-38.13080360867914
,,1739209634.0753913,-45.120503652039325
,,1739209634.0753942,-38.13080360867914
,,1739209634.075397,-35.57807855764607
,,1739209634.0754,-45.120503652039325
,,1739209634.0754027,-45.120503652039325
,,1739209634.0754056,-38.13080360867914
,,1739209634.0754085,-33.981070128970906
,,1739209634.075411,-45.120503652039325
,,1739209634.0754142,-45.120503652039325
,,1739209634.075417,-35.57807855764607
,,1739209634.07542,-38.13080360867914
,,1739209634.0754228,-28.58837851428586
,,1739209634.0754256,-38.13080360867914
,,1739209634.0754285,-25.25278630937684
,,1739209634.075431,-10.62880633038728
,,1739209634.0754342,-13.911475475894024
,,1739209634.075437,-26.487275050834725
,,1739209634.07544,-33.981070128970906
,,1739209634.0754428,-38.13080360867914
,,1739209634.0754457,-31.141103565318943
,,1739209634.0754485,-45.120503652039325
,,1739209634.0754514,-38.13080360867914
,,1739209634.0754545,-45.120503652039325
,,1739209634.075457,-38.13080360867914
,,1739209634.0754602,-35.57807855764607
,,1739209634.075463,-35.57807855764607
,,1739209634.075466,-38.13080360867914
,,1739209634.0754688,-35.57807855764607
,,1739209634.0754716,-38.13080360867914
,,1739209634.0754745,-45.120503652039325
,,1739209634.0754774,-38.13080360867914
,,1739209634.0754802,-33.98107012897096
,,1739209634.075483,-45.120503652039325
,,1739209634.075486,-35.57807855764607
,,1739209634.0754888,-38.13080360867914
,,1739209634.0754917,-32.816014438256545
,,1739209634.0754943,-38.13080360867914
,,1739209634.0754974,-38.13080360867914
,,1739209634.0755002,-26.03565346325281
,,1739209634.075503,-31.141103565318915
,,1739209634.075506,-45.120503652039325
,,1739209634.0755088,-35.57807855764607
,,1739209634.0755117,-45.120503652039325
,,1739209634.0755146,-24.29264994887477
,,1739209634.0755174,-26.487275050834715
,,1739209634.0755205,-45.120503652039325
,,1739209634.0755234,-38.13080360867914
,,1739209634.0755262,-35.57807855764607
,,1739209634.075529,-35.57807855764607
,,1739209634.075532,-38.13080360867914
,,1739209634.0755348,-38.13080360867914
,,1739209634.0755377,-45.120503652039325
,,1739209634.0755403,-45.120503652039325
,,1739209634.0755434,-38.13080360867914
,,1739209634.0755465,-32.816014438256545
,,1739209634.0755491,-38.13080360867914
,,1739209634.075552,-45.120503652039325
,,1739209634.0755548,-33.981070128970906
,,1739209634.0755577,-45.120503652039325
,,1739209634.0755606,-33.981070128970906
,,1739209634.0755634,-45.120503652039325
,,1739209634.0755663,-45.120503652039325
,,1739209634.0755692,-33.981070128970906
,,1739209634.075572,-45.120503652039325
,,1739209634.0755749,-38.13080360867914
,,1739209634.0755775,-38.13080360867914
,,1739209634.0755806,-31.141103565318915
,,1739209634.0755837,-16.614041300208623
,,1739209634.0755863,-38.13080360867914
,,1739209634.0755892,-31.141103565318915
,,1739209634.075592,-38.13080360867914
,,1739209634.0755951,-23.75329798047522
,,1739209634.075598,-8.833549824899055
,,1739209634.0756009,-29.438486411369347
,,1739209634.0756035,-33.981070128970906
,,1739209634.0756066,-28.58837851428586
,,1739209634.0756094,-23.38864096791655
,,1739209634.0756123,-45.120503652039325
,,1739209634.0756152,-45.120503652039325
,,1739209634.075618,-32.816014438256545
,,1739209634.075621,-45.120503652039325
,,1739209634.0756238,-18.263086266016654
,,1739209634.0756266,-22.84163660590255
,,1739209634.0756297,-45.120503652039325
,,1739209634.0756323,-28.58837851428586
,,1739209634.0756352,-35.57807855764607
,,1739209634.075638,-38.13080360867914
,,1739209634.075641,-45.120503652039325
,,1739209634.0756438,-28.992665084841946
,,1739209634.0756466,-45.120503652039325
,,1739209634.0756495,-33.981070128970906
,,1739209634.0756524,-17.16170347859854
,,1739209634.0756552,-25.25278630937684
,,1739209634.075658,-35.57807855764607
,,1739209634.075661,-45.120503652039325
,,1739209634.075664,-38.13080360867914
,,1739209634.075667,-28.992665084841946
,,1739209634.0756698,-38.13080360867914
,,1739209634.0756726,-38.13080360867914
