CAN Message, 0x1a7:00005a7f7af7c52d,Timestamp,Amplitude
,,1739209602.7122204,-45.120503652039325
,,1739209602.7122312,-38.13080360867914
,,1739209602.712242,-38.13080360867914
,,1739209602.7122526,-38.13080360867914
,,1739209602.712263,-45.120503652039325
,,1739209602.712274,-45.120503652039325
,,1739209602.7122848,-32.816014438256545
,,1739209602.7122955,-38.13080360867914
,,1739209602.7123065,-45.120503652039325
,,1739209602.7123168,-33.981070128970906
,,1739209602.7123277,-38.13080360867914
,,1739209602.7123382,-38.13080360867914
,,1739209602.712349,-45.120503652039325
,,1739209602.7123597,-38.13080360867914
,,1739209602.7123704,-45.120503652039325
,,1739209602.7123811,-38.13080360867914
,,1739209602.712392,-33.981070128970906
,,1739209602.7124026,-38.13080360867914
,,1739209602.712413,-38.13080360867914
,,1739209602.7124238,-38.13080360867914
,,1739209602.7124343,-38.13080360867914
,,1739209602.7124453,-38.13080360867914
,,1739209602.712456,-32.816014438256545
,,1739209602.7124667,-38.13080360867914
,,1739209602.7124774,-45.120503652039325
,,1739209602.7124882,-38.13080360867914
,,1739209602.712499,-38.13080360867914
,,1739209602.7125096,-45.120503652039325
,,1739209602.71252,-45.120503652039325
,,1739209602.7125309,-45.120503652039325
,,1739209602.7125416,-35.57807855764607
,,1739209602.7125523,-38.13080360867914
,,1739209602.712563,-45.120503652039325
,,1739209602.7125738,-45.120503652039325
,,1739209602.7125845,-45.120503652039325
,,1739209602.7125952,-38.13080360867914
,,1739209602.712606,-45.120503652039325
,,1739209602.7126164,-45.120503652039325
,,1739209602.7126272,-45.120503652039325
,,1739209602.712638,-33.981070128970906
,,1739209602.7126486,-28.58837851428586
,,1739209602.7126594,-38.13080360867914
,,1739209602.71267,-45.120503652039325
,,1739209602.7126808,-45.120503652039325
,,1739209602.7126915,-38.13080360867914
,,1739209602.7127025,-45.120503652039325
,,1739209602.7127128,-45.120503652039325
,,1739209602.7127235,-45.120503652039325
,,1739209602.7127342,-38.13080360867914
,,1739209602.712745,-30.49652367304976
,,1739209602.7127557,-10.172003435238352
,,1739209602.7127664,-15.03024623117019
,,1739209602.7127771,-31.141103565318943
,,1739209602.712788,-28.58837851428586
,,1739209602.7127986,-45.120503652039325
,,1739209602.712809,-33.981070128970906
,,1739209602.7128198,-24.746238672633048
,,1739209602.7128303,-38.13080360867914
,,1739209602.7128413,-45.120503652039325
,,1739209602.712852,-38.13080360867914
,,1739209602.7128627,-38.13080360867914
,,1739209602.7128737,-38.13080360867914
,,1739209602.7128842,-30.49652367304973
,,1739209602.712895,-38.13080360867914
,,1739209602.7129054,-30.49652367304976
,,1739209602.712916,-45.120503652039325
,,1739209602.7129269,-35.57807855764607
,,1739209602.7129376,-45.120503652039325
,,1739209602.7129483,-38.13080360867914
,,1739209602.712959,-38.13080360867914
,,1739209602.7129698,-35.57807855764607
,,1739209602.7129805,-45.120503652039325
,,1739209602.7129912,-38.13080360867914
,,1739209602.7130015,-38.13080360867914
,,1739209602.7130125,-25.826314394896364
,,1739209602.7130232,-45.120503652039325
,,1739209602.713034,-45.120503652039325
,,1739209602.7130446,-45.120503652039325
,,1739209602.7130554,-45.120503652039325
,,1739209602.713066,-23.273589343863318
,,1739209602.7130768,-20.277505258571438
,,1739209602.7130876,-31.141103565318915
,,1739209602.713098,-45.120503652039325
,,1739209602.7131088,-38.13080360867914
,,1739209602.7131195,-38.13080360867914
,,1739209602.7131302,-45.120503652039325
,,1739209602.713141,-31.141103565318893
,,1739209602.7131517,-35.57807855764607
,,1739209602.7131624,-45.120503652039325
,,1739209602.7131732,-38.13080360867914
,,1739209602.713184,-35.57807855764607
,,1739209602.7131944,-38.13080360867914
,,1739209602.713205,-31.141103565318893
,,1739209602.7132158,-38.13080360867914
,,1739209602.7132266,-38.13080360867914
,,1739209602.7132373,-38.13080360867914
,,1739209602.713248,-45.120503652039325
,,1739209602.7132587,-45.120503652039325
,,1739209602.7132697,-45.120503652039325
,,1739209602.7132802,-45.120503652039325
,,1739209602.713291,-26.991370085610736
,,1739209602.7133014,-26.99137008561072
,,1739209602.713312,-35.57807855764607
,,1739209602.7133229,-19.13259858440813
,,1739209602.7133336,-45.120503652039325
,,1739209602.7133443,-35.57807855764607
,,1739209602.713355,-45.120503652039325
,,1739209602.7133658,-25.62660358559016
,,1739209602.7133763,-10.666018509378794
,,1739209602.7133873,-25.25278630937684
,,1739209602.7133975,-38.13080360867914
,,1739209602.7134085,-45.120503652039325
,,1739209602.7134192,-45.120503652039325
,,1739209602.71343,-38.13080360867914
,,1739209602.713441,-45.120503652039325
,,1739209602.7134514,-33.981070128970906
,,1739209602.713462,-45.120503652039325
,,1739209602.7134728,-19.00327057196587
,,1739209602.7134836,-25.25278630937684
,,1739209602.713494,-31.141103565318915
,,1739209602.7135048,-35.57807855764607
,,1739209602.7135155,-33.98107012897096
,,1739209602.7135262,-29.438486411369333
,,1739209602.713537,-35.57807855764607
,,1739209602.7135477,-45.120503652039325
,,1739209602.7135584,-35.57807855764607
,,1739209602.7135692,-38.13080360867914
,,1739209602.71358,-12.702549339087303
,,1739209602.7135904,-26.991370085610747
,,1739209602.713601,-35.57807855764607
,,1739209602.7136118,-38.13080360867914
,,1739209602.7136226,-38.13080360867914
,,1739209602.7136333,-38.13080360867914
,,1739209602.713644,-38.13080360867914
,,1739209602.7136548,-38.13080360867914
,,1739209602.7136655,-45.120503652039325
,,1739209602.7136762,-33.981070128970906
,,1739209602.7136867,-24.589719217205094
,,1739209602.7136974,-45.120503652039325
,,1739209602.7137082,-33.981070128970906
,,1739209602.713719,-45.120503652039325
,,1739209602.7137296,-31.14110356531892
,,1739209602.7137403,-38.13080360867914
,,1739209602.713751,-38.13080360867914
,,1739209602.7137618,-38.13080360867914
,,1739209602.7137723,-30.49652367304973
,,1739209602.713783,-38.13080360867914
,,1739209602.7137938,-45.120503652039325
,,1739209602.7138045,-38.13080360867914
,,1739209602.7138152,-32.816014438256545
,,1739209602.713826,-38.13080360867914
,,1739209602.713837,-26.991370085610757
,,1739209602.7138474,-45.120503652039325
,,1739209602.713858,-45.120503652039325
,,1739209602.7138689,-45.120503652039325
,,1739209602.7138796,-45.120503652039325
,,1739209602.71389,-26.0356534632528
,,1739209602.7139008,-25.82631439489636
,,1739209602.7139115,-45.120503652039325
,,1739209602.7139225,-38.13080360867914
,,1739209602.713933,-45.120503652039325
,,1739209602.7139435,-45.120503652039325
,,1739209602.7139544,-38.13080360867914
,,1739209602.7139652,-38.13080360867914
,,1739209602.713976,-32.816014438256545
,,1739209602.7139864,-28.992665084841946
,,1739209602.7139971,-38.13080360867914
,,1739209602.714008,-38.13080360867914
,,1739209602.7140186,-38.13080360867914
,,1739209602.7140293,-38.13080360867914
,,1739209602.71404,-33.981070128970906
,,1739209602.7140508,-33.981070128970906
,,1739209602.7140615,-45.120503652039325
,,1739209602.7140722,-45.120503652039325
,,1739209602.7140827,-38.13080360867914
,,1739209602.7140934,-33.981070128970906
,,1739209602.7141042,-45.120503652039325
,,1739209602.714115,-25.25278630937684
,,1739209602.7141256,-31.141103565318915
,,1739209602.7141364,-38.13080360867914
,,1739209602.714147,-38.13080360867914
,,1739209602.7141578,-38.13080360867914
,,1739209602.7141683,-33.981070128970906
,,1739209602.714179,-32.81601443825658
