CAN Message, 0x150:01008be27cf7fbe3,Timestamp,Amplitude
,,1739209889.398758,-38.13080360867914
,,1739209889.3987637,-45.120503652039325
,,1739209889.3987691,-45.120503652039325
,,1739209889.3987749,-33.981070128970906
,,1739209889.3987806,-33.981070128970906
,,1739209889.398786,-45.120503652039325
,,1739209889.3987918,-38.13080360867914
,,1739209889.3987975,-32.816014438256545
,,1739209889.398803,-38.13080360867914
,,1739209889.3988087,-45.120503652039325
,,1739209889.3988142,-45.120503652039325
,,1739209889.39882,-38.13080360867914
,,1739209889.3988256,-33.981070128970906
,,1739209889.3988311,-45.120503652039325
,,1739209889.3988369,-38.13080360867914
,,1739209889.3988426,-38.13080360867914
,,1739209889.398848,-45.120503652039325
,,1739209889.3988538,-45.120503652039325
,,1739209889.3988595,-45.120503652039325
,,1739209889.398865,-45.120503652039325
,,1739209889.3988707,-45.120503652039325
,,1739209889.3988762,-45.120503652039325
,,1739209889.398882,-45.120503652039325
,,1739209889.3988876,-32.816014438256545
,,1739209889.398893,-38.13080360867914
,,1739209889.3988988,-45.120503652039325
,,1739209889.3989046,-35.57807855764607
,,1739209889.39891,-35.57807855764607
,,1739209889.3989158,-33.981070128970906
,,1739209889.3989215,-35.57807855764607
,,1739209889.398927,-38.13080360867914
,,1739209889.3989327,-45.120503652039325
,,1739209889.3989382,-45.120503652039325
,,1739209889.398944,-45.120503652039325
,,1739209889.3989496,-38.13080360867914
,,1739209889.398955,-38.13080360867914
,,1739209889.3989608,-28.992665084841946
,,1739209889.3989666,-45.120503652039325
,,1739209889.398972,-38.13080360867914
,,1739209889.3989778,-45.120503652039325
,,1739209889.3989832,-38.13080360867914
,,1739209889.398989,-45.120503652039325
,,1739209889.3989947,-45.120503652039325
,,1739209889.3990002,-38.13080360867914
,,1739209889.399006,-28.218542851754165
,,1739209889.3990116,-33.981070128970906
,,1739209889.399017,-38.13080360867914
,,1739209889.3990228,-45.120503652039325
,,1739209889.3990283,-33.981070128970906
,,1739209889.399034,-28.992665084841946
,,1739209889.3990395,-9.025626753506437
,,1739209889.3990452,-27.267205301931607
,,1739209889.399051,-31.141103565318915
,,1739209889.399057,-33.981070128970906
,,1739209889.3990622,-45.120503652039325
,,1739209889.399068,-45.120503652039325
,,1739209889.3990736,-45.120503652039325
