CAN Message, 0x1a7:00009820d17d2b28,Timestamp,Amplitude
,,1739209644.497962,-35.57807855764607
,,1739209644.497963,-38.13080360867914
,,1739209644.497964,-45.120503652039325
,,1739209644.497965,-45.120503652039325
,,1739209644.497966,-38.13080360867914
,,1739209644.497967,-45.120503652039325
,,1739209644.497968,-45.120503652039325
,,1739209644.497969,-45.120503652039325
,,1739209644.49797,-38.13080360867914
,,1739209644.497971,-45.120503652039325
,,1739209644.497972,-45.120503652039325
,,1739209644.497973,-45.120503652039325
,,1739209644.497974,-38.13080360867914
,,1739209644.4979749,-38.13080360867914
,,1739209644.497976,-38.13080360867914
,,1739209644.497977,-45.120503652039325
,,1739209644.497978,-45.120503652039325
,,1739209644.497979,-35.57807855764607
,,1739209644.49798,-45.120503652039325
,,1739209644.4979808,-45.120503652039325
,,1739209644.497982,-38.13080360867914
,,1739209644.497983,-38.13080360867914
,,1739209644.497984,-33.981070128970906
,,1739209644.497985,-38.13080360867914
,,1739209644.4979858,-38.13080360867914
,,1739209644.4979868,-38.13080360867914
,,1739209644.497988,-38.13080360867914
,,1739209644.497989,-38.13080360867914
,,1739209644.49799,-38.13080360867914
,,1739209644.4979908,-38.13080360867914
,,1739209644.4979918,-45.120503652039325
,,1739209644.497993,-45.120503652039325
,,1739209644.497994,-35.57807855764607
,,1739209644.497995,-35.57807855764607
,,1739209644.497996,-45.120503652039325
,,1739209644.4979968,-45.120503652039325
,,1739209644.4979978,-33.981070128970906
,,1739209644.497999,-31.141103565318915
,,1739209644.498,-38.13080360867914
,,1739209644.4980009,-45.120503652039325
,,1739209644.4980018,-38.13080360867914
,,1739209644.4980028,-33.981070128970906
,,1739209644.4980035,-38.13080360867914
,,1739209644.498005,-45.120503652039325
,,1739209644.498006,-38.13080360867914
,,1739209644.4980068,-38.13080360867914
,,1739209644.4980078,-45.120503652039325
,,1739209644.4980087,-45.120503652039325
,,1739209644.49801,-45.120503652039325
,,1739209644.4980109,-30.49652367304973
,,1739209644.4980118,-16.971371839288558
,,1739209644.4980128,-26.991370085610768
,,1739209644.4980135,-25.62660358559016
,,1739209644.4980147,-45.120503652039325
,,1739209644.498016,-38.13080360867914
,,1739209644.4980168,-38.13080360867914
,,1739209644.4980178,-38.13080360867914
,,1739209644.4980187,-33.981070128970906
,,1739209644.4980197,-38.13080360867914
,,1739209644.4980206,-45.120503652039325
,,1739209644.4980218,-38.13080360867914
,,1739209644.4980228,-33.981070128970906
,,1739209644.4980235,-29.438486411369357
,,1739209644.4980247,-45.120503652039325
,,1739209644.4980257,-45.120503652039325
,,1739209644.4980266,-45.120503652039325
,,1739209644.4980278,-38.13080360867914
,,1739209644.4980288,-38.13080360867914
,,1739209644.4980297,-35.57807855764607
,,1739209644.498031,-33.981070128970906
,,1739209644.4980316,-28.992665084841946
,,1739209644.4980328,-35.57807855764607
,,1739209644.4980338,-45.120503652039325
,,1739209644.4980347,-31.141103565318915
,,1739209644.4980357,-19.45023999044868
,,1739209644.4980366,-38.13080360867914
,,1739209644.4980376,-32.816014438256545
,,1739209644.4980388,-38.13080360867914
,,1739209644.4980395,-26.0356534632528
,,1739209644.498041,-11.309352844940786
,,1739209644.4980416,-33.981070128970906
,,1739209644.4980426,-33.981070128970906
,,1739209644.4980435,-33.981070128970906
,,1739209644.4980447,-45.120503652039325
,,1739209644.4980457,-45.120503652039325
,,1739209644.4980466,-38.13080360867914
,,1739209644.4980476,-26.487275050834715
,,1739209644.4980483,-38.13080360867914
,,1739209644.4980495,-38.13080360867914
,,1739209644.4980507,-45.120503652039325
,,1739209644.4980516,-32.816014438256545
,,1739209644.4980526,-35.57807855764607
,,1739209644.4980536,-45.120503652039325
,,1739209644.4980545,-45.120503652039325
,,1739209644.4980557,-35.57807855764607
,,1739209644.498057,-35.57807855764607
,,1739209644.4980576,-45.120503652039325
,,1739209644.4980586,-38.13080360867914
,,1739209644.4980595,-35.57807855764607
,,1739209644.4980605,-35.57807855764607
,,1739209644.4980617,-35.57807855764607
,,1739209644.4980626,-35.57807855764607
,,1739209644.4980636,-27.8777449560314
,,1739209644.4980645,-29.438486411369333
,,1739209644.4980657,-38.13080360867914
,,1739209644.4980664,-38.13080360867914
,,1739209644.4980676,-33.98107012897096
,,1739209644.4980686,-22.74004262075133
,,1739209644.4980695,-17.75653862927286
,,1739209644.4980705,-31.141103565318915
,,1739209644.4980714,-45.120503652039325
,,1739209644.4980726,-45.120503652039325
,,1739209644.4980736,-45.120503652039325
,,1739209644.4980743,-45.120503652039325
,,1739209644.4980755,-45.120503652039325
,,1739209644.4980764,-45.120503652039325
,,1739209644.4980774,-35.57807855764607
,,1739209644.4980786,-26.99137008561072
,,1739209644.4980795,-33.981070128970906
,,1739209644.4980805,-31.141103565318893
,,1739209644.4980814,-45.120503652039325
,,1739209644.4980824,-45.120503652039325
,,1739209644.4980834,-28.992665084841946
,,1739209644.4980843,-38.13080360867914
,,1739209644.4980855,-30.49652367304973
,,1739209644.4980865,-33.98107012897096
,,1739209644.4980874,-18.52134165134079
,,1739209644.4980884,-7.275043911494066
,,1739209644.4980893,-38.13080360867914
,,1739209644.4980905,-35.57807855764607
,,1739209644.4980917,-31.141103565318893
,,1739209644.4980924,-38.13080360867914
,,1739209644.4980934,-38.13080360867914
,,1739209644.4980943,-35.57807855764607
,,1739209644.4980955,-38.13080360867914
,,1739209644.4980965,-38.13080360867914
,,1739209644.4980974,-45.120503652039325
,,1739209644.4980984,-45.120503652039325
,,1739209644.498099,-30.49652367304973
,,1739209644.4981005,-32.816014438256545
,,1739209644.4981017,-45.120503652039325
,,1739209644.4981024,-32.816014438256545
,,1739209644.4981034,-35.57807855764607
,,1739209644.4981043,-31.141103565318943
,,1739209644.4981053,-33.981070128970906
,,1739209644.4981062,-45.120503652039325
,,1739209644.4981074,-35.57807855764607
,,1739209644.4981084,-32.816014438256545
,,1739209644.498109,-45.120503652039325
,,1739209644.4981103,-32.816014438256545
,,1739209644.4981112,-29.43848641136937
,,1739209644.4981124,-23.75329798047523
,,1739209644.4981134,-32.816014438256545
,,1739209644.4981143,-38.13080360867914
,,1739209644.4981153,-33.98107012897096
,,1739209644.4981165,-27.87774495603141
,,1739209644.4981172,-16.614041300208626
,,1739209644.4981184,-33.981070128970906
,,1739209644.4981194,-45.120503652039325
,,1739209644.4981203,-45.120503652039325
,,1739209644.4981213,-38.13080360867914
,,1739209644.4981222,-32.816014438256545
,,1739209644.4981232,-45.120503652039325
,,1739209644.4981244,-33.98107012897096
,,1739209644.4981253,-38.13080360867914
,,1739209644.4981265,-45.120503652039325
,,1739209644.4981272,-38.13080360867914
,,1739209644.4981282,-45.120503652039325
,,1739209644.4981291,-38.13080360867914
,,1739209644.4981303,-38.13080360867914
,,1739209644.4981313,-45.120503652039325
,,1739209644.4981322,-28.992665084841967
,,1739209644.4981332,-45.120503652039325
,,1739209644.498134,-31.141103565318893
,,1739209644.498135,-31.141103565318943
,,1739209644.4981363,-23.75329798047523
,,1739209644.4981372,-32.816014438256545
,,1739209644.4981382,-45.120503652039325
,,1739209644.4981391,-38.13080360867914
,,1739209644.49814,-35.57807855764607
,,1739209644.4981413,-45.120503652039325
,,1739209644.4981422,-38.13080360867914
,,1739209644.4981432,-31.141103565318893
,,1739209644.498144,-28.218542851754165
,,1739209644.498145,-11.921119252236204
,,1739209644.498146,-13.299211511509306
,,1739209644.4981472,-28.58837851428589
,,1739209644.4981482,-29.438486411369333
,,1739209644.4981492,-38.13080360867914
,,1739209644.49815,-18.877682693682605
,,1739209644.498151,-45.120503652039325
,,1739209644.4981525,-31.14110356531892
,,1739209644.4981532,-45.120503652039325
,,1739209644.4981542,-33.981070128970906
,,1739209644.498155,-8.207036010691073
,,1739209644.498156,-23.50682362968953
,,1739209644.498157,-45.120503652039325
,,1739209644.4981582,-32.816014438256545
,,1739209644.4981592,-33.981070128970906
,,1739209644.49816,-27.877744956031417
,,1739209644.498161,-45.120503652039325
,,1739209644.498162,-38.13080360867914
,,1739209644.498163,-38.13080360867914
,,1739209644.4981642,-26.991370085610757
,,1739209644.4981651,-45.120503652039325
,,1739209644.498166,-33.981070128970906
,,1739209644.498167,-45.120503652039325
,,1739209644.498168,-31.141103565318915
,,1739209644.498169,-38.13080360867914
,,1739209644.49817,-45.120503652039325
,,1739209644.498171,-38.13080360867914
,,1739209644.498172,-32.816014438256545
,,1739209644.498173,-38.13080360867914
,,1739209644.498174,-38.13080360867914
,,1739209644.4981751,-45.120503652039325
,,1739209644.498176,-28.58837851428586
,,1739209644.498177,-33.981070128970906
,,1739209644.498178,-31.141103565318915
,,1739209644.498179,-8.57200274642535
,,1739209644.49818,-23.50682362968953
,,1739209644.498181,-45.120503652039325
,,1739209644.498182,-33.981070128970906
,,1739209644.498183,-35.57807855764607
,,1739209644.498184,-38.13080360867914
,,1739209644.498185,-45.120503652039325
,,1739209644.498186,-45.120503652039325
,,1739209644.498187,-38.13080360867914
,,1739209644.498188,-33.981070128970906
,,1739209644.498189,-30.49652367304973
,,1739209644.49819,-38.13080360867914
,,1739209644.4981909,-38.13080360867914
,,1739209644.498192,-32.816014438256545
,,1739209644.498193,-19.35709014998136
,,1739209644.498194,-33.98107012897096
,,1739209644.498195,-33.981070128970906
,,1739209644.498196,-32.816014438256545
,,1739209644.4981968,-33.981070128970906
,,1739209644.498198,-10.382715305572049
,,1739209644.498199,-17.853231561773562
,,1739209644.4982,-27.267205301931607
,,1739209644.498201,-28.992665084841946
,,1739209644.4982018,-38.13080360867914
,,1739209644.4982028,-38.13080360867914
,,1739209644.498204,-38.13080360867914
,,1739209644.498205,-31.141103565318915
,,1739209644.498206,-38.13080360867914
,,1739209644.4982069,-33.981070128970906
,,1739209644.4982078,-38.13080360867914
,,1739209644.4982088,-30.49652367304973
,,1739209644.49821,-35.57807855764607
,,1739209644.498211,-38.13080360867914
,,1739209644.498212,-38.13080360867914
,,1739209644.4982128,-38.13080360867914
,,1739209644.4982138,-45.120503652039325
,,1739209644.498215,-45.120503652039325
,,1739209644.498216,-38.13080360867914
,,1739209644.4982169,-25.62660358559016
,,1739209644.4982178,-38.13080360867914
,,1739209644.4982188,-38.13080360867914
