CAN Message, 0x150:0300f6d480615e93,Timestamp,Amplitude
,,1739209595.9943871,-45.120503652039325
,,1739209595.9943926,-38.13080360867914
,,1739209595.994398,-45.120503652039325
,,1739209595.9944036,-38.13080360867914
,,1739209595.994409,-38.13080360867914
,,1739209595.9944146,-45.120503652039325
,,1739209595.99442,-38.13080360867914
,,1739209595.9944258,-38.13080360867914
,,1739209595.9944313,-38.13080360867914
,,1739209595.9944367,-38.13080360867914
,,1739209595.9944422,-38.13080360867914
,,1739209595.9944477,-38.13080360867914
,,1739209595.9944532,-35.57807855764607
,,1739209595.994459,-45.120503652039325
,,1739209595.9944642,-45.120503652039325
,,1739209595.9944696,-38.13080360867914
,,1739209595.9944754,-38.13080360867914
,,1739209595.9944808,-45.120503652039325
,,1739209595.9944863,-45.120503652039325
,,1739209595.9944918,-38.13080360867914
,,1739209595.9944973,-38.13080360867914
,,1739209595.9945028,-38.13080360867914
,,1739209595.9945085,-45.120503652039325
,,1739209595.9945138,-45.120503652039325
,,1739209595.9945197,-45.120503652039325
,,1739209595.994525,-35.57807855764607
,,1739209595.9945304,-33.981070128970906
,,1739209595.994536,-45.120503652039325
,,1739209595.9945414,-33.981070128970906
,,1739209595.994547,-38.13080360867914
,,1739209595.9945524,-45.120503652039325
,,1739209595.994558,-45.120503652039325
,,1739209595.9945636,-45.120503652039325
,,1739209595.994569,-45.120503652039325
,,1739209595.9945743,-45.120503652039325
,,1739209595.99458,-45.120503652039325
,,1739209595.9945855,-38.13080360867914
,,1739209595.994591,-38.13080360867914
,,1739209595.9945965,-38.13080360867914
,,1739209595.994602,-35.57807855764607
,,1739209595.9946077,-35.57807855764607
,,1739209595.9946132,-33.981070128970906
,,1739209595.994619,-45.120503652039325
,,1739209595.994624,-38.13080360867914
,,1739209595.9946296,-33.981070128970906
,,1739209595.994635,-38.13080360867914
,,1739209595.9946406,-45.120503652039325
,,1739209595.994646,-38.13080360867914
,,1739209595.9946518,-31.141103565318915
,,1739209595.9946573,-29.438486411369357
,,1739209595.9946628,-16.738311432963037
,,1739209595.9946682,-13.71856686625298
,,1739209595.9946735,-32.816014438256545
,,1739209595.9946792,-38.13080360867914
,,1739209595.9946847,-45.120503652039325
,,1739209595.9946902,-38.13080360867914
,,1739209595.994696,-35.57807855764607
,,1739209595.9947014,-38.13080360867914
,,1739209595.9947069,-45.120503652039325
,,1739209595.9947124,-33.981070128970906
,,1739209595.9947178,-38.13080360867914
,,1739209595.994723,-35.57807855764607
,,1739209595.9947288,-38.13080360867914
,,1739209595.9947343,-38.13080360867914
,,1739209595.99474,-33.981070128970906
,,1739209595.9947455,-33.981070128970906
,,1739209595.994751,-38.13080360867914
,,1739209595.9947565,-35.57807855764607
,,1739209595.994762,-33.981070128970906
,,1739209595.9947674,-45.120503652039325
,,1739209595.994773,-45.120503652039325
,,1739209595.9947784,-38.13080360867914
,,1739209595.994784,-45.120503652039325
,,1739209595.9947896,-33.98107012897096
,,1739209595.994795,-38.13080360867914
,,1739209595.9948006,-38.13080360867914
,,1739209595.994806,-45.120503652039325
,,1739209595.9948115,-45.120503652039325
,,1739209595.994817,-33.981070128970906
