CAN Message, 0x1bb:0000e74b8ece1395,Timestamp,Amplitude
,,1739209875.3768823,-45.120503652039325
,,1739209875.3768845,-45.120503652039325
,,1739209875.3768864,-45.120503652039325
,,1739209875.3768885,-45.120503652039325
,,1739209875.3768904,-38.13080360867914
,,1739209875.3768926,-38.13080360867914
,,1739209875.3768947,-45.120503652039325
,,1739209875.3768966,-38.13080360867914
,,1739209875.3768988,-35.57807855764607
,,1739209875.376901,-38.13080360867914
,,1739209875.3769028,-38.13080360867914
,,1739209875.376905,-29.438486411369347
,,1739209875.3769069,-38.13080360867914
,,1739209875.376909,-38.13080360867914
,,1739209875.376911,-38.13080360867914
,,1739209875.376913,-45.120503652039325
,,1739209875.376915,-35.57807855764607
,,1739209875.3769171,-45.120503652039325
,,1739209875.3769193,-33.981070128970906
,,1739209875.3769212,-31.141103565318915
,,1739209875.376923,-35.57807855764607
,,1739209875.3769252,-35.57807855764607
,,1739209875.3769274,-32.816014438256545
,,1739209875.3769295,-33.981070128970906
,,1739209875.3769314,-45.120503652039325
,,1739209875.3769336,-38.13080360867914
,,1739209875.3769355,-38.13080360867914
,,1739209875.3769376,-38.13080360867914
,,1739209875.3769395,-38.13080360867914
,,1739209875.3769417,-38.13080360867914
,,1739209875.3769438,-38.13080360867914
,,1739209875.3769455,-38.13080360867914
,,1739209875.376948,-38.13080360867914
,,1739209875.3769498,-38.13080360867914
,,1739209875.376952,-45.120503652039325
,,1739209875.376954,-30.49652367304973
,,1739209875.376956,-45.120503652039325
,,1739209875.376958,-33.981070128970906
,,1739209875.37696,-45.120503652039325
,,1739209875.3769622,-38.13080360867914
,,1739209875.376964,-38.13080360867914
,,1739209875.3769662,-45.120503652039325
,,1739209875.3769684,-45.120503652039325
,,1739209875.3769703,-28.992665084841946
,,1739209875.3769724,-35.57807855764607
,,1739209875.3769743,-38.13080360867914
,,1739209875.3769765,-45.120503652039325
,,1739209875.3769786,-38.13080360867914
,,1739209875.3769803,-33.981070128970906
,,1739209875.3769827,-33.98107012897096
,,1739209875.3769846,-14.639971920883198
,,1739209875.3769867,-15.87254369406017
,,1739209875.3769886,-32.81601443825658
,,1739209875.3769908,-32.816014438256545
,,1739209875.376993,-35.57807855764607
,,1739209875.3769948,-38.13080360867914
,,1739209875.376997,-45.120503652039325
,,1739209875.376999,-45.120503652039325
