CAN Message, 0x1bb:00008fc290b6bde7,Timestamp,Amplitude
,,1739209834.7800214,-45.120503652039325
,,1739209834.780025,-45.120503652039325
,,1739209834.7800286,-45.120503652039325
,,1739209834.7800322,-33.981070128970906
,,1739209834.7800355,-31.141103565318893
,,1739209834.780039,-45.120503652039325
,,1739209834.7800426,-38.13080360867914
,,1739209834.7800462,-38.13080360867914
,,1739209834.7800498,-38.13080360867914
,,1739209834.7800534,-33.981070128970906
,,1739209834.780057,-33.981070128970906
,,1739209834.7800603,-45.120503652039325
,,1739209834.780064,-45.120503652039325
,,1739209834.7800677,-33.981070128970906
,,1739209834.780071,-45.120503652039325
,,1739209834.7800746,-45.120503652039325
,,1739209834.7800782,-45.120503652039325
,,1739209834.7800815,-45.120503652039325
,,1739209834.780085,-45.120503652039325
,,1739209834.780089,-38.13080360867914
,,1739209834.7800925,-38.13080360867914
,,1739209834.780096,-45.120503652039325
,,1739209834.7800996,-45.120503652039325
,,1739209834.7801032,-45.120503652039325
,,1739209834.7801063,-45.120503652039325
,,1739209834.78011,-45.120503652039325
,,1739209834.7801137,-45.120503652039325
,,1739209834.7801173,-38.13080360867914
,,1739209834.7801208,-28.58837851428586
,,1739209834.7801244,-38.13080360867914
,,1739209834.780128,-38.13080360867914
,,1739209834.7801316,-38.13080360867914
,,1739209834.7801352,-35.57807855764607
,,1739209834.7801385,-38.13080360867914
,,1739209834.780142,-38.13080360867914
,,1739209834.7801456,-45.120503652039325
,,1739209834.7801492,-33.98107012897096
,,1739209834.7801528,-45.120503652039325
,,1739209834.7801564,-35.57807855764607
,,1739209834.78016,-45.120503652039325
,,1739209834.7801635,-45.120503652039325
,,1739209834.780167,-45.120503652039325
,,1739209834.780171,-45.120503652039325
,,1739209834.780174,-45.120503652039325
,,1739209834.7801776,-45.120503652039325
,,1739209834.7801812,-45.120503652039325
,,1739209834.7801847,-45.120503652039325
,,1739209834.7801883,-45.120503652039325
,,1739209834.780192,-35.57807855764607
,,1739209834.7801957,-28.58837851428586
,,1739209834.780199,-16.517123586329355
,,1739209834.7802026,-16.81461696518784
,,1739209834.7802062,-25.82631439489636
,,1739209834.7802095,-33.981070128970906
,,1739209834.780213,-38.13080360867914
,,1739209834.7802167,-38.13080360867914
,,1739209834.7802205,-35.57807855764607
,,1739209834.7802238,-31.141103565318915
,,1739209834.7802274,-38.13080360867914
,,1739209834.780231,-38.13080360867914
,,1739209834.7802346,-45.120503652039325
,,1739209834.7802382,-33.981070128970906
,,1739209834.7802415,-38.13080360867914
,,1739209834.780245,-38.13080360867914
,,1739209834.7802486,-33.981070128970906
,,1739209834.7802522,-35.57807855764607
,,1739209834.7802558,-45.120503652039325
,,1739209834.7802594,-38.13080360867914
,,1739209834.780263,-45.120503652039325
,,1739209834.7802663,-38.13080360867914
,,1739209834.78027,-35.57807855764607
,,1739209834.7802737,-45.120503652039325
,,1739209834.780277,-45.120503652039325
,,1739209834.7802806,-38.13080360867914
,,1739209834.7802842,-16.688175871059194
,,1739209834.7802875,-27.267205301931607
,,1739209834.7802913,-35.57807855764607
,,1739209834.780295,-31.141103565318915
,,1739209834.7802985,-31.141103565318893
,,1739209834.780302,-8.94945134701551
,,1739209834.7803056,-21.300333226290604
,,1739209834.780309,-25.82631439489636
,,1739209834.7803123,-45.120503652039325
,,1739209834.780316,-38.13080360867914
,,1739209834.7803197,-30.49652367304973
,,1739209834.7803233,-27.87774495603141
,,1739209834.7803268,-45.120503652039325
,,1739209834.7803304,-38.13080360867914
,,1739209834.780334,-32.816014438256545
,,1739209834.7803376,-45.120503652039325
,,1739209834.7803411,-38.13080360867914
,,1739209834.7803445,-32.816014438256545
,,1739209834.780348,-32.816014438256545
,,1739209834.7803516,-31.14110356531892
,,1739209834.7803552,-38.13080360867914
,,1739209834.7803588,-45.120503652039325
,,1739209834.7803624,-45.120503652039325
,,1739209834.780366,-33.981070128970906
,,1739209834.7803695,-45.120503652039325
,,1739209834.780373,-38.13080360867914
,,1739209834.7803764,-38.13080360867914
,,1739209834.78038,-25.07728991421287
,,1739209834.7803836,-33.981070128970906
,,1739209834.7803872,-28.992665084841946
,,1739209834.7803907,-45.120503652039325
,,1739209834.7803943,-32.816014438256545
,,1739209834.780398,-35.57807855764607
,,1739209834.7804017,-45.120503652039325
,,1739209834.780405,-23.506823629689546
,,1739209834.7804086,-33.981070128970906
,,1739209834.780412,-38.13080360867914
,,1739209834.7804155,-35.57807855764607
,,1739209834.780419,-38.13080360867914
,,1739209834.7804227,-31.141103565318915
,,1739209834.7804265,-38.13080360867914
,,1739209834.7804298,-35.57807855764607
,,1739209834.7804334,-33.981070128970906
,,1739209834.780437,-18.192034459266992
,,1739209834.7804406,-26.99137008561072
,,1739209834.780444,-45.120503652039325
,,1739209834.7804475,-32.816014438256545
,,1739209834.780451,-33.98107012897096
,,1739209834.7804546,-45.120503652039325
,,1739209834.7804582,-38.13080360867914
,,1739209834.7804618,-38.13080360867914
,,1739209834.7804654,-45.120503652039325
,,1739209834.780469,-32.816014438256545
,,1739209834.7804725,-12.134155820794936
,,1739209834.780476,-28.58837851428589
,,1739209834.7804794,-38.13080360867914
,,1739209834.780483,-45.120503652039325
,,1739209834.7804866,-38.13080360867914
,,1739209834.7804902,-45.120503652039325
,,1739209834.7804935,-38.13080360867914
,,1739209834.7804973,-45.120503652039325
,,1739209834.780501,-38.13080360867914
,,1739209834.7805045,-45.120503652039325
,,1739209834.780508,-33.981070128970906
,,1739209834.7805116,-45.120503652039325
,,1739209834.780515,-45.120503652039325
,,1739209834.7805183,-45.120503652039325
,,1739209834.780522,-24.15140352195872
,,1739209834.7805257,-29.438486411369333
,,1739209834.7805293,-45.120503652039325
,,1739209834.7805328,-38.13080360867914
,,1739209834.7805364,-33.981070128970906
,,1739209834.78054,-38.13080360867914
,,1739209834.7805436,-38.13080360867914
,,1739209834.780547,-38.13080360867914
,,1739209834.7805505,-27.8777449560314
,,1739209834.780554,-26.99137008561072
,,1739209834.7805576,-20.51152522447381
,,1739209834.7805612,-45.120503652039325
,,1739209834.7805648,-29.438486411369333
,,1739209834.7805684,-33.98107012897096
,,1739209834.780572,-25.077289914212862
,,1739209834.7805755,-10.029823201867671
,,1739209834.780579,-30.49652367304973
,,1739209834.7805824,-35.57807855764607
,,1739209834.780586,-33.981070128970906
,,1739209834.7805896,-45.120503652039325
,,1739209834.7805932,-30.49652367304973
,,1739209834.7805967,-33.981070128970906
,,1739209834.7806003,-45.120503652039325
,,1739209834.780604,-32.816014438256545
,,1739209834.7806077,-45.120503652039325
,,1739209834.780611,-38.13080360867914
,,1739209834.7806144,-32.816014438256545
,,1739209834.780618,-45.120503652039325
,,1739209834.7806215,-32.816014438256545
,,1739209834.780625,-28.21854285175415
,,1739209834.7806287,-45.120503652039325
,,1739209834.7806325,-33.981070128970906
,,1739209834.7806358,-45.120503652039325
,,1739209834.7806394,-31.141103565318915
,,1739209834.780643,-17.44894499121749
,,1739209834.7806466,-38.13080360867914
,,1739209834.78065,-38.13080360867914
,,1739209834.7806537,-45.120503652039325
,,1739209834.780657,-38.13080360867914
,,1739209834.7806606,-45.120503652039325
,,1739209834.7806642,-45.120503652039325
,,1739209834.7806678,-31.141103565318943
,,1739209834.7806714,-32.816014438256545
,,1739209834.780675,-23.273589343863318
,,1739209834.7806785,-20.001670042250552
,,1739209834.7806818,-31.141103565318943
,,1739209834.7806854,-33.981070128970906
,,1739209834.780689,-45.120503652039325
,,1739209834.7806926,-22.44878636800916
,,1739209834.7806962,-31.141103565318915
