CAN Message, 0x1a7:00009641ba07bbcb,Timestamp,Amplitude
,,1739209691.5762088,-45.120503652039325
,,1739209691.5762143,-45.120503652039325
,,1739209691.5762196,-38.13080360867914
,,1739209691.576225,-35.57807855764607
,,1739209691.5762303,-38.13080360867914
,,1739209691.5762355,-45.120503652039325
,,1739209691.576241,-33.981070128970906
,,1739209691.5762465,-45.120503652039325
,,1739209691.5762515,-45.120503652039325
,,1739209691.576257,-45.120503652039325
,,1739209691.5762625,-45.120503652039325
,,1739209691.5762675,-38.13080360867914
,,1739209691.5762732,-38.13080360867914
,,1739209691.5762784,-38.13080360867914
,,1739209691.576284,-45.120503652039325
,,1739209691.5762892,-29.438486411369333
,,1739209691.576295,-35.57807855764607
,,1739209691.5763,-45.120503652039325
,,1739209691.5763054,-33.981070128970906
,,1739209691.5763106,-35.57807855764607
,,1739209691.576316,-45.120503652039325
,,1739209691.5763214,-28.992665084841946
,,1739209691.5763268,-22.002965041481755
,,1739209691.576332,-45.120503652039325
,,1739209691.5763376,-38.13080360867914
,,1739209691.5763428,-45.120503652039325
,,1739209691.5763483,-38.13080360867914
,,1739209691.5763535,-38.13080360867914
,,1739209691.576359,-45.120503652039325
,,1739209691.5763645,-45.120503652039325
,,1739209691.5763698,-38.13080360867914
,,1739209691.576375,-38.13080360867914
,,1739209691.5763805,-38.13080360867914
,,1739209691.5763855,-45.120503652039325
,,1739209691.5763912,-45.120503652039325
,,1739209691.5763965,-30.49652367304973
,,1739209691.576402,-32.816014438256545
,,1739209691.5764072,-38.13080360867914
,,1739209691.576413,-38.13080360867914
,,1739209691.576418,-28.21854285175415
,,1739209691.5764232,-45.120503652039325
,,1739209691.576429,-45.120503652039325
,,1739209691.576434,-45.120503652039325
,,1739209691.5764394,-33.981070128970906
,,1739209691.5764446,-38.13080360867914
,,1739209691.57645,-27.8777449560314
,,1739209691.5764554,-32.816014438256545
,,1739209691.5764608,-45.120503652039325
,,1739209691.576466,-45.120503652039325
,,1739209691.5764716,-27.267205301931607
,,1739209691.5764768,-15.573255742248666
,,1739209691.5764823,-18.636903542229973
,,1739209691.5764875,-31.141103565318915
,,1739209691.576493,-33.981070128970906
,,1739209691.5764985,-38.13080360867914
,,1739209691.5765038,-45.120503652039325
,,1739209691.576509,-35.57807855764607
,,1739209691.5765145,-35.57807855764607
,,1739209691.5765195,-38.13080360867914
,,1739209691.5765252,-31.141103565318943
,,1739209691.5765305,-45.120503652039325
,,1739209691.576536,-38.13080360867914
,,1739209691.5765412,-45.120503652039325
,,1739209691.576547,-45.120503652039325
,,1739209691.576552,-38.13080360867914
,,1739209691.5765574,-38.13080360867914
,,1739209691.5765626,-38.13080360867914
,,1739209691.576568,-30.49652367304973
,,1739209691.5765734,-33.981070128970906
,,1739209691.5765789,-45.120503652039325
,,1739209691.576584,-35.57807855764607
,,1739209691.5765896,-38.13080360867914
,,1739209691.5765948,-45.120503652039325
,,1739209691.5766003,-38.13080360867914
,,1739209691.5766056,-28.992665084841946
,,1739209691.576611,-26.0356534632528
,,1739209691.5766163,-38.13080360867914
,,1739209691.5766215,-45.120503652039325
,,1739209691.576627,-38.13080360867914
,,1739209691.5766325,-45.120503652039325
,,1739209691.5766375,-45.120503652039325
,,1739209691.576643,-45.120503652039325
,,1739209691.5766485,-45.120503652039325
,,1739209691.5766537,-31.141103565318893
,,1739209691.5766592,-33.981070128970906
,,1739209691.5766644,-38.13080360867914
,,1739209691.57667,-35.57807855764607
,,1739209691.5766752,-38.13080360867914
,,1739209691.576681,-24.589719217205094
,,1739209691.576686,-24.15140352195872
,,1739209691.5766914,-45.120503652039325
,,1739209691.5766966,-33.981070128970906
,,1739209691.576702,-31.141103565318915
,,1739209691.5767074,-45.120503652039325
,,1739209691.5767128,-38.13080360867914
,,1739209691.576718,-30.49652367304973
,,1739209691.5767236,-33.981070128970906
,,1739209691.5767288,-24.589719217205094
,,1739209691.5767343,-10.567485935468524
,,1739209691.5767395,-13.937856391144498
,,1739209691.576745,-25.077289914212862
,,1739209691.5767505,-33.98107012897096
,,1739209691.5767558,-38.13080360867914
,,1739209691.576761,-32.816014438256545
,,1739209691.5767665,-28.992665084841946
,,1739209691.5767715,-38.13080360867914
,,1739209691.5767772,-38.13080360867914
,,1739209691.5767825,-38.13080360867914
,,1739209691.576788,-31.141103565318915
,,1739209691.5767932,-38.13080360867914
,,1739209691.576799,-45.120503652039325
,,1739209691.576804,-33.981070128970906
,,1739209691.5768094,-31.141103565318915
,,1739209691.576815,-38.13080360867914
,,1739209691.57682,-33.981070128970906
,,1739209691.5768254,-33.981070128970906
,,1739209691.5768306,-30.49652367304973
,,1739209691.576836,-45.120503652039325
,,1739209691.5768414,-38.13080360867914
,,1739209691.5768468,-33.981070128970906
,,1739209691.576852,-26.99137008561072
,,1739209691.5768576,-45.120503652039325
,,1739209691.5768628,-26.991370085610747
,,1739209691.5768683,-45.120503652039325
,,1739209691.5768735,-29.438486411369347
,,1739209691.576879,-38.13080360867914
,,1739209691.5768845,-32.816014438256545
,,1739209691.5768898,-14.53244878528022
,,1739209691.576895,-29.43848641136937
,,1739209691.5769005,-30.49652367304973
,,1739209691.5769055,-45.120503652039325
,,1739209691.5769112,-45.120503652039325
,,1739209691.5769165,-45.120503652039325
,,1739209691.576922,-38.13080360867914
,,1739209691.5769272,-38.13080360867914
,,1739209691.576933,-38.13080360867914
,,1739209691.576938,-27.87774495603141
,,1739209691.5769434,-45.120503652039325
,,1739209691.5769486,-33.981070128970906
,,1739209691.576954,-38.13080360867914
,,1739209691.5769594,-31.14110356531892
,,1739209691.5769649,-38.13080360867914
