CAN Message, 0x77:4c8c8f501e4e9ebf,Timestamp,Amplitude
,,1739209700.6327348,-45.120503652039325
,,1739209700.6327455,-38.13080360867914
,,1739209700.632756,-38.13080360867914
,,1739209700.6327667,-38.13080360867914
,,1739209700.6327777,-38.13080360867914
,,1739209700.632788,-45.120503652039325
,,1739209700.632799,-45.120503652039325
,,1739209700.6328092,-38.13080360867914
,,1739209700.63282,-38.13080360867914
,,1739209700.6328306,-38.13080360867914
,,1739209700.632841,-35.57807855764607
,,1739209700.6328518,-33.981070128970906
,,1739209700.6328626,-45.120503652039325
,,1739209700.632873,-38.13080360867914
,,1739209700.6328838,-35.57807855764607
,,1739209700.6328945,-33.981070128970906
,,1739209700.632905,-38.13080360867914
,,1739209700.6329155,-38.13080360867914
,,1739209700.6329262,-45.120503652039325
,,1739209700.632937,-45.120503652039325
,,1739209700.6329477,-45.120503652039325
,,1739209700.6329582,-45.120503652039325
,,1739209700.632969,-45.120503652039325
,,1739209700.6329796,-27.87774495603141
,,1739209700.63299,-32.816014438256545
,,1739209700.6330009,-45.120503652039325
,,1739209700.633011,-45.120503652039325
,,1739209700.633022,-38.13080360867914
,,1739209700.6330328,-38.13080360867914
,,1739209700.6330433,-38.13080360867914
,,1739209700.633054,-45.120503652039325
,,1739209700.6330647,-38.13080360867914
,,1739209700.6330752,-38.13080360867914
,,1739209700.633086,-38.13080360867914
,,1739209700.6330967,-45.120503652039325
,,1739209700.6331072,-45.120503652039325
,,1739209700.633118,-45.120503652039325
,,1739209700.6331284,-45.120503652039325
,,1739209700.6331391,-38.13080360867914
,,1739209700.63315,-30.49652367304973
,,1739209700.6331604,-38.13080360867914
,,1739209700.633171,-38.13080360867914
,,1739209700.6331818,-45.120503652039325
,,1739209700.6331923,-38.13080360867914
,,1739209700.633203,-33.981070128970906
,,1739209700.6332138,-45.120503652039325
,,1739209700.6332242,-45.120503652039325
,,1739209700.633235,-31.141103565318915
,,1739209700.6332457,-38.13080360867914
,,1739209700.6332562,-26.99137008561072
,,1739209700.633267,-13.9378563911445
,,1739209700.6332774,-16.30665708433357
,,1739209700.633288,-24.438645034577675
,,1739209700.6332989,-45.120503652039325
,,1739209700.6333094,-45.120503652039325
,,1739209700.63332,-38.13080360867914
,,1739209700.6333306,-35.57807855764607
,,1739209700.6333413,-38.13080360867914
,,1739209700.633352,-45.120503652039325
,,1739209700.6333623,-33.981070128970906
,,1739209700.6333733,-45.120503652039325
,,1739209700.633384,-38.13080360867914
,,1739209700.6333945,-45.120503652039325
,,1739209700.6334052,-45.120503652039325
,,1739209700.633416,-38.13080360867914
,,1739209700.6334264,-38.13080360867914
,,1739209700.6334372,-45.120503652039325
,,1739209700.6334476,-31.141103565318915
,,1739209700.6334584,-30.49652367304973
,,1739209700.633469,-38.13080360867914
,,1739209700.6334796,-45.120503652039325
,,1739209700.6334903,-38.13080360867914
,,1739209700.633501,-31.141103565318893
,,1739209700.6335115,-45.120503652039325
,,1739209700.6335225,-19.35709014998136
,,1739209700.633533,-30.49652367304973
,,1739209700.6335435,-38.13080360867914
,,1739209700.6335542,-38.13080360867914
,,1739209700.6335647,-28.992665084841946
,,1739209700.6335754,-9.494006929920126
,,1739209700.6335862,-18.636903542229973
,,1739209700.633597,-27.267205301931607
,,1739209700.6336074,-33.981070128970906
,,1739209700.633618,-45.120503652039325
,,1739209700.6336286,-38.13080360867914
,,1739209700.633639,-38.13080360867914
,,1739209700.63365,-35.57807855764607
,,1739209700.6336606,-38.13080360867914
,,1739209700.6336713,-30.49652367304976
,,1739209700.6336818,-45.120503652039325
,,1739209700.6336925,-38.13080360867914
,,1739209700.6337032,-38.13080360867914
,,1739209700.6337135,-45.120503652039325
,,1739209700.6337245,-38.13080360867914
,,1739209700.6337352,-35.57807855764607
,,1739209700.6337457,-30.49652367304973
,,1739209700.6337564,-22.74004262075133
,,1739209700.633767,-38.13080360867914
,,1739209700.6337776,-45.120503652039325
,,1739209700.6337883,-38.13080360867914
,,1739209700.6337988,-38.13080360867914
,,1739209700.6338096,-45.120503652039325
,,1739209700.6338203,-45.120503652039325
,,1739209700.6338308,-32.816014438256545
,,1739209700.6338415,-24.746238672633048
,,1739209700.6338522,-45.120503652039325
,,1739209700.6338627,-38.13080360867914
,,1739209700.6338737,-45.120503652039325
,,1739209700.633884,-23.50682362968953
,,1739209700.6338947,-45.120503652039325
,,1739209700.6339054,-45.120503652039325
,,1739209700.633916,-45.120503652039325
,,1739209700.6339266,-35.57807855764607
,,1739209700.6339374,-38.13080360867914
,,1739209700.6339478,-38.13080360867914
,,1739209700.6339586,-31.141103565318915
,,1739209700.6339693,-29.438486411369333
,,1739209700.6339798,-28.992665084841946
,,1739209700.6339903,-28.992665084841946
,,1739209700.634001,-45.120503652039325
,,1739209700.6340115,-38.13080360867914
,,1739209700.6340225,-33.981070128970906
,,1739209700.634033,-45.120503652039325
,,1739209700.6340437,-33.981070128970906
,,1739209700.6340544,-28.58837851428586
,,1739209700.634065,-33.981070128970906
,,1739209700.6340756,-28.992665084841946
,,1739209700.634086,-9.773897893754851
,,1739209700.6340969,-17.56938098808858
,,1739209700.6341076,-27.267205301931607
,,1739209700.634118,-38.13080360867914
,,1739209700.6341288,-45.120503652039325
