CAN Message, 0x62:0800359b5dcba0ff,Timestamp,Amplitude
,,1739209914.5440876,-38.13080360867914
,,1739209914.544092,-45.120503652039325
,,1739209914.5440965,-35.57807855764607
,,1739209914.544101,-45.120503652039325
,,1739209914.5441055,-38.13080360867914
,,1739209914.54411,-45.120503652039325
,,1739209914.5441146,-27.8777449560314
,,1739209914.5441191,-25.826314394896357
,,1739209914.5441234,-45.120503652039325
,,1739209914.544128,-45.120503652039325
,,1739209914.5441325,-32.816014438256545
,,1739209914.544137,-35.57807855764607
,,1739209914.5441415,-45.120503652039325
,,1739209914.544146,-45.120503652039325
,,1739209914.5441506,-38.13080360867914
,,1739209914.544155,-45.120503652039325
,,1739209914.5441594,-25.826314394896357
,,1739209914.544164,-27.8777449560314
,,1739209914.5441685,-45.120503652039325
,,1739209914.544173,-30.49652367304973
,,1739209914.5441775,-38.13080360867914
,,1739209914.5441818,-25.25278630937684
,,1739209914.5441864,-22.44878636800916
,,1739209914.544191,-27.267205301931607
,,1739209914.5441954,-35.57807855764607
,,1739209914.5442,-38.13080360867914
,,1739209914.5442045,-38.13080360867914
,,1739209914.544209,-45.120503652039325
,,1739209914.5442133,-38.13080360867914
,,1739209914.5442178,-38.13080360867914
,,1739209914.5442224,-38.13080360867914
,,1739209914.544227,-31.141103565318915
,,1739209914.5442314,-38.13080360867914
,,1739209914.544236,-33.981070128970906
,,1739209914.5442402,-45.120503652039325
,,1739209914.5442448,-33.98107012897096
,,1739209914.5442493,-32.816014438256545
,,1739209914.5442538,-45.120503652039325
,,1739209914.5442584,-38.13080360867914
,,1739209914.544263,-30.49652367304973
,,1739209914.5442674,-38.13080360867914
,,1739209914.5442717,-35.57807855764607
,,1739209914.5442762,-45.120503652039325
,,1739209914.5442808,-33.98107012897096
,,1739209914.5442853,-33.981070128970906
,,1739209914.5442898,-19.45023999044868
,,1739209914.5442944,-28.992665084841946
,,1739209914.5442986,-38.13080360867914
,,1739209914.5443032,-45.120503652039325
,,1739209914.5443077,-26.991370085610736
,,1739209914.5443122,-11.448808766692483
,,1739209914.5443168,-20.277505258571445
,,1739209914.5443213,-26.99137008561072
,,1739209914.5443258,-45.120503652039325
,,1739209914.54433,-45.120503652039325
,,1739209914.544335,-31.141103565318915
,,1739209914.5443392,-38.13080360867914
,,1739209914.5443437,-45.120503652039325
,,1739209914.5443482,-32.816014438256545
,,1739209914.5443528,-27.267205301931607
,,1739209914.5443573,-33.981070128970906
,,1739209914.5443616,-35.57807855764607
,,1739209914.544366,-33.981070128970906
,,1739209914.544371,-27.267205301931607
,,1739209914.5443752,-31.141103565318915
,,1739209914.5443797,-38.13080360867914
,,1739209914.5443842,-45.120503652039325
,,1739209914.5443883,-31.141103565318915
,,1739209914.544393,-27.87774495603141
,,1739209914.5443976,-13.731164249470051
,,1739209914.544402,-13.076590332846298
,,1739209914.544407,-25.077289914212862
,,1739209914.5444112,-32.816014438256545
,,1739209914.5444157,-38.13080360867914
,,1739209914.54442,-45.120503652039325
,,1739209914.5444243,-38.13080360867914
,,1739209914.544429,-38.13080360867914
,,1739209914.5444336,-38.13080360867914
,,1739209914.544438,-38.13080360867914
,,1739209914.544443,-27.877744956031417
,,1739209914.544447,-27.87774495603141
,,1739209914.5444517,-31.141103565318915
,,1739209914.544456,-45.120503652039325
,,1739209914.5444603,-38.13080360867914
,,1739209914.544464,-31.141103565318915
,,1739209914.544467,-38.13080360867914
,,1739209914.5444703,-45.120503652039325
,,1739209914.5444734,-38.13080360867914
,,1739209914.5444767,-45.120503652039325
,,1739209914.5444798,-45.120503652039325
,,1739209914.5444832,-45.120503652039325
,,1739209914.5444863,-38.13080360867914
,,1739209914.5444896,-45.120503652039325
,,1739209914.544493,-32.816014438256545
,,1739209914.544496,-33.981070128970906
,,1739209914.5444994,-33.981070128970906
,,1739209914.5445025,-38.13080360867914
,,1739209914.5445058,-38.13080360867914
,,1739209914.5445092,-33.98107012897096
,,1739209914.5445125,-33.981070128970906
,,1739209914.5445156,-33.981070128970906
,,1739209914.5445187,-33.981070128970906
,,1739209914.544522,-38.13080360867914
,,1739209914.5445251,-35.57807855764607
,,1739209914.5445285,-28.992665084841946
,,1739209914.5445318,-38.13080360867914
,,1739209914.544535,-45.120503652039325
,,1739209914.5445385,-33.981070128970906
,,1739209914.5445414,-27.267205301931607
,,1739209914.5445447,-45.120503652039325
,,1739209914.544548,-45.120503652039325
,,1739209914.5445511,-38.13080360867914
,,1739209914.5445545,-27.267205301931607
,,1739209914.5445576,-38.13080360867914
,,1739209914.544561,-38.13080360867914
,,1739209914.544564,-38.13080360867914
,,1739209914.544567,-31.141103565318915
,,1739209914.5445707,-38.13080360867914
,,1739209914.5445738,-45.120503652039325
,,1739209914.5445771,-38.13080360867914
,,1739209914.5445802,-33.981070128970906
,,1739209914.5445836,-38.13080360867914
,,1739209914.544587,-17.245898906855142
,,1739209914.54459,-32.816014438256545
,,1739209914.544593,-30.49652367304973
,,1739209914.5445964,-45.120503652039325
,,1739209914.5445998,-29.438486411369333
,,1739209914.5446029,-8.57200274642535
,,1739209914.5446062,-19.497575007474552
,,1739209914.5446093,-32.81601443825658
,,1739209914.5446126,-28.992665084841946
,,1739209914.544616,-23.75329798047523
,,1739209914.544619,-18.29905288830097
,,1739209914.5446224,-33.981070128970906
,,1739209914.5446255,-33.981070128970906
,,1739209914.5446289,-38.13080360867914
