CAN Message, 0x1a7:0000a30e411e2f10,Timestamp,Amplitude
,,1739209607.6671443,-38.13080360867914
,,1739209607.6671474,-38.13080360867914
,,1739209607.6671505,-45.120503652039325
,,1739209607.6671536,-45.120503652039325
,,1739209607.6671567,-45.120503652039325
,,1739209607.6671598,-38.13080360867914
,,1739209607.667163,-35.57807855764607
,,1739209607.667166,-45.120503652039325
,,1739209607.667169,-45.120503652039325
,,1739209607.6671722,-45.120503652039325
,,1739209607.6671753,-38.13080360867914
,,1739209607.6671784,-38.13080360867914
,,1739209607.6671815,-45.120503652039325
,,1739209607.6671846,-45.120503652039325
,,1739209607.6671877,-45.120503652039325
,,1739209607.6671908,-45.120503652039325
,,1739209607.667194,-45.120503652039325
,,1739209607.667197,-38.13080360867914
,,1739209607.6672,-38.13080360867914
,,1739209607.6672032,-38.13080360867914
,,1739209607.6672063,-33.981070128970906
,,1739209607.6672094,-27.87774495603141
,,1739209607.6672125,-22.74004262075133
,,1739209607.6672156,-38.13080360867914
,,1739209607.6672187,-45.120503652039325
,,1739209607.6672218,-32.816014438256545
,,1739209607.667225,-45.120503652039325
,,1739209607.667228,-45.120503652039325
,,1739209607.667231,-45.120503652039325
,,1739209607.6672342,-28.992665084841946
,,1739209607.6672373,-33.981070128970906
,,1739209607.6672404,-45.120503652039325
,,1739209607.6672437,-45.120503652039325
,,1739209607.6672466,-38.13080360867914
,,1739209607.6672497,-38.13080360867914
,,1739209607.6672528,-45.120503652039325
,,1739209607.667256,-33.981070128970906
,,1739209607.667259,-32.816014438256545
,,1739209607.667262,-33.981070128970906
,,1739209607.6672652,-38.13080360867914
,,1739209607.6672685,-38.13080360867914
,,1739209607.6672714,-45.120503652039325
,,1739209607.6672745,-45.120503652039325
,,1739209607.6672776,-45.120503652039325
,,1739209607.667281,-45.120503652039325
,,1739209607.6672838,-35.57807855764607
,,1739209607.6672869,-45.120503652039325
,,1739209607.66729,-45.120503652039325
,,1739209607.667293,-45.120503652039325
,,1739209607.6672962,-28.992665084841946
,,1739209607.6672993,-16.261240254024983
,,1739209607.6673024,-25.62660358559016
,,1739209607.6673057,-28.58837851428586
,,1739209607.6673086,-29.438486411369347
,,1739209607.6673117,-30.49652367304973
,,1739209607.6673148,-38.13080360867914
,,1739209607.667318,-38.13080360867914
,,1739209607.667321,-38.13080360867914
,,1739209607.667324,-33.981070128970906
,,1739209607.6673272,-38.13080360867914
,,1739209607.6673305,-38.13080360867914
,,1739209607.6673334,-33.981070128970906
,,1739209607.6673365,-31.141103565318915
,,1739209607.6673396,-38.13080360867914
,,1739209607.667343,-45.120503652039325
,,1739209607.6673458,-35.57807855764607
,,1739209607.6673489,-28.992665084841946
,,1739209607.667352,-38.13080360867914
,,1739209607.667355,-38.13080360867914
,,1739209607.6673582,-33.981070128970906
,,1739209607.6673613,-38.13080360867914
,,1739209607.6673644,-45.120503652039325
,,1739209607.6673677,-45.120503652039325
,,1739209607.6673706,-38.13080360867914
,,1739209607.6673737,-25.25278630937684
,,1739209607.6673768,-32.816014438256545
,,1739209607.66738,-45.120503652039325
,,1739209607.667383,-45.120503652039325
,,1739209607.667386,-38.13080360867914
,,1739209607.6673892,-35.57807855764607
,,1739209607.6673925,-31.141103565318915
,,1739209607.6673954,-38.13080360867914
,,1739209607.6673985,-35.57807855764607
,,1739209607.6674016,-31.141103565318915
,,1739209607.667405,-38.13080360867914
