CAN Message, 0x98:000097903c1c4cd4,Timestamp,Amplitude
,,1739209898.3834584,-33.981070128970906
,,1739209898.383465,-31.141103565318915
,,1739209898.383472,-38.13080360867914
,,1739209898.3834789,-45.120503652039325
,,1739209898.3834858,-33.981070128970906
,,1739209898.3834925,-32.816014438256545
,,1739209898.3834994,-45.120503652039325
,,1739209898.3835063,-45.120503652039325
,,1739209898.3835132,-38.13080360867914
,,1739209898.38352,-45.120503652039325
,,1739209898.3835268,-45.120503652039325
,,1739209898.3835337,-45.120503652039325
,,1739209898.3835406,-35.57807855764607
,,1739209898.3835473,-38.13080360867914
,,1739209898.3835542,-33.981070128970906
,,1739209898.3835611,-45.120503652039325
,,1739209898.383568,-38.13080360867914
,,1739209898.3835747,-35.57807855764607
,,1739209898.3835816,-45.120503652039325
,,1739209898.3835886,-38.13080360867914
,,1739209898.3835957,-38.13080360867914
,,1739209898.383602,-31.141103565318915
,,1739209898.383609,-31.141103565318915
,,1739209898.383616,-38.13080360867914
,,1739209898.3836226,-38.13080360867914
,,1739209898.3836296,-45.120503652039325
,,1739209898.3836365,-38.13080360867914
,,1739209898.3836434,-38.13080360867914
,,1739209898.38365,-45.120503652039325
,,1739209898.383657,-38.13080360867914
,,1739209898.383664,-28.992665084841946
,,1739209898.3836708,-33.981070128970906
,,1739209898.3836775,-45.120503652039325
,,1739209898.3836844,-38.13080360867914
,,1739209898.3836913,-38.13080360867914
,,1739209898.3836982,-45.120503652039325
,,1739209898.383705,-38.13080360867914
,,1739209898.3837118,-45.120503652039325
,,1739209898.3837187,-32.816014438256545
,,1739209898.3837256,-38.13080360867914
,,1739209898.3837323,-45.120503652039325
,,1739209898.3837392,-45.120503652039325
,,1739209898.383746,-38.13080360867914
,,1739209898.383753,-38.13080360867914
,,1739209898.3837595,-35.57807855764607
,,1739209898.383767,-45.120503652039325
,,1739209898.3837736,-45.120503652039325
,,1739209898.3837805,-45.120503652039325
,,1739209898.3837872,-45.120503652039325
,,1739209898.383794,-32.816014438256545
,,1739209898.383801,-13.898344869311028
,,1739209898.383808,-23.16150712794696
,,1739209898.3838146,-28.58837851428586
,,1739209898.3838215,-38.13080360867914
,,1739209898.3838284,-28.992665084841946
,,1739209898.3838353,-38.13080360867914
,,1739209898.383842,-38.13080360867914
,,1739209898.383849,-45.120503652039325
,,1739209898.3838558,-38.13080360867914
,,1739209898.3838625,-45.120503652039325
,,1739209898.3838694,-45.120503652039325
,,1739209898.3838763,-38.13080360867914
,,1739209898.3838832,-29.438486411369357
,,1739209898.38389,-45.120503652039325
,,1739209898.3838968,-38.13080360867914
,,1739209898.3839035,-45.120503652039325
,,1739209898.383911,-33.981070128970906
,,1739209898.383917,-38.13080360867914
,,1739209898.3839242,-45.120503652039325
,,1739209898.3839312,-38.13080360867914
,,1739209898.383938,-32.816014438256545
,,1739209898.3839447,-38.13080360867914
,,1739209898.3839517,-45.120503652039325
,,1739209898.3839586,-38.13080360867914
,,1739209898.3839655,-17.756538629272868
,,1739209898.3839722,-31.141103565318915
,,1739209898.383979,-38.13080360867914
,,1739209898.383986,-38.13080360867914
,,1739209898.383993,-31.141103565318893
,,1739209898.3839996,-8.023564954761373
,,1739209898.3840065,-23.38864096791655
,,1739209898.3840134,-38.13080360867914
,,1739209898.3840203,-30.49652367304973
,,1739209898.384027,-45.120503652039325
,,1739209898.384034,-45.120503652039325
,,1739209898.3840408,-38.13080360867914
,,1739209898.3840475,-45.120503652039325
,,1739209898.3840544,-45.120503652039325
,,1739209898.384061,-45.120503652039325
,,1739209898.3840685,-45.120503652039325
,,1739209898.3840752,-38.13080360867914
,,1739209898.3840818,-38.13080360867914
,,1739209898.3840888,-38.13080360867914
,,1739209898.3840957,-38.13080360867914
,,1739209898.3841026,-45.120503652039325
,,1739209898.3841093,-45.120503652039325
,,1739209898.3841162,-45.120503652039325
,,1739209898.384123,-45.120503652039325
,,1739209898.3841298,-33.981070128970906
,,1739209898.384137,-45.120503652039325
,,1739209898.3841436,-38.13080360867914
,,1739209898.3841505,-45.120503652039325
,,1739209898.3841572,-22.17584139042336
,,1739209898.384164,-19.49757500747454
,,1739209898.384171,-45.120503652039325
,,1739209898.384178,-38.13080360867914
,,1739209898.3841846,-28.992665084841946
,,1739209898.3841915,-25.077289914212862
,,1739209898.3841984,-11.508893700089033
,,1739209898.384205,-45.120503652039325
,,1739209898.384212,-29.438486411369333
,,1739209898.384219,-31.141103565318893
,,1739209898.3842258,-38.13080360867914
,,1739209898.3842328,-33.981070128970906
,,1739209898.3842394,-32.816014438256545
,,1739209898.3842463,-33.981070128970906
,,1739209898.3842533,-38.13080360867914
,,1739209898.3842602,-27.267205301931607
,,1739209898.3842669,-33.98107012897096
,,1739209898.3842738,-38.13080360867914
,,1739209898.3842807,-35.57807855764607
,,1739209898.3842876,-45.120503652039325
,,1739209898.3842945,-32.816014438256545
,,1739209898.3843012,-29.438486411369333
,,1739209898.384308,-45.120503652039325
,,1739209898.384315,-38.13080360867914
,,1739209898.3843217,-45.120503652039325
,,1739209898.3843286,-18.836614351536173
,,1739209898.3843355,-26.99137008561072
,,1739209898.3843424,-38.13080360867914
,,1739209898.384349,-38.13080360867914
,,1739209898.384356,-31.141103565318915
,,1739209898.384363,-38.13080360867914
,,1739209898.3843696,-45.120503652039325
,,1739209898.3843763,-45.120503652039325
,,1739209898.3843834,-45.120503652039325
,,1739209898.3843904,-45.120503652039325
,,1739209898.384397,-45.120503652039325
,,1739209898.384404,-45.120503652039325
,,1739209898.3844109,-45.120503652039325
,,1739209898.3844178,-35.57807855764607
,,1739209898.3844244,-45.120503652039325
,,1739209898.3844314,-45.120503652039325
,,1739209898.3844385,-35.57807855764607
,,1739209898.3844452,-38.13080360867914
,,1739209898.384452,-33.981070128970906
,,1739209898.3844588,-38.13080360867914
,,1739209898.3844657,-26.99137008561072
,,1739209898.3844726,-32.816014438256545
,,1739209898.3844793,-45.120503652039325
,,1739209898.3844862,-28.58837851428586
,,1739209898.384493,-20.001670042250545
,,1739209898.3845,-45.120503652039325
,,1739209898.3845067,-33.981070128970906
,,1739209898.3845136,-33.981070128970906
,,1739209898.3845203,-28.58837851428589
,,1739209898.3845274,-10.805257810164786
,,1739209898.384534,-38.13080360867914
,,1739209898.384541,-38.13080360867914
,,1739209898.384548,-27.267205301931607
,,1739209898.3845549,-38.13080360867914
,,1739209898.3845615,-45.120503652039325
,,1739209898.3845685,-35.57807855764607
,,1739209898.3845754,-45.120503652039325
,,1739209898.3845823,-45.120503652039325
,,1739209898.384589,-35.57807855764607
,,1739209898.384596,-45.120503652039325
,,1739209898.3846028,-23.506823629689546
,,1739209898.3846097,-33.981070128970906
,,1739209898.3846164,-45.120503652039325
,,1739209898.3846233,-35.57807855764607
,,1739209898.3846302,-32.816014438256545
,,1739209898.3846369,-45.120503652039325
,,1739209898.3846438,-38.13080360867914
,,1739209898.3846507,-33.981070128970906
,,1739209898.3846576,-31.141103565318915
,,1739209898.3846643,-45.120503652039325
,,1739209898.3846712,-45.120503652039325
,,1739209898.384678,-33.981070128970906
,,1739209898.384685,-22.84163660590256
,,1739209898.3846917,-19.54543163298272
,,1739209898.3846986,-38.13080360867914
,,1739209898.3847055,-38.13080360867914
,,1739209898.3847125,-45.120503652039325
,,1739209898.3847191,-45.120503652039325
