CAN Message, 0x1d3:00001ceef4acf96a,Timestamp,Amplitude
,,1739209646.947585,-32.816014438256545
,,1739209646.947593,-30.49652367304973
,,1739209646.9476008,-45.120503652039325
,,1739209646.9476085,-38.13080360867914
,,1739209646.9476163,-33.981070128970906
,,1739209646.947624,-33.981070128970906
,,1739209646.9476318,-38.13080360867914
,,1739209646.9476397,-32.816014438256545
,,1739209646.947647,-45.120503652039325
,,1739209646.947655,-45.120503652039325
,,1739209646.9476628,-45.120503652039325
,,1739209646.9476705,-45.120503652039325
,,1739209646.9476783,-45.120503652039325
,,1739209646.947686,-45.120503652039325
,,1739209646.9476938,-45.120503652039325
,,1739209646.9477017,-45.120503652039325
,,1739209646.947709,-35.57807855764607
,,1739209646.947717,-35.57807855764607
,,1739209646.9477248,-45.120503652039325
,,1739209646.9477324,-38.13080360867914
,,1739209646.9477403,-35.57807855764607
,,1739209646.947748,-35.57807855764607
,,1739209646.9477558,-38.13080360867914
,,1739209646.9477634,-45.120503652039325
,,1739209646.9477713,-45.120503652039325
,,1739209646.947779,-45.120503652039325
,,1739209646.9477868,-45.120503652039325
,,1739209646.9477944,-38.13080360867914
,,1739209646.9478023,-45.120503652039325
,,1739209646.94781,-38.13080360867914
,,1739209646.9478178,-38.13080360867914
,,1739209646.9478254,-38.13080360867914
,,1739209646.9478333,-45.120503652039325
,,1739209646.947841,-38.13080360867914
,,1739209646.9478488,-45.120503652039325
,,1739209646.9478564,-45.120503652039325
,,1739209646.9478643,-38.13080360867914
,,1739209646.947872,-45.120503652039325
,,1739209646.9478798,-38.13080360867914
,,1739209646.9478874,-38.13080360867914
,,1739209646.9478953,-38.13080360867914
,,1739209646.947903,-28.58837851428586
,,1739209646.9479108,-38.13080360867914
,,1739209646.9479184,-38.13080360867914
,,1739209646.9479263,-45.120503652039325
,,1739209646.947934,-35.57807855764607
,,1739209646.9479418,-45.120503652039325
,,1739209646.9479494,-38.13080360867914
,,1739209646.9479573,-32.816014438256545
,,1739209646.947965,-24.29264994887477
,,1739209646.9479728,-14.487170062521797
,,1739209646.9479804,-38.13080360867914
,,1739209646.9479885,-38.13080360867914
,,1739209646.947996,-45.120503652039325
,,1739209646.9480038,-33.981070128970906
,,1739209646.9480114,-38.13080360867914
,,1739209646.9480193,-45.120503652039325
,,1739209646.948027,-31.141103565318915
,,1739209646.9480348,-33.981070128970906
,,1739209646.9480424,-38.13080360867914
,,1739209646.9480505,-45.120503652039325
,,1739209646.948058,-45.120503652039325
,,1739209646.9480658,-45.120503652039325
,,1739209646.9480734,-45.120503652039325
,,1739209646.9480813,-38.13080360867914
,,1739209646.948089,-30.49652367304973
,,1739209646.9480965,-38.13080360867914
,,1739209646.9481044,-45.120503652039325
,,1739209646.948112,-45.120503652039325
,,1739209646.94812,-31.141103565318915
,,1739209646.9481275,-33.981070128970906
,,1739209646.9481354,-45.120503652039325
,,1739209646.948143,-38.13080360867914
,,1739209646.9481509,-27.877744956031417
,,1739209646.9481585,-31.14110356531892
,,1739209646.9481664,-33.981070128970906
,,1739209646.948174,-38.13080360867914
,,1739209646.948182,-38.13080360867914
,,1739209646.9481895,-27.87774495603141
,,1739209646.9481974,-32.816014438256545
,,1739209646.948205,-38.13080360867914
,,1739209646.9482129,-38.13080360867914
,,1739209646.9482205,-45.120503652039325
,,1739209646.9482284,-35.57807855764607
,,1739209646.948236,-45.120503652039325
,,1739209646.948244,-35.57807855764607
,,1739209646.9482515,-31.141103565318915
,,1739209646.9482594,-38.13080360867914
,,1739209646.948267,-45.120503652039325
,,1739209646.9482749,-38.13080360867914
,,1739209646.9482825,-33.981070128970906
,,1739209646.9482903,-38.13080360867914
,,1739209646.948298,-45.120503652039325
,,1739209646.9483058,-38.13080360867914
,,1739209646.9483137,-31.141103565318915
,,1739209646.948321,-35.57807855764607
,,1739209646.948329,-35.57807855764607
,,1739209646.9483368,-38.13080360867914
,,1739209646.9483445,-33.981070128970906
,,1739209646.9483523,-38.13080360867914
,,1739209646.94836,-45.120503652039325
,,1739209646.9483678,-28.58837851428586
,,1739209646.9483757,-21.67658091518819
,,1739209646.948383,-27.267205301931607
,,1739209646.948391,-45.120503652039325
,,1739209646.9483988,-31.141103565318915
,,1739209646.9484065,-33.98107012897096
,,1739209646.9484143,-13.977730686423431
,,1739209646.948422,-19.45023999044868
,,1739209646.9484298,-38.13080360867914
,,1739209646.9484377,-31.141103565318915
,,1739209646.948445,-38.13080360867914
,,1739209646.948453,-45.120503652039325
,,1739209646.9484608,-38.13080360867914
,,1739209646.9484684,-25.82631439489636
,,1739209646.9484763,-45.120503652039325
,,1739209646.948484,-22.002965041481744
,,1739209646.9484918,-18.192034459266992
,,1739209646.9484994,-45.120503652039325
,,1739209646.9485073,-32.816014438256545
,,1739209646.948515,-38.13080360867914
,,1739209646.9485228,-38.13080360867914
,,1739209646.9485304,-28.992665084841946
,,1739209646.9485383,-38.13080360867914
,,1739209646.948546,-45.120503652039325
,,1739209646.9485538,-26.487275050834715
,,1739209646.9485614,-16.6881758710592
,,1739209646.9485693,-17.788531000973595
,,1739209646.948577,-28.58837851428586
,,1739209646.9485848,-45.120503652039325
,,1739209646.9485924,-31.14110356531892
,,1739209646.9486003,-45.120503652039325
,,1739209646.948608,-45.120503652039325
,,1739209646.9486158,-45.120503652039325
,,1739209646.9486234,-28.992665084841946
,,1739209646.9486313,-45.120503652039325
,,1739209646.948639,-38.13080360867914
,,1739209646.9486468,-33.981070128970906
,,1739209646.9486544,-31.14110356531892
,,1739209646.9486623,-45.120503652039325
,,1739209646.94867,-45.120503652039325
,,1739209646.9486778,-45.120503652039325
,,1739209646.9486854,-33.981070128970906
,,1739209646.9486933,-38.13080360867914
,,1739209646.948701,-38.13080360867914
,,1739209646.9487088,-38.13080360867914
,,1739209646.9487164,-45.120503652039325
,,1739209646.9487245,-45.120503652039325
,,1739209646.948732,-38.13080360867914
,,1739209646.9487398,-38.13080360867914
,,1739209646.9487474,-33.981070128970906
,,1739209646.9487553,-38.13080360867914
,,1739209646.948763,-38.13080360867914
,,1739209646.9487708,-31.141103565318893
,,1739209646.9487784,-45.120503652039325
,,1739209646.9487865,-30.49652367304973
,,1739209646.948794,-28.992665084841946
,,1739209646.9488018,-38.13080360867914
,,1739209646.9488094,-45.120503652039325
,,1739209646.9488173,-45.120503652039325
,,1739209646.948825,-33.981070128970906
,,1739209646.9488328,-45.120503652039325
,,1739209646.9488404,-38.13080360867914
,,1739209646.9488482,-38.13080360867914
,,1739209646.948856,-38.13080360867914
,,1739209646.9488635,-45.120503652039325
,,1739209646.9488714,-28.58837851428586
,,1739209646.9488792,-31.141103565318893
,,1739209646.9488869,-38.13080360867914
,,1739209646.9488945,-45.120503652039325
,,1739209646.9489024,-26.487275050834715
,,1739209646.94891,-22.84163660590255
,,1739209646.948918,-38.13080360867914
,,1739209646.9489255,-45.120503652039325
,,1739209646.9489334,-31.141103565318893
,,1739209646.948941,-28.21854285175415
,,1739209646.9489489,-45.120503652039325
,,1739209646.9489565,-38.13080360867914
,,1739209646.9489644,-45.120503652039325
,,1739209646.948972,-35.57807855764607
,,1739209646.94898,-35.57807855764607
,,1739209646.9489875,-38.13080360867914
,,1739209646.9489954,-38.13080360867914
,,1739209646.949003,-35.57807855764607
,,1739209646.9490108,-38.13080360867914
,,1739209646.9490185,-35.57807855764607
,,1739209646.9490263,-35.57807855764607
,,1739209646.949034,-45.120503652039325
,,1739209646.9490418,-25.826314394896364
,,1739209646.9490497,-9.294189257142929
,,1739209646.949057,-33.981070128970906
,,1739209646.949065,-33.981070128970906
,,1739209646.9490728,-33.981070128970906
,,1739209646.9490805,-20.10991102986178
,,1739209646.9490883,-21.598678470925663
,,1739209646.949096,-32.816014438256545
,,1739209646.9491038,-32.81601443825658
,,1739209646.9491117,-25.25278630937684
,,1739209646.949119,-12.927278567845928
,,1739209646.949127,-12.367390106621176
,,1739209646.9491348,-25.826314394896357
,,1739209646.9491425,-38.13080360867914
,,1739209646.9491503,-32.816014438256545
,,1739209646.949158,-26.991370085610736
,,1739209646.9491658,-45.120503652039325
,,1739209646.9491737,-38.13080360867914
,,1739209646.9491813,-31.141103565318893
,,1739209646.949189,-45.120503652039325
,,1739209646.9491968,-18.521341651340787
,,1739209646.9492044,-45.120503652039325
,,1739209646.9492123,-38.13080360867914
,,1739209646.94922,-35.57807855764607
