CAN Message, 0x1a7:0000cb3767bd91ea,Timestamp,Amplitude
,,1739209826.6514056,-38.13080360867914
,,1739209826.6514084,-31.141103565318915
,,1739209826.6514113,-38.13080360867914
,,1739209826.6514144,-45.120503652039325
,,1739209826.6514173,-45.120503652039325
,,1739209826.65142,-33.981070128970906
,,1739209826.651423,-35.57807855764607
,,1739209826.651426,-35.57807855764607
,,1739209826.651429,-45.120503652039325
,,1739209826.6514318,-35.57807855764607
,,1739209826.651435,-38.13080360867914
,,1739209826.6514375,-45.120503652039325
,,1739209826.6514406,-38.13080360867914
,,1739209826.6514435,-45.120503652039325
,,1739209826.6514463,-38.13080360867914
,,1739209826.6514492,-31.141103565318893
,,1739209826.6514523,-38.13080360867914
,,1739209826.6514552,-38.13080360867914
,,1739209826.651458,-38.13080360867914
,,1739209826.651461,-38.13080360867914
,,1739209826.6514635,-38.13080360867914
,,1739209826.6514668,-38.13080360867914
,,1739209826.6514697,-45.120503652039325
,,1739209826.6514726,-33.98107012897096
,,1739209826.6514754,-45.120503652039325
,,1739209826.6514783,-45.120503652039325
,,1739209826.6514814,-38.13080360867914
,,1739209826.6514845,-45.120503652039325
,,1739209826.651487,-38.13080360867914
,,1739209826.65149,-45.120503652039325
,,1739209826.651493,-38.13080360867914
,,1739209826.651496,-26.99137008561072
,,1739209826.6514988,-38.13080360867914
,,1739209826.6515017,-45.120503652039325
,,1739209826.6515045,-38.13080360867914
,,1739209826.6515076,-32.816014438256545
,,1739209826.6515105,-38.13080360867914
,,1739209826.651513,-45.120503652039325
,,1739209826.6515162,-38.13080360867914
,,1739209826.651519,-38.13080360867914
,,1739209826.6515222,-38.13080360867914
,,1739209826.651525,-45.120503652039325
,,1739209826.651528,-38.13080360867914
,,1739209826.6515307,-38.13080360867914
,,1739209826.6515338,-38.13080360867914
,,1739209826.6515367,-45.120503652039325
,,1739209826.6515396,-38.13080360867914
,,1739209826.6515424,-38.13080360867914
,,1739209826.6515453,-38.13080360867914
,,1739209826.6515484,-45.120503652039325
,,1739209826.6515512,-12.712515940865975
,,1739209826.651554,-25.82631439489636
,,1739209826.651557,-38.13080360867914
,,1739209826.65156,-35.57807855764607
,,1739209826.651563,-45.120503652039325
,,1739209826.6515658,-33.981070128970906
,,1739209826.651569,-38.13080360867914
,,1739209826.6515715,-45.120503652039325
,,1739209826.6515746,-38.13080360867914
,,1739209826.6515777,-33.981070128970906
,,1739209826.6515803,-35.57807855764607
,,1739209826.6515832,-38.13080360867914
,,1739209826.651586,-45.120503652039325
,,1739209826.6515892,-38.13080360867914
,,1739209826.651592,-45.120503652039325
,,1739209826.6515949,-45.120503652039325
,,1739209826.6515975,-38.13080360867914
,,1739209826.6516008,-45.120503652039325
,,1739209826.6516037,-33.981070128970906
,,1739209826.6516066,-38.13080360867914
,,1739209826.6516094,-45.120503652039325
,,1739209826.6516123,-33.981070128970906
,,1739209826.6516154,-38.13080360867914
,,1739209826.6516182,-32.816014438256545
,,1739209826.651621,-18.521341651340787
,,1739209826.651624,-30.49652367304973
