CAN Message, 0x1a7:0000ad6ddbf18702,Timestamp,Amplitude
,,1739209708.061982,-45.120503652039325
,,1739209708.0619848,-26.991370085610757
,,1739209708.061988,-38.13080360867914
,,1739209708.0619907,-33.981070128970906
,,1739209708.0619936,-45.120503652039325
,,1739209708.0619967,-45.120503652039325
,,1739209708.0619996,-45.120503652039325
,,1739209708.062003,-38.13080360867914
,,1739209708.0620055,-35.57807855764607
,,1739209708.0620084,-31.141103565318915
,,1739209708.0620117,-38.13080360867914
,,1739209708.0620143,-38.13080360867914
,,1739209708.0620172,-45.120503652039325
,,1739209708.0620203,-38.13080360867914
,,1739209708.0620232,-35.57807855764607
,,1739209708.062026,-45.120503652039325
,,1739209708.0620291,-25.077289914212862
,,1739209708.062032,-22.54371790334745
,,1739209708.062035,-45.120503652039325
,,1739209708.062038,-38.13080360867914
,,1739209708.0620408,-31.141103565318915
,,1739209708.062044,-23.50682362968953
,,1739209708.0620468,-25.25278630937684
,,1739209708.0620496,-27.267205301931607
,,1739209708.0620527,-28.992665084841946
,,1739209708.0620556,-33.981070128970906
,,1739209708.0620584,-31.141103565318915
,,1739209708.0620615,-45.120503652039325
,,1739209708.0620644,-38.13080360867914
,,1739209708.0620675,-28.992665084841946
,,1739209708.0620704,-38.13080360867914
,,1739209708.0620732,-45.120503652039325
,,1739209708.0620763,-35.57807855764607
,,1739209708.0620792,-30.49652367304973
,,1739209708.062082,-33.981070128970906
,,1739209708.0620852,-33.981070128970906
,,1739209708.062088,-45.120503652039325
,,1739209708.0620909,-45.120503652039325
,,1739209708.062094,-38.13080360867914
,,1739209708.0620968,-33.981070128970906
,,1739209708.0621,-35.57807855764607
,,1739209708.0621028,-38.13080360867914
,,1739209708.0621057,-45.120503652039325
,,1739209708.0621088,-38.13080360867914
,,1739209708.0621116,-38.13080360867914
,,1739209708.0621145,-20.51152522447381
,,1739209708.0621176,-38.13080360867914
,,1739209708.0621204,-45.120503652039325
,,1739209708.0621235,-38.13080360867914
,,1739209708.0621264,-30.49652367304973
,,1739209708.0621293,-10.400256675036475
,,1739209708.0621324,-25.07728991421287
,,1739209708.0621352,-29.438486411369333
,,1739209708.062138,-33.981070128970906
,,1739209708.0621412,-28.58837851428586
,,1739209708.062144,-38.13080360867914
,,1739209708.062147,-45.120503652039325
,,1739209708.06215,-38.13080360867914
,,1739209708.0621529,-31.141103565318915
,,1739209708.062156,-45.120503652039325
,,1739209708.0621588,-38.13080360867914
,,1739209708.0621617,-33.981070128970906
,,1739209708.0621648,-38.13080360867914
,,1739209708.0621676,-38.13080360867914
,,1739209708.0621705,-32.816014438256545
,,1739209708.0621736,-35.57807855764607
,,1739209708.0621765,-28.58837851428589
,,1739209708.062179,-38.13080360867914
,,1739209708.0621824,-28.58837851428586
,,1739209708.0621853,-13.911475475894024
,,1739209708.0621884,-17.600019173844906
,,1739209708.0621912,-28.992665084841946
,,1739209708.062194,-38.13080360867914
,,1739209708.0621972,-45.120503652039325
,,1739209708.0622,-38.13080360867914
,,1739209708.062203,-45.120503652039325
,,1739209708.062206,-45.120503652039325
,,1739209708.062209,-45.120503652039325
,,1739209708.0622118,-33.98107012897096
,,1739209708.0622149,-38.13080360867914
,,1739209708.0622177,-45.120503652039325
,,1739209708.0622208,-33.981070128970906
,,1739209708.0622237,-25.25278630937684
,,1739209708.0622263,-45.120503652039325
,,1739209708.0622296,-33.981070128970906
,,1739209708.0622325,-38.13080360867914
,,1739209708.0622354,-38.13080360867914
,,1739209708.0622385,-45.120503652039325
,,1739209708.0622413,-45.120503652039325
,,1739209708.0622442,-35.57807855764607
,,1739209708.0622473,-28.58837851428586
,,1739209708.06225,-45.120503652039325
,,1739209708.0622532,-45.120503652039325
,,1739209708.062256,-33.981070128970906
,,1739209708.062259,-33.981070128970906
,,1739209708.062262,-45.120503652039325
,,1739209708.062265,-35.57807855764607
,,1739209708.0622678,-45.120503652039325
,,1739209708.0622709,-24.15140352195873
,,1739209708.0622735,-45.120503652039325
,,1739209708.0622768,-35.57807855764607
,,1739209708.0622797,-35.57807855764607
,,1739209708.0622826,-28.58837851428586
,,1739209708.0622857,-38.13080360867914
,,1739209708.0622883,-35.57807855764607
,,1739209708.0622914,-35.57807855764607
,,1739209708.0622945,-29.438486411369333
,,1739209708.062297,-35.57807855764607
