CAN Message, 0x77:e48886e9e33f75b9,Timestamp,Amplitude
,,1739209603.6977212,-45.120503652039325
,,1739209603.697724,-45.120503652039325
,,1739209603.6977267,-35.57807855764607
,,1739209603.6977296,-38.13080360867914
,,1739209603.6977324,-45.120503652039325
,,1739209603.697735,-28.992665084841946
,,1739209603.697738,-31.141103565318915
,,1739209603.6977408,-38.13080360867914
,,1739209603.6977434,-45.120503652039325
,,1739209603.6977465,-33.981070128970906
,,1739209603.697749,-38.13080360867914
,,1739209603.6977518,-38.13080360867914
,,1739209603.6977546,-45.120503652039325
,,1739209603.6977572,-32.816014438256545
,,1739209603.69776,-33.981070128970906
,,1739209603.697763,-45.120503652039325
,,1739209603.6977656,-38.13080360867914
,,1739209603.6977684,-38.13080360867914
,,1739209603.6977713,-38.13080360867914
,,1739209603.697774,-38.13080360867914
,,1739209603.6977768,-45.120503652039325
,,1739209603.6977797,-45.120503652039325
,,1739209603.6977825,-28.992665084841967
,,1739209603.6977851,-45.120503652039325
,,1739209603.697788,-35.57807855764607
,,1739209603.6977906,-35.57807855764607
,,1739209603.6977935,-45.120503652039325
,,1739209603.697796,-45.120503652039325
,,1739209603.697799,-38.13080360867914
,,1739209603.6978018,-33.981070128970906
,,1739209603.6978045,-38.13080360867914
,,1739209603.6978073,-38.13080360867914
,,1739209603.6978102,-38.13080360867914
,,1739209603.6978128,-35.57807855764607
,,1739209603.6978157,-31.141103565318915
,,1739209603.6978185,-45.120503652039325
,,1739209603.6978211,-45.120503652039325
,,1739209603.697824,-45.120503652039325
,,1739209603.6978269,-33.981070128970906
,,1739209603.6978295,-45.120503652039325
,,1739209603.6978323,-45.120503652039325
,,1739209603.6978352,-45.120503652039325
,,1739209603.6978378,-38.13080360867914
,,1739209603.6978407,-38.13080360867914
,,1739209603.6978433,-45.120503652039325
,,1739209603.6978462,-38.13080360867914
,,1739209603.697849,-38.13080360867914
,,1739209603.6978517,-45.120503652039325
,,1739209603.6978545,-45.120503652039325
,,1739209603.6978574,-29.438486411369333
,,1739209603.69786,-17.16170347859854
,,1739209603.6978629,-17.95212641904405
,,1739209603.6978655,-27.8777449560314
,,1739209603.6978683,-45.120503652039325
,,1739209603.6978712,-38.13080360867914
,,1739209603.697874,-38.13080360867914
,,1739209603.6978767,-38.13080360867914
,,1739209603.6978796,-38.13080360867914
,,1739209603.6978824,-45.120503652039325
,,1739209603.697885,-45.120503652039325
,,1739209603.697888,-35.57807855764607
,,1739209603.6978903,-45.120503652039325
,,1739209603.6978934,-35.57807855764607
,,1739209603.6978962,-38.13080360867914
,,1739209603.6978989,-45.120503652039325
,,1739209603.6979015,-38.13080360867914
,,1739209603.6979046,-26.487275050834715
,,1739209603.6979072,-38.13080360867914
,,1739209603.69791,-45.120503652039325
,,1739209603.697913,-45.120503652039325
,,1739209603.6979156,-25.077289914212862
,,1739209603.6979184,-32.816014438256545
,,1739209603.6979213,-45.120503652039325
,,1739209603.697924,-38.13080360867914
,,1739209603.6979268,-28.21854285175415
,,1739209603.6979296,-35.57807855764607
,,1739209603.6979322,-38.13080360867914
,,1739209603.697935,-35.57807855764607
,,1739209603.6979375,-35.57807855764607
,,1739209603.6979406,-32.81601443825658
,,1739209603.6979434,-45.120503652039325
,,1739209603.697946,-45.120503652039325
,,1739209603.697949,-45.120503652039325
,,1739209603.6979518,-45.120503652039325
,,1739209603.6979544,-45.120503652039325
,,1739209603.6979573,-33.981070128970906
,,1739209603.69796,-29.43848641136937
,,1739209603.6979628,-38.13080360867914
,,1739209603.6979656,-31.141103565318915
,,1739209603.6979685,-23.506823629689546
,,1739209603.697971,-45.120503652039325
,,1739209603.697974,-38.13080360867914
,,1739209603.6979768,-45.120503652039325
,,1739209603.6979797,-38.13080360867914
,,1739209603.6979823,-26.991370085610736
,,1739209603.697985,-35.57807855764607
,,1739209603.6979878,-38.13080360867914
,,1739209603.697991,-23.273589343863303
,,1739209603.6979933,-13.011969998890365
,,1739209603.697996,-11.202334415906808
,,1739209603.697999,-23.273589343863303
,,1739209603.6980016,-38.13080360867914
,,1739209603.6980045,-28.21854285175415
,,1739209603.698007,-32.816014438256545
,,1739209603.69801,-45.120503652039325
,,1739209603.6980128,-38.13080360867914
,,1739209603.6980157,-38.13080360867914
,,1739209603.6980183,-35.57807855764607
,,1739209603.6980212,-45.120503652039325
,,1739209603.6980238,-45.120503652039325
,,1739209603.698027,-45.120503652039325
,,1739209603.6980295,-45.120503652039325
,,1739209603.698032,-45.120503652039325
,,1739209603.698035,-45.120503652039325
,,1739209603.698038,-26.991370085610736
,,1739209603.6980405,-26.487275050834715
,,1739209603.698043,-45.120503652039325
,,1739209603.6980462,-38.13080360867914
,,1739209603.6980488,-45.120503652039325
,,1739209603.6980517,-31.141103565318915
