CAN Message, 0x1bb:0000e81b6bddfece,Timestamp,Amplitude
,,1739209826.2644792,-45.120503652039325
,,1739209826.2644868,-28.58837851428586
,,1739209826.264495,-33.98107012897096
,,1739209826.2645023,-27.87774495603141
,,1739209826.2645104,-22.84163660590255
,,1739209826.264518,-35.57807855764607
,,1739209826.264526,-33.981070128970906
,,1739209826.2645338,-30.49652367304973
,,1739209826.2645416,-28.21854285175415
,,1739209826.2645493,-38.13080360867914
,,1739209826.2645571,-28.58837851428586
,,1739209826.264565,-28.58837851428586
,,1739209826.2645726,-35.57807855764607
,,1739209826.2645805,-45.120503652039325
,,1739209826.2645884,-32.816014438256545
,,1739209826.2645962,-32.816014438256545
,,1739209826.264604,-31.141103565318915
,,1739209826.2646115,-45.120503652039325
,,1739209826.2646196,-33.98107012897096
,,1739209826.2646277,-27.267205301931607
,,1739209826.264635,-27.8777449560314
,,1739209826.264643,-45.120503652039325
,,1739209826.2646508,-45.120503652039325
,,1739209826.2646587,-33.981070128970906
,,1739209826.2646663,-35.57807855764607
,,1739209826.2646742,-38.13080360867914
,,1739209826.264682,-45.120503652039325
,,1739209826.26469,-32.816014438256545
,,1739209826.2646976,-31.14110356531892
,,1739209826.2647054,-45.120503652039325
,,1739209826.2647133,-38.13080360867914
,,1739209826.264721,-38.13080360867914
,,1739209826.2647288,-32.816014438256545
,,1739209826.264737,-24.15140352195872
,,1739209826.2647443,-29.438486411369357
,,1739209826.264752,-38.13080360867914
,,1739209826.26476,-26.991370085610736
,,1739209826.264768,-32.816014438256545
,,1739209826.2647758,-33.98107012897096
,,1739209826.2647834,-26.99137008561072
,,1739209826.2647913,-30.49652367304973
,,1739209826.264799,-33.981070128970906
,,1739209826.264807,-31.141103565318893
,,1739209826.2648146,-28.992665084841946
,,1739209826.2648225,-33.981070128970906
,,1739209826.2648304,-38.13080360867914
,,1739209826.264838,-31.141103565318915
,,1739209826.2648458,-45.120503652039325
,,1739209826.2648537,-45.120503652039325
,,1739209826.2648616,-32.81601443825658
,,1739209826.2648692,-8.788850115200262
,,1739209826.264877,-25.077289914212862
,,1739209826.264885,-38.13080360867914
,,1739209826.2648928,-38.13080360867914
,,1739209826.2649004,-33.981070128970906
,,1739209826.2649083,-27.267205301931607
,,1739209826.2649162,-31.141103565318915
,,1739209826.264924,-45.120503652039325
,,1739209826.2649317,-31.141103565318893
,,1739209826.2649395,-38.13080360867914
,,1739209826.2649474,-29.438486411369357
,,1739209826.264955,-26.991370085610736
,,1739209826.264963,-30.49652367304973
,,1739209826.2649708,-38.13080360867914
,,1739209826.2649786,-38.13080360867914
,,1739209826.2649865,-31.141103565318915
,,1739209826.264994,-31.141103565318915
,,1739209826.265002,-38.13080360867914
,,1739209826.26501,-38.13080360867914
,,1739209826.2650175,-20.695705961394808
,,1739209826.2650254,-38.13080360867914
,,1739209826.2650332,-25.82631439489636
,,1739209826.265041,-38.13080360867914
,,1739209826.2650487,-24.74623867263306
,,1739209826.2650566,-20.001670042250552
,,1739209826.2650645,-35.57807855764607
,,1739209826.265072,-38.13080360867914
,,1739209826.26508,-45.120503652039325
,,1739209826.2650878,-26.99137008561072
,,1739209826.2650957,-21.522148828640407
,,1739209826.265103,-28.992665084841946
,,1739209826.2651112,-45.120503652039325
,,1739209826.265119,-30.49652367304973
,,1739209826.265127,-33.98107012897096
,,1739209826.2651346,-30.49652367304973
,,1739209826.2651424,-33.981070128970906
,,1739209826.2651503,-27.267205301931607
,,1739209826.2651582,-28.992665084841946
,,1739209826.2651658,-33.98107012897096
,,1739209826.2651737,-35.57807855764607
,,1739209826.2651815,-33.981070128970906
,,1739209826.2651892,-29.438486411369357
,,1739209826.265197,-28.58837851428586
,,1739209826.265205,-30.49652367304976
,,1739209826.2652128,-25.82631439489636
,,1739209826.2652204,-31.141103565318915
,,1739209826.2652285,-38.13080360867914
,,1739209826.265236,-26.99137008561072
,,1739209826.265244,-25.82631439489636
,,1739209826.2652516,-33.981070128970906
,,1739209826.2652595,-45.120503652039325
,,1739209826.2652674,-32.816014438256545
,,1739209826.2652752,-20.16506027657481
,,1739209826.2652829,-23.75329798047522
,,1739209826.2652907,-45.120503652039325
,,1739209826.2652986,-28.992665084841946
,,1739209826.2653065,-23.38864096791655
,,1739209826.265314,-20.27750525857144
,,1739209826.265322,-13.28780521521125
,,1739209826.2653298,-31.141103565318943
,,1739209826.2653377,-32.81601443825658
,,1739209826.265345,-31.141103565318943
,,1739209826.2653532,-33.981070128970906
,,1739209826.265361,-30.49652367304976
,,1739209826.2653687,-26.991370085610747
,,1739209826.2653766,-27.8777449560314
,,1739209826.2653844,-38.13080360867914
,,1739209826.2653923,-17.75653862927286
,,1739209826.2654,-26.99137008561072
,,1739209826.2654078,-31.141103565318893
,,1739209826.2654157,-31.141103565318915
,,1739209826.2654235,-27.267205301931607
,,1739209826.2654312,-27.87774495603141
,,1739209826.265439,-29.438486411369333
,,1739209826.265447,-30.49652367304976
,,1739209826.2654543,-25.82631439489636
,,1739209826.2654624,-17.600019173844906
,,1739209826.2654705,-8.595139466109039
,,1739209826.265478,-38.13080360867914
,,1739209826.2654858,-31.141103565318943
,,1739209826.2654936,-29.43848641136937
,,1739209826.2655015,-28.218542851754165
,,1739209826.2655094,-27.8777449560314
,,1739209826.265517,-33.98107012897096
,,1739209826.2655249,-30.49652367304973
,,1739209826.2655327,-27.8777449560314
,,1739209826.2655406,-31.14110356531892
,,1739209826.2655482,-33.98107012897096
,,1739209826.265556,-32.816014438256545
,,1739209826.265564,-31.141103565318893
,,1739209826.2655716,-32.816014438256545
,,1739209826.2655797,-45.120503652039325
,,1739209826.265587,-32.816014438256545
,,1739209826.2655952,-38.13080360867914
,,1739209826.2656028,-45.120503652039325
,,1739209826.2656107,-31.141103565318893
,,1739209826.2656186,-32.816014438256545
,,1739209826.2656264,-35.57807855764607
,,1739209826.265634,-28.21854285175415
,,1739209826.265642,-24.589719217205094
,,1739209826.2656498,-24.15140352195872
,,1739209826.2656577,-38.13080360867914
,,1739209826.2656653,-28.58837851428586
,,1739209826.2656732,-26.487275050834715
,,1739209826.265681,-38.13080360867914
,,1739209826.265689,-21.67658091518819
,,1739209826.2656963,-15.221558014851562
,,1739209826.2657044,-45.120503652039325
,,1739209826.2657125,-31.141103565318943
,,1739209826.26572,-31.141103565318915
,,1739209826.2657278,-33.981070128970906
,,1739209826.2657356,-31.141103565318915
,,1739209826.2657435,-27.8777449560314
,,1739209826.2657511,-38.13080360867914
,,1739209826.265759,-27.8777449560314
,,1739209826.2657669,-45.120503652039325
,,1739209826.2657747,-28.58837851428589
,,1739209826.2657824,-33.981070128970906
,,1739209826.2657902,-31.141103565318915
,,1739209826.265798,-28.992665084841946
,,1739209826.265806,-31.141103565318943
,,1739209826.2658136,-27.8777449560314
,,1739209826.2658217,-31.141103565318915
,,1739209826.265829,-38.13080360867914
,,1739209826.265837,-35.57807855764607
,,1739209826.2658448,-23.16150712794696
,,1739209826.2658527,-25.077289914212862
,,1739209826.2658606,-38.13080360867914
,,1739209826.2658682,-38.13080360867914
,,1739209826.265876,-38.13080360867914
,,1739209826.265884,-27.87774495603141
,,1739209826.2658918,-23.75329798047522
,,1739209826.2658994,-28.58837851428586
,,1739209826.2659073,-38.13080360867914
,,1739209826.2659152,-24.589719217205094
,,1739209826.265923,-26.99137008561072
,,1739209826.265931,-25.82631439489636
,,1739209826.2659383,-38.13080360867914
,,1739209826.2659464,-26.487275050834715
,,1739209826.265954,-22.84163660590256
,,1739209826.265962,-29.438486411369333
,,1739209826.2659698,-30.49652367304973
,,1739209826.2659776,-26.99137008561072
,,1739209826.2659853,-29.438486411369333
,,1739209826.265993,-26.991370085610747
,,1739209826.266001,-32.81601443825658
,,1739209826.2660089,-35.57807855764607
,,1739209826.2660165,-31.141103565318943
,,1739209826.2660244,-28.992665084841946
,,1739209826.2660322,-33.981070128970906
,,1739209826.26604,-32.816014438256545
,,1739209826.2660477,-25.25278630937684
,,1739209826.2660556,-26.99137008561072
,,1739209826.2660637,-13.964398535296292
,,1739209826.266071,-9.498765018392808
,,1739209826.266079,-28.58837851428589
,,1739209826.2660868,-24.746238672633048
,,1739209826.2660947,-24.589719217205094
,,1739209826.2661023,-23.273589343863303
,,1739209826.2661102,-26.03565346325281
,,1739209826.266118,-33.98107012897096
,,1739209826.266126,-32.81601443825658
,,1739209826.2661335,-31.141103565318915
,,1739209826.2661414,-28.58837851428589
,,1739209826.2661493,-35.57807855764607
,,1739209826.2661572,-32.81601443825658
,,1739209826.2661648,-30.49652367304973
,,1739209826.2661726,-26.0356534632528
,,1739209826.2661805,-8.545164776459428
,,1739209826.266188,-23.75329798047522
,,1739209826.266196,-33.981070128970906
,,1739209826.266204,-28.21854285175415
,,1739209826.2662115,-35.57807855764607
,,1739209826.2662194,-31.141103565318915
,,1739209826.2662272,-45.120503652039325
,,1739209826.266235,-33.981070128970906
,,1739209826.266243,-28.992665084841967
,,1739209826.2662506,-38.13080360867914
,,1739209826.2662585,-38.13080360867914
,,1739209826.2662663,-45.120503652039325
,,1739209826.2662742,-25.25278630937684
,,1739209826.2662818,-35.57807855764607
,,1739209826.2662897,-21.67658091518819
,,1739209826.2662976,-28.992665084841967
,,1739209826.2663054,-28.992665084841946
,,1739209826.266313,-23.16150712794696
