CAN Message, 0x1b8:02003b0e47822179,Timestamp,Amplitude
,,1739209613.887396,-33.981070128970906
,,1739209613.8874042,-45.120503652039325
,,1739209613.8874123,-45.120503652039325
,,1739209613.887421,-45.120503652039325
,,1739209613.8874292,-38.13080360867914
,,1739209613.887437,-45.120503652039325
,,1739209613.8874457,-45.120503652039325
,,1739209613.887454,-32.816014438256545
,,1739209613.8874624,-45.120503652039325
,,1739209613.8874707,-45.120503652039325
,,1739209613.887479,-45.120503652039325
,,1739209613.8874874,-45.120503652039325
,,1739209613.8874958,-38.13080360867914
,,1739209613.887504,-33.981070128970906
,,1739209613.8875122,-45.120503652039325
,,1739209613.8875206,-45.120503652039325
,,1739209613.887529,-28.58837851428589
,,1739209613.8875372,-38.13080360867914
,,1739209613.8875456,-35.57807855764607
,,1739209613.887554,-31.14110356531892
,,1739209613.8875625,-33.981070128970906
,,1739209613.8875706,-20.4518274484982
,,1739209613.8875787,-24.15140352195873
,,1739209613.887587,-45.120503652039325
,,1739209613.8875954,-33.981070128970906
,,1739209613.8876038,-38.13080360867914
,,1739209613.887612,-38.13080360867914
,,1739209613.8876204,-38.13080360867914
,,1739209613.8876288,-38.13080360867914
,,1739209613.8876371,-45.120503652039325
,,1739209613.8876455,-35.57807855764607
,,1739209613.8876536,-32.816014438256545
,,1739209613.887662,-45.120503652039325
,,1739209613.8876705,-38.13080360867914
,,1739209613.8876786,-45.120503652039325
,,1739209613.887687,-25.62660358559016
,,1739209613.8876953,-31.141103565318915
,,1739209613.8877037,-38.13080360867914
,,1739209613.887712,-38.13080360867914
,,1739209613.88772,-33.981070128970906
,,1739209613.8877285,-35.57807855764607
,,1739209613.8877368,-35.57807855764607
,,1739209613.8877451,-45.120503652039325
,,1739209613.8877535,-31.141103565318915
,,1739209613.8877618,-38.13080360867914
,,1739209613.8877702,-21.67658091518819
,,1739209613.8877783,-45.120503652039325
,,1739209613.8877869,-27.267205301931607
,,1739209613.887795,-38.13080360867914
,,1739209613.8878033,-33.981070128970906
,,1739209613.8878117,-11.036407867354994
,,1739209613.88782,-24.438645034577675
,,1739209613.8878284,-32.81601443825658
,,1739209613.8878367,-33.981070128970906
,,1739209613.887845,-45.120503652039325
,,1739209613.8878534,-45.120503652039325
,,1739209613.8878615,-38.13080360867914
,,1739209613.8878698,-38.13080360867914
,,1739209613.8878782,-45.120503652039325
,,1739209613.8878863,-45.120503652039325
,,1739209613.8878949,-45.120503652039325
,,1739209613.8879032,-45.120503652039325
,,1739209613.8879116,-38.13080360867914
,,1739209613.88792,-33.981070128970906
,,1739209613.8879282,-45.120503652039325
,,1739209613.8879364,-38.13080360867914
,,1739209613.8879447,-45.120503652039325
,,1739209613.887953,-38.13080360867914
,,1739209613.8879614,-27.267205301931607
,,1739209613.8879695,-9.585314250549594
,,1739209613.887978,-18.26308626601666
,,1739209613.8879864,-28.992665084841946
,,1739209613.8879948,-26.487275050834725
,,1739209613.888003,-33.981070128970906
,,1739209613.8880112,-45.120503652039325
,,1739209613.8880196,-45.120503652039325
,,1739209613.888028,-32.816014438256545
,,1739209613.8880365,-38.13080360867914
,,1739209613.8880446,-38.13080360867914
,,1739209613.888053,-33.981070128970906
,,1739209613.8880613,-33.981070128970906
,,1739209613.8880696,-38.13080360867914
,,1739209613.888078,-38.13080360867914
,,1739209613.888086,-38.13080360867914
,,1739209613.8880944,-38.13080360867914
,,1739209613.8881028,-45.120503652039325
,,1739209613.888111,-38.13080360867914
,,1739209613.8881197,-33.981070128970906
,,1739209613.8881278,-30.49652367304976
,,1739209613.888136,-45.120503652039325
,,1739209613.8881445,-38.13080360867914
,,1739209613.8881526,-38.13080360867914
,,1739209613.888161,-45.120503652039325
,,1739209613.8881693,-33.981070128970906
,,1739209613.8881776,-33.981070128970906
,,1739209613.888186,-38.13080360867914
,,1739209613.8881943,-45.120503652039325
,,1739209613.888203,-32.816014438256545
,,1739209613.888211,-31.141103565318915
,,1739209613.8882194,-45.120503652039325
,,1739209613.8882277,-22.26493056196156
,,1739209613.8882358,-28.21854285175415
,,1739209613.8882442,-45.120503652039325
,,1739209613.8882525,-38.13080360867914
,,1739209613.8882608,-30.49652367304973
,,1739209613.8882692,-35.57807855764607
,,1739209613.8882775,-38.13080360867914
,,1739209613.888286,-35.57807855764607
,,1739209613.8882942,-26.99137008561072
,,1739209613.8883023,-38.13080360867914
,,1739209613.888311,-45.120503652039325
,,1739209613.888319,-38.13080360867914
,,1739209613.8883274,-33.981070128970906
,,1739209613.8883357,-45.120503652039325
,,1739209613.888344,-38.13080360867914
,,1739209613.8883524,-38.13080360867914
,,1739209613.8883607,-45.120503652039325
,,1739209613.888369,-23.506823629689546
,,1739209613.8883772,-35.57807855764607
,,1739209613.8883855,-45.120503652039325
,,1739209613.888394,-25.25278630937684
,,1739209613.8884022,-32.816014438256545
,,1739209613.8884106,-45.120503652039325
,,1739209613.888419,-45.120503652039325
,,1739209613.8884273,-38.13080360867914
,,1739209613.8884356,-24.746238672633048
,,1739209613.8884437,-19.64275659816106
,,1739209613.888452,-8.583555698888471
,,1739209613.8884604,-24.151403521958727
,,1739209613.8884687,-33.981070128970906
,,1739209613.888477,-38.13080360867914
,,1739209613.8884854,-20.277505258571438
,,1739209613.8884938,-24.74623867263306
,,1739209613.888502,-38.13080360867914
,,1739209613.8885105,-38.13080360867914
,,1739209613.8885186,-45.120503652039325
,,1739209613.888527,-45.120503652039325
,,1739209613.8885353,-45.120503652039325
,,1739209613.8885436,-45.120503652039325
,,1739209613.888552,-38.13080360867914
,,1739209613.8885603,-38.13080360867914
,,1739209613.8885686,-45.120503652039325
,,1739209613.888577,-45.120503652039325
,,1739209613.888585,-45.120503652039325
,,1739209613.8885934,-38.13080360867914
,,1739209613.8886018,-38.13080360867914
,,1739209613.88861,-16.763597937115037
,,1739209613.8886185,-38.13080360867914
,,1739209613.8886268,-38.13080360867914
,,1739209613.8886352,-45.120503652039325
,,1739209613.8886435,-33.981070128970906
,,1739209613.8886518,-45.120503652039325
,,1739209613.88866,-29.438486411369333
,,1739209613.8886683,-31.141103565318893
,,1739209613.8886766,-38.13080360867914
,,1739209613.888685,-38.13080360867914
,,1739209613.888693,-29.438486411369333
,,1739209613.8887017,-25.826314394896357
,,1739209613.88871,-45.120503652039325
,,1739209613.8887184,-45.120503652039325
,,1739209613.8887267,-29.438486411369333
,,1739209613.8887348,-29.438486411369333
,,1739209613.8887432,-45.120503652039325
,,1739209613.8887515,-38.13080360867914
,,1739209613.88876,-45.120503652039325
,,1739209613.8887682,-33.98107012897096
,,1739209613.8887763,-38.13080360867914
,,1739209613.888785,-45.120503652039325
,,1739209613.8887932,-38.13080360867914
,,1739209613.8888016,-33.981070128970906
,,1739209613.8888097,-45.120503652039325
,,1739209613.888818,-33.981070128970906
,,1739209613.8888264,-45.120503652039325
,,1739209613.8888347,-31.141103565318943
,,1739209613.888843,-45.120503652039325
,,1739209613.8888514,-38.13080360867914
,,1739209613.8888595,-38.13080360867914
,,1739209613.888868,-45.120503652039325
,,1739209613.8888762,-38.13080360867914
,,1739209613.8888843,-31.141103565318915
,,1739209613.888893,-33.981070128970906
,,1739209613.8889012,-26.99137008561072
,,1739209613.8889096,-45.120503652039325
