CAN Message, 0x1b8:0300e5d34854a568,Timestamp,Amplitude
,,1739209835.8197677,-25.25278630937684
,,1739209835.8197718,-45.120503652039325
,,1739209835.8197763,-35.57807855764607
,,1739209835.8197808,-35.57807855764607
,,1739209835.8197854,-33.981070128970906
,,1739209835.81979,-35.57807855764607
,,1739209835.8197942,-33.981070128970906
,,1739209835.8197987,-29.43848641136937
,,1739209835.8198032,-35.57807855764607
,,1739209835.8198078,-33.981070128970906
,,1739209835.819812,-33.98107012897096
,,1739209835.8198166,-38.13080360867914
,,1739209835.8198211,-45.120503652039325
,,1739209835.8198256,-35.57807855764607
,,1739209835.81983,-33.981070128970906
,,1739209835.8198345,-27.267205301931607
,,1739209835.819839,-38.13080360867914
,,1739209835.8198435,-28.992665084841946
,,1739209835.8198478,-26.991370085610736
,,1739209835.8198524,-33.98107012897096
,,1739209835.819857,-45.120503652039325
,,1739209835.8198614,-32.816014438256545
,,1739209835.8198657,-30.49652367304976
,,1739209835.8198702,-24.746238672633048
,,1739209835.8198748,-26.99137008561072
,,1739209835.8198793,-45.120503652039325
,,1739209835.8198838,-31.141103565318893
,,1739209835.819888,-33.981070128970906
,,1739209835.8198926,-38.13080360867914
,,1739209835.8198972,-38.13080360867914
,,1739209835.8199017,-45.120503652039325
,,1739209835.819906,-32.816014438256545
,,1739209835.8199103,-38.13080360867914
,,1739209835.819915,-27.267205301931607
,,1739209835.8199196,-26.487275050834715
,,1739209835.819924,-33.98107012897096
,,1739209835.8199284,-26.487275050834725
,,1739209835.819933,-32.816014438256545
,,1739209835.8199377,-45.120503652039325
,,1739209835.8199418,-33.981070128970906
,,1739209835.8199463,-33.981070128970906
,,1739209835.8199508,-31.141103565318943
,,1739209835.819955,-28.992665084841946
,,1739209835.8199596,-27.267205301931607
,,1739209835.8199642,-26.487275050834715
,,1739209835.8199687,-45.120503652039325
,,1739209835.8199732,-35.57807855764607
,,1739209835.8199778,-28.992665084841946
,,1739209835.819982,-31.141103565318915
,,1739209835.8199866,-33.981070128970906
,,1739209835.819991,-8.756627793907727
,,1739209835.8199956,-25.07728991421287
,,1739209835.82,-24.15140352195873
,,1739209835.8200045,-27.267205301931607
,,1739209835.820009,-45.120503652039325
,,1739209835.8200135,-31.141103565318915
,,1739209835.8200178,-29.438486411369347
,,1739209835.8200223,-28.58837851428589
,,1739209835.8200269,-38.13080360867914
,,1739209835.8200314,-26.99137008561072
,,1739209835.8200357,-28.992665084841946
,,1739209835.8200402,-32.816014438256545
,,1739209835.8200448,-45.120503652039325
,,1739209835.8200493,-38.13080360867914
,,1739209835.8200536,-27.8777449560314
,,1739209835.820058,-28.992665084841946
,,1739209835.8200626,-28.58837851428586
,,1739209835.8200672,-35.57807855764607
,,1739209835.8200717,-27.267205301931607
,,1739209835.820076,-32.81601443825658
,,1739209835.8200805,-38.13080360867914
,,1739209835.820085,-27.267205301931607
,,1739209835.8200896,-33.981070128970906
,,1739209835.820094,-30.49652367304973
,,1739209835.8200984,-17.756538629272868
,,1739209835.820103,-33.981070128970906
,,1739209835.8201077,-33.98107012897096
,,1739209835.8201118,-24.151403521958727
,,1739209835.8201163,-27.267205301931607
,,1739209835.8201208,-10.857017914164215
