CAN Message, 0x150:0400b4186ef86b3b,Timestamp,Amplitude
,,1739209830.4164238,-45.120503652039325
,,1739209830.416427,-35.57807855764607
,,1739209830.4164293,-35.57807855764607
,,1739209830.416432,-45.120503652039325
,,1739209830.4164343,-45.120503652039325
,,1739209830.4164371,-35.57807855764607
,,1739209830.4164398,-31.14110356531892
,,1739209830.4164424,-45.120503652039325
,,1739209830.416445,-38.13080360867914
,,1739209830.4164476,-35.57807855764607
,,1739209830.4164505,-38.13080360867914
,,1739209830.416453,-45.120503652039325
,,1739209830.4164555,-33.981070128970906
,,1739209830.416458,-38.13080360867914
,,1739209830.4164608,-38.13080360867914
,,1739209830.4164634,-45.120503652039325
,,1739209830.4164662,-45.120503652039325
,,1739209830.4164689,-45.120503652039325
,,1739209830.4164715,-38.13080360867914
,,1739209830.416474,-38.13080360867914
,,1739209830.4164767,-33.981070128970906
,,1739209830.416479,-18.877682693682605
,,1739209830.416482,-23.273589343863303
,,1739209830.4164846,-31.141103565318893
,,1739209830.4164872,-45.120503652039325
,,1739209830.4164898,-38.13080360867914
,,1739209830.4164925,-33.981070128970906
,,1739209830.416495,-35.57807855764607
,,1739209830.4164977,-38.13080360867914
,,1739209830.4165003,-33.981070128970906
,,1739209830.416503,-33.98107012897096
,,1739209830.4165058,-38.13080360867914
,,1739209830.4165084,-38.13080360867914
,,1739209830.416511,-45.120503652039325
,,1739209830.4165137,-35.57807855764607
,,1739209830.4165163,-32.816014438256545
,,1739209830.416519,-45.120503652039325
,,1739209830.4165215,-45.120503652039325
,,1739209830.4165242,-38.13080360867914
,,1739209830.4165268,-38.13080360867914
,,1739209830.4165294,-45.120503652039325
,,1739209830.416532,-38.13080360867914
,,1739209830.416535,-38.13080360867914
,,1739209830.4165373,-45.120503652039325
,,1739209830.41654,-33.981070128970906
,,1739209830.4165423,-19.69224938244749
,,1739209830.4165452,-31.141103565318893
,,1739209830.416548,-45.120503652039325
,,1739209830.4165506,-45.120503652039325
,,1739209830.4165533,-30.49652367304973
,,1739209830.416556,-9.479763862267824
,,1739209830.4165585,-21.67658091518819
,,1739209830.4165611,-28.992665084841946
,,1739209830.4165635,-45.120503652039325
,,1739209830.4165664,-33.981070128970906
,,1739209830.416569,-38.13080360867914
,,1739209830.4165716,-45.120503652039325
,,1739209830.4165742,-45.120503652039325
,,1739209830.4165769,-35.57807855764607
,,1739209830.4165795,-38.13080360867914
,,1739209830.416582,-45.120503652039325
,,1739209830.4165847,-38.13080360867914
,,1739209830.4165876,-38.13080360867914
,,1739209830.4165902,-32.816014438256545
,,1739209830.4165928,-38.13080360867914
,,1739209830.4165957,-35.57807855764607
,,1739209830.416598,-35.57807855764607
,,1739209830.4166007,-29.438486411369333
,,1739209830.416603,-45.120503652039325
,,1739209830.416606,-45.120503652039325
,,1739209830.4166086,-38.13080360867914
,,1739209830.4166112,-25.826314394896357
,,1739209830.4166138,-33.981070128970906
,,1739209830.4166164,-45.120503652039325
,,1739209830.416619,-33.981070128970906
,,1739209830.4166217,-31.141103565318893
,,1739209830.4166243,-45.120503652039325
,,1739209830.4166272,-38.13080360867914
,,1739209830.4166298,-45.120503652039325
,,1739209830.4166324,-19.089059925837475
,,1739209830.416635,-45.120503652039325
,,1739209830.4166377,-45.120503652039325
,,1739209830.4166403,-45.120503652039325
,,1739209830.416643,-30.49652367304973
,,1739209830.4166455,-35.57807855764607
,,1739209830.416648,-38.13080360867914
,,1739209830.4166508,-38.13080360867914
,,1739209830.4166534,-26.991370085610768
,,1739209830.416656,-25.82631439489636
,,1739209830.4166586,-28.58837851428586
,,1739209830.4166613,-45.120503652039325
,,1739209830.416664,-31.141103565318915
,,1739209830.4166667,-35.57807855764607
,,1739209830.4166694,-45.120503652039325
,,1739209830.416672,-38.13080360867914
,,1739209830.4166746,-45.120503652039325
,,1739209830.4166772,-45.120503652039325
,,1739209830.41668,-29.438486411369333
,,1739209830.4166825,-9.556272438326438
,,1739209830.416685,-19.497575007474538
,,1739209830.4166875,-28.58837851428586
,,1739209830.4166903,-38.13080360867914
,,1739209830.416693,-45.120503652039325
,,1739209830.4166956,-45.120503652039325
,,1739209830.4166982,-35.57807855764607
,,1739209830.4167008,-45.120503652039325
,,1739209830.4167037,-45.120503652039325
,,1739209830.416706,-38.13080360867914
,,1739209830.416709,-45.120503652039325
,,1739209830.4167116,-35.57807855764607
,,1739209830.4167142,-38.13080360867914
,,1739209830.4167168,-38.13080360867914
,,1739209830.4167194,-33.981070128970906
,,1739209830.416722,-38.13080360867914
,,1739209830.4167247,-35.57807855764607
,,1739209830.4167273,-35.57807855764607
,,1739209830.41673,-45.120503652039325
,,1739209830.4167323,-45.120503652039325
,,1739209830.4167352,-38.13080360867914
,,1739209830.4167378,-45.120503652039325
,,1739209830.4167404,-38.13080360867914
,,1739209830.416743,-33.981070128970906
,,1739209830.4167457,-23.273589343863318
,,1739209830.4167483,-38.13080360867914
,,1739209830.4167511,-45.120503652039325
,,1739209830.4167538,-31.141103565318893
,,1739209830.4167564,-31.141103565318943
,,1739209830.416759,-12.04768318170583
,,1739209830.4167616,-31.141103565318915
,,1739209830.4167645,-38.13080360867914
,,1739209830.416767,-38.13080360867914
,,1739209830.4167695,-45.120503652039325
,,1739209830.416772,-45.120503652039325
,,1739209830.4167747,-45.120503652039325
,,1739209830.4167774,-33.981070128970906
,,1739209830.41678,-28.992665084841946
,,1739209830.4167826,-27.267205301931607
,,1739209830.4167852,-38.13080360867914
,,1739209830.416788,-38.13080360867914
,,1739209830.4167907,-33.981070128970906
,,1739209830.416793,-35.57807855764607
,,1739209830.416796,-38.13080360867914
,,1739209830.4167986,-33.981070128970906
,,1739209830.4168012,-45.120503652039325
,,1739209830.4168038,-28.58837851428586
,,1739209830.4168065,-31.141103565318915
,,1739209830.416809,-19.54543163298272
,,1739209830.4168117,-33.981070128970906
,,1739209830.4168143,-27.87774495603141
,,1739209830.416817,-30.49652367304973
,,1739209830.4168196,-28.58837851428589
,,1739209830.4168222,-8.821313297003874
,,1739209830.4168248,-26.487275050834715
,,1739209830.4168274,-31.141103565318915
,,1739209830.4168303,-35.57807855764607
,,1739209830.416833,-22.54371790334745
,,1739209830.4168355,-20.277505258571438
,,1739209830.4168382,-45.120503652039325
,,1739209830.4168408,-45.120503652039325
,,1739209830.4168434,-26.487275050834715
,,1739209830.416846,-18.08758987085268
,,1739209830.416849,-14.05859467940514
,,1739209830.4168513,-27.8777449560314
,,1739209830.416854,-45.120503652039325
,,1739209830.4168563,-29.438486411369347
,,1739209830.4168591,-23.16150712794695
,,1739209830.4168618,-31.141103565318915
,,1739209830.4168644,-45.120503652039325
,,1739209830.416867,-28.992665084841946
,,1739209830.41687,-31.141103565318915
,,1739209830.4168725,-25.62660358559016
,,1739209830.4168751,-31.141103565318943
,,1739209830.4168775,-28.992665084841946
,,1739209830.4168804,-35.57807855764607
,,1739209830.416883,-38.13080360867914
,,1739209830.4168856,-45.120503652039325
,,1739209830.4168882,-45.120503652039325
,,1739209830.4168909,-45.120503652039325
,,1739209830.4168935,-38.13080360867914
,,1739209830.416896,-38.13080360867914
,,1739209830.4168987,-29.438486411369347
,,1739209830.4169014,-45.120503652039325
,,1739209830.416904,-38.13080360867914
,,1739209830.4169066,-32.816014438256545
,,1739209830.4169097,-23.75329798047522
,,1739209830.416912,-38.13080360867914
,,1739209830.4169147,-38.13080360867914
,,1739209830.416917,-45.120503652039325
,,1739209830.41692,-38.13080360867914
,,1739209830.4169226,-38.13080360867914
,,1739209830.4169252,-45.120503652039325
,,1739209830.4169278,-45.120503652039325
,,1739209830.4169304,-45.120503652039325
,,1739209830.416933,-30.49652367304973
,,1739209830.4169357,-17.88594693168744
,,1739209830.4169383,-45.120503652039325
,,1739209830.416941,-38.13080360867914
,,1739209830.4169436,-31.141103565318915
,,1739209830.4169462,-38.13080360867914
,,1739209830.416949,-9.249008669495858
,,1739209830.4169517,-22.448786368009163
,,1739209830.4169545,-25.077289914212862
