CAN Message, 0x24:0ee05559702647e7,Timestamp,Amplitude
,,1739209845.9663162,-38.13080360867914
,,1739209845.966319,-45.120503652039325
,,1739209845.9663198,-38.13080360867914
,,1739209845.9663208,-35.57807855764607
,,1739209845.9663217,-45.120503652039325
,,1739209845.9663222,-38.13080360867914
,,1739209845.966323,-38.13080360867914
,,1739209845.966324,-35.57807855764607
,,1739209845.9663246,-45.120503652039325
,,1739209845.9663253,-38.13080360867914
,,1739209845.966326,-27.267205301931607
,,1739209845.966327,-45.120503652039325
,,1739209845.9663277,-45.120503652039325
,,1739209845.9663284,-38.13080360867914
,,1739209845.966329,-33.981070128970906
,,1739209845.96633,-38.13080360867914
,,1739209845.9663308,-38.13080360867914
,,1739209845.9663315,-45.120503652039325
,,1739209845.9663322,-33.981070128970906
,,1739209845.9663332,-38.13080360867914
,,1739209845.966334,-45.120503652039325
,,1739209845.9663346,-45.120503652039325
,,1739209845.9663353,-38.13080360867914
,,1739209845.9663365,-38.13080360867914
,,1739209845.966337,-45.120503652039325
,,1739209845.9663377,-38.13080360867914
,,1739209845.9663384,-28.992665084841946
,,1739209845.966339,-38.13080360867914
,,1739209845.96634,-45.120503652039325
,,1739209845.9663408,-45.120503652039325
,,1739209845.9663415,-38.13080360867914
,,1739209845.9663424,-38.13080360867914
,,1739209845.9663432,-45.120503652039325
,,1739209845.966344,-45.120503652039325
,,1739209845.9663448,-38.13080360867914
,,1739209845.9663455,-45.120503652039325
,,1739209845.9663465,-45.120503652039325
,,1739209845.966347,-38.13080360867914
,,1739209845.966348,-38.13080360867914
,,1739209845.9663486,-45.120503652039325
,,1739209845.9663494,-45.120503652039325
,,1739209845.96635,-45.120503652039325
,,1739209845.966351,-38.13080360867914
,,1739209845.9663515,-38.13080360867914
,,1739209845.9663525,-45.120503652039325
,,1739209845.9663532,-45.120503652039325
,,1739209845.966354,-38.13080360867914
,,1739209845.9663548,-35.57807855764607
,,1739209845.9663556,-33.981070128970906
,,1739209845.9663565,-23.75329798047523
,,1739209845.9663572,-17.661951700302005
,,1739209845.966358,-31.141103565318915
,,1739209845.966359,-38.13080360867914
,,1739209845.9663594,-32.816014438256545
,,1739209845.9663603,-45.120503652039325
,,1739209845.966361,-45.120503652039325
,,1739209845.9663618,-32.816014438256545
,,1739209845.9663625,-38.13080360867914
,,1739209845.9663634,-33.98107012897096
,,1739209845.966364,-45.120503652039325
,,1739209845.9663649,-45.120503652039325
,,1739209845.9663658,-45.120503652039325
,,1739209845.9663663,-32.816014438256545
,,1739209845.9663672,-38.13080360867914
,,1739209845.966368,-45.120503652039325
,,1739209845.966369,-35.57807855764607
,,1739209845.9663696,-45.120503652039325
,,1739209845.9663703,-45.120503652039325
,,1739209845.966371,-45.120503652039325
,,1739209845.966372,-45.120503652039325
,,1739209845.9663727,-45.120503652039325
,,1739209845.9663734,-38.13080360867914
,,1739209845.9663742,-38.13080360867914
,,1739209845.966375,-21.4469444417791
,,1739209845.9663758,-28.58837851428586
,,1739209845.9663763,-38.13080360867914
,,1739209845.9663773,-45.120503652039325
,,1739209845.9663782,-29.438486411369333
,,1739209845.966379,-14.368685105852377
,,1739209845.9663796,-20.001670042250552
,,1739209845.9663804,-27.8777449560314
,,1739209845.9663813,-45.120503652039325
,,1739209845.966382,-35.57807855764607
,,1739209845.9663827,-38.13080360867914
,,1739209845.9663837,-45.120503652039325
,,1739209845.9663844,-45.120503652039325
,,1739209845.9663851,-32.816014438256545
,,1739209845.9663858,-38.13080360867914
,,1739209845.9663868,-45.120503652039325
,,1739209845.9663875,-38.13080360867914
,,1739209845.9663882,-38.13080360867914
,,1739209845.966389,-38.13080360867914
,,1739209845.96639,-45.120503652039325
,,1739209845.9663906,-38.13080360867914
,,1739209845.966391,-29.438486411369333
,,1739209845.966392,-32.816014438256545
,,1739209845.966393,-38.13080360867914
,,1739209845.9663937,-45.120503652039325
,,1739209845.9663944,-26.991370085610736
,,1739209845.9663951,-23.75329798047522
,,1739209845.966396,-45.120503652039325
,,1739209845.9663968,-45.120503652039325
,,1739209845.9663975,-33.981070128970906
,,1739209845.9663982,-31.141103565318893
,,1739209845.9663992,-45.120503652039325
,,1739209845.9664,-38.13080360867914
,,1739209845.9664006,-45.120503652039325
,,1739209845.966401,-21.67658091518819
,,1739209845.9664023,-45.120503652039325
,,1739209845.966403,-45.120503652039325
,,1739209845.9664035,-38.13080360867914
,,1739209845.9664044,-30.49652367304973
,,1739209845.9664054,-38.13080360867914
,,1739209845.966406,-32.816014438256545
,,1739209845.9664068,-45.120503652039325
,,1739209845.9664078,-25.62660358559016
,,1739209845.9664085,-22.002965041481744
,,1739209845.9664092,-26.991370085610736
,,1739209845.96641,-45.120503652039325
,,1739209845.9664109,-33.981070128970906
,,1739209845.9664116,-45.120503652039325
,,1739209845.9664123,-45.120503652039325
,,1739209845.966413,-33.981070128970906
,,1739209845.966414,-38.13080360867914
,,1739209845.9664147,-38.13080360867914
,,1739209845.9664154,-31.141103565318915
,,1739209845.966416,-11.441356264101769
,,1739209845.966417,-21.6765809151882
,,1739209845.9664178,-28.21854285175415
,,1739209845.9664185,-45.120503652039325
,,1739209845.9664192,-35.57807855764607
,,1739209845.9664202,-30.49652367304973
,,1739209845.966421,-45.120503652039325
,,1739209845.9664216,-38.13080360867914
,,1739209845.9664223,-38.13080360867914
,,1739209845.9664233,-31.14110356531892
,,1739209845.966424,-38.13080360867914
,,1739209845.9664247,-38.13080360867914
,,1739209845.9664254,-45.120503652039325
,,1739209845.9664264,-32.816014438256545
,,1739209845.966427,-38.13080360867914
,,1739209845.9664278,-45.120503652039325
,,1739209845.9664285,-35.57807855764607
,,1739209845.9664297,-35.57807855764607
,,1739209845.9664302,-45.120503652039325
,,1739209845.966431,-45.120503652039325
,,1739209845.966432,-45.120503652039325
,,1739209845.9664326,-32.816014438256545
,,1739209845.9664333,-45.120503652039325
,,1739209845.966434,-45.120503652039325
,,1739209845.966435,-17.724780207538373
,,1739209845.9664357,-31.141103565318893
,,1739209845.9664364,-38.13080360867914
,,1739209845.966437,-45.120503652039325
,,1739209845.966438,-26.0356534632528
,,1739209845.9664388,-7.870376398627721
,,1739209845.9664395,-22.74004262075133
