CAN Message, 0x1bb:000061b1aa0be3aa,Timestamp,Amplitude
,,1739209720.199242,-38.13080360867914
,,1739209720.199253,-45.120503652039325
,,1739209720.199264,-45.120503652039325
,,1739209720.199275,-32.816014438256545
,,1739209720.199286,-32.816014438256545
,,1739209720.199297,-45.120503652039325
,,1739209720.1993082,-31.141103565318943
,,1739209720.1993191,-38.13080360867914
,,1739209720.19933,-33.981070128970906
,,1739209720.199341,-45.120503652039325
,,1739209720.199352,-45.120503652039325
,,1739209720.199363,-35.57807855764607
,,1739209720.199374,-38.13080360867914
,,1739209720.199385,-38.13080360867914
,,1739209720.199396,-28.58837851428586
,,1739209720.1994069,-38.13080360867914
,,1739209720.1994178,-45.120503652039325
,,1739209720.1994288,-45.120503652039325
,,1739209720.1994398,-45.120503652039325
,,1739209720.199451,-33.981070128970906
,,1739209720.199462,-45.120503652039325
,,1739209720.199473,-45.120503652039325
,,1739209720.199484,-45.120503652039325
,,1739209720.1994948,-32.816014438256545
,,1739209720.1995058,-35.57807855764607
,,1739209720.1995168,-45.120503652039325
,,1739209720.1995275,-45.120503652039325
,,1739209720.1995387,-35.57807855764607
,,1739209720.1995497,-38.13080360867914
,,1739209720.1995606,-45.120503652039325
,,1739209720.1995716,-45.120503652039325
,,1739209720.1995826,-45.120503652039325
,,1739209720.1995935,-38.13080360867914
,,1739209720.1996047,-35.57807855764607
,,1739209720.1996157,-45.120503652039325
,,1739209720.1996267,-45.120503652039325
,,1739209720.1996377,-35.57807855764607
,,1739209720.1996486,-45.120503652039325
,,1739209720.1996596,-31.141103565318915
,,1739209720.1996706,-38.13080360867914
,,1739209720.1996815,-38.13080360867914
,,1739209720.1996925,-38.13080360867914
,,1739209720.1997037,-38.13080360867914
,,1739209720.1997144,-32.816014438256545
,,1739209720.1997254,-45.120503652039325
,,1739209720.1997364,-45.120503652039325
,,1739209720.1997476,-30.49652367304976
,,1739209720.1997583,-33.981070128970906
,,1739209720.1997695,-45.120503652039325
,,1739209720.1997805,-30.49652367304973
,,1739209720.1997914,-14.325073578010231
,,1739209720.1998024,-30.49652367304973
,,1739209720.1998134,-33.981070128970906
,,1739209720.1998243,-38.13080360867914
,,1739209720.1998353,-35.57807855764607
,,1739209720.1998465,-38.13080360867914
,,1739209720.1998572,-38.13080360867914
,,1739209720.1998682,-45.120503652039325
,,1739209720.1998792,-38.13080360867914
,,1739209720.19989,-45.120503652039325
,,1739209720.199901,-38.13080360867914
,,1739209720.1999123,-45.120503652039325
,,1739209720.1999233,-31.141103565318915
,,1739209720.1999342,-32.816014438256545
,,1739209720.1999452,-35.57807855764607
,,1739209720.1999562,-45.120503652039325
,,1739209720.1999671,-38.13080360867914
,,1739209720.199978,-31.141103565318915
,,1739209720.199989,-45.120503652039325
,,1739209720.2,-38.13080360867914
,,1739209720.200011,-38.13080360867914
,,1739209720.200022,-33.981070128970906
,,1739209720.200033,-38.13080360867914
,,1739209720.2000442,-38.13080360867914
,,1739209720.2000551,-45.120503652039325
,,1739209720.200066,-35.57807855764607
,,1739209720.200077,-45.120503652039325
,,1739209720.200088,-33.981070128970906
,,1739209720.200099,-26.03565346325281
,,1739209720.20011,-19.8960613169761
,,1739209720.200121,-33.981070128970906
,,1739209720.200132,-38.13080360867914
,,1739209720.2001429,-45.120503652039325
,,1739209720.2001538,-45.120503652039325
,,1739209720.2001648,-38.13080360867914
,,1739209720.2001758,-38.13080360867914
,,1739209720.2001867,-45.120503652039325
