CAN Message, 0x1b8:000043558b5b97ed,Timestamp,Amplitude
,,1739209918.490982,-45.120503652039325
,,1739209918.4909868,-38.13080360867914
,,1739209918.4909918,-28.992665084841946
,,1739209918.4909966,-33.981070128970906
,,1739209918.4910014,-38.13080360867914
,,1739209918.4910064,-35.57807855764607
,,1739209918.4910111,-32.816014438256545
,,1739209918.491016,-45.120503652039325
,,1739209918.491021,-38.13080360867914
,,1739209918.4910257,-35.57807855764607
,,1739209918.4910307,-35.57807855764607
,,1739209918.4910357,-45.120503652039325
,,1739209918.4910405,-38.13080360867914
,,1739209918.4910452,-38.13080360867914
,,1739209918.4910502,-38.13080360867914
,,1739209918.491055,-45.120503652039325
,,1739209918.4910598,-35.57807855764607
,,1739209918.4910648,-45.120503652039325
,,1739209918.4910696,-38.13080360867914
,,1739209918.4910746,-45.120503652039325
,,1739209918.491079,-45.120503652039325
,,1739209918.491084,-45.120503652039325
,,1739209918.491089,-38.13080360867914
,,1739209918.491094,-45.120503652039325
,,1739209918.4910989,-45.120503652039325
,,1739209918.4911036,-33.981070128970906
,,1739209918.4911084,-38.13080360867914
,,1739209918.4911134,-38.13080360867914
,,1739209918.4911182,-45.120503652039325
,,1739209918.4911232,-45.120503652039325
,,1739209918.491128,-38.13080360867914
,,1739209918.491133,-33.981070128970906
,,1739209918.4911375,-38.13080360867914
,,1739209918.4911425,-38.13080360867914
,,1739209918.4911475,-38.13080360867914
,,1739209918.4911523,-38.13080360867914
,,1739209918.4911573,-38.13080360867914
,,1739209918.491162,-38.13080360867914
,,1739209918.4911668,-38.13080360867914
,,1739209918.4911718,-45.120503652039325
,,1739209918.4911766,-38.13080360867914
,,1739209918.4911816,-45.120503652039325
,,1739209918.4911864,-45.120503652039325
,,1739209918.4911914,-45.120503652039325
,,1739209918.4911962,-45.120503652039325
,,1739209918.491201,-45.120503652039325
,,1739209918.491206,-45.120503652039325
,,1739209918.4912107,-38.13080360867914
,,1739209918.4912157,-38.13080360867914
,,1739209918.4912205,-38.13080360867914
,,1739209918.4912252,-8.700807675018698
,,1739209918.4912302,-21.021172418726344
,,1739209918.491235,-27.267205301931607
,,1739209918.49124,-45.120503652039325
,,1739209918.4912448,-45.120503652039325
,,1739209918.4912498,-32.816014438256545
,,1739209918.4912546,-31.141103565318893
,,1739209918.491259,-45.120503652039325
,,1739209918.4912643,-45.120503652039325
,,1739209918.491269,-38.13080360867914
,,1739209918.491274,-38.13080360867914
,,1739209918.491279,-38.13080360867914
,,1739209918.4912837,-45.120503652039325
,,1739209918.491289,-33.98107012897096
,,1739209918.4912934,-38.13080360867914
,,1739209918.4912984,-45.120503652039325
,,1739209918.4913032,-45.120503652039325
,,1739209918.4913082,-38.13080360867914
,,1739209918.491313,-45.120503652039325
,,1739209918.4913175,-38.13080360867914
,,1739209918.4913228,-38.13080360867914
,,1739209918.4913275,-45.120503652039325
,,1739209918.4913323,-45.120503652039325
,,1739209918.4913373,-28.58837851428586
,,1739209918.491342,-17.952126419044045
,,1739209918.491347,-26.487275050834715
,,1739209918.4913518,-30.49652367304973
,,1739209918.4913568,-33.981070128970906
,,1739209918.4913616,-26.991370085610747
,,1739209918.4913664,-10.239228689564705
,,1739209918.4913714,-33.98107012897096
,,1739209918.4913762,-32.816014438256545
,,1739209918.4913812,-45.120503652039325
,,1739209918.491386,-29.438486411369333
,,1739209918.491391,-32.816014438256545
,,1739209918.4913957,-45.120503652039325
,,1739209918.4914005,-45.120503652039325
,,1739209918.4914055,-32.816014438256545
,,1739209918.4914105,-38.13080360867914
,,1739209918.4914153,-38.13080360867914
,,1739209918.49142,-32.816014438256545
,,1739209918.4914248,-38.13080360867914
,,1739209918.4914298,-45.120503652039325
,,1739209918.4914346,-38.13080360867914
,,1739209918.4914396,-45.120503652039325
,,1739209918.4914443,-29.438486411369333
,,1739209918.4914494,-32.816014438256545
,,1739209918.491454,-45.120503652039325
,,1739209918.491459,-32.816014438256545
,,1739209918.491464,-45.120503652039325
,,1739209918.491469,-45.120503652039325
,,1739209918.4914737,-33.981070128970906
,,1739209918.4914784,-28.218542851754165
,,1739209918.4914832,-21.6765809151882
,,1739209918.4914882,-26.0356534632528
,,1739209918.491493,-38.13080360867914
,,1739209918.491498,-25.826314394896357
,,1739209918.4915028,-18.19203445926699
,,1739209918.4915078,-12.125430665034418
,,1739209918.4915123,-27.8777449560314
,,1739209918.4915173,-45.120503652039325
,,1739209918.4915223,-35.57807855764607
,,1739209918.491527,-26.99137008561072
,,1739209918.491532,-38.13080360867914
,,1739209918.4915369,-45.120503652039325
,,1739209918.4915416,-35.57807855764607
,,1739209918.4915466,-30.49652367304973
,,1739209918.4915514,-26.99137008561072
,,1739209918.4915564,-45.120503652039325
,,1739209918.4915612,-45.120503652039325
,,1739209918.491566,-45.120503652039325
,,1739209918.491571,-38.13080360867914
,,1739209918.4915757,-45.120503652039325
,,1739209918.4915807,-45.120503652039325
,,1739209918.4915855,-33.98107012897096
,,1739209918.4915905,-33.981070128970906
,,1739209918.4915953,-33.981070128970906
,,1739209918.4916,-19.497575007474538
,,1739209918.491605,-32.81601443825658
,,1739209918.4916098,-38.13080360867914
,,1739209918.4916148,-45.120503652039325
,,1739209918.4916196,-45.120503652039325
,,1739209918.4916244,-33.98107012897096
,,1739209918.4916294,-45.120503652039325
,,1739209918.491634,-45.120503652039325
,,1739209918.4916391,-45.120503652039325
,,1739209918.491644,-38.13080360867914
,,1739209918.491649,-38.13080360867914
,,1739209918.4916537,-45.120503652039325
,,1739209918.4916584,-38.13080360867914
,,1739209918.4916637,-25.82631439489636
,,1739209918.4916682,-38.13080360867914
,,1739209918.4916732,-38.13080360867914
,,1739209918.491678,-38.13080360867914
,,1739209918.4916828,-32.81601443825658
,,1739209918.4916878,-45.120503652039325
,,1739209918.4916923,-45.120503652039325
,,1739209918.4916975,-38.13080360867914
,,1739209918.4917023,-28.992665084841946
,,1739209918.491707,-33.981070128970906
,,1739209918.491712,-26.03565346325281
,,1739209918.4917169,-19.497575007474552
,,1739209918.491722,-26.991370085610757
,,1739209918.4917266,-45.120503652039325
,,1739209918.4917316,-25.077289914212862
,,1739209918.4917364,-18.19203445926699
,,1739209918.4917412,-9.824916921827658
,,1739209918.4917462,-25.62660358559016
,,1739209918.491751,-45.120503652039325
,,1739209918.491756,-45.120503652039325
,,1739209918.4917607,-29.438486411369357
,,1739209918.4917655,-38.13080360867914
,,1739209918.4917705,-38.13080360867914
,,1739209918.4917753,-38.13080360867914
,,1739209918.4917803,-29.438486411369347
,,1739209918.491785,-28.58837851428586
,,1739209918.49179,-33.981070128970906
,,1739209918.4917948,-45.120503652039325
,,1739209918.4917996,-38.13080360867914
,,1739209918.4918046,-38.13080360867914
,,1739209918.4918094,-45.120503652039325
,,1739209918.4918144,-45.120503652039325
,,1739209918.4918191,-38.13080360867914
,,1739209918.491824,-33.981070128970906
,,1739209918.491829,-31.14110356531892
,,1739209918.4918337,-21.522148828640407
