CAN Message, 0x77:19d1fb7de98000d3,Timestamp,Amplitude
,,1739209726.0684347,-38.13080360867914
,,1739209726.068441,-45.120503652039325
,,1739209726.068447,-31.141103565318915
,,1739209726.0684533,-33.981070128970906
,,1739209726.0684595,-45.120503652039325
,,1739209726.0684657,-38.13080360867914
,,1739209726.0684717,-35.57807855764607
,,1739209726.068478,-45.120503652039325
,,1739209726.068484,-45.120503652039325
,,1739209726.0684905,-45.120503652039325
,,1739209726.0684965,-45.120503652039325
,,1739209726.068503,-38.13080360867914
,,1739209726.0685089,-38.13080360867914
,,1739209726.068515,-45.120503652039325
,,1739209726.0685213,-45.120503652039325
,,1739209726.0685277,-38.13080360867914
,,1739209726.0685337,-38.13080360867914
,,1739209726.06854,-45.120503652039325
,,1739209726.0685458,-38.13080360867914
,,1739209726.068552,-38.13080360867914
,,1739209726.0685582,-38.13080360867914
,,1739209726.0685644,-45.120503652039325
,,1739209726.0685706,-31.141103565318915
,,1739209726.0685768,-38.13080360867914
,,1739209726.068583,-38.13080360867914
,,1739209726.0685892,-38.13080360867914
,,1739209726.0685954,-45.120503652039325
,,1739209726.0686016,-45.120503652039325
,,1739209726.0686078,-38.13080360867914
,,1739209726.0686138,-38.13080360867914
,,1739209726.06862,-38.13080360867914
,,1739209726.0686262,-32.816014438256545
,,1739209726.0686324,-38.13080360867914
,,1739209726.0686386,-45.120503652039325
,,1739209726.0686448,-35.57807855764607
,,1739209726.068651,-38.13080360867914
,,1739209726.0686572,-45.120503652039325
,,1739209726.0686634,-45.120503652039325
,,1739209726.0686696,-38.13080360867914
,,1739209726.0686758,-38.13080360867914
,,1739209726.0686817,-38.13080360867914
,,1739209726.068688,-35.57807855764607
,,1739209726.068694,-38.13080360867914
,,1739209726.0687003,-45.120503652039325
,,1739209726.0687065,-38.13080360867914
,,1739209726.0687127,-38.13080360867914
,,1739209726.068719,-38.13080360867914
,,1739209726.068725,-35.57807855764607
,,1739209726.0687313,-45.120503652039325
,,1739209726.0687375,-24.746238672633048
,,1739209726.0687437,-16.944849956441484
,,1739209726.0687497,-13.558041748065843
,,1739209726.068756,-25.826314394896357
,,1739209726.068762,-45.120503652039325
,,1739209726.0687685,-45.120503652039325
,,1739209726.0687745,-45.120503652039325
,,1739209726.068781,-38.13080360867914
,,1739209726.0687869,-38.13080360867914
,,1739209726.068793,-33.981070128970906
,,1739209726.0687993,-38.13080360867914
,,1739209726.0688057,-38.13080360867914
,,1739209726.0688117,-45.120503652039325
,,1739209726.068818,-38.13080360867914
,,1739209726.0688238,-38.13080360867914
,,1739209726.06883,-38.13080360867914
,,1739209726.0688362,-38.13080360867914
,,1739209726.0688424,-38.13080360867914
,,1739209726.0688486,-31.141103565318915
,,1739209726.0688548,-33.981070128970906
,,1739209726.068861,-45.120503652039325
,,1739209726.0688672,-45.120503652039325
,,1739209726.0688734,-31.141103565318915
,,1739209726.0688796,-33.981070128970906
,,1739209726.0688858,-38.13080360867914
,,1739209726.0688918,-26.487275050834715
,,1739209726.068898,-28.992665084841946
,,1739209726.0689042,-45.120503652039325
,,1739209726.0689104,-38.13080360867914
,,1739209726.0689166,-38.13080360867914
,,1739209726.0689228,-45.120503652039325
,,1739209726.068929,-30.49652367304973
,,1739209726.0689352,-45.120503652039325
,,1739209726.0689414,-35.57807855764607
,,1739209726.0689476,-33.981070128970906
,,1739209726.0689538,-38.13080360867914
,,1739209726.0689597,-38.13080360867914
,,1739209726.068966,-38.13080360867914
,,1739209726.068972,-35.57807855764607
,,1739209726.0689783,-45.120503652039325
,,1739209726.0689845,-38.13080360867914
,,1739209726.0689907,-38.13080360867914
,,1739209726.068997,-25.82631439489636
,,1739209726.069003,-26.99137008561072
,,1739209726.0690093,-45.120503652039325
,,1739209726.0690155,-38.13080360867914
,,1739209726.0690217,-33.981070128970906
,,1739209726.0690277,-33.981070128970906
,,1739209726.069034,-38.13080360867914
,,1739209726.06904,-45.120503652039325
,,1739209726.0690465,-38.13080360867914
,,1739209726.0690525,-32.816014438256545
,,1739209726.069059,-35.57807855764607
,,1739209726.0690649,-45.120503652039325
,,1739209726.069071,-20.10991102986178
,,1739209726.0690773,-25.82631439489636
,,1739209726.0690837,-38.13080360867914
,,1739209726.0690897,-33.981070128970906
,,1739209726.0690958,-28.992665084841946
,,1739209726.0691018,-21.446944441779117
,,1739209726.069108,-25.82631439489636
,,1739209726.0691142,-33.981070128970906
,,1739209726.0691204,-45.120503652039325
,,1739209726.0691266,-38.13080360867914
,,1739209726.0691328,-45.120503652039325
,,1739209726.069139,-38.13080360867914
