CAN Message, 0x1b8:010015742ce226c8,Timestamp,Amplitude
,,1739209653.6039066,-45.120503652039325
,,1739209653.60391,-45.120503652039325
,,1739209653.6039133,-32.816014438256545
,,1739209653.6039166,-32.816014438256545
,,1739209653.60392,-45.120503652039325
,,1739209653.603923,-45.120503652039325
,,1739209653.603927,-35.57807855764607
,,1739209653.6039302,-38.13080360867914
,,1739209653.6039336,-38.13080360867914
,,1739209653.603937,-38.13080360867914
,,1739209653.6039402,-45.120503652039325
,,1739209653.6039436,-38.13080360867914
,,1739209653.603947,-38.13080360867914
,,1739209653.6039505,-35.57807855764607
,,1739209653.6039536,-45.120503652039325
,,1739209653.6039572,-45.120503652039325
,,1739209653.6039605,-38.13080360867914
,,1739209653.603964,-38.13080360867914
,,1739209653.6039672,-38.13080360867914
,,1739209653.6039703,-45.120503652039325
,,1739209653.603974,-31.141103565318915
,,1739209653.6039772,-27.877744956031417
,,1739209653.6039803,-22.002965041481744
,,1739209653.603984,-29.438486411369333
,,1739209653.6039877,-45.120503652039325
,,1739209653.6039908,-45.120503652039325
,,1739209653.603994,-38.13080360867914
,,1739209653.6039977,-35.57807855764607
,,1739209653.6040008,-45.120503652039325
,,1739209653.604004,-38.13080360867914
,,1739209653.6040075,-45.120503652039325
,,1739209653.6040108,-38.13080360867914
,,1739209653.6040144,-38.13080360867914
,,1739209653.6040175,-45.120503652039325
,,1739209653.604021,-45.120503652039325
,,1739209653.6040244,-45.120503652039325
,,1739209653.6040275,-38.13080360867914
,,1739209653.604031,-45.120503652039325
,,1739209653.6040344,-35.57807855764607
,,1739209653.6040378,-32.816014438256545
,,1739209653.604041,-38.13080360867914
,,1739209653.604045,-33.981070128970906
,,1739209653.604048,-45.120503652039325
,,1739209653.6040514,-45.120503652039325
,,1739209653.6040547,-38.13080360867914
,,1739209653.604058,-38.13080360867914
,,1739209653.6040614,-30.49652367304973
,,1739209653.6040647,-26.991370085610736
,,1739209653.604068,-45.120503652039325
,,1739209653.6040716,-31.141103565318893
,,1739209653.604075,-18.521341651340787
,,1739209653.6040783,-26.991370085610768
,,1739209653.6040816,-32.816014438256545
,,1739209653.604085,-45.120503652039325
,,1739209653.6040883,-45.120503652039325
,,1739209653.6040916,-28.992665084841967
,,1739209653.604095,-35.57807855764607
,,1739209653.6040986,-45.120503652039325
,,1739209653.604102,-38.13080360867914
,,1739209653.6041052,-33.981070128970906
,,1739209653.6041086,-45.120503652039325
,,1739209653.604112,-45.120503652039325
,,1739209653.6041152,-45.120503652039325
,,1739209653.6041186,-45.120503652039325
,,1739209653.604122,-38.13080360867914
,,1739209653.6041255,-38.13080360867914
,,1739209653.6041288,-38.13080360867914
,,1739209653.6041322,-45.120503652039325
,,1739209653.6041355,-38.13080360867914
,,1739209653.6041389,-45.120503652039325
,,1739209653.6041422,-32.816014438256545
,,1739209653.6041455,-26.99137008561072
,,1739209653.6041489,-38.13080360867914
,,1739209653.6041524,-45.120503652039325
,,1739209653.6041558,-23.273589343863303
,,1739209653.604159,-28.992665084841946
,,1739209653.6041625,-45.120503652039325
,,1739209653.6041658,-38.13080360867914
,,1739209653.6041691,-33.981070128970906
,,1739209653.6041725,-22.84163660590256
,,1739209653.6041758,-29.438486411369347
,,1739209653.6041791,-38.13080360867914
,,1739209653.6041827,-33.981070128970906
,,1739209653.604186,-28.58837851428586
,,1739209653.6041894,-45.120503652039325
,,1739209653.6041927,-45.120503652039325
,,1739209653.604196,-32.816014438256545
,,1739209653.6041994,-38.13080360867914
,,1739209653.6042027,-23.16150712794695
,,1739209653.604206,-21.300333226290604
,,1739209653.6042097,-45.120503652039325
,,1739209653.604213,-28.992665084841946
,,1739209653.6042163,-38.13080360867914
,,1739209653.6042197,-38.13080360867914
,,1739209653.604223,-38.13080360867914
,,1739209653.6042264,-38.13080360867914
,,1739209653.6042297,-45.120503652039325
,,1739209653.604233,-24.29264994887477
,,1739209653.6042366,-11.287737147962789
,,1739209653.60424,-15.013264998121567
