CAN Message, 0x1bb:0000e9f3defbe61b,Timestamp,Amplitude
,,1739209719.818476,-38.13080360867914
,,1739209719.818482,-45.120503652039325
,,1739209719.818488,-33.981070128970906
,,1739209719.8184938,-35.57807855764607
,,1739209719.8185,-45.120503652039325
,,1739209719.818506,-45.120503652039325
,,1739209719.818512,-45.120503652039325
,,1739209719.8185182,-35.57807855764607
,,1739209719.818524,-38.13080360867914
,,1739209719.81853,-38.13080360867914
,,1739209719.818536,-38.13080360867914
,,1739209719.818542,-38.13080360867914
,,1739209719.8185482,-38.13080360867914
,,1739209719.8185542,-38.13080360867914
,,1739209719.81856,-33.981070128970906
,,1739209719.8185663,-38.13080360867914
,,1739209719.8185723,-45.120503652039325
,,1739209719.8185782,-38.13080360867914
,,1739209719.8185842,-38.13080360867914
,,1739209719.8185902,-38.13080360867914
,,1739209719.8185964,-33.981070128970906
,,1739209719.8186023,-45.120503652039325
,,1739209719.8186083,-45.120503652039325
,,1739209719.8186145,-38.13080360867914
,,1739209719.8186204,-38.13080360867914
,,1739209719.8186264,-45.120503652039325
,,1739209719.8186324,-28.992665084841946
,,1739209719.8186383,-26.991370085610736
,,1739209719.8186443,-45.120503652039325
,,1739209719.8186505,-35.57807855764607
,,1739209719.8186564,-31.141103565318915
,,1739209719.8186626,-35.57807855764607
,,1739209719.8186686,-38.13080360867914
,,1739209719.8186746,-45.120503652039325
,,1739209719.8186803,-38.13080360867914
,,1739209719.8186865,-38.13080360867914
,,1739209719.8186927,-45.120503652039325
,,1739209719.8186986,-38.13080360867914
,,1739209719.8187046,-33.981070128970906
,,1739209719.8187108,-38.13080360867914
,,1739209719.8187168,-38.13080360867914
,,1739209719.8187227,-45.120503652039325
,,1739209719.8187287,-38.13080360867914
,,1739209719.8187346,-35.57807855764607
,,1739209719.8187408,-38.13080360867914
,,1739209719.8187468,-38.13080360867914
,,1739209719.8187528,-33.981070128970906
,,1739209719.818759,-38.13080360867914
,,1739209719.818765,-45.120503652039325
,,1739209719.818771,-38.13080360867914
,,1739209719.8187768,-19.64275659816107
,,1739209719.8187828,-35.57807855764607
,,1739209719.818789,-33.981070128970906
,,1739209719.818795,-38.13080360867914
,,1739209719.818801,-31.141103565318915
,,1739209719.8188071,-12.507874964114354
,,1739209719.818813,-25.82631439489636
,,1739209719.818819,-45.120503652039325
,,1739209719.818825,-31.141103565318915
,,1739209719.818831,-38.13080360867914
,,1739209719.8188372,-45.120503652039325
,,1739209719.8188431,-45.120503652039325
,,1739209719.818849,-38.13080360867914
,,1739209719.8188553,-38.13080360867914
,,1739209719.8188612,-45.120503652039325
,,1739209719.8188672,-38.13080360867914
,,1739209719.8188732,-26.03565346325281
,,1739209719.8188791,-35.57807855764607
,,1739209719.818885,-38.13080360867914
,,1739209719.8188913,-45.120503652039325
,,1739209719.8188972,-38.13080360867914
,,1739209719.8189034,-35.57807855764607
,,1739209719.8189094,-38.13080360867914
,,1739209719.8189154,-38.13080360867914
,,1739209719.818921,-27.267205301931607
,,1739209719.8189273,-38.13080360867914
,,1739209719.8189335,-45.120503652039325
,,1739209719.8189394,-35.57807855764607
,,1739209719.8189454,-31.141103565318943
,,1739209719.8189516,-30.49652367304976
,,1739209719.8189576,-45.120503652039325
,,1739209719.8189635,-38.13080360867914
,,1739209719.8189695,-27.267205301931607
,,1739209719.8189754,-45.120503652039325
,,1739209719.8189816,-27.267205301931607
,,1739209719.8189876,-31.141103565318915
,,1739209719.8189936,-45.120503652039325
,,1739209719.8189998,-45.120503652039325
,,1739209719.8190055,-38.13080360867914
,,1739209719.8190117,-45.120503652039325
,,1739209719.8190176,-33.981070128970906
,,1739209719.8190236,-45.120503652039325
,,1739209719.8190298,-33.981070128970906
,,1739209719.8190358,-24.438645034577675
,,1739209719.8190415,-25.826314394896364
,,1739209719.819048,-32.816014438256545
,,1739209719.819054,-45.120503652039325
,,1739209719.8190598,-45.120503652039325
,,1739209719.8190658,-32.816014438256545
,,1739209719.8190718,-29.438486411369333
,,1739209719.819078,-45.120503652039325
,,1739209719.819084,-45.120503652039325
,,1739209719.81909,-28.992665084841946
,,1739209719.819096,-7.9898003934829
,,1739209719.819102,-19.497575007474538
,,1739209719.819108,-38.13080360867914
,,1739209719.819114,-29.438486411369333
,,1739209719.81912,-32.816014438256545
,,1739209719.819126,-38.13080360867914
,,1739209719.819132,-35.57807855764607
,,1739209719.819138,-45.120503652039325
,,1739209719.8191442,-38.13080360867914
,,1739209719.8191502,-38.13080360867914
,,1739209719.8191562,-33.981070128970906
,,1739209719.819162,-33.98107012897096
,,1739209719.819168,-35.57807855764607
,,1739209719.8191743,-38.13080360867914
,,1739209719.8191805,-45.120503652039325
,,1739209719.8191862,-38.13080360867914
,,1739209719.8191924,-32.816014438256545
,,1739209719.8191984,-45.120503652039325
,,1739209719.8192043,-38.13080360867914
,,1739209719.8192103,-45.120503652039325
,,1739209719.8192165,-32.81601443825658
,,1739209719.8192225,-35.57807855764607
,,1739209719.8192284,-45.120503652039325
,,1739209719.8192344,-35.57807855764607
,,1739209719.8192406,-25.826314394896357
,,1739209719.8192463,-45.120503652039325
,,1739209719.8192525,-45.120503652039325
,,1739209719.8192585,-45.120503652039325
,,1739209719.8192644,-29.438486411369347
,,1739209719.8192706,-17.051923356851116
,,1739209719.8192766,-45.120503652039325
,,1739209719.8192823,-45.120503652039325
,,1739209719.8192887,-38.13080360867914
,,1739209719.8192947,-45.120503652039325
,,1739209719.819301,-38.13080360867914
,,1739209719.8193066,-35.57807855764607
,,1739209719.8193126,-35.57807855764607
,,1739209719.8193188,-45.120503652039325
,,1739209719.8193247,-38.13080360867914
,,1739209719.8193307,-45.120503652039325
,,1739209719.819337,-45.120503652039325
,,1739209719.8193429,-38.13080360867914
,,1739209719.8193488,-45.120503652039325
,,1739209719.8193548,-45.120503652039325
,,1739209719.8193607,-45.120503652039325
,,1739209719.819367,-38.13080360867914
,,1739209719.819373,-38.13080360867914
,,1739209719.8193789,-38.13080360867914
,,1739209719.819385,-26.991370085610736
,,1739209719.819391,-38.13080360867914
,,1739209719.819397,-45.120503652039325
,,1739209719.819403,-38.13080360867914
,,1739209719.819409,-31.141103565318943
,,1739209719.819415,-45.120503652039325
,,1739209719.819421,-38.13080360867914
,,1739209719.819427,-38.13080360867914
,,1739209719.8194332,-38.13080360867914
,,1739209719.8194392,-35.57807855764607
,,1739209719.8194451,-23.273589343863303
,,1739209719.819451,-45.120503652039325
,,1739209719.819457,-31.141103565318915
,,1739209719.8194633,-38.13080360867914
,,1739209719.8194692,-31.141103565318915
,,1739209719.8194752,-35.57807855764607
,,1739209719.8194814,-45.120503652039325
,,1739209719.819487,-38.13080360867914
,,1739209719.8194933,-38.13080360867914
,,1739209719.8194993,-38.13080360867914
,,1739209719.8195052,-23.38864096791655
,,1739209719.8195114,-31.141103565318915
,,1739209719.8195174,-45.120503652039325
,,1739209719.819523,-38.13080360867914
,,1739209719.8195295,-30.49652367304973
,,1739209719.8195355,-38.13080360867914
,,1739209719.8195417,-33.981070128970906
,,1739209719.8195474,-33.981070128970906
,,1739209719.8195534,-25.826314394896364
,,1739209719.8195596,-8.469386281288779
,,1739209719.8195655,-31.141103565318943
,,1739209719.8195715,-31.141103565318893
,,1739209719.8195777,-35.57807855764607
,,1739209719.8195837,-20.95409857865648
,,1739209719.8195896,-20.633440452988484
,,1739209719.8195956,-45.120503652039325
,,1739209719.8196015,-38.13080360867914
,,1739209719.8196075,-38.13080360867914
,,1739209719.8196137,-45.120503652039325
,,1739209719.8196197,-33.981070128970906
,,1739209719.819626,-33.981070128970906
,,1739209719.8196318,-29.438486411369357
,,1739209719.8196378,-24.438645034577675
,,1739209719.8196435,-11.036407867355
,,1739209719.8196497,-15.081591989670184
,,1739209719.819656,-25.25278630937684
,,1739209719.819662,-38.13080360867914
,,1739209719.8196678,-38.13080360867914
,,1739209719.819674,-38.13080360867914
,,1739209719.81968,-38.13080360867914
,,1739209719.819686,-45.120503652039325
,,1739209719.819692,-45.120503652039325
,,1739209719.819698,-38.13080360867914
,,1739209719.819704,-33.981070128970906
,,1739209719.81971,-45.120503652039325
,,1739209719.819716,-38.13080360867914
,,1739209719.8197222,-38.13080360867914
,,1739209719.819728,-24.589719217205094
,,1739209719.819734,-22.84163660590255
,,1739209719.81974,-45.120503652039325
,,1739209719.819746,-38.13080360867914
,,1739209719.8197522,-28.58837851428586
,,1739209719.8197582,-24.438645034577675
,,1739209719.819764,-20.001670042250552
,,1739209719.8197703,-45.120503652039325
,,1739209719.8197763,-38.13080360867914
,,1739209719.8197825,-45.120503652039325
