CAN Message, 0x150:000020dd7d804888,Timestamp,Amplitude
,,1739209887.6561885,-45.120503652039325
,,1739209887.6561918,-38.13080360867914
,,1739209887.656195,-38.13080360867914
,,1739209887.6561985,-45.120503652039325
,,1739209887.6562016,-38.13080360867914
,,1739209887.6562047,-45.120503652039325
,,1739209887.656208,-45.120503652039325
,,1739209887.6562114,-38.13080360867914
,,1739209887.6562147,-45.120503652039325
,,1739209887.6562178,-45.120503652039325
,,1739209887.6562212,-45.120503652039325
,,1739209887.6562245,-45.120503652039325
,,1739209887.6562276,-38.13080360867914
,,1739209887.656231,-32.816014438256545
,,1739209887.6562345,-38.13080360867914
,,1739209887.6562374,-45.120503652039325
,,1739209887.6562407,-32.816014438256545
,,1739209887.656244,-45.120503652039325
,,1739209887.6562474,-35.57807855764607
,,1739209887.6562505,-35.57807855764607
,,1739209887.6562538,-38.13080360867914
,,1739209887.6562572,-32.816014438256545
,,1739209887.6562605,-19.221007638782208
,,1739209887.6562636,-32.816014438256545
,,1739209887.656267,-45.120503652039325
,,1739209887.65627,-32.816014438256545
,,1739209887.6562734,-45.120503652039325
,,1739209887.6562767,-45.120503652039325
,,1739209887.65628,-38.13080360867914
,,1739209887.6562831,-33.981070128970906
,,1739209887.6562865,-45.120503652039325
,,1739209887.6562898,-45.120503652039325
,,1739209887.656293,-35.57807855764607
,,1739209887.6562965,-45.120503652039325
,,1739209887.6562972,-35.57807855764607
,,1739209887.656298,-35.57807855764607
,,1739209887.6562989,-45.120503652039325
,,1739209887.6562996,-45.120503652039325
,,1739209887.6563003,-27.8777449560314
,,1739209887.6563013,-32.816014438256545
,,1739209887.6563022,-45.120503652039325
,,1739209887.6563032,-38.13080360867914
,,1739209887.656304,-28.21854285175415
,,1739209887.6563048,-28.58837851428586
,,1739209887.6563056,-33.981070128970906
,,1739209887.6563065,-29.438486411369357
,,1739209887.6563077,-26.03565346325281
,,1739209887.6563082,-33.981070128970906
,,1739209887.6563091,-45.120503652039325
,,1739209887.6563098,-27.8777449560314
,,1739209887.6563108,-19.13259858440813
,,1739209887.6563115,-15.275230518601363
,,1739209887.6563125,-28.21854285175415
,,1739209887.6563134,-45.120503652039325
,,1739209887.656314,-45.120503652039325
,,1739209887.656315,-38.13080360867914
,,1739209887.6563158,-45.120503652039325
,,1739209887.6563168,-45.120503652039325
,,1739209887.6563177,-45.120503652039325
,,1739209887.6563184,-45.120503652039325
,,1739209887.6563194,-45.120503652039325
,,1739209887.65632,-45.120503652039325
,,1739209887.656321,-45.120503652039325
,,1739209887.6563218,-45.120503652039325
,,1739209887.6563227,-38.13080360867914
,,1739209887.6563237,-45.120503652039325
,,1739209887.6563244,-26.991370085610736
,,1739209887.656325,-25.25278630937684
,,1739209887.656326,-45.120503652039325
,,1739209887.656327,-45.120503652039325
,,1739209887.6563275,-45.120503652039325
,,1739209887.656329,-38.13080360867914
,,1739209887.6563296,-38.13080360867914
,,1739209887.6563303,-38.13080360867914
,,1739209887.6563313,-33.98107012897096
,,1739209887.656332,-45.120503652039325
,,1739209887.656333,-45.120503652039325
,,1739209887.656334,-38.13080360867914
,,1739209887.6563346,-28.992665084841946
,,1739209887.6563356,-17.051923356851116
,,1739209887.6563363,-21.522148828640407
,,1739209887.6563373,-31.141103565318915
,,1739209887.656338,-38.13080360867914
,,1739209887.656339,-38.13080360867914
,,1739209887.65634,-35.57807855764607
,,1739209887.6563406,-38.13080360867914
,,1739209887.6563416,-38.13080360867914
,,1739209887.6563425,-28.992665084841946
,,1739209887.6563432,-33.981070128970906
,,1739209887.6563442,-24.589719217205094
,,1739209887.656345,-45.120503652039325
,,1739209887.6563458,-45.120503652039325
,,1739209887.6563466,-38.13080360867914
,,1739209887.6563475,-33.981070128970906
,,1739209887.6563482,-38.13080360867914
,,1739209887.6563492,-45.120503652039325
,,1739209887.65635,-45.120503652039325
,,1739209887.6563509,-24.151403521958727
,,1739209887.6563518,-13.379905574789037
,,1739209887.6563523,-11.202334415906805
,,1739209887.6563537,-23.50682362968953
,,1739209887.6563544,-38.13080360867914
,,1739209887.6563551,-45.120503652039325
,,1739209887.656356,-38.13080360867914
,,1739209887.6563568,-38.13080360867914
,,1739209887.6563578,-45.120503652039325
,,1739209887.6563585,-45.120503652039325
,,1739209887.6563594,-38.13080360867914
,,1739209887.6563604,-45.120503652039325
,,1739209887.656361,-38.13080360867914
,,1739209887.656362,-38.13080360867914
,,1739209887.6563628,-28.992665084841946
,,1739209887.6563635,-45.120503652039325
,,1739209887.6563644,-45.120503652039325
,,1739209887.6563654,-38.13080360867914
,,1739209887.6563663,-23.16150712794696
,,1739209887.656367,-33.981070128970906
,,1739209887.656368,-38.13080360867914
,,1739209887.6563687,-38.13080360867914
,,1739209887.6563697,-28.992665084841946
,,1739209887.6563706,-38.13080360867914
