CAN Message, 0x1d3:000097f37f8f083a,Timestamp,Amplitude
,,1739209756.980953,-35.57807855764607
,,1739209756.980958,-38.13080360867914
,,1739209756.980963,-45.120503652039325
,,1739209756.980968,-45.120503652039325
,,1739209756.980973,-45.120503652039325
,,1739209756.980978,-45.120503652039325
,,1739209756.980983,-45.120503652039325
,,1739209756.980988,-35.57807855764607
,,1739209756.980993,-38.13080360867914
,,1739209756.980998,-45.120503652039325
,,1739209756.981003,-38.13080360867914
,,1739209756.981008,-33.981070128970906
,,1739209756.981013,-38.13080360867914
,,1739209756.981018,-45.120503652039325
,,1739209756.9810228,-45.120503652039325
,,1739209756.9810278,-45.120503652039325
,,1739209756.9810328,-45.120503652039325
,,1739209756.981038,-32.816014438256545
,,1739209756.9810429,-45.120503652039325
,,1739209756.981048,-45.120503652039325
,,1739209756.9810529,-33.981070128970906
,,1739209756.981058,-45.120503652039325
,,1739209756.981063,-38.13080360867914
,,1739209756.981068,-38.13080360867914
,,1739209756.981073,-45.120503652039325
,,1739209756.981078,-35.57807855764607
,,1739209756.981083,-38.13080360867914
,,1739209756.981088,-45.120503652039325
,,1739209756.981093,-45.120503652039325
,,1739209756.981098,-45.120503652039325
,,1739209756.981103,-45.120503652039325
,,1739209756.981108,-45.120503652039325
,,1739209756.981113,-45.120503652039325
,,1739209756.981118,-45.120503652039325
,,1739209756.981123,-45.120503652039325
,,1739209756.981128,-38.13080360867914
,,1739209756.981133,-45.120503652039325
,,1739209756.981138,-38.13080360867914
,,1739209756.981143,-38.13080360867914
,,1739209756.981148,-35.57807855764607
,,1739209756.981153,-31.141103565318915
,,1739209756.981158,-32.816014438256545
,,1739209756.981163,-35.57807855764607
,,1739209756.981168,-45.120503652039325
,,1739209756.981173,-38.13080360867914
,,1739209756.9811778,-35.57807855764607
,,1739209756.9811828,-45.120503652039325
,,1739209756.9811878,-38.13080360867914
,,1739209756.9811928,-33.981070128970906
,,1739209756.9811978,-29.438486411369357
,,1739209756.9812028,-16.517123586329355
,,1739209756.9812078,-14.457244398418911
,,1739209756.9812129,-33.981070128970906
,,1739209756.981218,-38.13080360867914
,,1739209756.9812229,-38.13080360867914
,,1739209756.981228,-45.120503652039325
,,1739209756.981233,-45.120503652039325
,,1739209756.981238,-45.120503652039325
,,1739209756.981243,-45.120503652039325
,,1739209756.981248,-32.816014438256545
,,1739209756.981253,-26.99137008561072
,,1739209756.981258,-45.120503652039325
,,1739209756.981263,-45.120503652039325
,,1739209756.981268,-35.57807855764607
,,1739209756.981273,-25.82631439489636
,,1739209756.981278,-45.120503652039325
,,1739209756.981283,-45.120503652039325
,,1739209756.981288,-35.57807855764607
,,1739209756.981293,-31.141103565318915
,,1739209756.981298,-35.57807855764607
,,1739209756.981303,-35.57807855764607
,,1739209756.981308,-45.120503652039325
,,1739209756.981313,-29.438486411369357
,,1739209756.981318,-33.981070128970906
,,1739209756.981323,-26.487275050834725
,,1739209756.981328,-33.981070128970906
,,1739209756.981333,-45.120503652039325
,,1739209756.981338,-38.13080360867914
,,1739209756.9813428,-35.57807855764607
,,1739209756.9813478,-38.13080360867914
,,1739209756.9813528,-25.25278630937684
,,1739209756.9813578,-38.13080360867914
,,1739209756.9813628,-45.120503652039325
,,1739209756.9813678,-45.120503652039325
,,1739209756.9813728,-38.13080360867914
,,1739209756.9813778,-45.120503652039325
,,1739209756.9813828,-45.120503652039325
,,1739209756.981388,-38.13080360867914
,,1739209756.9813929,-31.141103565318915
,,1739209756.981398,-38.13080360867914
,,1739209756.9814029,-38.13080360867914
,,1739209756.981408,-38.13080360867914
,,1739209756.981413,-32.816014438256545
,,1739209756.981418,-45.120503652039325
,,1739209756.981423,-45.120503652039325
,,1739209756.981428,-38.13080360867914
,,1739209756.981433,-28.992665084841946
,,1739209756.981438,-33.981070128970906
,,1739209756.981443,-38.13080360867914
,,1739209756.981448,-45.120503652039325
,,1739209756.981453,-31.141103565318915
,,1739209756.981458,-31.141103565318915
,,1739209756.981463,-38.13080360867914
,,1739209756.981468,-20.001670042250545
,,1739209756.981473,-38.13080360867914
,,1739209756.981478,-38.13080360867914
