CAN Message, 0x77:9a1019e04b13557c,Timestamp,Amplitude
,,1739209919.4319315,-38.13080360867914
,,1739209919.4319358,-33.981070128970906
,,1739209919.43194,-45.120503652039325
,,1739209919.431944,-33.981070128970906
,,1739209919.4319482,-33.981070128970906
,,1739209919.4319525,-38.13080360867914
,,1739209919.4319563,-33.981070128970906
,,1739209919.4319606,-38.13080360867914
,,1739209919.4319649,-38.13080360867914
,,1739209919.431969,-45.120503652039325
,,1739209919.431973,-38.13080360867914
,,1739209919.4319773,-45.120503652039325
,,1739209919.431981,-33.981070128970906
,,1739209919.4319854,-38.13080360867914
,,1739209919.4319897,-38.13080360867914
,,1739209919.4319935,-38.13080360867914
,,1739209919.4319978,-45.120503652039325
,,1739209919.432002,-45.120503652039325
,,1739209919.432006,-45.120503652039325
,,1739209919.4320102,-45.120503652039325
,,1739209919.4320145,-38.13080360867914
,,1739209919.4320185,-38.13080360867914
,,1739209919.4320226,-45.120503652039325
,,1739209919.4320269,-45.120503652039325
,,1739209919.432031,-45.120503652039325
,,1739209919.432035,-33.981070128970906
,,1739209919.4320393,-33.981070128970906
,,1739209919.4320433,-38.13080360867914
,,1739209919.4320474,-38.13080360867914
,,1739209919.4320517,-38.13080360867914
,,1739209919.4320557,-38.13080360867914
,,1739209919.4320598,-45.120503652039325
,,1739209919.432064,-38.13080360867914
,,1739209919.432068,-35.57807855764607
,,1739209919.4320722,-38.13080360867914
,,1739209919.4320765,-45.120503652039325
,,1739209919.4320805,-38.13080360867914
,,1739209919.4320846,-38.13080360867914
,,1739209919.4320889,-45.120503652039325
,,1739209919.432093,-45.120503652039325
,,1739209919.432097,-45.120503652039325
,,1739209919.4321012,-35.57807855764607
,,1739209919.4321053,-38.13080360867914
,,1739209919.4321094,-33.981070128970906
,,1739209919.4321136,-38.13080360867914
,,1739209919.4321177,-33.981070128970906
,,1739209919.4321218,-38.13080360867914
,,1739209919.432126,-35.57807855764607
,,1739209919.43213,-28.992665084841946
,,1739209919.4321342,-18.521341651340787
,,1739209919.4321384,-10.786005714423332
,,1739209919.4321425,-28.992665084841946
,,1739209919.4321463,-33.981070128970906
,,1739209919.4321508,-45.120503652039325
,,1739209919.432155,-38.13080360867914
,,1739209919.432159,-38.13080360867914
,,1739209919.4321632,-45.120503652039325
,,1739209919.4321673,-38.13080360867914
,,1739209919.432171,-30.49652367304973
,,1739209919.4321756,-45.120503652039325
,,1739209919.4321797,-33.981070128970906
,,1739209919.4321835,-38.13080360867914
,,1739209919.432188,-38.13080360867914
,,1739209919.432192,-32.816014438256545
,,1739209919.432196,-38.13080360867914
,,1739209919.4322004,-35.57807855764607
,,1739209919.4322045,-33.981070128970906
,,1739209919.4322083,-38.13080360867914
,,1739209919.4322128,-38.13080360867914
,,1739209919.432217,-45.120503652039325
,,1739209919.432221,-38.13080360867914
,,1739209919.4322252,-38.13080360867914
,,1739209919.4322293,-45.120503652039325
,,1739209919.432233,-21.598678470925663
,,1739209919.4322376,-19.045953419892605
,,1739209919.4322417,-38.13080360867914
,,1739209919.4322455,-45.120503652039325
,,1739209919.43225,-29.438486411369333
,,1739209919.432254,-18.877682693682605
,,1739209919.432258,-17.331758932011894
,,1739209919.4322624,-28.992665084841946
,,1739209919.4322665,-38.13080360867914
,,1739209919.4322703,-28.992665084841946
,,1739209919.4322748,-35.57807855764607
,,1739209919.4322789,-38.13080360867914
,,1739209919.432283,-35.57807855764607
,,1739209919.4322872,-29.438486411369347
,,1739209919.4322913,-45.120503652039325
,,1739209919.432295,-38.13080360867914
,,1739209919.4322996,-35.57807855764607
,,1739209919.4323037,-31.141103565318915
,,1739209919.4323075,-45.120503652039325
,,1739209919.432312,-38.13080360867914
,,1739209919.432316,-35.57807855764607
,,1739209919.43232,-32.81601443825658
,,1739209919.4323244,-45.120503652039325
,,1739209919.4323285,-45.120503652039325
,,1739209919.4323325,-35.57807855764607
,,1739209919.4323368,-38.13080360867914
,,1739209919.4323409,-45.120503652039325
,,1739209919.432345,-38.13080360867914
,,1739209919.4323492,-31.141103565318915
,,1739209919.4323533,-20.109911029861767
,,1739209919.4323573,-28.58837851428589
,,1739209919.4323616,-32.816014438256545
,,1739209919.4323657,-45.120503652039325
,,1739209919.4323697,-25.25278630937684
,,1739209919.432374,-9.955149913081296
,,1739209919.432378,-16.517123586329358
,,1739209919.432382,-23.38864096791655
,,1739209919.4323864,-35.57807855764607
,,1739209919.4323905,-35.57807855764607
,,1739209919.4323945,-33.981070128970906
,,1739209919.4323988,-38.13080360867914
,,1739209919.4324028,-27.267205301931607
,,1739209919.432407,-24.15140352195872
,,1739209919.4324112,-28.58837851428589
,,1739209919.4324152,-25.25278630937684
,,1739209919.4324193,-32.816014438256545
,,1739209919.4324236,-38.13080360867914
,,1739209919.4324276,-38.13080360867914
,,1739209919.4324317,-45.120503652039325
,,1739209919.432436,-24.438645034577675
,,1739209919.43244,-26.99137008561072
,,1739209919.432444,-45.120503652039325
,,1739209919.4324484,-38.13080360867914
,,1739209919.4324524,-33.981070128970906
,,1739209919.4324565,-45.120503652039325
,,1739209919.4324608,-45.120503652039325
,,1739209919.4324648,-38.13080360867914
,,1739209919.432469,-32.816014438256545
,,1739209919.4324732,-33.981070128970906
,,1739209919.4324772,-38.13080360867914
,,1739209919.4324813,-38.13080360867914
,,1739209919.4324856,-45.120503652039325
,,1739209919.4324896,-45.120503652039325
,,1739209919.4324937,-38.13080360867914
,,1739209919.432498,-38.13080360867914
,,1739209919.432502,-35.57807855764607
,,1739209919.432506,-45.120503652039325
,,1739209919.4325104,-45.120503652039325
,,1739209919.4325144,-45.120503652039325
,,1739209919.4325185,-45.120503652039325
,,1739209919.4325228,-45.120503652039325
,,1739209919.4325268,-38.13080360867914
,,1739209919.4325309,-45.120503652039325
,,1739209919.4325352,-45.120503652039325
,,1739209919.4325392,-38.13080360867914
,,1739209919.4325433,-45.120503652039325
,,1739209919.4325476,-33.981070128970906
,,1739209919.4325516,-24.589719217205094
,,1739209919.4325557,-28.992665084841967
,,1739209919.43256,-33.981070128970906
,,1739209919.432564,-45.120503652039325
,,1739209919.432568,-27.267205301931607
,,1739209919.4325724,-18.29905288830097
,,1739209919.4325764,-19.40341533395241
,,1739209919.4325805,-28.58837851428586
,,1739209919.4325848,-45.120503652039325
,,1739209919.4325888,-38.13080360867914
,,1739209919.4325929,-38.13080360867914
,,1739209919.4325972,-38.13080360867914
,,1739209919.4326012,-35.57807855764607
,,1739209919.4326053,-23.50682362968953
,,1739209919.4326096,-38.13080360867914
,,1739209919.4326136,-38.13080360867914
,,1739209919.4326177,-45.120503652039325
,,1739209919.432622,-33.98107012897096
,,1739209919.432626,-45.120503652039325
,,1739209919.43263,-38.13080360867914
,,1739209919.4326344,-38.13080360867914
,,1739209919.4326384,-25.826314394896357
,,1739209919.4326425,-45.120503652039325
,,1739209919.4326468,-45.120503652039325
,,1739209919.4326508,-35.57807855764607
,,1739209919.4326549,-38.13080360867914
,,1739209919.4326591,-45.120503652039325
,,1739209919.4326632,-45.120503652039325
,,1739209919.4326673,-45.120503652039325
,,1739209919.4326715,-20.001670042250545
,,1739209919.4326756,-45.120503652039325
,,1739209919.4326797,-33.981070128970906
,,1739209919.432684,-33.981070128970906
,,1739209919.432688,-30.49652367304973
,,1739209919.432692,-8.238976096123627
,,1739209919.4326963,-19.45023999044868
,,1739209919.4327004,-33.98107012897096
,,1739209919.4327044,-29.438486411369333
,,1739209919.4327087,-33.98107012897096
,,1739209919.4327128,-24.74623867263306
,,1739209919.4327168,-32.816014438256545
,,1739209919.4327211,-31.141103565318915
,,1739209919.4327252,-38.13080360867914
,,1739209919.4327292,-38.13080360867914
,,1739209919.4327335,-45.120503652039325
,,1739209919.4327376,-38.13080360867914
,,1739209919.4327416,-38.13080360867914
,,1739209919.432746,-35.57807855764607
,,1739209919.43275,-38.13080360867914
,,1739209919.432754,-45.120503652039325
,,1739209919.4327583,-35.57807855764607
,,1739209919.4327624,-35.57807855764607
,,1739209919.4327664,-38.13080360867914
,,1739209919.4327707,-33.981070128970906
,,1739209919.4327748,-27.87774495603141
,,1739209919.4327788,-35.57807855764607
,,1739209919.4327831,-45.120503652039325
,,1739209919.4327872,-38.13080360867914
,,1739209919.4327912,-30.49652367304973
,,1739209919.4327955,-38.13080360867914
,,1739209919.4327996,-45.120503652039325
,,1739209919.4328036,-45.120503652039325
,,1739209919.432808,-38.13080360867914
,,1739209919.432812,-45.120503652039325
,,1739209919.432816,-45.120503652039325
,,1739209919.4328203,-45.120503652039325
,,1739209919.4328244,-45.120503652039325
,,1739209919.4328284,-45.120503652039325
,,1739209919.4328327,-45.120503652039325
,,1739209919.4328368,-33.981070128970906
,,1739209919.4328408,-26.487275050834715
,,1739209919.432845,-26.99137008561072
,,1739209919.4328492,-12.022073604878589
,,1739209919.4328532,-10.256198863494957
,,1739209919.4328575,-28.992665084841967
,,1739209919.4328616,-32.816014438256545
,,1739209919.4328656,-38.13080360867914
,,1739209919.43287,-30.49652367304973
,,1739209919.432874,-31.141103565318915
,,1739209919.432878,-38.13080360867914
,,1739209919.4328823,-38.13080360867914
,,1739209919.4328864,-33.981070128970906
,,1739209919.4328904,-31.141103565318915
,,1739209919.4328947,-45.120503652039325
,,1739209919.4328988,-45.120503652039325
,,1739209919.4329028,-32.816014438256545
,,1739209919.432907,-45.120503652039325
