CAN Message, 0x1d3:00005061880c5903,Timestamp,Amplitude
,,1739209721.4692626,-45.120503652039325
,,1739209721.4692726,-38.13080360867914
,,1739209721.4692826,-38.13080360867914
,,1739209721.4692929,-45.120503652039325
,,1739209721.469303,-33.981070128970906
,,1739209721.469313,-38.13080360867914
,,1739209721.469323,-38.13080360867914
,,1739209721.4693332,-45.120503652039325
,,1739209721.4693432,-45.120503652039325
,,1739209721.4693532,-38.13080360867914
,,1739209721.4693632,-38.13080360867914
,,1739209721.4693732,-45.120503652039325
,,1739209721.4693837,-38.13080360867914
,,1739209721.4693935,-38.13080360867914
,,1739209721.4694035,-38.13080360867914
,,1739209721.4694135,-45.120503652039325
,,1739209721.4694238,-45.120503652039325
,,1739209721.4694338,-38.13080360867914
,,1739209721.4694438,-35.57807855764607
,,1739209721.4694538,-38.13080360867914
,,1739209721.4694638,-33.981070128970906
,,1739209721.469474,-27.87774495603143
,,1739209721.469484,-22.44878636800916
,,1739209721.469494,-32.816014438256545
,,1739209721.469504,-45.120503652039325
,,1739209721.4695144,-45.120503652039325
,,1739209721.4695244,-38.13080360867914
,,1739209721.4695344,-45.120503652039325
,,1739209721.4695444,-31.141103565318915
,,1739209721.469555,-28.992665084841946
,,1739209721.469565,-35.57807855764607
,,1739209721.4695747,-38.13080360867914
,,1739209721.4695847,-38.13080360867914
,,1739209721.4695947,-35.57807855764607
,,1739209721.469605,-38.13080360867914
,,1739209721.469615,-33.981070128970906
,,1739209721.469625,-45.120503652039325
,,1739209721.469635,-31.14110356531892
,,1739209721.4696453,-33.981070128970906
,,1739209721.4696553,-38.13080360867914
,,1739209721.4696653,-45.120503652039325
,,1739209721.4696753,-31.141103565318915
,,1739209721.4696856,-45.120503652039325
,,1739209721.4696956,-38.13080360867914
,,1739209721.4697056,-45.120503652039325
,,1739209721.4697156,-20.001670042250552
,,1739209721.4697256,-24.438645034577675
,,1739209721.469736,-45.120503652039325
,,1739209721.469746,-33.981070128970906
,,1739209721.469756,-24.589719217205094
,,1739209721.469766,-11.345619818277966
,,1739209721.4697762,-12.980016857919878
,,1739209721.4697862,-28.992665084841967
,,1739209721.4697962,-28.992665084841946
,,1739209721.4698062,-45.120503652039325
,,1739209721.4698162,-45.120503652039325
,,1739209721.4698265,-45.120503652039325
,,1739209721.4698365,-30.49652367304973
,,1739209721.4698465,-45.120503652039325
,,1739209721.4698565,-45.120503652039325
,,1739209721.4698668,-38.13080360867914
,,1739209721.4698768,-32.816014438256545
,,1739209721.4698868,-38.13080360867914
,,1739209721.4698968,-35.57807855764607
,,1739209721.469907,-32.816014438256545
,,1739209721.469917,-28.992665084841946
,,1739209721.469927,-38.13080360867914
,,1739209721.469937,-45.120503652039325
,,1739209721.469947,-35.57807855764607
,,1739209721.4699574,-38.13080360867914
,,1739209721.4699674,-45.120503652039325
,,1739209721.4699774,-38.13080360867914
,,1739209721.4699874,-35.57807855764607
,,1739209721.4699976,-45.120503652039325
,,1739209721.4700077,-22.84163660590256
,,1739209721.4700177,-30.49652367304973
,,1739209721.4700277,-38.13080360867914
,,1739209721.470038,-25.826314394896357
,,1739209721.470048,-32.816014438256545
,,1739209721.470058,-12.099359882477277
,,1739209721.470068,-18.755624688505637
,,1739209721.470078,-25.82631439489636
,,1739209721.4700882,-45.120503652039325
,,1739209721.4700985,-45.120503652039325
,,1739209721.4701085,-38.13080360867914
,,1739209721.4701183,-27.877744956031417
,,1739209721.4701283,-35.57807855764607
,,1739209721.4701383,-33.981070128970906
,,1739209721.4701486,-31.141103565318915
,,1739209721.4701586,-27.267205301931607
,,1739209721.4701686,-38.13080360867914
,,1739209721.4701788,-45.120503652039325
,,1739209721.4701889,-38.13080360867914
,,1739209721.4701989,-31.141103565318915
,,1739209721.470209,-38.13080360867914
,,1739209721.4702191,-38.13080360867914
,,1739209721.4702291,-32.816014438256545
,,1739209721.4702392,-45.120503652039325
,,1739209721.4702492,-23.38864096791655
,,1739209721.4702594,-20.822980852015213
,,1739209721.4702694,-45.120503652039325
,,1739209721.4702797,-31.141103565318915
,,1739209721.4702897,-33.981070128970906
,,1739209721.4702995,-45.120503652039325
,,1739209721.4703095,-45.120503652039325
,,1739209721.4703195,-38.13080360867914
,,1739209721.4703298,-45.120503652039325
,,1739209721.4703398,-45.120503652039325
,,1739209721.47035,-45.120503652039325
,,1739209721.47036,-38.13080360867914
,,1739209721.47037,-38.13080360867914
,,1739209721.47038,-45.120503652039325
,,1739209721.47039,-45.120503652039325
,,1739209721.4704003,-31.141103565318915
,,1739209721.4704103,-33.981070128970906
