CAN Message, 0x1a7:00003bbbe51a6676,Timestamp,Amplitude
,,1739209687.8897307,-32.816014438256545
,,1739209687.8897336,-35.57807855764607
,,1739209687.8897364,-38.13080360867914
,,1739209687.8897395,-38.13080360867914
,,1739209687.8897424,-38.13080360867914
,,1739209687.8897452,-45.120503652039325
,,1739209687.889748,-35.57807855764607
,,1739209687.8897512,-38.13080360867914
,,1739209687.889754,-45.120503652039325
,,1739209687.889757,-35.57807855764607
,,1739209687.8897598,-38.13080360867914
,,1739209687.8897629,-38.13080360867914
,,1739209687.8897655,-45.120503652039325
,,1739209687.8897686,-45.120503652039325
,,1739209687.8897717,-38.13080360867914
,,1739209687.8897746,-35.57807855764607
,,1739209687.8897774,-35.57807855764607
,,1739209687.8897803,-38.13080360867914
,,1739209687.8897834,-38.13080360867914
,,1739209687.8897862,-38.13080360867914
,,1739209687.889789,-45.120503652039325
,,1739209687.889792,-45.120503652039325
,,1739209687.889795,-38.13080360867914
,,1739209687.889798,-38.13080360867914
,,1739209687.8898008,-32.816014438256545
,,1739209687.8898036,-29.438486411369333
,,1739209687.8898067,-38.13080360867914
,,1739209687.8898096,-38.13080360867914
,,1739209687.8898125,-35.57807855764607
,,1739209687.889815,-38.13080360867914
,,1739209687.8898184,-35.57807855764607
,,1739209687.8898213,-32.816014438256545
,,1739209687.8898242,-45.120503652039325
,,1739209687.889827,-33.98107012897096
,,1739209687.88983,-35.57807855764607
,,1739209687.889833,-35.57807855764607
,,1739209687.8898358,-38.13080360867914
,,1739209687.8898387,-45.120503652039325
,,1739209687.8898418,-32.816014438256545
,,1739209687.889845,-38.13080360867914
,,1739209687.8898475,-32.816014438256545
,,1739209687.8898506,-38.13080360867914
,,1739209687.8898537,-35.57807855764607
,,1739209687.8898563,-35.57807855764607
,,1739209687.8898592,-45.120503652039325
,,1739209687.8898623,-45.120503652039325
,,1739209687.8898652,-45.120503652039325
,,1739209687.889868,-45.120503652039325
,,1739209687.889871,-45.120503652039325
,,1739209687.889874,-27.8777449560314
,,1739209687.8898768,-9.138071735503068
,,1739209687.8898797,-19.00327057196588
,,1739209687.8898826,-26.991370085610736
,,1739209687.8898857,-45.120503652039325
,,1739209687.8898883,-38.13080360867914
,,1739209687.8898914,-33.981070128970906
,,1739209687.8898942,-45.120503652039325
,,1739209687.889897,-38.13080360867914
,,1739209687.8899002,-45.120503652039325
,,1739209687.889903,-45.120503652039325
,,1739209687.889906,-45.120503652039325
,,1739209687.889909,-45.120503652039325
,,1739209687.889912,-35.57807855764607
,,1739209687.8899148,-35.57807855764607
,,1739209687.889918,-38.13080360867914
,,1739209687.8899207,-35.57807855764607
,,1739209687.8899236,-38.13080360867914
,,1739209687.8899264,-35.57807855764607
,,1739209687.8899295,-45.120503652039325
,,1739209687.8899324,-38.13080360867914
,,1739209687.8899353,-33.981070128970906
,,1739209687.889938,-35.57807855764607
,,1739209687.8899412,-38.13080360867914
,,1739209687.889944,-30.49652367304973
,,1739209687.889947,-16.73831143296303
,,1739209687.8899498,-45.120503652039325
,,1739209687.889953,-38.13080360867914
,,1739209687.8899558,-38.13080360867914
,,1739209687.8899586,-26.991370085610736
,,1739209687.8899615,-9.698475827699012
,,1739209687.8899646,-28.58837851428586
,,1739209687.8899674,-45.120503652039325
,,1739209687.8899703,-31.141103565318915
,,1739209687.8899732,-38.13080360867914
,,1739209687.8899765,-33.981070128970906
,,1739209687.8899791,-28.992665084841946
,,1739209687.889982,-33.981070128970906
,,1739209687.889985,-38.13080360867914
,,1739209687.889988,-45.120503652039325
,,1739209687.8899908,-33.981070128970906
,,1739209687.8899937,-33.981070128970906
,,1739209687.8899968,-35.57807855764607
,,1739209687.8899996,-38.13080360867914
,,1739209687.8900025,-45.120503652039325
,,1739209687.8900054,-35.57807855764607
,,1739209687.8900084,-35.57807855764607
,,1739209687.8900113,-38.13080360867914
,,1739209687.8900142,-28.58837851428586
,,1739209687.890017,-27.267205301931607
,,1739209687.89002,-38.13080360867914
,,1739209687.890023,-38.13080360867914
,,1739209687.890026,-45.120503652039325
,,1739209687.8900287,-26.99137008561072
,,1739209687.8900318,-19.642756598161068
,,1739209687.890035,-45.120503652039325
,,1739209687.8900375,-38.13080360867914
,,1739209687.8900404,-23.38864096791655
,,1739209687.8900435,-19.13259858440813
,,1739209687.8900464,-10.024446605923728
,,1739209687.8900492,-28.992665084841946
,,1739209687.8900523,-38.13080360867914
,,1739209687.8900552,-45.120503652039325
,,1739209687.890058,-38.13080360867914
,,1739209687.890061,-38.13080360867914
,,1739209687.890064,-45.120503652039325
,,1739209687.8900669,-38.13080360867914
,,1739209687.8900695,-45.120503652039325
,,1739209687.8900726,-26.99137008561072
,,1739209687.8900757,-33.981070128970906
,,1739209687.8900783,-45.120503652039325
,,1739209687.8900814,-45.120503652039325
,,1739209687.8900845,-45.120503652039325
,,1739209687.8900874,-33.981070128970906
,,1739209687.8900902,-38.13080360867914
,,1739209687.890093,-45.120503652039325
,,1739209687.890096,-38.13080360867914
,,1739209687.890099,-25.82631439489636
,,1739209687.890102,-21.598678470925663
,,1739209687.8901048,-33.981070128970906
,,1739209687.8901076,-45.120503652039325
,,1739209687.8901107,-32.816014438256545
,,1739209687.8901136,-35.57807855764607
,,1739209687.8901165,-45.120503652039325
,,1739209687.8901196,-45.120503652039325
,,1739209687.8901224,-38.13080360867914
,,1739209687.8901253,-38.13080360867914
,,1739209687.890128,-29.438486411369333
,,1739209687.8901312,-35.57807855764607
,,1739209687.890134,-45.120503652039325
,,1739209687.890137,-38.13080360867914
,,1739209687.8901398,-38.13080360867914
,,1739209687.890143,-45.120503652039325
,,1739209687.8901458,-32.81601443825658
,,1739209687.8901486,-45.120503652039325
,,1739209687.8901515,-38.13080360867914
