CAN Message, 0x62:087acf845612f662,Timestamp,Amplitude
,,1739209877.8128054,-45.120503652039325
,,1739209877.812808,-45.120503652039325
,,1739209877.812811,-33.981070128970906
,,1739209877.8128133,-45.120503652039325
,,1739209877.8128157,-45.120503652039325
,,1739209877.8128183,-45.120503652039325
,,1739209877.812821,-45.120503652039325
,,1739209877.8128235,-45.120503652039325
,,1739209877.8128262,-38.13080360867914
,,1739209877.8128288,-33.981070128970906
,,1739209877.8128314,-38.13080360867914
,,1739209877.812834,-38.13080360867914
,,1739209877.8128366,-45.120503652039325
,,1739209877.812839,-45.120503652039325
,,1739209877.8128417,-45.120503652039325
,,1739209877.8128445,-38.13080360867914
,,1739209877.812847,-33.981070128970906
,,1739209877.8128495,-35.57807855764607
,,1739209877.812852,-45.120503652039325
,,1739209877.8128548,-45.120503652039325
,,1739209877.8128574,-45.120503652039325
,,1739209877.8128598,-45.120503652039325
,,1739209877.8128624,-45.120503652039325
,,1739209877.812865,-45.120503652039325
,,1739209877.8128676,-33.981070128970906
,,1739209877.8128705,-31.141103565318915
,,1739209877.812873,-45.120503652039325
,,1739209877.8128755,-38.13080360867914
,,1739209877.812878,-45.120503652039325
,,1739209877.8128808,-38.13080360867914
,,1739209877.8128831,-45.120503652039325
,,1739209877.8128858,-45.120503652039325
,,1739209877.8128884,-33.98107012897096
,,1739209877.812891,-35.57807855764607
,,1739209877.8128936,-31.141103565318893
,,1739209877.8128965,-38.13080360867914
,,1739209877.8128989,-45.120503652039325
,,1739209877.8129015,-33.981070128970906
,,1739209877.812904,-38.13080360867914
,,1739209877.8129065,-45.120503652039325
,,1739209877.8129091,-45.120503652039325
,,1739209877.8129115,-45.120503652039325
,,1739209877.8129144,-38.13080360867914
,,1739209877.812917,-45.120503652039325
,,1739209877.8129196,-38.13080360867914
,,1739209877.8129222,-38.13080360867914
,,1739209877.8129249,-45.120503652039325
,,1739209877.8129272,-45.120503652039325
,,1739209877.81293,-45.120503652039325
,,1739209877.8129325,-24.589719217205094
,,1739209877.812935,-9.000086205586598
,,1739209877.8129375,-18.299052888300974
,,1739209877.8129404,-25.62660358559016
,,1739209877.812943,-45.120503652039325
,,1739209877.8129456,-45.120503652039325
,,1739209877.8129482,-38.13080360867914
,,1739209877.8129506,-35.57807855764607
,,1739209877.8129532,-25.62660358559016
,,1739209877.812956,-33.981070128970906
,,1739209877.8129585,-38.13080360867914
,,1739209877.812961,-45.120503652039325
,,1739209877.8129635,-38.13080360867914
,,1739209877.8129663,-38.13080360867914
,,1739209877.812969,-38.13080360867914
,,1739209877.8129716,-45.120503652039325
,,1739209877.812974,-29.438486411369347
,,1739209877.8129766,-38.13080360867914
,,1739209877.8129792,-38.13080360867914
,,1739209877.8129818,-45.120503652039325
,,1739209877.8129845,-31.141103565318915
,,1739209877.812987,-35.57807855764607
,,1739209877.8129897,-38.13080360867914
,,1739209877.8129923,-45.120503652039325
,,1739209877.8129947,-31.141103565318915
,,1739209877.812997,-17.88594693168743
,,1739209877.813,-38.13080360867914
,,1739209877.8130026,-38.13080360867914
,,1739209877.8130052,-45.120503652039325
,,1739209877.8130078,-25.82631439489636
,,1739209877.8130105,-9.850652966439332
,,1739209877.813013,-38.13080360867914
,,1739209877.8130157,-31.141103565318915
,,1739209877.813018,-38.13080360867914
,,1739209877.8130207,-38.13080360867914
,,1739209877.813023,-38.13080360867914
,,1739209877.813026,-45.120503652039325
,,1739209877.8130286,-45.120503652039325
,,1739209877.8130312,-45.120503652039325
,,1739209877.8130338,-38.13080360867914
,,1739209877.8130364,-35.57807855764607
,,1739209877.813039,-45.120503652039325
,,1739209877.8130414,-45.120503652039325
,,1739209877.813044,-38.13080360867914
,,1739209877.8130467,-38.13080360867914
,,1739209877.8130493,-45.120503652039325
,,1739209877.813052,-38.13080360867914
,,1739209877.8130546,-45.120503652039325
,,1739209877.8130572,-35.57807855764607
,,1739209877.8130598,-32.816014438256545
,,1739209877.8130622,-38.13080360867914
,,1739209877.8130648,-45.120503652039325
,,1739209877.8130674,-28.58837851428586
,,1739209877.81307,-27.267205301931607
,,1739209877.8130727,-25.077289914212862
,,1739209877.8130753,-38.13080360867914
,,1739209877.813078,-26.99137008561072
,,1739209877.8130803,-28.58837851428586
,,1739209877.8130832,-25.826314394896357
,,1739209877.8130856,-14.457244398418911
,,1739209877.8130882,-35.57807855764607
,,1739209877.8130908,-31.141103565318915
,,1739209877.8130934,-38.13080360867914
,,1739209877.813096,-38.13080360867914
,,1739209877.813099,-32.816014438256545
,,1739209877.8131013,-38.13080360867914
,,1739209877.813104,-38.13080360867914
,,1739209877.8131063,-45.120503652039325
,,1739209877.813109,-16.6881758710592
,,1739209877.8131115,-25.62660358559016
,,1739209877.8131142,-38.13080360867914
,,1739209877.8131168,-33.981070128970906
,,1739209877.8131194,-45.120503652039325
,,1739209877.813122,-31.141103565318943
,,1739209877.813125,-38.13080360867914
,,1739209877.8131273,-45.120503652039325
,,1739209877.8131297,-45.120503652039325
,,1739209877.8131323,-30.49652367304973
,,1739209877.813135,-19.403415333952413
,,1739209877.8131375,-45.120503652039325
,,1739209877.8131402,-45.120503652039325
,,1739209877.8131428,-32.816014438256545
,,1739209877.8131454,-38.13080360867914
,,1739209877.813148,-45.120503652039325
,,1739209877.8131506,-45.120503652039325
,,1739209877.813153,-38.13080360867914
,,1739209877.8131557,-38.13080360867914
,,1739209877.8131585,-45.120503652039325
,,1739209877.813161,-38.13080360867914
,,1739209877.8131635,-26.0356534632528
,,1739209877.813166,-35.57807855764607
,,1739209877.8131688,-45.120503652039325
,,1739209877.8131714,-38.13080360867914
,,1739209877.813174,-38.13080360867914
,,1739209877.8131764,-45.120503652039325
,,1739209877.813179,-38.13080360867914
,,1739209877.8131816,-35.57807855764607
,,1739209877.8131845,-38.13080360867914
,,1739209877.813187,-45.120503652039325
,,1739209877.8131895,-45.120503652039325
,,1739209877.813192,-33.981070128970906
,,1739209877.8131948,-22.26493056196156
,,1739209877.8131971,-19.0459534198926
,,1739209877.8131998,-33.981070128970906
,,1739209877.8132024,-28.992665084841946
,,1739209877.813205,-27.87774495603143
,,1739209877.8132076,-15.573255742248662
,,1739209877.8132102,-8.700807675018698
,,1739209877.8132129,-28.58837851428589
,,1739209877.8132155,-38.13080360867914
,,1739209877.813218,-38.13080360867914
,,1739209877.8132205,-35.57807855764607
,,1739209877.8132231,-45.120503652039325
,,1739209877.8132255,-30.49652367304973
,,1739209877.8132284,-31.141103565318915
,,1739209877.813231,-38.13080360867914
,,1739209877.8132336,-35.57807855764607
,,1739209877.8132362,-38.13080360867914
,,1739209877.8132389,-45.120503652039325
,,1739209877.8132415,-32.816014438256545
,,1739209877.813244,-45.120503652039325
,,1739209877.8132465,-26.99137008561072
,,1739209877.813249,-31.141103565318915
,,1739209877.8132515,-45.120503652039325
,,1739209877.8132544,-35.57807855764607
