CAN Message, 0x1bb:00002364dbdbd6e6,Timestamp,Amplitude
,,1739209822.502837,-45.120503652039325
,,1739209822.5028408,-35.57807855764607
,,1739209822.5028448,-32.816014438256545
,,1739209822.5028489,-45.120503652039325
,,1739209822.502853,-45.120503652039325
,,1739209822.5028567,-38.13080360867914
,,1739209822.5028603,-35.57807855764607
,,1739209822.5028646,-45.120503652039325
,,1739209822.5028684,-45.120503652039325
,,1739209822.5028725,-33.981070128970906
,,1739209822.5028763,-38.13080360867914
,,1739209822.5028803,-45.120503652039325
,,1739209822.5028844,-38.13080360867914
,,1739209822.5028882,-35.57807855764607
,,1739209822.5028925,-35.57807855764607
,,1739209822.502896,-45.120503652039325
,,1739209822.5029,-33.981070128970906
,,1739209822.502904,-38.13080360867914
,,1739209822.502908,-31.141103565318915
,,1739209822.5029118,-35.57807855764607
,,1739209822.502916,-35.57807855764607
,,1739209822.5029197,-45.120503652039325
,,1739209822.5029235,-38.13080360867914
,,1739209822.5029278,-35.57807855764607
,,1739209822.5029316,-35.57807855764607
,,1739209822.5029356,-45.120503652039325
,,1739209822.5029397,-45.120503652039325
,,1739209822.5029435,-45.120503652039325
,,1739209822.502947,-45.120503652039325
,,1739209822.5029514,-45.120503652039325
,,1739209822.5029552,-45.120503652039325
,,1739209822.5029593,-38.13080360867914
,,1739209822.5029633,-38.13080360867914
,,1739209822.5029671,-45.120503652039325
,,1739209822.5029712,-45.120503652039325
,,1739209822.502975,-33.981070128970906
,,1739209822.502979,-45.120503652039325
,,1739209822.5029829,-38.13080360867914
,,1739209822.502987,-38.13080360867914
,,1739209822.5029907,-35.57807855764607
,,1739209822.5029948,-35.57807855764607
,,1739209822.5029988,-45.120503652039325
,,1739209822.5030026,-45.120503652039325
,,1739209822.5030067,-33.981070128970906
,,1739209822.5030105,-38.13080360867914
,,1739209822.5030146,-45.120503652039325
,,1739209822.5030184,-38.13080360867914
,,1739209822.5030224,-38.13080360867914
,,1739209822.5030262,-30.49652367304973
,,1739209822.5030303,-32.81601443825658
,,1739209822.5030344,-11.104775195274836
,,1739209822.5030382,-26.487275050834725
,,1739209822.5030422,-38.13080360867914
,,1739209822.503046,-45.120503652039325
,,1739209822.50305,-33.981070128970906
,,1739209822.503054,-45.120503652039325
,,1739209822.503058,-45.120503652039325
,,1739209822.5030618,-45.120503652039325
,,1739209822.5030658,-30.49652367304973
,,1739209822.50307,-31.141103565318915
,,1739209822.5030737,-38.13080360867914
,,1739209822.5030775,-45.120503652039325
,,1739209822.5030816,-45.120503652039325
,,1739209822.5030856,-35.57807855764607
,,1739209822.5030894,-38.13080360867914
,,1739209822.5030935,-45.120503652039325
,,1739209822.5030973,-31.14110356531892
,,1739209822.503101,-31.141103565318915
,,1739209822.5031054,-31.141103565318915
,,1739209822.5031092,-45.120503652039325
,,1739209822.5031133,-38.13080360867914
,,1739209822.503117,-45.120503652039325
,,1739209822.5031211,-45.120503652039325
,,1739209822.503125,-33.981070128970906
,,1739209822.503129,-26.991370085610736
,,1739209822.5031328,-45.120503652039325
,,1739209822.5031369,-45.120503652039325
,,1739209822.503141,-33.981070128970906
,,1739209822.5031447,-38.13080360867914
,,1739209822.5031488,-31.141103565318943
,,1739209822.5031526,-45.120503652039325
,,1739209822.503157,-33.981070128970906
,,1739209822.5031605,-28.58837851428586
,,1739209822.5031643,-25.826314394896364
,,1739209822.5031683,-29.438486411369347
,,1739209822.5031724,-31.141103565318915
,,1739209822.5031765,-38.13080360867914
,,1739209822.5031805,-32.816014438256545
,,1739209822.5031843,-45.120503652039325
,,1739209822.503188,-32.816014438256545
,,1739209822.5031922,-31.141103565318893
,,1739209822.503196,-33.981070128970906
,,1739209822.5032,-45.120503652039325
,,1739209822.503204,-45.120503652039325
,,1739209822.503208,-31.141103565318915
,,1739209822.503212,-30.49652367304973
,,1739209822.5032158,-35.57807855764607
,,1739209822.5032198,-45.120503652039325
,,1739209822.5032237,-33.981070128970906
,,1739209822.5032277,-31.141103565318915
,,1739209822.5032315,-45.120503652039325
,,1739209822.5032356,-31.141103565318915
,,1739209822.5032394,-21.6765809151882
,,1739209822.5032434,-21.021172418726344
,,1739209822.5032475,-33.981070128970906
,,1739209822.5032513,-38.13080360867914
,,1739209822.5032554,-25.077289914212862
,,1739209822.5032592,-14.457244398418917
,,1739209822.5032632,-14.224984823174754
,,1739209822.503267,-25.077289914212862
,,1739209822.503271,-45.120503652039325
,,1739209822.503275,-33.981070128970906
,,1739209822.503279,-45.120503652039325
,,1739209822.503283,-35.57807855764607
,,1739209822.5032868,-45.120503652039325
,,1739209822.503291,-28.992665084841946
,,1739209822.5032947,-32.816014438256545
,,1739209822.5032988,-19.13259858440813
,,1739209822.5033026,-32.816014438256545
,,1739209822.5033066,-31.141103565318915
,,1739209822.5033104,-45.120503652039325
,,1739209822.5033145,-38.13080360867914
,,1739209822.5033183,-35.57807855764607
,,1739209822.5033224,-26.99137008561072
,,1739209822.5033264,-31.141103565318915
,,1739209822.5033302,-33.981070128970906
,,1739209822.5033343,-22.84163660590256
,,1739209822.503338,-16.105920438078165
,,1739209822.5033422,-33.981070128970906
,,1739209822.503346,-33.981070128970906
,,1739209822.50335,-35.57807855764607
,,1739209822.503354,-33.98107012897096
,,1739209822.503358,-38.13080360867914
,,1739209822.503362,-38.13080360867914
,,1739209822.5033658,-45.120503652039325
,,1739209822.5033698,-35.57807855764607
,,1739209822.5033736,-35.57807855764607
,,1739209822.5033777,-45.120503652039325
,,1739209822.5033815,-38.13080360867914
,,1739209822.5033855,-25.82631439489636
,,1739209822.5033896,-45.120503652039325
,,1739209822.5033934,-33.981070128970906
,,1739209822.5033977,-38.13080360867914
,,1739209822.5034013,-45.120503652039325
,,1739209822.503405,-45.120503652039325
,,1739209822.5034091,-45.120503652039325
,,1739209822.5034132,-45.120503652039325
,,1739209822.503417,-28.58837851428586
,,1739209822.503421,-30.49652367304973
,,1739209822.5034251,-45.120503652039325
,,1739209822.503429,-28.992665084841946
,,1739209822.503433,-26.99137008561072
,,1739209822.5034368,-45.120503652039325
,,1739209822.5034409,-45.120503652039325
,,1739209822.503445,-35.57807855764607
,,1739209822.5034487,-38.13080360867914
,,1739209822.5034523,-23.16150712794696
,,1739209822.5034566,-33.981070128970906
,,1739209822.5034604,-45.120503652039325
,,1739209822.5034645,-45.120503652039325
,,1739209822.5034685,-45.120503652039325
,,1739209822.5034723,-32.816014438256545
,,1739209822.5034764,-33.981070128970906
,,1739209822.5034802,-38.13080360867914
,,1739209822.5034842,-38.13080360867914
,,1739209822.503488,-45.120503652039325
,,1739209822.503492,-45.120503652039325
,,1739209822.503496,-29.438486411369333
,,1739209822.5035,-30.49652367304973
,,1739209822.503504,-45.120503652039325
