CAN Message, 0x98:000074d0e0cc6c8e,Timestamp,Amplitude
,,1739209601.3337643,-45.120503652039325
,,1739209601.3337858,-38.13080360867914
,,1739209601.3338072,-29.438486411369333
,,1739209601.3338287,-45.120503652039325
,,1739209601.33385,-45.120503652039325
,,1739209601.3338718,-33.981070128970906
,,1739209601.3338933,-33.981070128970906
,,1739209601.3339148,-33.981070128970906
,,1739209601.3339362,-45.120503652039325
,,1739209601.3339577,-45.120503652039325
,,1739209601.3339791,-38.13080360867914
,,1739209601.3340006,-33.981070128970906
,,1739209601.334022,-45.120503652039325
,,1739209601.3340435,-32.816014438256545
,,1739209601.334065,-38.13080360867914
,,1739209601.3340864,-38.13080360867914
,,1739209601.334108,-45.120503652039325
,,1739209601.334129,-29.438486411369347
,,1739209601.3341508,-38.13080360867914
,,1739209601.3341722,-38.13080360867914
,,1739209601.3341937,-30.49652367304973
,,1739209601.3342152,-45.120503652039325
,,1739209601.3342366,-26.99137008561072
,,1739209601.334258,-38.13080360867914
,,1739209601.3342795,-38.13080360867914
,,1739209601.334301,-45.120503652039325
,,1739209601.3343225,-26.99137008561072
,,1739209601.334344,-38.13080360867914
,,1739209601.3343654,-45.120503652039325
,,1739209601.3343868,-33.981070128970906
,,1739209601.3344083,-23.38864096791655
,,1739209601.3344295,-28.992665084841946
,,1739209601.3344514,-45.120503652039325
,,1739209601.334473,-45.120503652039325
,,1739209601.3344944,-33.981070128970906
,,1739209601.3345158,-32.816014438256545
,,1739209601.3345373,-38.13080360867914
,,1739209601.3345587,-38.13080360867914
,,1739209601.3345802,-28.992665084841967
,,1739209601.3346016,-29.438486411369347
,,1739209601.334623,-45.120503652039325
,,1739209601.3346446,-45.120503652039325
,,1739209601.334666,-45.120503652039325
,,1739209601.3346877,-45.120503652039325
,,1739209601.334709,-38.13080360867914
,,1739209601.3347304,-33.98107012897096
,,1739209601.3347518,-22.84163660590255
,,1739209601.3347733,-33.981070128970906
,,1739209601.3347948,-38.13080360867914
,,1739209601.3348162,-27.267205301931607
,,1739209601.3348377,-17.600019173844906
,,1739209601.3348591,-12.19572771536145
,,1739209601.3348806,-28.992665084841946
,,1739209601.334902,-38.13080360867914
,,1739209601.3349235,-35.57807855764607
,,1739209601.334945,-38.13080360867914
,,1739209601.3349664,-45.120503652039325
,,1739209601.334988,-38.13080360867914
,,1739209601.335009,-38.13080360867914
,,1739209601.3350308,-45.120503652039325
,,1739209601.3350525,-28.58837851428586
,,1739209601.335074,-38.13080360867914
,,1739209601.3350954,-33.981070128970906
,,1739209601.3351169,-32.816014438256545
,,1739209601.3351383,-38.13080360867914
,,1739209601.3351598,-38.13080360867914
,,1739209601.3351812,-38.13080360867914
,,1739209601.3352027,-32.81601443825658
,,1739209601.3352242,-28.21854285175415
,,1739209601.3352456,-25.07728991421287
,,1739209601.335267,-9.339844813678376
,,1739209601.3352883,-28.992665084841946
,,1739209601.33531,-45.120503652039325
,,1739209601.3353314,-45.120503652039325
,,1739209601.335353,-38.13080360867914
,,1739209601.3353744,-32.816014438256545
,,1739209601.3353958,-38.13080360867914
,,1739209601.3354173,-38.13080360867914
,,1739209601.3354387,-45.120503652039325
,,1739209601.3354602,-45.120503652039325
,,1739209601.3354816,-38.13080360867914
,,1739209601.335503,-38.13080360867914
,,1739209601.3355246,-38.13080360867914
,,1739209601.335546,-30.49652367304973
,,1739209601.3355677,-45.120503652039325
,,1739209601.335589,-38.13080360867914
,,1739209601.3356104,-33.981070128970906
,,1739209601.3356318,-31.14110356531892
,,1739209601.3356535,-45.120503652039325
,,1739209601.335675,-33.981070128970906
,,1739209601.3356965,-38.13080360867914
,,1739209601.335718,-45.120503652039325
,,1739209601.3357394,-45.120503652039325
,,1739209601.3357608,-35.57807855764607
,,1739209601.3357823,-32.816014438256545
,,1739209601.3358035,-22.264930561961563
,,1739209601.3358252,-33.981070128970906
,,1739209601.335847,-38.13080360867914
,,1739209601.335868,-38.13080360867914
,,1739209601.3358896,-38.13080360867914
,,1739209601.335911,-45.120503652039325
,,1739209601.3359325,-38.13080360867914
,,1739209601.335954,-35.57807855764607
,,1739209601.3359754,-27.267205301931607
,,1739209601.3359969,-38.13080360867914
,,1739209601.3360183,-38.13080360867914
,,1739209601.3360398,-35.57807855764607
,,1739209601.3360612,-33.981070128970906
,,1739209601.3360827,-45.120503652039325
,,1739209601.3361042,-45.120503652039325
,,1739209601.3361256,-32.816014438256545
,,1739209601.336147,-35.57807855764607
,,1739209601.3361683,-45.120503652039325
,,1739209601.33619,-38.13080360867914
,,1739209601.3362114,-45.120503652039325
,,1739209601.3362331,-27.267205301931607
,,1739209601.3362546,-33.981070128970906
,,1739209601.336276,-38.13080360867914
,,1739209601.3362975,-38.13080360867914
,,1739209601.336319,-32.81601443825658
,,1739209601.3363404,-33.981070128970906
,,1739209601.336362,-38.13080360867914
,,1739209601.336383,-20.88804491267121
,,1739209601.3364048,-21.4469444417791
,,1739209601.3364265,-28.992665084841946
,,1739209601.3364477,-38.13080360867914
,,1739209601.3364692,-31.141103565318893
,,1739209601.3364906,-45.120503652039325
,,1739209601.336512,-38.13080360867914
,,1739209601.3365335,-45.120503652039325
,,1739209601.336555,-45.120503652039325
,,1739209601.3365765,-38.13080360867914
,,1739209601.336598,-30.49652367304973
,,1739209601.3366194,-31.141103565318915
,,1739209601.3366408,-38.13080360867914
,,1739209601.3366623,-45.120503652039325
,,1739209601.3366838,-45.120503652039325
,,1739209601.3367052,-35.57807855764607
,,1739209601.336727,-38.13080360867914
,,1739209601.336748,-45.120503652039325
,,1739209601.3367696,-33.98107012897096
,,1739209601.336791,-22.84163660590256
,,1739209601.3368125,-19.35709014998136
,,1739209601.3368342,-45.120503652039325
,,1739209601.3368556,-38.13080360867914
,,1739209601.336877,-32.816014438256545
,,1739209601.3368986,-38.13080360867914
,,1739209601.33692,-33.981070128970906
,,1739209601.3369417,-35.57807855764607
,,1739209601.336963,-35.57807855764607
,,1739209601.3369844,-27.267205301931607
,,1739209601.337006,-15.872543694060177
,,1739209601.3370273,-19.497575007474538
,,1739209601.3370488,-28.58837851428586
,,1739209601.3370702,-38.13080360867914
,,1739209601.3370917,-35.57807855764607
,,1739209601.3371131,-32.816014438256545
,,1739209601.3371346,-45.120503652039325
,,1739209601.337156,-38.13080360867914
,,1739209601.3371775,-31.141103565318893
,,1739209601.337199,-26.991370085610736
,,1739209601.3372204,-38.13080360867914
,,1739209601.337242,-38.13080360867914
,,1739209601.337263,-35.57807855764607
,,1739209601.3372848,-32.816014438256545
,,1739209601.3373065,-45.120503652039325
,,1739209601.3373277,-45.120503652039325
,,1739209601.3373492,-45.120503652039325
,,1739209601.3373706,-45.120503652039325
,,1739209601.337392,-45.120503652039325
,,1739209601.3374135,-38.13080360867914
,,1739209601.3374352,-38.13080360867914
,,1739209601.3374567,-26.991370085610736
,,1739209601.3374782,-38.13080360867914
,,1739209601.3374996,-33.981070128970906
,,1739209601.337521,-18.836614351536173
,,1739209601.3375423,-32.816014438256545
,,1739209601.337564,-38.13080360867914
,,1739209601.3375854,-32.816014438256545
,,1739209601.337607,-33.98107012897096
,,1739209601.3376284,-9.442009146308225
,,1739209601.3376498,-16.763597937115033
