CAN Message, 0x77:25b2e37431149bd7,Timestamp,Amplitude
,,1739209811.8580563,-38.13080360867914
,,1739209811.8580592,-38.13080360867914
,,1739209811.8580625,-45.120503652039325
,,1739209811.8580651,-45.120503652039325
,,1739209811.858068,-45.120503652039325
,,1739209811.858071,-38.13080360867914
,,1739209811.858074,-38.13080360867914
,,1739209811.8580768,-38.13080360867914
,,1739209811.85808,-35.57807855764607
,,1739209811.8580828,-38.13080360867914
,,1739209811.8580856,-45.120503652039325
,,1739209811.8580887,-38.13080360867914
,,1739209811.8580916,-31.141103565318943
,,1739209811.8580945,-32.816014438256545
,,1739209811.8580976,-31.141103565318893
,,1739209811.8581004,-35.57807855764607
,,1739209811.8581033,-31.141103565318915
,,1739209811.8581064,-45.120503652039325
,,1739209811.8581092,-38.13080360867914
,,1739209811.858112,-45.120503652039325
,,1739209811.8581152,-28.992665084841946
,,1739209811.858118,-20.4518274484982
,,1739209811.858121,-31.141103565318915
,,1739209811.858124,-38.13080360867914
,,1739209811.8581269,-38.13080360867914
,,1739209811.8581295,-45.120503652039325
,,1739209811.8581328,-35.57807855764607
,,1739209811.8581357,-45.120503652039325
,,1739209811.8581386,-33.981070128970906
,,1739209811.8581417,-38.13080360867914
,,1739209811.8581443,-45.120503652039325
,,1739209811.8581474,-45.120503652039325
,,1739209811.8581505,-38.13080360867914
,,1739209811.858153,-33.981070128970906
,,1739209811.8581562,-45.120503652039325
,,1739209811.858159,-45.120503652039325
,,1739209811.8581622,-45.120503652039325
,,1739209811.858165,-45.120503652039325
,,1739209811.858168,-38.13080360867914
,,1739209811.858171,-45.120503652039325
,,1739209811.8581738,-35.57807855764607
,,1739209811.8581767,-28.21854285175415
,,1739209811.8581798,-35.57807855764607
,,1739209811.858183,-38.13080360867914
,,1739209811.8581855,-28.21854285175415
,,1739209811.8581886,-20.4518274484982
,,1739209811.8581915,-45.120503652039325
,,1739209811.8581944,-30.49652367304973
,,1739209811.8581977,-31.14110356531892
,,1739209811.8582003,-19.403415333952413
,,1739209811.8582032,-11.345619818277966
,,1739209811.8582065,-35.57807855764607
,,1739209811.8582091,-33.981070128970906
,,1739209811.858212,-45.120503652039325
,,1739209811.858215,-45.120503652039325
,,1739209811.858218,-45.120503652039325
,,1739209811.8582208,-45.120503652039325
,,1739209811.858224,-45.120503652039325
,,1739209811.8582268,-38.13080360867914
,,1739209811.8582296,-38.13080360867914
,,1739209811.8582325,-45.120503652039325
,,1739209811.8582351,-25.25278630937684
,,1739209811.8582375,-45.120503652039325
,,1739209811.8582406,-38.13080360867914
,,1739209811.8582432,-38.13080360867914
,,1739209811.858246,-45.120503652039325
,,1739209811.8582487,-32.816014438256545
,,1739209811.8582516,-45.120503652039325
,,1739209811.8582542,-26.991370085610736
,,1739209811.858257,-9.249008669495854
,,1739209811.8582597,-25.82631439489636
,,1739209811.8582623,-45.120503652039325
,,1739209811.8582652,-35.57807855764607
,,1739209811.858268,-45.120503652039325
