CAN Message, 0x98:0000e7c8f7f52f0f,Timestamp,Amplitude
,,1739209653.8785627,-45.120503652039325
,,1739209653.8785648,-38.13080360867914
,,1739209653.8785672,-45.120503652039325
,,1739209653.8785694,-45.120503652039325
,,1739209653.8785715,-45.120503652039325
,,1739209653.878574,-45.120503652039325
,,1739209653.878576,-38.13080360867914
,,1739209653.8785782,-45.120503652039325
,,1739209653.8785803,-45.120503652039325
,,1739209653.8785827,-45.120503652039325
,,1739209653.8785849,-38.13080360867914
,,1739209653.878587,-45.120503652039325
,,1739209653.8785894,-45.120503652039325
,,1739209653.8785915,-26.991370085610736
,,1739209653.8785937,-35.57807855764607
,,1739209653.878596,-45.120503652039325
,,1739209653.8785982,-38.13080360867914
,,1739209653.8786004,-32.816014438256545
,,1739209653.8786025,-38.13080360867914
,,1739209653.878605,-45.120503652039325
,,1739209653.878607,-45.120503652039325
,,1739209653.8786092,-45.120503652039325
,,1739209653.8786116,-45.120503652039325
,,1739209653.8786137,-45.120503652039325
,,1739209653.878616,-38.13080360867914
,,1739209653.878618,-45.120503652039325
,,1739209653.8786204,-38.13080360867914
,,1739209653.8786223,-45.120503652039325
,,1739209653.878625,-35.57807855764607
,,1739209653.878627,-26.0356534632528
,,1739209653.8786292,-33.981070128970906
,,1739209653.8786314,-45.120503652039325
,,1739209653.8786335,-45.120503652039325
,,1739209653.878636,-35.57807855764607
,,1739209653.878638,-45.120503652039325
,,1739209653.8786402,-45.120503652039325
,,1739209653.8786426,-38.13080360867914
,,1739209653.8786447,-45.120503652039325
,,1739209653.8786469,-38.13080360867914
,,1739209653.8786492,-35.57807855764607
,,1739209653.8786514,-38.13080360867914
,,1739209653.8786535,-35.57807855764607
,,1739209653.878656,-38.13080360867914
,,1739209653.878658,-45.120503652039325
,,1739209653.8786602,-45.120503652039325
,,1739209653.8786623,-33.981070128970906
,,1739209653.8786647,-33.981070128970906
,,1739209653.8786669,-45.120503652039325
,,1739209653.878669,-38.13080360867914
,,1739209653.8786714,-25.62660358559016
,,1739209653.8786736,-17.161703478598543
,,1739209653.8786757,-10.144297154226418
,,1739209653.8786778,-27.267205301931607
,,1739209653.8786802,-33.981070128970906
,,1739209653.8786824,-35.57807855764607
,,1739209653.8786843,-45.120503652039325
,,1739209653.878687,-38.13080360867914
,,1739209653.878689,-30.49652367304973
,,1739209653.8786912,-38.13080360867914
,,1739209653.8786936,-45.120503652039325
,,1739209653.8786955,-45.120503652039325
,,1739209653.878698,-45.120503652039325
,,1739209653.8787,-45.120503652039325
