CAN Message, 0x150:010089cd304d053f,Timestamp,Amplitude
,,1739209696.369669,-45.120503652039325
,,1739209696.369673,-45.120503652039325
,,1739209696.3696768,-35.57807855764607
,,1739209696.369681,-38.13080360867914
,,1739209696.3696847,-38.13080360867914
,,1739209696.3696887,-45.120503652039325
,,1739209696.3696928,-45.120503652039325
,,1739209696.3696966,-33.981070128970906
,,1739209696.369701,-38.13080360867914
,,1739209696.3697045,-38.13080360867914
,,1739209696.3697083,-45.120503652039325
,,1739209696.3697126,-33.981070128970906
,,1739209696.3697164,-38.13080360867914
,,1739209696.3697205,-45.120503652039325
,,1739209696.3697245,-45.120503652039325
,,1739209696.3697283,-38.13080360867914
,,1739209696.3697324,-45.120503652039325
,,1739209696.3697362,-45.120503652039325
,,1739209696.3697402,-45.120503652039325
,,1739209696.369744,-45.120503652039325
,,1739209696.369748,-38.13080360867914
,,1739209696.369752,-35.57807855764607
,,1739209696.369756,-45.120503652039325
,,1739209696.36976,-38.13080360867914
,,1739209696.369764,-45.120503652039325
,,1739209696.369768,-45.120503652039325
,,1739209696.3697717,-45.120503652039325
,,1739209696.3697758,-28.992665084841946
,,1739209696.3697798,-28.58837851428586
,,1739209696.3697836,-38.13080360867914
,,1739209696.3697877,-45.120503652039325
,,1739209696.3697915,-38.13080360867914
,,1739209696.3697956,-32.816014438256545
,,1739209696.3697996,-38.13080360867914
,,1739209696.3698034,-38.13080360867914
,,1739209696.3698075,-38.13080360867914
,,1739209696.3698113,-38.13080360867914
,,1739209696.369815,-38.13080360867914
,,1739209696.3698192,-45.120503652039325
,,1739209696.3698232,-45.120503652039325
,,1739209696.3698273,-38.13080360867914
,,1739209696.369831,-45.120503652039325
,,1739209696.3698351,-45.120503652039325
,,1739209696.369839,-32.816014438256545
,,1739209696.369843,-31.141103565318915
,,1739209696.369847,-45.120503652039325
,,1739209696.3698509,-45.120503652039325
,,1739209696.369855,-33.981070128970906
,,1739209696.3698587,-30.49652367304973
,,1739209696.3698628,-28.992665084841967
,,1739209696.3698668,-8.88284365069998
,,1739209696.369871,-14.71843737629218
,,1739209696.3698747,-31.141103565318943
,,1739209696.3698783,-29.438486411369333
,,1739209696.3698826,-38.13080360867914
,,1739209696.3698864,-38.13080360867914
,,1739209696.3698905,-33.981070128970906
,,1739209696.3698945,-45.120503652039325
,,1739209696.3698983,-35.57807855764607
,,1739209696.3699024,-35.57807855764607
,,1739209696.3699062,-31.141103565318943
,,1739209696.3699102,-38.13080360867914
,,1739209696.3699143,-35.57807855764607
,,1739209696.369918,-38.13080360867914
,,1739209696.3699222,-45.120503652039325
,,1739209696.369926,-35.57807855764607
,,1739209696.36993,-35.57807855764607
,,1739209696.369934,-32.816014438256545
,,1739209696.369938,-27.8777449560314
,,1739209696.369942,-38.13080360867914
,,1739209696.3699458,-32.816014438256545
,,1739209696.3699498,-45.120503652039325
,,1739209696.3699536,-38.13080360867914
,,1739209696.3699577,-33.981070128970906
,,1739209696.3699615,-21.598678470925663
,,1739209696.3699656,-45.120503652039325
,,1739209696.3699696,-31.141103565318915
,,1739209696.3699734,-45.120503652039325
,,1739209696.3699777,-38.13080360867914
,,1739209696.3699815,-13.287805215211243
,,1739209696.369985,-23.38864096791655
,,1739209696.3699894,-45.120503652039325
