CAN Message, 0x1b8:0200906e74f3abff,Timestamp,Amplitude
,,1739209614.1822867,-38.13080360867914
,,1739209614.1822932,-45.120503652039325
,,1739209614.1822994,-33.981070128970906
,,1739209614.1823058,-35.57807855764607
,,1739209614.1823125,-45.120503652039325
,,1739209614.1823184,-45.120503652039325
,,1739209614.182325,-45.120503652039325
,,1739209614.182331,-38.13080360867914
,,1739209614.1823375,-35.57807855764607
,,1739209614.182344,-35.57807855764607
,,1739209614.1823502,-35.57807855764607
,,1739209614.1823566,-45.120503652039325
,,1739209614.182363,-38.13080360867914
,,1739209614.1823692,-38.13080360867914
,,1739209614.1823757,-38.13080360867914
,,1739209614.182382,-45.120503652039325
,,1739209614.1823883,-38.13080360867914
,,1739209614.1823947,-35.57807855764607
,,1739209614.1824012,-38.13080360867914
,,1739209614.1824074,-35.57807855764607
,,1739209614.1824138,-35.57807855764607
,,1739209614.18242,-38.13080360867914
,,1739209614.1824265,-45.120503652039325
,,1739209614.182433,-32.816014438256545
,,1739209614.182439,-38.13080360867914
,,1739209614.1824455,-38.13080360867914
,,1739209614.182452,-38.13080360867914
,,1739209614.1824582,-38.13080360867914
,,1739209614.1824646,-38.13080360867914
,,1739209614.182471,-38.13080360867914
,,1739209614.1824772,-38.13080360867914
,,1739209614.1824837,-45.120503652039325
,,1739209614.18249,-45.120503652039325
,,1739209614.1824963,-38.13080360867914
,,1739209614.1825027,-38.13080360867914
,,1739209614.182509,-38.13080360867914
,,1739209614.1825154,-38.13080360867914
,,1739209614.1825218,-45.120503652039325
,,1739209614.182528,-38.13080360867914
,,1739209614.1825345,-26.487275050834715
,,1739209614.182541,-38.13080360867914
,,1739209614.182547,-38.13080360867914
,,1739209614.1825535,-38.13080360867914
,,1739209614.1825595,-35.57807855764607
,,1739209614.1825662,-35.57807855764607
,,1739209614.1825726,-45.120503652039325
,,1739209614.1825788,-45.120503652039325
,,1739209614.1825852,-38.13080360867914
,,1739209614.1825917,-33.981070128970906
,,1739209614.182598,-31.14110356531892
,,1739209614.1826043,-14.154879268297936
,,1739209614.1826108,-15.811013340364063
,,1739209614.182617,-29.438486411369357
,,1739209614.1826234,-38.13080360867914
,,1739209614.1826298,-38.13080360867914
,,1739209614.182636,-25.077289914212862
,,1739209614.1826425,-32.816014438256545
,,1739209614.182649,-38.13080360867914
,,1739209614.182655,-38.13080360867914
,,1739209614.1826615,-35.57807855764607
,,1739209614.1826675,-38.13080360867914
,,1739209614.1826742,-45.120503652039325
,,1739209614.1826806,-45.120503652039325
,,1739209614.1826868,-45.120503652039325
,,1739209614.1826932,-45.120503652039325
,,1739209614.1826997,-38.13080360867914
,,1739209614.182706,-45.120503652039325
,,1739209614.1827123,-38.13080360867914
,,1739209614.1827185,-38.13080360867914
,,1739209614.182725,-45.120503652039325
,,1739209614.1827314,-45.120503652039325
,,1739209614.1827376,-29.43848641136937
,,1739209614.182744,-45.120503652039325
,,1739209614.1827505,-38.13080360867914
,,1739209614.182757,-18.52134165134079
,,1739209614.182763,-32.816014438256545
,,1739209614.1827695,-45.120503652039325
,,1739209614.1827755,-38.13080360867914
,,1739209614.1827822,-35.57807855764607
,,1739209614.1827884,-10.786005714423332
,,1739209614.1827948,-23.75329798047523
,,1739209614.1828012,-29.438486411369333
,,1739209614.1828074,-45.120503652039325
,,1739209614.182814,-45.120503652039325
,,1739209614.1828203,-45.120503652039325
,,1739209614.1828265,-45.120503652039325
,,1739209614.182833,-45.120503652039325
,,1739209614.1828394,-32.816014438256545
,,1739209614.1828456,-38.13080360867914
,,1739209614.182852,-45.120503652039325
,,1739209614.1828585,-38.13080360867914
,,1739209614.182865,-35.57807855764607
,,1739209614.182871,-38.13080360867914
,,1739209614.1828773,-35.57807855764607
,,1739209614.1828835,-35.57807855764607
,,1739209614.1828902,-45.120503652039325
,,1739209614.1828964,-45.120503652039325
,,1739209614.1829028,-38.13080360867914
,,1739209614.1829093,-45.120503652039325
,,1739209614.1829154,-27.8777449560314
,,1739209614.182922,-30.49652367304973
,,1739209614.1829283,-45.120503652039325
,,1739209614.1829343,-38.13080360867914
,,1739209614.182941,-32.816014438256545
,,1739209614.1829472,-28.992665084841946
,,1739209614.1829536,-35.57807855764607
,,1739209614.18296,-33.981070128970906
,,1739209614.1829662,-38.13080360867914
,,1739209614.182973,-28.992665084841946
,,1739209614.182979,-35.57807855764607
,,1739209614.1829853,-38.13080360867914
,,1739209614.1829915,-45.120503652039325
,,1739209614.1829982,-38.13080360867914
,,1739209614.1830044,-35.57807855764607
,,1739209614.1830108,-38.13080360867914
,,1739209614.183017,-45.120503652039325
,,1739209614.1830237,-38.13080360867914
,,1739209614.18303,-19.89606131697609
,,1739209614.183036,-24.746238672633048
,,1739209614.1830423,-38.13080360867914
,,1739209614.183049,-27.877744956031417
,,1739209614.1830552,-45.120503652039325
,,1739209614.1830616,-38.13080360867914
