CAN Message, 0x1bb:0000ab7853bbfcc9,Timestamp,Amplitude
,,1739209641.0007217,-38.13080360867914
,,1739209641.0007305,-38.13080360867914
,,1739209641.000739,-35.57807855764607
,,1739209641.0007484,-29.438486411369333
,,1739209641.0007577,-38.13080360867914
,,1739209641.0007665,-35.57807855764607
,,1739209641.000775,-38.13080360867914
,,1739209641.0007844,-45.120503652039325
,,1739209641.0007937,-45.120503652039325
,,1739209641.0008025,-33.981070128970906
,,1739209641.000811,-45.120503652039325
,,1739209641.0008204,-33.98107012897096
,,1739209641.0008297,-45.120503652039325
,,1739209641.0008385,-33.981070128970906
,,1739209641.000847,-45.120503652039325
,,1739209641.0008564,-45.120503652039325
,,1739209641.0008657,-38.13080360867914
,,1739209641.0008743,-35.57807855764607
,,1739209641.000883,-38.13080360867914
,,1739209641.0008924,-28.58837851428586
,,1739209641.0009012,-38.13080360867914
,,1739209641.0009103,-38.13080360867914
,,1739209641.000919,-38.13080360867914
,,1739209641.0009284,-35.57807855764607
,,1739209641.0009372,-38.13080360867914
,,1739209641.0009463,-38.13080360867914
,,1739209641.000955,-45.120503652039325
,,1739209641.0009642,-45.120503652039325
,,1739209641.0009732,-45.120503652039325
,,1739209641.0009823,-45.120503652039325
,,1739209641.000991,-45.120503652039325
,,1739209641.0010002,-45.120503652039325
,,1739209641.0010092,-38.13080360867914
,,1739209641.0010183,-45.120503652039325
,,1739209641.001027,-38.13080360867914
,,1739209641.0010362,-45.120503652039325
,,1739209641.0010452,-38.13080360867914
,,1739209641.0010543,-45.120503652039325
,,1739209641.001063,-38.13080360867914
,,1739209641.0010722,-45.120503652039325
,,1739209641.0010812,-45.120503652039325
,,1739209641.0010903,-45.120503652039325
,,1739209641.001099,-45.120503652039325
,,1739209641.0011082,-31.141103565318915
,,1739209641.0011172,-38.13080360867914
,,1739209641.001126,-38.13080360867914
,,1739209641.001135,-38.13080360867914
,,1739209641.0011442,-38.13080360867914
,,1739209641.0011532,-31.141103565318893
,,1739209641.001162,-35.57807855764607
,,1739209641.001171,-16.283889300503116
,,1739209641.0011802,-17.16170347859854
,,1739209641.001189,-32.81601443825658
,,1739209641.001198,-35.57807855764607
,,1739209641.001207,-45.120503652039325
,,1739209641.0012162,-45.120503652039325
,,1739209641.001225,-38.13080360867914
,,1739209641.001234,-45.120503652039325
,,1739209641.001243,-38.13080360867914
,,1739209641.0012522,-24.589719217205094
,,1739209641.001261,-33.981070128970906
,,1739209641.00127,-38.13080360867914
,,1739209641.001279,-45.120503652039325
,,1739209641.001288,-45.120503652039325
,,1739209641.001297,-38.13080360867914
,,1739209641.001306,-45.120503652039325
,,1739209641.001315,-45.120503652039325
,,1739209641.001324,-33.981070128970906
,,1739209641.001333,-38.13080360867914
,,1739209641.001342,-45.120503652039325
,,1739209641.0013509,-45.120503652039325
,,1739209641.00136,-38.13080360867914
,,1739209641.001369,-33.981070128970906
,,1739209641.001378,-30.49652367304973
,,1739209641.001387,-19.497575007474538
,,1739209641.001396,-29.43848641136937
,,1739209641.001405,-38.13080360867914
,,1739209641.001414,-45.120503652039325
,,1739209641.001423,-25.82631439489636
,,1739209641.001432,-10.359436483637374
,,1739209641.001441,-16.517123586329355
,,1739209641.0014498,-25.82631439489636
,,1739209641.001459,-32.816014438256545
,,1739209641.001468,-38.13080360867914
