CAN Message, 0x98:00009df17ddb5fbc,Timestamp,Amplitude
,,1739209810.8709764,-31.141103565318915
,,1739209810.8709817,-27.267205301931607
,,1739209810.870987,-29.438486411369333
,,1739209810.8709924,-31.141103565318915
,,1739209810.8709977,-30.49652367304973
,,1739209810.871003,-33.981070128970906
,,1739209810.8710082,-35.57807855764607
,,1739209810.8710134,-38.13080360867914
,,1739209810.871019,-29.438486411369357
,,1739209810.871024,-20.633440452988484
,,1739209810.8710294,-31.141103565318915
,,1739209810.8710346,-28.992665084841946
,,1739209810.87104,-31.141103565318915
,,1739209810.871045,-28.58837851428589
,,1739209810.8710506,-25.826314394896364
,,1739209810.8710558,-25.25278630937684
,,1739209810.871061,-22.17584139042336
,,1739209810.8710663,-27.8777449560314
,,1739209810.8710716,-28.992665084841946
,,1739209810.871077,-31.141103565318915
,,1739209810.8710823,-26.991370085610736
,,1739209810.8710876,-19.89606131697609
,,1739209810.8710928,-35.57807855764607
,,1739209810.871098,-27.267205301931607
,,1739209810.8711033,-30.49652367304973
,,1739209810.8711088,-35.57807855764607
,,1739209810.871114,-33.981070128970906
,,1739209810.8711193,-45.120503652039325
,,1739209810.8711245,-38.13080360867914
,,1739209810.8711298,-28.992665084841946
,,1739209810.8711352,-45.120503652039325
,,1739209810.8711405,-27.877744956031417
,,1739209810.8711455,-25.82631439489636
,,1739209810.871151,-23.506823629689546
,,1739209810.8711562,-45.120503652039325
,,1739209810.8711617,-32.816014438256545
,,1739209810.871167,-28.992665084841946
,,1739209810.8711722,-29.438486411369333
,,1739209810.8711774,-25.82631439489636
,,1739209810.871183,-28.992665084841967
,,1739209810.871188,-28.218542851754165
,,1739209810.8711934,-28.992665084841946
,,1739209810.871199,-26.99137008561072
,,1739209810.871204,-45.120503652039325
,,1739209810.8712091,-24.589719217205094
,,1739209810.8712144,-22.44878636800916
,,1739209810.8712196,-38.13080360867914
,,1739209810.871225,-38.13080360867914
,,1739209810.8712304,-38.13080360867914
,,1739209810.8712356,-22.44878636800916
,,1739209810.8712409,-14.368685105852377
,,1739209810.871246,-25.25278630937684
,,1739209810.8712516,-45.120503652039325
,,1739209810.8712568,-31.141103565318915
,,1739209810.871262,-33.981070128970906
,,1739209810.8712673,-30.49652367304976
,,1739209810.8712726,-33.981070128970906
,,1739209810.8712778,-33.981070128970906
,,1739209810.8712833,-24.74623867263306
,,1739209810.8712883,-25.82631439489636
,,1739209810.8712938,-25.82631439489636
,,1739209810.871299,-32.81601443825658
,,1739209810.8713045,-31.141103565318893
,,1739209810.8713098,-33.981070128970906
,,1739209810.871315,-33.98107012897096
,,1739209810.8713202,-38.13080360867914
,,1739209810.8713255,-22.84163660590256
,,1739209810.8713307,-31.14110356531892
,,1739209810.871336,-22.84163660590255
,,1739209810.8713417,-7.650271877523012
,,1739209810.8713467,-26.99137008561072
,,1739209810.871352,-25.62660358559016
,,1739209810.8713572,-27.87774495603141
,,1739209810.8713624,-31.141103565318893
,,1739209810.871368,-26.99137008561072
,,1739209810.8713732,-24.151403521958727
,,1739209810.8713784,-26.487275050834725
,,1739209810.8713837,-38.13080360867914
,,1739209810.871389,-25.826314394896357
,,1739209810.8713942,-22.84163660590255
,,1739209810.8713996,-38.13080360867914
,,1739209810.871405,-33.981070128970906
,,1739209810.87141,-38.13080360867914
,,1739209810.8714154,-33.981070128970906
,,1739209810.8714206,-45.120503652039325
,,1739209810.871426,-35.57807855764607
,,1739209810.8714314,-27.267205301931607
,,1739209810.8714366,-25.82631439489636
,,1739209810.8714418,-30.49652367304973
,,1739209810.871447,-24.589719217205094
,,1739209810.8714526,-28.992665084841967
,,1739209810.8714578,-45.120503652039325
,,1739209810.871463,-45.120503652039325
,,1739209810.8714683,-25.077289914212862
,,1739209810.8714736,-33.981070128970906
,,1739209810.8714788,-22.44878636800916
,,1739209810.8714845,-31.141103565318893
,,1739209810.8714895,-27.8777449560314
,,1739209810.8714948,-17.133997197586595
,,1739209810.8715,-28.992665084841946
,,1739209810.8715053,-26.0356534632528
,,1739209810.8715107,-31.141103565318893
,,1739209810.871516,-30.49652367304973
,,1739209810.8715212,-33.981070128970906
,,1739209810.8715265,-30.49652367304973
,,1739209810.8715315,-31.14110356531892
,,1739209810.871537,-31.141103565318943
,,1739209810.8715425,-24.746238672633048
,,1739209810.8715477,-28.992665084841946
,,1739209810.871553,-28.992665084841946
,,1739209810.8715582,-33.981070128970906
,,1739209810.8715634,-28.992665084841967
,,1739209810.871569,-31.141103565318943
,,1739209810.8715742,-30.49652367304973
,,1739209810.8715794,-27.267205301931607
,,1739209810.871585,-31.141103565318943
,,1739209810.87159,-24.15140352195872
,,1739209810.8715951,-27.267205301931607
,,1739209810.8716006,-45.120503652039325
,,1739209810.871606,-33.981070128970906
,,1739209810.871611,-33.981070128970906
,,1739209810.8716164,-23.50682362968953
,,1739209810.8716216,-24.15140352195873
,,1739209810.871627,-23.75329798047522
,,1739209810.8716323,-35.57807855764607
,,1739209810.8716376,-23.75329798047523
,,1739209810.8716428,-23.38864096791655
,,1739209810.871648,-27.267205301931607
,,1739209810.8716533,-30.49652367304976
,,1739209810.8716588,-33.981070128970906
,,1739209810.871664,-28.992665084841967
,,1739209810.8716693,-16.306657084333562
,,1739209810.8716743,-15.573255742248662
,,1739209810.8716798,-38.13080360867914
,,1739209810.8716853,-33.981070128970906
,,1739209810.8716905,-45.120503652039325
,,1739209810.8716958,-45.120503652039325
,,1739209810.871701,-38.13080360867914
,,1739209810.8717062,-38.13080360867914
,,1739209810.8717115,-30.49652367304973
,,1739209810.871717,-29.438486411369357
,,1739209810.8717222,-19.84420464332589
,,1739209810.8717277,-31.141103565318915
,,1739209810.8717327,-30.49652367304973
,,1739209810.871738,-38.13080360867914
,,1739209810.8717434,-32.816014438256545
,,1739209810.8717487,-45.120503652039325
,,1739209810.871754,-26.487275050834725
,,1739209810.8717592,-45.120503652039325
,,1739209810.8717644,-31.141103565318915
,,1739209810.8717697,-30.49652367304973
,,1739209810.8717752,-25.826314394896357
,,1739209810.8717804,-21.598678470925663
,,1739209810.8717856,-33.981070128970906
,,1739209810.871791,-33.981070128970906
,,1739209810.871796,-22.74004262075133
,,1739209810.8718016,-30.49652367304973
,,1739209810.8718069,-25.25278630937684
,,1739209810.871812,-31.141103565318893
,,1739209810.8718174,-30.49652367304973
,,1739209810.8718226,-31.141103565318943
,,1739209810.8718278,-29.438486411369333
,,1739209810.871833,-26.99137008561072
,,1739209810.8718386,-32.81601443825658
,,1739209810.8718438,-33.981070128970906
,,1739209810.871849,-27.87774495603141
,,1739209810.8718543,-33.981070128970906
,,1739209810.8718598,-28.992665084841946
,,1739209810.871865,-38.13080360867914
,,1739209810.8718705,-27.87774495603141
,,1739209810.8718755,-31.141103565318915
,,1739209810.8718808,-23.75329798047522
,,1739209810.871886,-28.58837851428589
,,1739209810.8718915,-24.438645034577675
,,1739209810.8718967,-19.22100763878221
,,1739209810.871902,-28.992665084841967
,,1739209810.8719072,-35.57807855764607
,,1739209810.8719125,-28.992665084841946
