CAN Message, 0x1bb:00006507c4cd0efe,Timestamp,Amplitude
,,1739209661.0466957,-38.13080360867914
,,1739209661.0466974,-38.13080360867914
,,1739209661.0466993,-45.120503652039325
,,1739209661.046701,-45.120503652039325
,,1739209661.0467029,-38.13080360867914
,,1739209661.0467043,-45.120503652039325
,,1739209661.0467064,-45.120503652039325
,,1739209661.046708,-38.13080360867914
,,1739209661.04671,-45.120503652039325
,,1739209661.0467117,-35.57807855764607
,,1739209661.0467134,-32.816014438256545
,,1739209661.0467153,-45.120503652039325
,,1739209661.046717,-38.13080360867914
,,1739209661.0467188,-35.57807855764607
,,1739209661.0467205,-38.13080360867914
,,1739209661.0467224,-38.13080360867914
,,1739209661.046724,-38.13080360867914
,,1739209661.046726,-38.13080360867914
,,1739209661.0467277,-38.13080360867914
,,1739209661.0467296,-45.120503652039325
,,1739209661.0467312,-45.120503652039325
,,1739209661.0467331,-38.13080360867914
,,1739209661.0467348,-35.57807855764607
,,1739209661.0467365,-38.13080360867914
,,1739209661.0467384,-45.120503652039325
,,1739209661.04674,-45.120503652039325
,,1739209661.046742,-38.13080360867914
,,1739209661.0467436,-38.13080360867914
,,1739209661.0467455,-45.120503652039325
,,1739209661.0467472,-38.13080360867914
,,1739209661.046749,-45.120503652039325
,,1739209661.0467508,-45.120503652039325
,,1739209661.0467527,-45.120503652039325
,,1739209661.0467544,-35.57807855764607
,,1739209661.0467565,-38.13080360867914
,,1739209661.046758,-45.120503652039325
,,1739209661.0467596,-45.120503652039325
,,1739209661.0467615,-38.13080360867914
,,1739209661.0467632,-38.13080360867914
,,1739209661.046765,-45.120503652039325
,,1739209661.0467668,-45.120503652039325
,,1739209661.046769,-38.13080360867914
,,1739209661.0467703,-32.816014438256545
,,1739209661.0467722,-28.992665084841946
,,1739209661.046774,-45.120503652039325
,,1739209661.0467758,-33.981070128970906
,,1739209661.0467775,-27.8777449560314
,,1739209661.0467794,-33.981070128970906
,,1739209661.046781,-45.120503652039325
,,1739209661.0467827,-26.99137008561072
,,1739209661.0467846,-15.45908632464896
,,1739209661.0467863,-18.299052888300974
,,1739209661.0467882,-27.267205301931607
,,1739209661.04679,-45.120503652039325
,,1739209661.0467918,-45.120503652039325
,,1739209661.0467937,-45.120503652039325
,,1739209661.0467954,-45.120503652039325
,,1739209661.046797,-33.981070128970906
,,1739209661.046799,-33.98107012897096
,,1739209661.0468006,-31.14110356531892
,,1739209661.0468023,-38.13080360867914
,,1739209661.0468042,-33.981070128970906
,,1739209661.046806,-38.13080360867914
,,1739209661.0468078,-45.120503652039325
,,1739209661.0468094,-38.13080360867914
,,1739209661.046811,-45.120503652039325
,,1739209661.046813,-31.141103565318915
,,1739209661.046815,-27.267205301931607
,,1739209661.0468166,-38.13080360867914
,,1739209661.0468185,-45.120503652039325
,,1739209661.0468202,-38.13080360867914
,,1739209661.046822,-38.13080360867914
,,1739209661.0468235,-38.13080360867914
,,1739209661.0468256,-38.13080360867914
,,1739209661.0468273,-27.8777449560314
,,1739209661.0468292,-33.981070128970906
,,1739209661.046831,-45.120503652039325
,,1739209661.0468326,-38.13080360867914
,,1739209661.0468345,-38.13080360867914
,,1739209661.046836,-20.4518274484982
,,1739209661.046838,-45.120503652039325
,,1739209661.0468397,-38.13080360867914
,,1739209661.0468416,-38.13080360867914
,,1739209661.0468433,-26.03565346325281
,,1739209661.0468452,-38.13080360867914
,,1739209661.0468469,-45.120503652039325
,,1739209661.0468488,-45.120503652039325
,,1739209661.0468504,-38.13080360867914
,,1739209661.0468524,-38.13080360867914
,,1739209661.046854,-38.13080360867914
,,1739209661.0468557,-45.120503652039325
,,1739209661.0468576,-45.120503652039325
,,1739209661.0468593,-38.13080360867914
,,1739209661.0468612,-38.13080360867914
,,1739209661.0468628,-38.13080360867914
,,1739209661.0468647,-45.120503652039325
,,1739209661.0468664,-38.13080360867914
,,1739209661.0468683,-38.13080360867914
,,1739209661.04687,-38.13080360867914
,,1739209661.046872,-31.141103565318915
,,1739209661.0468736,-33.981070128970906
,,1739209661.0468757,-38.13080360867914
,,1739209661.0468771,-32.816014438256545
,,1739209661.0468788,-15.293269775353837
,,1739209661.0468807,-45.120503652039325
,,1739209661.0468824,-32.816014438256545
,,1739209661.0468843,-45.120503652039325
,,1739209661.046886,-23.75329798047522
,,1739209661.046888,-8.33987460229584
,,1739209661.0468895,-28.992665084841946
,,1739209661.0468917,-45.120503652039325
,,1739209661.0468931,-29.438486411369333
,,1739209661.046895,-35.57807855764607
,,1739209661.0468967,-38.13080360867914
,,1739209661.0468986,-38.13080360867914
,,1739209661.0469005,-33.981070128970906
,,1739209661.046902,-45.120503652039325
,,1739209661.0469038,-31.141103565318915
,,1739209661.0469055,-38.13080360867914
,,1739209661.0469074,-27.87774495603141
,,1739209661.046909,-45.120503652039325
,,1739209661.046911,-38.13080360867914
,,1739209661.046913,-38.13080360867914
,,1739209661.0469146,-31.14110356531892
,,1739209661.0469162,-45.120503652039325
,,1739209661.0469182,-31.141103565318893
