CAN Message, 0x98:000030286484847e,Timestamp,Amplitude
,,1739209920.7456844,-38.13080360867914
,,1739209920.7456875,-45.120503652039325
,,1739209920.7456908,-32.816014438256545
,,1739209920.7456942,-35.57807855764607
,,1739209920.7456975,-38.13080360867914
,,1739209920.7457006,-45.120503652039325
,,1739209920.745704,-32.816014438256545
,,1739209920.7457073,-35.57807855764607
,,1739209920.7457104,-45.120503652039325
,,1739209920.7457137,-35.57807855764607
,,1739209920.745717,-45.120503652039325
,,1739209920.74572,-45.120503652039325
,,1739209920.7457235,-45.120503652039325
,,1739209920.7457266,-45.120503652039325
,,1739209920.74573,-45.120503652039325
,,1739209920.7457333,-45.120503652039325
,,1739209920.7457364,-38.13080360867914
,,1739209920.7457397,-45.120503652039325
,,1739209920.745743,-45.120503652039325
,,1739209920.745746,-38.13080360867914
,,1739209920.7457497,-38.13080360867914
,,1739209920.7457526,-45.120503652039325
,,1739209920.745756,-32.816014438256545
,,1739209920.7457592,-35.57807855764607
,,1739209920.7457623,-45.120503652039325
,,1739209920.7457657,-45.120503652039325
,,1739209920.745769,-32.816014438256545
,,1739209920.745772,-29.438486411369333
,,1739209920.7457757,-45.120503652039325
,,1739209920.7457788,-45.120503652039325
,,1739209920.745782,-45.120503652039325
,,1739209920.7457852,-38.13080360867914
,,1739209920.7457883,-45.120503652039325
,,1739209920.7457917,-38.13080360867914
,,1739209920.745795,-45.120503652039325
,,1739209920.745798,-38.13080360867914
,,1739209920.7458014,-38.13080360867914
,,1739209920.7458048,-45.120503652039325
,,1739209920.745808,-45.120503652039325
,,1739209920.7458112,-45.120503652039325
,,1739209920.7458143,-45.120503652039325
,,1739209920.7458177,-38.13080360867914
,,1739209920.745821,-45.120503652039325
,,1739209920.745824,-24.746238672633048
,,1739209920.7458274,-45.120503652039325
,,1739209920.7458308,-33.98107012897096
,,1739209920.745834,-25.82631439489636
,,1739209920.7458372,-28.992665084841946
,,1739209920.7458403,-32.816014438256545
,,1739209920.7458436,-19.89606131697609
,,1739209920.745847,-10.111281260136288
,,1739209920.74585,-32.816014438256545
,,1739209920.7458534,-38.13080360867914
,,1739209920.7458568,-35.57807855764607
,,1739209920.74586,-35.57807855764607
,,1739209920.7458632,-45.120503652039325
,,1739209920.7458663,-31.141103565318893
,,1739209920.7458696,-29.438486411369357
,,1739209920.745873,-30.49652367304973
,,1739209920.745876,-45.120503652039325
,,1739209920.7458794,-45.120503652039325
,,1739209920.7458827,-45.120503652039325
,,1739209920.7458858,-33.981070128970906
,,1739209920.7458892,-45.120503652039325
,,1739209920.7458923,-38.13080360867914
,,1739209920.7458956,-45.120503652039325
,,1739209920.745899,-38.13080360867914
,,1739209920.745902,-21.300333226290604
,,1739209920.7459054,-45.120503652039325
,,1739209920.7459087,-30.49652367304973
,,1739209920.7459118,-33.98107012897096
,,1739209920.7459152,-38.13080360867914
,,1739209920.7459185,-38.13080360867914
,,1739209920.7459216,-21.6765809151882
,,1739209920.745925,-20.001670042250545
,,1739209920.7459283,-32.816014438256545
,,1739209920.7459314,-38.13080360867914
,,1739209920.7459347,-26.487275050834715
,,1739209920.7459378,-15.91405363797142
,,1739209920.7459412,-13.558041748065843
,,1739209920.7459445,-25.826314394896357
,,1739209920.7459476,-38.13080360867914
,,1739209920.745951,-23.16150712794695
,,1739209920.7459545,-23.273589343863318
,,1739209920.7459574,-38.13080360867914
,,1739209920.7459607,-45.120503652039325
,,1739209920.7459638,-33.981070128970906
,,1739209920.7459671,-33.981070128970906
,,1739209920.7459705,-31.141103565318915
,,1739209920.7459736,-45.120503652039325
,,1739209920.745977,-32.816014438256545
,,1739209920.7459805,-38.13080360867914
,,1739209920.7459834,-38.13080360867914
,,1739209920.7459867,-45.120503652039325
,,1739209920.74599,-45.120503652039325
,,1739209920.7459931,-45.120503652039325
,,1739209920.7459965,-33.981070128970906
,,1739209920.7459996,-35.57807855764607
,,1739209920.746003,-45.120503652039325
,,1739209920.7460065,-38.13080360867914
,,1739209920.746009,-38.13080360867914
,,1739209920.7460127,-29.438486411369333
,,1739209920.746016,-21.67658091518819
,,1739209920.7460191,-31.141103565318943
,,1739209920.7460225,-31.141103565318915
,,1739209920.7460256,-45.120503652039325
,,1739209920.746029,-25.62660358559016
,,1739209920.7460322,-12.022073604878589
,,1739209920.746035,-15.384607417766729
,,1739209920.746039,-25.82631439489636
,,1739209920.746042,-45.120503652039325
,,1739209920.746045,-45.120503652039325
,,1739209920.7460485,-45.120503652039325
,,1739209920.7460518,-45.120503652039325
,,1739209920.746055,-33.981070128970906
,,1739209920.7460582,-31.141103565318915
,,1739209920.746061,-32.816014438256545
,,1739209920.746065,-26.991370085610768
,,1739209920.746068,-28.21854285175415
,,1739209920.746071,-23.75329798047522
,,1739209920.7460744,-33.981070128970906
,,1739209920.7460778,-45.120503652039325
,,1739209920.7460809,-38.13080360867914
,,1739209920.7460842,-31.141103565318915
,,1739209920.7460873,-25.826314394896364
,,1739209920.746091,-38.13080360867914
,,1739209920.746094,-45.120503652039325
,,1739209920.746097,-30.49652367304976
,,1739209920.7461004,-27.267205301931607
,,1739209920.7461038,-45.120503652039325
,,1739209920.7461069,-33.981070128970906
,,1739209920.7461102,-38.13080360867914
,,1739209920.7461133,-28.218542851754165
,,1739209920.7461166,-35.57807855764607
,,1739209920.74612,-38.13080360867914
,,1739209920.746123,-45.120503652039325
,,1739209920.7461264,-27.267205301931607
,,1739209920.7461298,-32.816014438256545
,,1739209920.7461329,-45.120503652039325
,,1739209920.7461362,-45.120503652039325
,,1739209920.7461395,-28.992665084841946
,,1739209920.7461426,-32.816014438256545
,,1739209920.746146,-45.120503652039325
,,1739209920.746149,-23.506823629689546
,,1739209920.7461524,-24.29264994887477
,,1739209920.7461555,-38.13080360867914
,,1739209920.7461588,-38.13080360867914
,,1739209920.7461622,-33.981070128970906
,,1739209920.7461655,-35.57807855764607
,,1739209920.7461686,-38.13080360867914
,,1739209920.746172,-20.888044912671223
,,1739209920.746175,-25.82631439489636
,,1739209920.7461784,-33.981070128970906
,,1739209920.7461815,-38.13080360867914
,,1739209920.7461848,-25.82631439489636
,,1739209920.7461882,-12.55573158962252
,,1739209920.7461915,-16.084178491196923
,,1739209920.7461946,-23.38864096791655
,,1739209920.746198,-38.13080360867914
,,1739209920.7462013,-45.120503652039325
,,1739209920.7462044,-35.57807855764607
,,1739209920.7462077,-38.13080360867914
,,1739209920.7462108,-45.120503652039325
,,1739209920.7462142,-38.13080360867914
,,1739209920.7462175,-25.82631439489636
,,1739209920.7462206,-45.120503652039325
,,1739209920.746224,-33.981070128970906
,,1739209920.7462273,-45.120503652039325
,,1739209920.7462304,-30.49652367304973
,,1739209920.7462337,-35.57807855764607
,,1739209920.7462368,-38.13080360867914
,,1739209920.74624,-32.816014438256545
,,1739209920.7462437,-32.81601443825658
,,1739209920.7462466,-38.13080360867914
,,1739209920.74625,-38.13080360867914
,,1739209920.7462533,-45.120503652039325
,,1739209920.7462564,-35.57807855764607
,,1739209920.7462597,-32.816014438256545
,,1739209920.746263,-35.57807855764607
,,1739209920.746266,-22.54371790334745
,,1739209920.7462697,-45.120503652039325
,,1739209920.7462726,-33.981070128970906
,,1739209920.746276,-45.120503652039325
,,1739209920.7462792,-35.57807855764607
,,1739209920.7462823,-38.13080360867914
,,1739209920.7462857,-32.816014438256545
,,1739209920.746289,-38.13080360867914
,,1739209920.746292,-38.13080360867914
,,1739209920.7462957,-38.13080360867914
,,1739209920.7462986,-24.589719217205094
,,1739209920.746302,-31.141103565318915
