CAN Message, 0x1a7:00002f5165aca9d1,Timestamp,Amplitude
,,1739209743.4530957,-45.120503652039325
,,1739209743.453099,-45.120503652039325
,,1739209743.4531024,-45.120503652039325
,,1739209743.4531057,-45.120503652039325
,,1739209743.453109,-45.120503652039325
,,1739209743.4531124,-38.13080360867914
,,1739209743.4531157,-38.13080360867914
,,1739209743.453119,-45.120503652039325
,,1739209743.4531224,-38.13080360867914
,,1739209743.4531257,-35.57807855764607
,,1739209743.453129,-38.13080360867914
,,1739209743.4531324,-33.981070128970906
,,1739209743.4531355,-38.13080360867914
,,1739209743.453139,-38.13080360867914
,,1739209743.4531424,-38.13080360867914
,,1739209743.4531455,-38.13080360867914
,,1739209743.4531493,-45.120503652039325
,,1739209743.453153,-38.13080360867914
,,1739209743.453156,-45.120503652039325
,,1739209743.453159,-38.13080360867914
,,1739209743.453163,-38.13080360867914
,,1739209743.453166,-45.120503652039325
,,1739209743.453169,-45.120503652039325
,,1739209743.4531727,-45.120503652039325
,,1739209743.453176,-38.13080360867914
,,1739209743.4531794,-45.120503652039325
,,1739209743.4531827,-45.120503652039325
,,1739209743.453186,-38.13080360867914
,,1739209743.4531894,-38.13080360867914
,,1739209743.4531927,-45.120503652039325
,,1739209743.453196,-38.13080360867914
,,1739209743.4531994,-38.13080360867914
,,1739209743.4532027,-38.13080360867914
,,1739209743.453206,-45.120503652039325
,,1739209743.4532094,-33.981070128970906
,,1739209743.4532127,-25.62660358559016
,,1739209743.453216,-33.981070128970906
,,1739209743.4532194,-45.120503652039325
,,1739209743.4532228,-38.13080360867914
,,1739209743.4532263,-33.981070128970906
,,1739209743.4532297,-45.120503652039325
,,1739209743.453233,-45.120503652039325
,,1739209743.4532363,-45.120503652039325
,,1739209743.4532397,-38.13080360867914
,,1739209743.453243,-38.13080360867914
,,1739209743.4532464,-45.120503652039325
,,1739209743.4532497,-45.120503652039325
,,1739209743.453253,-38.13080360867914
,,1739209743.4532564,-35.57807855764607
,,1739209743.4532597,-32.816014438256545
,,1739209743.453263,-17.16170347859854
,,1739209743.4532664,-18.636903542229973
,,1739209743.4532695,-33.981070128970906
,,1739209743.453273,-38.13080360867914
,,1739209743.4532764,-45.120503652039325
,,1739209743.4532795,-45.120503652039325
,,1739209743.453283,-38.13080360867914
,,1739209743.4532864,-45.120503652039325
,,1739209743.4532895,-33.981070128970906
,,1739209743.453293,-26.99137008561072
,,1739209743.4532964,-38.13080360867914
,,1739209743.4532998,-45.120503652039325
,,1739209743.453303,-35.57807855764607
,,1739209743.453307,-33.981070128970906
,,1739209743.45331,-45.120503652039325
,,1739209743.4533134,-38.13080360867914
,,1739209743.4533167,-38.13080360867914
,,1739209743.45332,-28.992665084841967
,,1739209743.4533234,-45.120503652039325
,,1739209743.4533267,-35.57807855764607
,,1739209743.45333,-38.13080360867914
,,1739209743.4533334,-35.57807855764607
,,1739209743.4533367,-38.13080360867914
,,1739209743.45334,-45.120503652039325
,,1739209743.4533434,-28.992665084841946
,,1739209743.4533467,-38.13080360867914
,,1739209743.45335,-45.120503652039325
,,1739209743.4533534,-38.13080360867914
,,1739209743.4533567,-38.13080360867914
