CAN Message, 0x98:0000446c0cb564eb,Timestamp,Amplitude
,,1739209844.201332,-45.120503652039325
,,1739209844.2013342,-45.120503652039325
,,1739209844.2013366,-45.120503652039325
,,1739209844.201339,-38.13080360867914
,,1739209844.2013412,-30.49652367304973
,,1739209844.2013435,-33.981070128970906
,,1739209844.201346,-45.120503652039325
,,1739209844.2013483,-45.120503652039325
,,1739209844.2013505,-33.981070128970906
,,1739209844.2013528,-45.120503652039325
,,1739209844.2013552,-45.120503652039325
,,1739209844.2013576,-45.120503652039325
,,1739209844.2013595,-31.141103565318943
,,1739209844.201362,-45.120503652039325
,,1739209844.2013645,-45.120503652039325
,,1739209844.201367,-45.120503652039325
,,1739209844.201369,-45.120503652039325
,,1739209844.2013714,-38.13080360867914
,,1739209844.2013738,-45.120503652039325
,,1739209844.2013762,-45.120503652039325
,,1739209844.2013783,-27.267205301931607
,,1739209844.2013807,-20.4518274484982
,,1739209844.201383,-21.598678470925663
,,1739209844.2013855,-31.141103565318915
,,1739209844.2013876,-38.13080360867914
,,1739209844.20139,-38.13080360867914
,,1739209844.2013924,-45.120503652039325
,,1739209844.2013948,-45.120503652039325
,,1739209844.201397,-32.816014438256545
,,1739209844.201399,-38.13080360867914
,,1739209844.2014017,-45.120503652039325
,,1739209844.201404,-45.120503652039325
,,1739209844.2014062,-32.816014438256545
,,1739209844.2014086,-35.57807855764607
,,1739209844.201411,-45.120503652039325
,,1739209844.2014134,-35.57807855764607
,,1739209844.2014155,-33.98107012897096
,,1739209844.201418,-45.120503652039325
,,1739209844.2014203,-35.57807855764607
,,1739209844.2014227,-45.120503652039325
,,1739209844.201425,-45.120503652039325
,,1739209844.2014272,-38.13080360867914
,,1739209844.2014296,-38.13080360867914
,,1739209844.201432,-45.120503652039325
,,1739209844.2014344,-29.438486411369333
,,1739209844.2014363,-22.17584139042336
,,1739209844.201439,-32.816014438256545
,,1739209844.2014413,-30.49652367304973
,,1739209844.2014437,-45.120503652039325
,,1739209844.2014458,-31.141103565318943
,,1739209844.2014482,-10.61031913048472
,,1739209844.2014506,-17.508745520481977
,,1739209844.201453,-33.98107012897096
,,1739209844.201455,-30.49652367304973
,,1739209844.2014575,-45.120503652039325
,,1739209844.20146,-38.13080360867914
,,1739209844.2014625,-38.13080360867914
,,1739209844.2014644,-32.81601443825658
,,1739209844.2014668,-35.57807855764607
,,1739209844.2014692,-35.57807855764607
,,1739209844.2014716,-45.120503652039325
,,1739209844.2014737,-45.120503652039325
,,1739209844.201476,-35.57807855764607
,,1739209844.2014785,-38.13080360867914
,,1739209844.2014809,-29.438486411369333
,,1739209844.201483,-29.438486411369333
,,1739209844.2014854,-35.57807855764607
,,1739209844.2014878,-33.981070128970906
,,1739209844.2014902,-38.13080360867914
,,1739209844.2014923,-31.141103565318915
,,1739209844.2014947,-45.120503652039325
,,1739209844.201497,-45.120503652039325
,,1739209844.2014997,-38.13080360867914
,,1739209844.2015016,-28.992665084841946
,,1739209844.201504,-45.120503652039325
,,1739209844.2015064,-38.13080360867914
,,1739209844.2015088,-45.120503652039325
,,1739209844.201511,-33.98107012897096
,,1739209844.2015133,-38.13080360867914
,,1739209844.2015157,-24.589719217205094
,,1739209844.201518,-45.120503652039325
,,1739209844.2015204,-45.120503652039325
,,1739209844.2015226,-32.816014438256545
,,1739209844.201525,-33.981070128970906
,,1739209844.2015274,-45.120503652039325
,,1739209844.2015295,-27.267205301931607
,,1739209844.201532,-35.57807855764607
,,1739209844.2015345,-32.816014438256545
,,1739209844.201537,-31.141103565318943
,,1739209844.201539,-28.58837851428589
,,1739209844.2015412,-35.57807855764607
,,1739209844.2015436,-45.120503652039325
,,1739209844.201546,-45.120503652039325
,,1739209844.2015483,-45.120503652039325
,,1739209844.2015505,-38.13080360867914
,,1739209844.2015529,-32.816014438256545
,,1739209844.2015553,-33.981070128970906
,,1739209844.2015576,-25.25278630937684
,,1739209844.2015598,-9.41390695182395
,,1739209844.2015622,-15.275230518601363
,,1739209844.2015646,-30.49652367304976
,,1739209844.201567,-25.62660358559016
,,1739209844.201569,-38.13080360867914
,,1739209844.2015717,-38.13080360867914
,,1739209844.2015738,-45.120503652039325
,,1739209844.2015762,-32.81601443825658
,,1739209844.2015784,-38.13080360867914
,,1739209844.2015808,-38.13080360867914
,,1739209844.2015831,-38.13080360867914
,,1739209844.2015855,-28.992665084841946
,,1739209844.2015877,-45.120503652039325
,,1739209844.20159,-45.120503652039325
,,1739209844.2015924,-38.13080360867914
,,1739209844.2015948,-33.981070128970906
,,1739209844.201597,-38.13080360867914
,,1739209844.2015994,-45.120503652039325
,,1739209844.2016015,-38.13080360867914
,,1739209844.201604,-32.816014438256545
,,1739209844.2016065,-31.141103565318915
,,1739209844.201609,-38.13080360867914
,,1739209844.201611,-45.120503652039325
,,1739209844.2016134,-33.981070128970906
,,1739209844.2016156,-23.506823629689546
,,1739209844.201618,-38.13080360867914
,,1739209844.2016203,-38.13080360867914
,,1739209844.2016227,-38.13080360867914
,,1739209844.201625,-45.120503652039325
,,1739209844.2016273,-13.462127405138007
,,1739209844.2016296,-27.267205301931607
,,1739209844.201632,-45.120503652039325
,,1739209844.2016344,-33.981070128970906
,,1739209844.2016366,-33.981070128970906
,,1739209844.201639,-45.120503652039325
,,1739209844.201641,-26.99137008561072
,,1739209844.2016437,-29.438486411369347
,,1739209844.201646,-38.13080360867914
,,1739209844.2016482,-38.13080360867914
,,1739209844.2016506,-33.981070128970906
,,1739209844.201653,-38.13080360867914
,,1739209844.2016551,-33.981070128970906
,,1739209844.2016575,-38.13080360867914
