CAN Message, 0x1d3:0000517122a6cd38,Timestamp,Amplitude
,,1739209596.5672922,-38.13080360867914
,,1739209596.567308,-45.120503652039325
,,1739209596.5673237,-45.120503652039325
,,1739209596.5673394,-38.13080360867914
,,1739209596.5673552,-38.13080360867914
,,1739209596.567371,-30.49652367304973
,,1739209596.5673864,-38.13080360867914
,,1739209596.567402,-35.57807855764607
,,1739209596.567418,-38.13080360867914
,,1739209596.5674336,-38.13080360867914
,,1739209596.567449,-38.13080360867914
,,1739209596.5674648,-38.13080360867914
,,1739209596.5674806,-32.816014438256545
,,1739209596.5674963,-33.981070128970906
,,1739209596.567512,-38.13080360867914
,,1739209596.5675278,-38.13080360867914
,,1739209596.5675433,-45.120503652039325
,,1739209596.567559,-45.120503652039325
,,1739209596.5675747,-32.816014438256545
,,1739209596.5675905,-35.57807855764607
,,1739209596.5676062,-38.13080360867914
,,1739209596.567622,-38.13080360867914
,,1739209596.5676374,-45.120503652039325
,,1739209596.5676532,-45.120503652039325
,,1739209596.567669,-35.57807855764607
,,1739209596.567685,-45.120503652039325
,,1739209596.5677004,-45.120503652039325
,,1739209596.567716,-33.981070128970906
,,1739209596.5677316,-32.816014438256545
,,1739209596.5677474,-33.981070128970906
,,1739209596.567763,-45.120503652039325
,,1739209596.5677788,-38.13080360867914
,,1739209596.5677946,-45.120503652039325
,,1739209596.5678103,-33.981070128970906
,,1739209596.5678258,-38.13080360867914
,,1739209596.5678415,-45.120503652039325
,,1739209596.5678573,-45.120503652039325
,,1739209596.567873,-33.981070128970906
,,1739209596.5678887,-45.120503652039325
,,1739209596.5679042,-38.13080360867914
,,1739209596.56792,-38.13080360867914
,,1739209596.5679357,-45.120503652039325
,,1739209596.5679514,-38.13080360867914
,,1739209596.5679672,-38.13080360867914
,,1739209596.567983,-45.120503652039325
,,1739209596.5679984,-38.13080360867914
,,1739209596.568014,-38.13080360867914
,,1739209596.56803,-45.120503652039325
,,1739209596.5680456,-45.120503652039325
,,1739209596.5680614,-33.981070128970906
,,1739209596.568077,-9.773897893754848
,,1739209596.5680926,-23.506823629689546
,,1739209596.5681083,-28.58837851428586
,,1739209596.568124,-45.120503652039325
,,1739209596.5681398,-35.57807855764607
,,1739209596.5681555,-35.57807855764607
,,1739209596.5681713,-33.981070128970906
,,1739209596.5681868,-45.120503652039325
,,1739209596.5682025,-45.120503652039325
,,1739209596.5682182,-38.13080360867914
,,1739209596.568234,-35.57807855764607
,,1739209596.5682497,-38.13080360867914
,,1739209596.5682652,-45.120503652039325
,,1739209596.568281,-38.13080360867914
,,1739209596.568297,-45.120503652039325
,,1739209596.5683124,-33.981070128970906
,,1739209596.568328,-38.13080360867914
,,1739209596.568344,-38.13080360867914
,,1739209596.5683594,-33.981070128970906
,,1739209596.568375,-45.120503652039325
,,1739209596.5683908,-30.49652367304973
,,1739209596.5684066,-33.981070128970906
,,1739209596.5684223,-45.120503652039325
,,1739209596.568438,-28.21854285175415
,,1739209596.5684536,-18.636903542229977
,,1739209596.5684693,-45.120503652039325
,,1739209596.568485,-33.981070128970906
,,1739209596.5685008,-32.816014438256545
