CAN Message, 0x77:f74d936e1a7aadbf,Timestamp,Amplitude
,,1739209736.033357,-45.120503652039325
,,1739209736.0333636,-38.13080360867914
,,1739209736.0333705,-38.13080360867914
,,1739209736.0333774,-35.57807855764607
,,1739209736.0333843,-30.49652367304973
,,1739209736.0333912,-38.13080360867914
,,1739209736.0333982,-38.13080360867914
,,1739209736.033405,-35.57807855764607
,,1739209736.033412,-38.13080360867914
,,1739209736.033419,-38.13080360867914
,,1739209736.0334258,-30.49652367304973
,,1739209736.0334327,-45.120503652039325
,,1739209736.0334396,-33.98107012897096
,,1739209736.0334466,-45.120503652039325
,,1739209736.0334537,-35.57807855764607
,,1739209736.0334604,-45.120503652039325
,,1739209736.0334673,-45.120503652039325
,,1739209736.0334742,-38.13080360867914
,,1739209736.0334811,-32.816014438256545
,,1739209736.033488,-33.981070128970906
,,1739209736.033495,-33.981070128970906
,,1739209736.033502,-26.991370085610757
,,1739209736.0335088,-25.25278630937684
,,1739209736.0335157,-31.141103565318915
,,1739209736.0335226,-45.120503652039325
,,1739209736.0335295,-38.13080360867914
,,1739209736.0335364,-38.13080360867914
,,1739209736.033543,-45.120503652039325
,,1739209736.0335505,-32.816014438256545
,,1739209736.0335572,-35.57807855764607
,,1739209736.033564,-38.13080360867914
,,1739209736.033571,-38.13080360867914
,,1739209736.033578,-33.981070128970906
,,1739209736.0335848,-45.120503652039325
,,1739209736.0335915,-38.13080360867914
,,1739209736.033599,-35.57807855764607
,,1739209736.0336056,-45.120503652039325
,,1739209736.0336125,-45.120503652039325
,,1739209736.0336194,-45.120503652039325
,,1739209736.0336263,-45.120503652039325
,,1739209736.0336332,-38.13080360867914
,,1739209736.03364,-31.141103565318915
,,1739209736.0336468,-45.120503652039325
,,1739209736.0336535,-38.13080360867914
,,1739209736.033661,-30.49652367304973
,,1739209736.0336676,-22.002965041481755
,,1739209736.0336745,-27.87774495603141
,,1739209736.0336814,-45.120503652039325
,,1739209736.0336883,-45.120503652039325
,,1739209736.0336952,-27.87774495603143
,,1739209736.033702,-10.61031913048472
,,1739209736.033709,-14.210872886081972
,,1739209736.033716,-31.141103565318943
,,1739209736.0337229,-31.141103565318893
,,1739209736.0337298,-45.120503652039325
,,1739209736.0337367,-45.120503652039325
,,1739209736.0337436,-45.120503652039325
,,1739209736.0337503,-45.120503652039325
,,1739209736.0337574,-38.13080360867914
,,1739209736.0337644,-38.13080360867914
,,1739209736.0337713,-38.13080360867914
,,1739209736.0337782,-35.57807855764607
,,1739209736.033785,-45.120503652039325
,,1739209736.033792,-45.120503652039325
,,1739209736.033799,-30.49652367304973
,,1739209736.0338058,-28.58837851428586
,,1739209736.0338128,-38.13080360867914
,,1739209736.0338197,-38.13080360867914
,,1739209736.0338266,-31.141103565318915
,,1739209736.0338335,-25.82631439489636
,,1739209736.0338404,-45.120503652039325
,,1739209736.033847,-38.13080360867914
,,1739209736.0338542,-38.13080360867914
,,1739209736.0338612,-32.816014438256545
,,1739209736.033868,-25.826314394896357
,,1739209736.033875,-32.816014438256545
,,1739209736.033882,-38.13080360867914
,,1739209736.0338888,-33.98107012897096
,,1739209736.0338955,-38.13080360867914
,,1739209736.0339026,-13.91147547589402
