CAN Message, 0x62:0385dd00ea0d9a90,Timestamp,Amplitude
,,1739209707.3629377,-38.13080360867914
,,1739209707.3629408,-38.13080360867914
,,1739209707.3629436,-35.57807855764607
,,1739209707.3629467,-38.13080360867914
,,1739209707.3629498,-38.13080360867914
,,1739209707.3629527,-38.13080360867914
,,1739209707.3629558,-45.120503652039325
,,1739209707.362959,-45.120503652039325
,,1739209707.3629618,-31.141103565318915
,,1739209707.3629649,-38.13080360867914
,,1739209707.3629675,-45.120503652039325
,,1739209707.3629708,-38.13080360867914
,,1739209707.3629737,-33.981070128970906
,,1739209707.3629768,-38.13080360867914
,,1739209707.36298,-38.13080360867914
,,1739209707.3629827,-38.13080360867914
,,1739209707.3629858,-31.141103565318915
,,1739209707.362989,-38.13080360867914
,,1739209707.3629918,-45.120503652039325
,,1739209707.362995,-45.120503652039325
,,1739209707.3629978,-33.981070128970906
,,1739209707.3630009,-28.992665084841946
,,1739209707.363004,-22.74004262075133
,,1739209707.3630068,-35.57807855764607
,,1739209707.36301,-45.120503652039325
,,1739209707.3630128,-45.120503652039325
,,1739209707.363016,-35.57807855764607
,,1739209707.363019,-38.13080360867914
,,1739209707.363022,-33.981070128970906
,,1739209707.363025,-45.120503652039325
,,1739209707.3630278,-38.13080360867914
,,1739209707.363031,-45.120503652039325
,,1739209707.363034,-33.981070128970906
,,1739209707.3630369,-38.13080360867914
,,1739209707.36304,-38.13080360867914
,,1739209707.363043,-38.13080360867914
,,1739209707.363046,-35.57807855764607
,,1739209707.363049,-38.13080360867914
,,1739209707.363052,-45.120503652039325
,,1739209707.363055,-31.141103565318893
,,1739209707.363058,-38.13080360867914
,,1739209707.363061,-38.13080360867914
,,1739209707.363064,-45.120503652039325
,,1739209707.363067,-38.13080360867914
,,1739209707.36307,-32.816014438256545
,,1739209707.363073,-45.120503652039325
,,1739209707.363076,-45.120503652039325
,,1739209707.363079,-35.57807855764607
,,1739209707.3630822,-45.120503652039325
,,1739209707.363085,-33.98107012897096
,,1739209707.363088,-17.217652011706875
,,1739209707.363091,-22.44878636800916
,,1739209707.363094,-38.13080360867914
,,1739209707.3630972,-45.120503652039325
,,1739209707.3631,-38.13080360867914
,,1739209707.3631032,-45.120503652039325
,,1739209707.363106,-45.120503652039325
,,1739209707.363109,-45.120503652039325
,,1739209707.3631122,-45.120503652039325
,,1739209707.363115,-45.120503652039325
,,1739209707.3631182,-28.992665084841946
,,1739209707.3631213,-35.57807855764607
,,1739209707.363124,-38.13080360867914
,,1739209707.3631272,-45.120503652039325
,,1739209707.36313,-26.487275050834715
,,1739209707.3631332,-27.8777449560314
,,1739209707.3631363,-45.120503652039325
,,1739209707.3631392,-35.57807855764607
,,1739209707.3631425,-38.13080360867914
,,1739209707.363145,-45.120503652039325
,,1739209707.3631482,-32.816014438256545
,,1739209707.3631513,-45.120503652039325
,,1739209707.3631542,-27.8777449560314
,,1739209707.3631573,-26.487275050834715
,,1739209707.3631604,-24.15140352195872
,,1739209707.3631632,-38.13080360867914
,,1739209707.3631663,-31.141103565318915
,,1739209707.3631692,-38.13080360867914
,,1739209707.3631723,-33.981070128970906
,,1739209707.3631754,-17.756538629272868
,,1739209707.3631785,-24.746238672633048
,,1739209707.3631814,-32.816014438256545
,,1739209707.3631842,-45.120503652039325
,,1739209707.3631873,-45.120503652039325
,,1739209707.3631904,-32.816014438256545
,,1739209707.3631933,-31.141103565318915
,,1739209707.3631964,-45.120503652039325
,,1739209707.3631997,-27.8777449560314
,,1739209707.3632023,-22.264930561961563
,,1739209707.3632054,-21.228842808393978
,,1739209707.3632083,-26.99137008561072
,,1739209707.3632114,-45.120503652039325
