CAN Message, 0x150:05003bd638d91589,Timestamp,Amplitude
,,1739209851.5051486,-45.120503652039325
,,1739209851.5051537,-45.120503652039325
,,1739209851.505159,-45.120503652039325
,,1739209851.5051637,-31.141103565318893
,,1739209851.505169,-29.438486411369333
,,1739209851.5051734,-45.120503652039325
,,1739209851.5051785,-38.13080360867914
,,1739209851.5051837,-38.13080360867914
,,1739209851.5051885,-45.120503652039325
,,1739209851.5051937,-45.120503652039325
,,1739209851.5051985,-38.13080360867914
,,1739209851.5052035,-29.438486411369333
,,1739209851.5052085,-27.8777449560314
,,1739209851.5052135,-35.57807855764607
,,1739209851.5052185,-45.120503652039325
,,1739209851.5052235,-31.141103565318915
,,1739209851.5052283,-28.58837851428586
,,1739209851.5052335,-25.07728991421287
,,1739209851.5052383,-38.13080360867914
,,1739209851.5052433,-45.120503652039325
,,1739209851.5052483,-38.13080360867914
,,1739209851.5052533,-45.120503652039325
,,1739209851.5052583,-22.84163660590256
,,1739209851.505263,-38.13080360867914
,,1739209851.5052683,-32.816014438256545
,,1739209851.505273,-38.13080360867914
,,1739209851.5052783,-38.13080360867914
,,1739209851.5052834,-45.120503652039325
,,1739209851.5052884,-38.13080360867914
,,1739209851.5052934,-35.57807855764607
,,1739209851.5052984,-38.13080360867914
,,1739209851.5053034,-45.120503652039325
,,1739209851.5053084,-45.120503652039325
,,1739209851.5053134,-35.57807855764607
,,1739209851.5053182,-45.120503652039325
,,1739209851.5053232,-35.57807855764607
,,1739209851.5053282,-32.816014438256545
,,1739209851.5053332,-38.13080360867914
,,1739209851.5053382,-38.13080360867914
,,1739209851.5053432,-45.120503652039325
,,1739209851.5053482,-31.141103565318943
,,1739209851.5053532,-45.120503652039325
,,1739209851.5053582,-45.120503652039325
,,1739209851.5053632,-35.57807855764607
,,1739209851.5053682,-26.99137008561072
,,1739209851.5053732,-24.74623867263306
,,1739209851.5053782,-24.438645034577675
,,1739209851.5053833,-29.438486411369333
,,1739209851.505388,-33.981070128970906
,,1739209851.505393,-25.82631439489636
,,1739209851.505398,-14.53244878528022
,,1739209851.505403,-13.287805215211243
,,1739209851.505408,-24.589719217205094
,,1739209851.505413,-38.13080360867914
,,1739209851.505418,-45.120503652039325
,,1739209851.505423,-45.120503652039325
,,1739209851.505428,-26.99137008561072
,,1739209851.505433,-38.13080360867914
,,1739209851.505438,-45.120503652039325
,,1739209851.505443,-45.120503652039325
,,1739209851.505448,-25.82631439489636
,,1739209851.505453,-28.992665084841946
,,1739209851.505458,-45.120503652039325
,,1739209851.505463,-38.13080360867914
,,1739209851.505468,-28.58837851428586
,,1739209851.505473,-38.13080360867914
,,1739209851.505478,-45.120503652039325
,,1739209851.505483,-45.120503652039325
,,1739209851.505488,-28.992665084841946
,,1739209851.505493,-20.51152522447381
,,1739209851.505498,-11.846914308175986
,,1739209851.505503,-27.267205301931607
,,1739209851.505508,-33.981070128970906
,,1739209851.505513,-38.13080360867914
,,1739209851.505518,-38.13080360867914
,,1739209851.505523,-33.981070128970906
,,1739209851.505528,-26.99137008561072
,,1739209851.5055327,-29.438486411369357
,,1739209851.5055375,-33.981070128970906
,,1739209851.5055428,-45.120503652039325
,,1739209851.5055478,-38.13080360867914
,,1739209851.5055528,-38.13080360867914
,,1739209851.5055578,-35.57807855764607
,,1739209851.5055628,-38.13080360867914
,,1739209851.5055678,-45.120503652039325
,,1739209851.5055728,-38.13080360867914
,,1739209851.5055778,-45.120503652039325
,,1739209851.5055828,-38.13080360867914
,,1739209851.5055878,-38.13080360867914
,,1739209851.5055928,-45.120503652039325
,,1739209851.5055978,-45.120503652039325
,,1739209851.5056026,-45.120503652039325
,,1739209851.5056076,-31.141103565318915
,,1739209851.5056126,-33.981070128970906
,,1739209851.5056176,-45.120503652039325
,,1739209851.5056226,-38.13080360867914
,,1739209851.5056276,-35.57807855764607
,,1739209851.5056326,-38.13080360867914
,,1739209851.5056376,-29.438486411369357
,,1739209851.505643,-33.98107012897096
,,1739209851.5056477,-38.13080360867914
,,1739209851.505653,-28.992665084841946
,,1739209851.5056577,-35.57807855764607
,,1739209851.505663,-38.13080360867914
,,1739209851.5056677,-38.13080360867914
,,1739209851.5056727,-28.58837851428586
,,1739209851.5056777,-45.120503652039325
,,1739209851.5056825,-45.120503652039325
,,1739209851.5056877,-38.13080360867914
,,1739209851.5056925,-28.992665084841946
,,1739209851.5056975,-45.120503652039325
,,1739209851.5057025,-38.13080360867914
,,1739209851.5057075,-38.13080360867914
,,1739209851.5057125,-38.13080360867914
,,1739209851.5057175,-45.120503652039325
,,1739209851.5057223,-33.981070128970906
,,1739209851.5057275,-38.13080360867914
,,1739209851.5057323,-30.49652367304973
,,1739209851.5057375,-27.8777449560314
,,1739209851.5057423,-45.120503652039325
,,1739209851.5057473,-38.13080360867914
,,1739209851.5057523,-28.58837851428586
,,1739209851.505757,-25.62660358559016
,,1739209851.5057623,-21.6765809151882
,,1739209851.505767,-45.120503652039325
,,1739209851.5057724,-26.03565346325281
,,1739209851.5057774,-38.13080360867914
,,1739209851.5057824,-38.13080360867914
,,1739209851.5057874,-45.120503652039325
,,1739209851.5057924,-27.267205301931607
,,1739209851.5057974,-35.57807855764607
,,1739209851.5058024,-45.120503652039325
,,1739209851.5058074,-45.120503652039325
,,1739209851.5058124,-27.87774495603141
,,1739209851.5058174,-38.13080360867914
,,1739209851.5058222,-38.13080360867914
,,1739209851.5058272,-31.141103565318915
,,1739209851.5058322,-28.58837851428586
,,1739209851.5058372,-31.141103565318915
,,1739209851.5058422,-45.120503652039325
,,1739209851.5058472,-29.438486411369333
,,1739209851.5058522,-25.25278630937684
,,1739209851.5058572,-20.001670042250552
,,1739209851.5058622,-32.816014438256545
,,1739209851.5058672,-45.120503652039325
,,1739209851.5058722,-38.13080360867914
,,1739209851.5058773,-38.13080360867914
,,1739209851.5058825,-38.13080360867914
,,1739209851.5058873,-45.120503652039325
,,1739209851.505892,-45.120503652039325
,,1739209851.505897,-45.120503652039325
,,1739209851.505902,-38.13080360867914
,,1739209851.505907,-45.120503652039325
,,1739209851.505912,-38.13080360867914
,,1739209851.505917,-45.120503652039325
,,1739209851.505922,-45.120503652039325
,,1739209851.505927,-38.13080360867914
,,1739209851.505932,-33.98107012897096
,,1739209851.505937,-45.120503652039325
,,1739209851.505942,-38.13080360867914
,,1739209851.505947,-45.120503652039325
,,1739209851.505952,-45.120503652039325
,,1739209851.5059571,-45.120503652039325
,,1739209851.505962,-28.992665084841946
,,1739209851.505967,-45.120503652039325
,,1739209851.505972,-17.952126419044045
,,1739209851.505977,-18.598040242006057
,,1739209851.505982,-38.13080360867914
,,1739209851.505987,-30.49652367304973
,,1739209851.505992,-25.25278630937684
,,1739209851.505997,-11.585188061261672
,,1739209851.506002,-11.996614158333369
,,1739209851.506007,-27.267205301931607
,,1739209851.506012,-25.077289914212862
,,1739209851.506017,-24.746238672633048
,,1739209851.506022,-45.120503652039325
,,1739209851.506027,-45.120503652039325
,,1739209851.506032,-38.13080360867914
,,1739209851.5060368,-38.13080360867914
,,1739209851.5060418,-28.21854285175415
,,1739209851.5060468,-21.021172418726344
,,1739209851.5060518,-45.120503652039325
,,1739209851.5060568,-38.13080360867914
,,1739209851.5060618,-33.981070128970906
,,1739209851.5060668,-24.74623867263306
,,1739209851.5060718,-11.979723734247166
,,1739209851.5060768,-31.141103565318943
,,1739209851.5060818,-45.120503652039325
,,1739209851.5060868,-31.141103565318915
,,1739209851.5060918,-38.13080360867914
,,1739209851.5060968,-45.120503652039325
,,1739209851.5061018,-45.120503652039325
,,1739209851.5061066,-45.120503652039325
,,1739209851.5061116,-29.438486411369333
,,1739209851.5061166,-28.21854285175415
,,1739209851.5061216,-45.120503652039325
,,1739209851.5061266,-45.120503652039325
,,1739209851.5061316,-45.120503652039325
,,1739209851.506137,-27.8777449560314
,,1739209851.5061417,-38.13080360867914
,,1739209851.506147,-45.120503652039325
,,1739209851.5061517,-30.49652367304973
,,1739209851.5061567,-24.151403521958727
,,1739209851.5061617,-38.13080360867914
,,1739209851.5061667,-45.120503652039325
,,1739209851.5061717,-45.120503652039325
,,1739209851.5061767,-24.746238672633048
,,1739209851.5061817,-31.141103565318915
,,1739209851.5061865,-27.87774495603141
,,1739209851.5061915,-25.07728991421287
,,1739209851.5061965,-28.58837851428586
,,1739209851.5062015,-32.816014438256545
,,1739209851.5062065,-38.13080360867914
,,1739209851.5062115,-19.89606131697609
,,1739209851.5062163,-13.076590332846294
,,1739209851.5062215,-38.13080360867914
,,1739209851.5062263,-38.13080360867914
,,1739209851.5062315,-33.981070128970906
,,1739209851.5062366,-26.487275050834715
,,1739209851.5062416,-38.13080360867914
,,1739209851.5062466,-45.120503652039325
,,1739209851.506251,-45.120503652039325
,,1739209851.5062563,-31.141103565318943
,,1739209851.506261,-45.120503652039325
,,1739209851.5062664,-45.120503652039325
,,1739209851.5062714,-45.120503652039325
,,1739209851.5062764,-28.58837851428586
,,1739209851.5062814,-32.816014438256545
,,1739209851.5062864,-35.57807855764607
,,1739209851.5062914,-38.13080360867914
,,1739209851.5062964,-45.120503652039325
,,1739209851.5063014,-45.120503652039325
,,1739209851.5063064,-31.141103565318915
,,1739209851.5063114,-24.15140352195873
,,1739209851.5063164,-32.816014438256545
,,1739209851.5063212,-30.49652367304973
,,1739209851.5063262,-45.120503652039325
,,1739209851.5063312,-23.16150712794695
,,1739209851.5063362,-27.267205301931607
,,1739209851.5063412,-45.120503652039325
,,1739209851.5063462,-30.49652367304973
,,1739209851.5063512,-32.81601443825658
,,1739209851.5063562,-14.96271608814888
,,1739209851.5063612,-16.261240254024976
,,1739209851.5063665,-32.81601443825658
,,1739209851.5063713,-31.141103565318893
,,1739209851.5063765,-33.981070128970906
,,1739209851.5063813,-33.981070128970906
,,1739209851.5063865,-38.13080360867914
,,1739209851.5063913,-38.13080360867914
,,1739209851.506396,-45.120503652039325
,,1739209851.506401,-35.57807855764607
,,1739209851.506406,-35.57807855764607
,,1739209851.506411,-33.981070128970906
,,1739209851.506416,-33.981070128970906
,,1739209851.506421,-32.816014438256545
,,1739209851.506426,-33.981070128970906
,,1739209851.506431,-45.120503652039325
,,1739209851.506436,-38.13080360867914
,,1739209851.506441,-33.981070128970906
,,1739209851.506446,-38.13080360867914
,,1739209851.5064511,-33.981070128970906
,,1739209851.506456,-30.49652367304973
,,1739209851.5064611,-26.991370085610757
,,1739209851.506466,-45.120503652039325
,,1739209851.506471,-33.981070128970906
,,1739209851.506476,-21.67658091518819
,,1739209851.506481,-38.13080360867914
,,1739209851.506486,-35.57807855764607
,,1739209851.506491,-45.120503652039325
,,1739209851.506496,-38.13080360867914
,,1739209851.506501,-10.382715305572043
,,1739209851.506506,-18.29905288830097
,,1739209851.506511,-31.141103565318943
,,1739209851.506516,-33.981070128970906
,,1739209851.506521,-35.57807855764607
,,1739209851.506526,-38.13080360867914
,,1739209851.506531,-38.13080360867914
,,1739209851.506536,-38.13080360867914
,,1739209851.5065408,-38.13080360867914
,,1739209851.5065458,-45.120503652039325
,,1739209851.5065508,-38.13080360867914
,,1739209851.5065558,-33.981070128970906
,,1739209851.5065608,-45.120503652039325
,,1739209851.5065658,-45.120503652039325
,,1739209851.5065708,-45.120503652039325
,,1739209851.5065758,-38.13080360867914
,,1739209851.5065808,-33.981070128970906
,,1739209851.5065858,-38.13080360867914
,,1739209851.5065908,-38.13080360867914
,,1739209851.5065958,-33.981070128970906
,,1739209851.5066009,-26.99137008561072
,,1739209851.506606,-31.141103565318915
,,1739209851.5066106,-33.981070128970906
,,1739209851.5066156,-38.13080360867914
,,1739209851.5066206,-22.44878636800916
,,1739209851.5066257,-38.13080360867914
,,1739209851.506631,-45.120503652039325
,,1739209851.5066357,-38.13080360867914
,,1739209851.506641,-28.992665084841946
,,1739209851.5066457,-38.13080360867914
,,1739209851.5066507,-38.13080360867914
,,1739209851.5066557,-35.57807855764607
,,1739209851.5066607,-35.57807855764607
,,1739209851.5066657,-45.120503652039325
