CAN Message, 0x1bb:00000c26a370e69b,Timestamp,Amplitude
,,1739209629.381283,-45.120503652039325
,,1739209629.3812852,-33.981070128970906
,,1739209629.3812876,-33.981070128970906
,,1739209629.38129,-38.13080360867914
,,1739209629.381292,-45.120503652039325
,,1739209629.3812945,-45.120503652039325
,,1739209629.3812969,-45.120503652039325
,,1739209629.381299,-38.13080360867914
,,1739209629.3813014,-35.57807855764607
,,1739209629.3813038,-38.13080360867914
,,1739209629.3813062,-45.120503652039325
,,1739209629.3813083,-38.13080360867914
,,1739209629.3813107,-35.57807855764607
,,1739209629.381313,-45.120503652039325
,,1739209629.3813152,-45.120503652039325
,,1739209629.3813176,-45.120503652039325
,,1739209629.38132,-38.13080360867914
,,1739209629.381322,-38.13080360867914
,,1739209629.3813243,-45.120503652039325
,,1739209629.381327,-45.120503652039325
,,1739209629.3813293,-32.816014438256545
,,1739209629.3813314,-38.13080360867914
,,1739209629.3813338,-38.13080360867914
,,1739209629.3813362,-38.13080360867914
,,1739209629.3813384,-35.57807855764607
,,1739209629.3813407,-32.816014438256545
,,1739209629.3813431,-38.13080360867914
,,1739209629.3813453,-45.120503652039325
,,1739209629.3813477,-35.57807855764607
,,1739209629.38135,-35.57807855764607
,,1739209629.3813524,-45.120503652039325
,,1739209629.3813546,-45.120503652039325
,,1739209629.381357,-45.120503652039325
,,1739209629.381359,-45.120503652039325
,,1739209629.3813615,-38.13080360867914
,,1739209629.381364,-35.57807855764607
,,1739209629.3813665,-31.141103565318915
,,1739209629.3813684,-45.120503652039325
,,1739209629.3813708,-45.120503652039325
,,1739209629.3813732,-38.13080360867914
,,1739209629.3813753,-45.120503652039325
,,1739209629.3813777,-45.120503652039325
,,1739209629.38138,-35.57807855764607
,,1739209629.3813825,-45.120503652039325
,,1739209629.3813846,-45.120503652039325
,,1739209629.381387,-45.120503652039325
,,1739209629.3813894,-38.13080360867914
,,1739209629.3813915,-35.57807855764607
,,1739209629.381394,-35.57807855764607
,,1739209629.3813963,-45.120503652039325
,,1739209629.3813984,-15.914053637971415
,,1739209629.3814008,-27.8777449560314
,,1739209629.3814032,-45.120503652039325
,,1739209629.3814056,-32.816014438256545
,,1739209629.3814075,-33.981070128970906
,,1739209629.38141,-45.120503652039325
,,1739209629.3814125,-35.57807855764607
,,1739209629.381415,-45.120503652039325
,,1739209629.381417,-33.981070128970906
,,1739209629.3814194,-32.816014438256545
,,1739209629.3814216,-45.120503652039325
,,1739209629.381424,-45.120503652039325
,,1739209629.3814263,-38.13080360867914
,,1739209629.3814287,-33.981070128970906
,,1739209629.3814309,-45.120503652039325
,,1739209629.3814332,-38.13080360867914
,,1739209629.3814356,-38.13080360867914
,,1739209629.3814378,-45.120503652039325
,,1739209629.3814402,-45.120503652039325
,,1739209629.3814423,-45.120503652039325
,,1739209629.3814447,-38.13080360867914
,,1739209629.381447,-45.120503652039325
,,1739209629.3814497,-33.981070128970906
,,1739209629.3814516,-45.120503652039325
,,1739209629.381454,-45.120503652039325
,,1739209629.3814564,-45.120503652039325
,,1739209629.3814588,-45.120503652039325
,,1739209629.381461,-38.13080360867914
,,1739209629.3814633,-38.13080360867914
,,1739209629.3814657,-21.22884280839397
,,1739209629.3814678,-38.13080360867914
,,1739209629.3814702,-45.120503652039325
,,1739209629.3814726,-27.8777449560314
,,1739209629.3814747,-25.25278630937684
,,1739209629.381477,-45.120503652039325
,,1739209629.3814795,-45.120503652039325
,,1739209629.381482,-31.141103565318893
,,1739209629.381484,-30.49652367304973
,,1739209629.3814864,-45.120503652039325
,,1739209629.3814888,-45.120503652039325
,,1739209629.381491,-45.120503652039325
,,1739209629.381493,-38.13080360867914
,,1739209629.3814957,-35.57807855764607
,,1739209629.381498,-45.120503652039325
,,1739209629.3815002,-38.13080360867914
,,1739209629.3815026,-31.141103565318915
,,1739209629.381505,-45.120503652039325
,,1739209629.3815072,-38.13080360867914
,,1739209629.3815095,-38.13080360867914
,,1739209629.381512,-28.992665084841967
,,1739209629.381514,-33.981070128970906
,,1739209629.3815165,-45.120503652039325
,,1739209629.3815188,-24.15140352195872
,,1739209629.381521,-18.263086266016654
,,1739209629.3815234,-45.120503652039325
,,1739209629.3815258,-38.13080360867914
,,1739209629.381528,-25.82631439489636
,,1739209629.3815303,-16.329544857038563
,,1739209629.381533,-9.513070641492174
,,1739209629.381535,-28.992665084841946
,,1739209629.3815372,-45.120503652039325
,,1739209629.3815396,-31.141103565318943
,,1739209629.381542,-38.13080360867914
,,1739209629.381544,-38.13080360867914
,,1739209629.3815465,-33.981070128970906
,,1739209629.381549,-28.58837851428586
,,1739209629.381551,-33.981070128970906
,,1739209629.3815534,-21.598678470925663
,,1739209629.3815558,-38.13080360867914
,,1739209629.3815582,-33.981070128970906
,,1739209629.3815603,-38.13080360867914
,,1739209629.3815627,-38.13080360867914
,,1739209629.381565,-45.120503652039325
,,1739209629.3815672,-45.120503652039325
,,1739209629.3815696,-38.13080360867914
,,1739209629.381572,-38.13080360867914
,,1739209629.3815742,-32.816014438256545
,,1739209629.3815763,-15.459086324648965
,,1739209629.381579,-35.57807855764607
,,1739209629.3815813,-45.120503652039325
,,1739209629.3815837,-38.13080360867914
,,1739209629.3815858,-45.120503652039325
,,1739209629.3815882,-38.13080360867914
,,1739209629.3815904,-33.981070128970906
,,1739209629.3815928,-45.120503652039325
,,1739209629.3815951,-38.13080360867914
,,1739209629.3815973,-33.981070128970906
,,1739209629.3815997,-38.13080360867914
,,1739209629.381602,-38.13080360867914
,,1739209629.3816044,-33.981070128970906
,,1739209629.3816066,-32.816014438256545
,,1739209629.381609,-38.13080360867914
,,1739209629.381611,-35.57807855764607
,,1739209629.3816135,-29.438486411369347
,,1739209629.381616,-33.981070128970906
,,1739209629.3816185,-38.13080360867914
,,1739209629.3816204,-38.13080360867914
,,1739209629.3816228,-24.15140352195873
,,1739209629.3816252,-27.267205301931607
,,1739209629.381627,-38.13080360867914
,,1739209629.3816297,-31.141103565318915
,,1739209629.381632,-26.991370085610736
,,1739209629.3816345,-33.981070128970906
,,1739209629.3816366,-38.13080360867914
,,1739209629.381639,-28.992665084841946
,,1739209629.3816414,-23.75329798047522
,,1739209629.3816435,-17.07910932868579
,,1739209629.381646,-33.981070128970906
,,1739209629.3816483,-38.13080360867914
,,1739209629.3816504,-33.981070128970906
,,1739209629.3816528,-45.120503652039325
,,1739209629.3816552,-45.120503652039325
,,1739209629.3816576,-38.13080360867914
,,1739209629.3816595,-38.13080360867914
,,1739209629.381662,-45.120503652039325
,,1739209629.3816645,-45.120503652039325
,,1739209629.381667,-45.120503652039325
,,1739209629.381669,-28.992665084841946
,,1739209629.3816714,-33.981070128970906
,,1739209629.3816736,-45.120503652039325
,,1739209629.381676,-33.981070128970906
,,1739209629.3816783,-33.981070128970906
,,1739209629.3816807,-38.13080360867914
,,1739209629.3816829,-38.13080360867914
,,1739209629.3816853,-38.13080360867914
,,1739209629.3816876,-28.992665084841946
