CAN Message, 0x39:00527955d9012d8f,Timestamp,Amplitude
,,1739209836.8466752,-38.13080360867914
,,1739209836.846681,-35.57807855764607
,,1739209836.846687,-38.13080360867914
,,1739209836.846693,-45.120503652039325
,,1739209836.846699,-45.120503652039325
,,1739209836.846705,-38.13080360867914
,,1739209836.846711,-32.816014438256545
,,1739209836.8467171,-38.13080360867914
,,1739209836.846723,-45.120503652039325
,,1739209836.846729,-45.120503652039325
,,1739209836.846735,-38.13080360867914
,,1739209836.846741,-45.120503652039325
,,1739209836.846747,-38.13080360867914
,,1739209836.846753,-38.13080360867914
,,1739209836.8467588,-45.120503652039325
,,1739209836.8467648,-33.981070128970906
,,1739209836.8467708,-38.13080360867914
,,1739209836.8467767,-38.13080360867914
,,1739209836.8467827,-33.981070128970906
,,1739209836.8467886,-38.13080360867914
,,1739209836.8467946,-45.120503652039325
,,1739209836.8468006,-38.13080360867914
,,1739209836.8468063,-33.981070128970906
,,1739209836.8468127,-33.981070128970906
,,1739209836.8468187,-35.57807855764607
,,1739209836.8468246,-38.13080360867914
,,1739209836.8468306,-38.13080360867914
,,1739209836.8468366,-38.13080360867914
,,1739209836.8468423,-45.120503652039325
,,1739209836.8468485,-38.13080360867914
,,1739209836.8468544,-38.13080360867914
,,1739209836.8468604,-45.120503652039325
,,1739209836.8468664,-38.13080360867914
,,1739209836.8468723,-38.13080360867914
,,1739209836.8468783,-38.13080360867914
,,1739209836.8468845,-35.57807855764607
,,1739209836.8468902,-45.120503652039325
,,1739209836.8468962,-45.120503652039325
,,1739209836.846902,-45.120503652039325
,,1739209836.846908,-45.120503652039325
,,1739209836.8469143,-38.13080360867914
,,1739209836.8469205,-38.13080360867914
,,1739209836.8469262,-28.992665084841946
,,1739209836.8469322,-38.13080360867914
,,1739209836.846938,-45.120503652039325
,,1739209836.846944,-38.13080360867914
,,1739209836.84695,-38.13080360867914
,,1739209836.846956,-45.120503652039325
,,1739209836.846962,-38.13080360867914
