CAN Message, 0x1b8:0300ff4e225daa83,Timestamp,Amplitude
,,1739209809.7118254,-45.120503652039325
,,1739209809.7118268,-32.816014438256545
,,1739209809.7118282,-45.120503652039325
,,1739209809.7118294,-45.120503652039325
,,1739209809.7118309,-38.13080360867914
,,1739209809.7118323,-38.13080360867914
,,1739209809.7118337,-38.13080360867914
,,1739209809.711835,-29.438486411369333
,,1739209809.7118363,-38.13080360867914
,,1739209809.7118378,-45.120503652039325
,,1739209809.711839,-35.57807855764607
,,1739209809.7118404,-35.57807855764607
,,1739209809.7118418,-45.120503652039325
,,1739209809.7118433,-45.120503652039325
,,1739209809.7118444,-38.13080360867914
,,1739209809.711846,-45.120503652039325
,,1739209809.7118473,-45.120503652039325
,,1739209809.7118485,-38.13080360867914
,,1739209809.71185,-38.13080360867914
,,1739209809.7118514,-38.13080360867914
,,1739209809.7118526,-45.120503652039325
,,1739209809.711854,-45.120503652039325
,,1739209809.7118554,-45.120503652039325
,,1739209809.7118568,-38.13080360867914
,,1739209809.711858,-38.13080360867914
,,1739209809.7118597,-45.120503652039325
,,1739209809.711861,-45.120503652039325
,,1739209809.711862,-45.120503652039325
,,1739209809.7118635,-45.120503652039325
,,1739209809.711865,-45.120503652039325
,,1739209809.7118664,-45.120503652039325
,,1739209809.7118676,-45.120503652039325
,,1739209809.711869,-38.13080360867914
,,1739209809.7118704,-35.57807855764607
,,1739209809.7118716,-38.13080360867914
,,1739209809.711873,-33.981070128970906
,,1739209809.7118745,-38.13080360867914
,,1739209809.7118757,-45.120503652039325
,,1739209809.711877,-45.120503652039325
,,1739209809.7118783,-45.120503652039325
,,1739209809.71188,-45.120503652039325
,,1739209809.7118812,-45.120503652039325
,,1739209809.7118826,-45.120503652039325
,,1739209809.711884,-45.120503652039325
,,1739209809.7118852,-45.120503652039325
,,1739209809.7118866,-45.120503652039325
,,1739209809.711888,-45.120503652039325
,,1739209809.7118893,-38.13080360867914
,,1739209809.7118907,-29.438486411369333
,,1739209809.711892,-27.267205301931607
,,1739209809.7118936,-12.142898541047952
,,1739209809.7118948,-10.76683858591268
,,1739209809.7118962,-26.991370085610757
,,1739209809.7118976,-31.141103565318915
,,1739209809.7118988,-38.13080360867914
,,1739209809.7119002,-38.13080360867914
,,1739209809.7119017,-38.13080360867914
,,1739209809.711903,-45.120503652039325
,,1739209809.7119043,-38.13080360867914
,,1739209809.7119057,-38.13080360867914
,,1739209809.7119071,-38.13080360867914
,,1739209809.7119083,-38.13080360867914
,,1739209809.7119098,-33.981070128970906
,,1739209809.7119112,-38.13080360867914
,,1739209809.7119124,-32.816014438256545
,,1739209809.7119138,-33.981070128970906
,,1739209809.7119153,-38.13080360867914
,,1739209809.7119167,-31.141103565318915
,,1739209809.711918,-29.438486411369357
,,1739209809.7119193,-31.141103565318943
,,1739209809.7119207,-28.58837851428586
,,1739209809.711922,-32.816014438256545
,,1739209809.7119234,-45.120503652039325
,,1739209809.7119248,-25.82631439489636
,,1739209809.7119262,-22.26493056196156
,,1739209809.7119274,-23.75329798047523
,,1739209809.7119288,-23.506823629689546
,,1739209809.7119305,-33.98107012897096
,,1739209809.7119317,-20.695705961394808
,,1739209809.711933,-13.120210986501592
,,1739209809.7119343,-18.836614351536173
,,1739209809.7119355,-26.991370085610736
,,1739209809.711937,-28.58837851428589
,,1739209809.7119384,-45.120503652039325
,,1739209809.7119398,-24.74623867263306
,,1739209809.711941,-31.141103565318915
,,1739209809.7119424,-33.98107012897096
,,1739209809.711944,-31.141103565318943
,,1739209809.711945,-23.16150712794695
,,1739209809.7119465,-28.58837851428586
,,1739209809.711948,-31.141103565318915
,,1739209809.711949,-31.141103565318915
,,1739209809.7119503,-45.120503652039325
,,1739209809.711952,-31.141103565318893
,,1739209809.7119534,-22.84163660590255
,,1739209809.7119546,-35.57807855764607
,,1739209809.711956,-35.57807855764607
,,1739209809.7119577,-26.99137008561072
,,1739209809.7119586,-45.120503652039325
,,1739209809.71196,-31.141103565318943
,,1739209809.7119615,-45.120503652039325
,,1739209809.711963,-31.141103565318943
,,1739209809.711964,-38.13080360867914
,,1739209809.7119656,-20.001670042250545
,,1739209809.711967,-25.826314394896357
,,1739209809.7119682,-26.99137008561072
,,1739209809.7119696,-45.120503652039325
,,1739209809.711971,-38.13080360867914
,,1739209809.7119722,-18.26308626601666
,,1739209809.7119737,-23.38864096791655
,,1739209809.711975,-38.13080360867914
,,1739209809.7119763,-25.25278630937684
,,1739209809.7119775,-32.81601443825658
,,1739209809.7119792,-23.38864096791655
,,1739209809.7119806,-25.62660358559016
,,1739209809.7119818,-31.141103565318893
,,1739209809.7119832,-23.273589343863318
,,1739209809.7119846,-21.598678470925663
,,1739209809.711986,-21.598678470925663
,,1739209809.7119873,-35.57807855764607
,,1739209809.7119887,-24.589719217205094
,,1739209809.71199,-32.816014438256545
,,1739209809.7119913,-26.99137008561072
,,1739209809.7119927,-33.98107012897096
,,1739209809.7119942,-33.981070128970906
,,1739209809.7119954,-22.84163660590256
,,1739209809.7119968,-28.992665084841946
,,1739209809.7119982,-18.598040242006057
,,1739209809.7119997,-27.877744956031417
,,1739209809.7120008,-22.26493056196156
,,1739209809.7120025,-22.26493056196156
,,1739209809.7120037,-25.82631439489636
,,1739209809.712005,-28.58837851428586
,,1739209809.7120063,-38.13080360867914
,,1739209809.7120078,-45.120503652039325
,,1739209809.7120092,-31.141103565318893
,,1739209809.7120104,-38.13080360867914
,,1739209809.7120118,-33.981070128970906
,,1739209809.7120132,-29.438486411369347
,,1739209809.7120144,-38.13080360867914
,,1739209809.712016,-38.13080360867914
,,1739209809.7120173,-38.13080360867914
,,1739209809.7120185,-32.81601443825658
,,1739209809.71202,-26.487275050834715
,,1739209809.7120214,-45.120503652039325
,,1739209809.7120228,-31.141103565318943
,,1739209809.712024,-31.141103565318915
,,1739209809.7120254,-38.13080360867914
,,1739209809.7120268,-30.49652367304976
,,1739209809.712028,-26.991370085610757
,,1739209809.7120297,-26.487275050834715
,,1739209809.712031,-23.273589343863303
,,1739209809.7120323,-35.57807855764607
,,1739209809.7120335,-23.273589343863303
,,1739209809.712035,-31.14110356531892
,,1739209809.7120364,-26.991370085610736
,,1739209809.7120376,-11.09788982749249
,,1739209809.712039,-17.217652011706875
